Energy_Mean,Energy_Mean.1,Energy_Mean.2,Energy_Mean.3,Energy_Mean.4,Energy_Mean.5,Energy_Mean.6,Energy_Mean.7,Energy_Mean.8,Energy_Mean.9,Energy_Mean.10,Energy_Mean
22709727675.012844,903677135523.8812,801957394561.6805,4918833313085.228,44093259708.390114,1024754293666.96,393604515642.3142,324441298891.4221,128503235133.46783,1608446153777.1194,848268959734.7776,8577311018.678268
22735368567.88573,902570198042.886,788933784241.6582,4626972529521.372,52461466344.77182,1020580853352.0684,382610185677.1777,361674739323.8192,123734082121.83444,1634218897588.74,843921887477.1797,9587928384.44795
22780731237.14352,901094178976.5016,773300443690.7384,4355907661265.6943,60835445133.35459,1015667925807.7102,372430411451.9498,394833134853.70703,119040224952.41672,1652823199722.7026,839314493155.2449,10549256067.698145
22812147671.128227,899284041895.552,755430131678.5764,4106073552225.258,67556280834.5601,1010205815040.5734,363588422170.61993,419887481520.3356,114430558441.01552,1663918164202.2483,834557370413.3425,11303244079.296385
22812125316.42466,897180609245.311,735829409521.7848,3878209130281.245,72139900964.36165,1004166549805.8036,356186025594.6728,435160474342.1986,109924836495.09685,1667213509974.682,829896870203.3344,11768462931.598145
22779489975.67232,895337022589.5454,715330035437.7947,3672443792882.884,74421875510.27,997425172340.4327,349908841658.80493,439622709956.22845,105553508554.89218,1662889017688.22,825222282298.2788,11926080472.72698
22719008958.305367,893797879174.1316,699619057612.053,3498345937017.7427,74334963730.21965,989919431809.9124,344667534090.5038,432936475832.2942,101331855757.26352,1651268659140.2468,820358270775.985,11733712040.327526
22639073207.97492,892225493258.3998,687603193151.0096,3349824113302.906,71910316882.48537,981579898987.93,340427851847.7726,415404246219.2592,97237461514.346,1632890303144.019,815247902021.5126,11205533894.91948
22551906610.345432,890424731198.7625,677236425483.8428,3215332587754.429,67276077237.51403,972344464960.3342,337251469683.22394,388030808207.9773,93267827415.04036,1608431454436.609,809871959585.7744,10339439286.746716
22471230762.235645,888358193980.5151,667234117412.635,3091158769594.474,60656367396.60107,962190822703.2294,335478741555.4252,352639802097.8677,89431599415.50237,1578738442037.548,804279076392.7457,9199828861.30222
22418686281.441853,886031650580.3762,657397646800.6449,2976452016729.528,52372782162.20793,951105483920.4484,334787464361.9283,311865778751.9802,85743227902.37267,1544802863830.7986,798556640825.4542,7909373052.923165
22429240980.163044,883401374722.9392,647828383075.6674,2873080286207.396,42986054528.4356,939113155050.0323,334978612593.33435,271966434979.30875,82213284467.45331,1507980700952.113,792807794468.0696,6610380814.943282
22541240597.734104,880514982905.637,639863725690.6565,2786688629091.74,34428062134.28817,926383422974.7576,336182432787.2382,245840450874.67053,78880706077.83507,1470468935655.7634,787116927839.9377,5636805178.025968
22799445840.951405,877595366572.2762,633553585201.8824,2723259883525.5923,30710533009.30549,912713327451.9926,338093764960.8976,254259350594.98904,75737177741.34337,1436013794113.7507,781581702734.2103,5813851630.185496
23204729353.67076,874367977092.3846,627273365600.7341,2671285659781.12,34802661144.98894,897961227803.1719,340270061551.7778,293666264628.0336,72761406503.49294,1403124423093.199,776235155872.7601,7028392047.171409
23784956732.111748,870787159560.1095,620606317723.8381,2626574646561.096,43702026010.3066,882102842646.8256,342401779165.6621,337520432348.5574,69942213589.19127,1369867295174.3792,771093849112.5253,8474026956.993425
24537158608.78603,866832602140.7787,613293329983.5033,2586749252215.9287,52814521019.44805,865095921580.5369,344246436102.6145,378044839315.7985,67264683918.82066,1335879089466.5415,766153983860.3444,9887793177.434752
25406816470.39495,862544832228.3994,605354145615.933,2549652228584.0654,60763577597.47202,846988211386.6324,345636317191.0241,412616515900.2984,64716678155.3007,1301275700066.514,761436910548.896,11210849535.807686
26329483761.38312,857992443158.9559,596941317090.8546,2513494847901.0894,67164570107.26899,827809615112.0121,346435231290.7357,439569712249.6977,62288035740.49077,1266033106818.0703,756959799491.8455,12340631371.483915
27259607313.986526,853244041129.5486,588360193997.9961,2476466083568.096,71739916074.81128,807570507690.6666,346534073023.0807,457685320014.2756,59967265079.060425,1230256783690.4814,752755253226.186,13242238289.28135
28181682432.2583,848915393948.5044,580924472434.2483,2437221108597.052,74305110992.86276,786310412080.3308,345859825772.79865,466185983779.9649,57749298128.72496,1194063295836.8225,748866951707.8329,13878918698.555614
29078698805.52034,845073648451.1453,577082767117.2871,2394490327013.828,74767163031.02458,764133993872.6523,344404672219.27264,464727553899.5013,55624938681.65326,1157400495194.9417,745309436024.0771,14162542585.770706
29934072237.85865,840944378752.6826,574608989932.9719,2347373997448.509,73123964786.61488,741073887024.8711,342272419025.2301,453424807799.2654,53581751247.24461,1120333443244.9297,742082529775.6511,14081049354.227943
30722650176.88036,836523452749.0884,570013619337.3425,2295304489138.422,69463250453.88928,717106688434.8516,339386296422.5224,432773621037.55927,51610451396.23152,1082947126423.1544,739173074711.5695,13642133609.798931
31421642920.762817,831822136461.8278,563004658104.1599,2237934283133.639,63959606132.88563,692349999776.5172,335451401558.09045,403586816480.90686,49702676881.47294,1045342589671.4622,736605153157.5431,12872331407.227674
32026256773.01945,826946189146.3042,553434905906.6383,2175365443622.3416,56869973101.69808,666922350633.1798,330472629241.7531,367095221659.30176,47852456421.5077,1007631805014.4376,734379301879.2429,11817279478.807016
32537385601.382034,821907568621.0483,541320810223.80615,2108152603638.04,48571407543.26691,640977141257.3828,324556265802.2477,324849477784.30646,46058111410.81208,969983791348.498,732499617572.8794,10527504131.780111
32966158116.301487,816769773720.8767,527043881031.3204,2037008173619.037,39515994008.43808,614725543986.4493,317872037697.7643,278769622037.11176,44323473167.48055,932611657610.4113,731028603968.0774,9069012358.0211
33330344830.25209,811722318613.4817,513194441939.0908,1964845056496.1711,31203576186.834904,588445415191.2593,310541298786.85205,231701006871.48026,42671729531.86591,897289519545.9244,729979970600.8158,7569970866.861911
33661349710.972244,806757849348.9194,498007319056.7127,1895567170717.117,26146853276.694016,562193379648.0547,302547749849.47107,196076055818.0763,41097227455.49967,865047643384.004,729401069658.4225,6690279463.411082
