Frequency (Hz),Amplitude_Mean,Amplitude_Standard_deviation,Amplitude_Skewness,Amplitude_Kurtosis,Counts_Mean,Counts_Standard_deviation,Counts_Skewness,Counts_Kurtosis,Duration_Mean,Duration_Standard_deviation,Duration_Skewness,Duration_Kurtosis,Energy_Mean,Energy_Standard_deviation,Energy_Skewness,Energy_Kurtosis,Rise-Time_Mean,Rise-Time_Standard_deviation,Rise-Time_Skewness,Rise-Time_Kurtosis,RMS_Mean,RMS_Standard_deviation,RMS_Skewness,RMS_Kurtosis
0.0,8.161444367895285,1.4007255472704223,-3.849557912087433,17.08754279365781,114.15805964855356,106.71221801379801,1.0065836910274284,-0.016202275620934348,294.1184494271485,104.83421082419426,-0.7666691782325039,-0.520761459953055,12459267381.737309,9432355416.710566,1.056964603778943,0.0871435679430923,6.377655464215945,1.886395941273987,-0.4967203103144175,2.071089671984846,1.7217293132911975,0.8602845588554484,0.7623218809423518,0.4678437426407447
5e-05,24.68208183433457,4.239496141611336,-3.8344347838417323,16.97896417307824,345.96599108212064,323.94878261734,1.0153787167327089,0.01540385765100849,889.8778912268315,317.9362279925344,-0.7725388408794233,-0.5182051168810462,37768198857.03935,28838201532.47471,1.0731535973471604,0.15632705328092023,19.310887130267513,5.827821290782796,-0.33826359639097947,2.333636234029141,5.211649582676299,2.614786956783324,0.7753468707910028,0.520078122304819
0.0001,41.923272905084715,7.19723642555843,-3.8196282485069877,16.8868174330972,588.8908357530972,552.3270135932312,1.0243101586429086,0.047675046480404326,1512.1868636624727,541.4501227364378,-0.7782475134228193,-0.5164072429551405,64305863239.343666,49529889894.94326,1.0907659329670314,0.23321644443647127,32.84280847508867,10.12570772469198,-0.16014200502689077,2.704233140592927,8.860599665368902,4.463755791690278,0.7895328621877762,0.5761225481302588
0.00015,60.37105526225743,10.344595175974709,-3.804862344285199,16.8096958813152,849.8750783458264,798.398300137756,1.033432364670567,0.0808267982467803,2178.6668606842,781.6420481176766,-0.7838715247552624,-0.5152640808132696,92835025655.16626,72141991707.17499,1.1099727026142054,0.3188005672338994,47.36110108040342,14.939825420166153,0.03999860996977438,3.2096139504169665,12.772399323582658,6.460774268646156,0.8049993591513385,0.6366859818647352
0.0002,80.39429064068273,13.729839262828397,-3.7897666884058823,16.74504744594946,1134.2787563635343,1067.2748481052959,1.0428109620128911,0.11510739717933527,2902.758200240246,1043.3455761144207,-0.7895184575598836,-0.5145758844664581,123947773757.32072,97204955009.53104,1.1309577039824488,0.4141886568402797,63.16478622873216,20.42341930807621,0.2645227072493622,3.881425341032874,17.02661572220474,8.648224670075376,0.8218703282068524,0.7026391243008345
0.00025,102.20149484167383,17.371684565828858,-3.77388783063003,16.689287745829606,1445.2554871368243,1362.0403873900273,1.052524053078122,0.1508005571415918,3692.154572259853,1329.411936173317,-0.7953308050445749,-0.5140276301981919,157997851492.33167,125090309527.40141,1.1539230422247946,0.520636223323081,80.43022163677074,26.714923403004224,0.5156998675950573,4.75622781460719,21.66935092915936,11.052584745906463,0.8402841390307372,0.7750652498740438
0.0003,125.80938454922229,21.254742494972355,-3.7566839106332592,16.637867374970103,1783.2856484489914,1683.307677801612,1.0626628105465608,0.18822957377449523,4547.655847571283,1640.3179123033617,-0.8014811713077186,-0.5131992114832986,195050083076.51675,155967089921.51285,1.1790952386567444,0.6395707103667241,99.18600146205063,33.93150041871136,0.7956090666177297,5.875022985238074,26.706451739511703,13.68089645388424,0.8604074321902864,0.8553147659226021
0.00035,151.02556216578043,25.327953927398067,-3.7375076438900905,16.58528788055619,2145.903100619625,2028.9571073022212,1.0733334864327089,0.22776431450567047,5462.527690442494,1973.9633532614098,-0.8081645252955609,-0.511578700063338,234850808924.46344,189772780428.7671,1.2067309861981108,0.7726108495399289,119.29863798676136,42.164917022943904,1.1059592915842986,7.28217578612446,32.09966236069138,16.518673344588255,0.8824494306768418,0.945064127987497
0.0004,177.44675416153444,29.506177459856154,-3.7155768948606296,16.5249974386182,2527.6382244940164,2394.077532669781,1.0846627928990606,0.2698349832968425,6422.4198091064145,2325.6780020756387,-0.8155935187540441,-0.5085535504667207,276821721395.2492,226201120066.9434,1.2371193706739223,0.9215728427233345,140.47023075117994,51.47975361483517,1.4478687255202707,9.023374872069757,37.76603529058915,19.529414231060517,0.9066743208321297,1.046381694199841
0.00045,204.47292062494816,33.674858042765436,-3.689925559555253,16.449060487403685,2920.184023238981,2771.118078061556,1.0968040097695715,0.31494913521858336,7405.857293872233,2688.4375128208935,-0.8239863860711022,-0.5034129858812237,320077903536.5516,264707819917.85773,1.2705817303075053,1.088461205463636,162.24841939223302,61.91380955875271,1.8215863943064465,11.142443297742885,43.58067582858998,22.65578086282307,0.9334126493746291,1.1618110323172859
0.0005,231.3364111042993,37.69755913158791,-3.659344049471978,16.34768968847127,3312.7775636317483,3150.2425148270536,1.1099477980202594,0.3637183338662444,8385.274957088277,3053.2816376090695,-0.8335576408494031,-0.49530584096170527,363469227503.9302,304533876383.3478,1.3074704721474704,1.2754421879738578,184.04801767267685,73.48038525530491,2.22616231969271,13.676832938650339,49.38267792759252,25.82237275326554,0.9630758474482427,1.2944769498418278
0.00055,257.1442917723714,41.42587606479418,-3.622298222106754,16.20855248500301,3692.768785250113,3519.869848492723,1.1243320787928994,0.4168865518386524,9328.529429829929,3409.9085752320843,-0.8444980425799574,-0.4831764961807745,405645745940.8339,344741291524.50214,1.3482179038282551,1.484874917990651,205.18297649019775,86.1717970204309,2.659119331146768,16.651885006594775,54.9838538014111,28.93994716786087,0.9961701064786023,1.448226322214528
0.0006,280.93102687218845,44.71110493972861,-3.5768237067085935,16.015859459868622,4046.346955986812,3867.3598108347287,1.1402615643712717,0.47537691770624413,10200.78980707509,3747.40485237177,-0.8569314625312798,-0.4656807228520985,445238872970.2653,384147935561.53204,1.39485730923299,1.7218880809495412,224.90662857327055,99.96304013632103,3.1162323042142934,20.074556370952507,60.17968979010405,31.910795168153133,1.033317319982321,1.6278096875693997
0.00065,301.71796524059886,47.416875673395836,-3.520385623533628,15.749199782395607,4359.369435018283,4179.805931713119,1.1581300823630882,0.5403485608713026,10966.679009275284,4055.0614809024078,-0.8708361167413284,-0.4410521598477106,480797136580.33295,421577020685.7861,1.4481145988531359,1.9901094901170557,242.45743759131676,114.8150132315315,3.591428912784981,23.927480458601188,64.76180888212694,34.63489177932466,1.0752876938130074,1.8391155008542324
0.0007,318.57561017714033,49.431850359066395,-3.4496905926053767,15.382122286048808,4618.240993255912,4444.881588629161,1.1784512142857635,0.6132739096752116,11592.525776429793,4323.209741920391,-0.8858968735619872,-0.40691780494487384,510842761310.3728,455966455889.3777,1.5074916229560635,2.2906515746222142,257.10767874843066,130.67550184332518,4.0770182413341844,28.165453575458763,68.53107186521163,37.016453561425514,1.1230327622091598,2.089458284825316
0.00075,330.6843972097589,50.68183979832338,-3.360486120926315,14.88106281680933,4810.782501872261,4651.685792293703,1.2018976652526427,0.6960411585973993,12048.596505631067,4543.958002191063,-0.9012086640039824,-0.3601684455209351,534077140553.32635,486308631707.831,1.5729755500821316,2.6246343999577055,268.228001811771,147.44836787136444,4.567677234255701,32.73956865988139,71.31043964386136,38.970419474908226,1.1777278553196986,2.3879189864403045
