Time (cycle),Amplitude_Mean,Amplitude_Standard_deviation,Amplitude_Skewness,Amplitude_Kurtosis,Counts_Mean,Counts_Standard_deviation,Counts_Skewness,Counts_Kurtosis,Duration_Mean,Duration_Standard_deviation,Duration_Skewness,Duration_Kurtosis,Energy_Mean,Energy_Standard_deviation,Energy_Skewness,Energy_Kurtosis,Rise-Time_Mean,Rise-Time_Standard_deviation,Rise-Time_Skewness,Rise-Time_Kurtosis,RMS_Mean,RMS_Standard_deviation,RMS_Skewness,RMS_Kurtosis
5501,13.00682627,27.60255503,6.423158247,45.36018476,9.406126642,10.14700977,2.675996437,9.795217867,456.1299799,542.0178908,2.560081928,7.632964444,1.12644E+12,4.10628E+11,0.466160132,0.407734627,23.46720631,42.67815413,3.339782793,11.81834172,8.367653141,18.6791908,5.92603246,38.62776106
6001,12.66043228,24.98425869,6.292481387,44.63581015,9.148793932,15.01695292,5.288918585,34.15286945,454.6145177,765.4013267,5.448363056,36.09155724,4.87172E+11,1.88216E+11,2.667536796,12.91314375,37.23999455,65.247279,3.353701005,12.79983652,8.544467112,17.79305605,6.024289173,40.90332834
6501,13.08479786,28.82754383,6.560810307,47.2867264,7.486332728,12.98582693,5.208908913,33.02065446,379.6553507,594.4794153,4.199174978,21.60228253,1.00105E+11,1.89696E+11,4.446198052,22.00990434,119.9514999,213.3145277,2.759403945,7.251523261,8.604150442,18.10469712,6.307805845,43.98651734
7001,14.67270422,38.20630137,6.466006077,44.13394085,14.59979471,39.45851438,5.15482486,28.73529475,769.3445655,1908.784336,4.896514508,26.87563096,1.27541E+11,1.73642E+11,3.04290937,12.05881377,270.4903412,473.676232,2.368861366,4.78102731,9.646834127,23.40460908,6.239168532,42.88909588
7501,14.70809909,34.53187823,6.194764845,41.47297881,18.42254856,34.72088441,3.441607554,12.72719633,1110.161808,2361.007936,3.955732526,17.21790428,6.92587E+11,6.483E+11,1.17054144,0.623355939,335.5182713,681.5143908,2.659534747,6.598847098,13.21369124,41.88343125,6.23234542,40.41752829
8001,14.06645875,29.23463644,6.108255394,42.10106484,21.22104757,30.10408727,2.889091941,11.55541152,1132.371957,1559.373429,2.471179032,7.696369482,3.18879E+12,4.50716E+12,3.190677549,11.01184601,171.0896927,421.5819536,3.777869055,15.57120025,14.07392139,39.73145876,5.33893813,29.24412764
8501,14.01915546,31.53907091,6.50651846,45.95450089,23.81483751,30.52631388,2.367270123,6.870954812,1261.00523,1653.461374,2.636467844,8.488377777,9.5466E+12,2.23566E+13,3.74964833,13.60249519,38.48165565,115.9613066,5.163807002,28.73734564,9.820076551,16.89403176,4.876804194,27.4561047
9001,14.57998255,35.26915058,6.635223434,47.23583036,30.53572925,61.97254881,3.338397807,11.12101255,1592.745125,3340.186749,3.477045031,11.92495888,2.02828E+13,5.41225E+13,3.279582452,10.09734716,15.60453776,31.92438269,4.219894622,19.44305618,10.15745628,16.68832109,4.587927516,25.13993396
9501,15.06393137,37.78303803,6.427613551,44.05339296,39.24690571,96.60019541,3.295888143,10.09206432,1974.608291,5197.053218,3.435582041,11.03568869,2.52644E+13,7.25798E+13,3.079148252,7.991488972,8.655407011,14.94766741,5.463609004,36.61534915,10.85532732,22.14243153,5.991372578,40.98005282
10001,15.04097547,38.88177043,6.701591549,48.18892761,38.84229404,85.79641117,3.19216593,10.07982499,1946.644217,4916.825429,3.585230972,12.91492213,1.59706E+13,4.47106E+13,3.733923871,13.21273632,7.448251215,12.73619445,4.590961077,25.12760318,12.75175535,32.36416812,6.031180163,38.84076611
10501,16.86565146,45.37226173,6.062629895,38.64481558,46.42087124,83.88837788,3.128632448,10.68398677,2115.68552,4445.322562,3.253082622,10.51769095,1.41956E+13,2.33191E+13,3.669775138,15.90464488,11.21107139,24.01713667,4.294783973,20.86389644,11.82151892,23.77553485,5.613291779,36.49061419
11001,13.83403018,30.91088216,6.509718594,46.42672957,42.31961681,55.89942077,1.972341681,3.772889718,1703.990382,2424.226818,2.098288137,4.146943251,1.51299E+13,1.73216E+13,1.697942662,3.114475327,10.5095114,19.35456167,3.339209035,11.77764473,13.61459205,29.78615961,5.150411224,29.60376845
11501,13.74339042,28.02735007,6.114341939,41.94566154,26.89321664,30.88917891,1.441973771,1.496763868,1131.531945,1405.074123,1.864590436,3.924618268,1.11951E+13,1.20751E+13,1.310560152,1.259635495,12.88170095,26.26563865,3.904889397,17.48841123,16.9581676,45.3288554,5.534789028,32.55914629
12001,12.69491739,25.50931737,6.387569645,45.79234784,18.95025962,25.42927502,2.545288942,8.387934519,904.540619,1180.141083,2.234473186,5.606344192,6.83107E+12,7.89766E+12,1.477112595,1.400687987,13.76775113,35.94904106,5.449432333,31.74202487,15.1812038,35.12650864,5.628513591,35.56832936
12501,13.37085432,30.2627068,6.464662847,45.56479866,17.06521976,23.52953984,2.129327245,4.141853777,868.7305379,1143.79206,1.880619785,2.721149588,4.66951E+12,3.71133E+12,1.246647951,0.927772442,15.42414209,27.92785048,3.881813982,18.01163819,14.83145311,29.46697984,5.067922466,30.41266648
13001,13.92048235,33.13473978,6.288200234,42.67510057,18.44081228,29.59205436,2.695806312,7.941788727,947.1344594,1626.758448,3.272201183,12.20750613,3.07664E+12,2.11973E+12,1.4462886,3.129382837,21.45747099,28.11360917,2.668820238,8.417806023,14.87980391,29.61307268,5.231382049,32.23017681
13501,13.30144877,31.19442044,6.54202912,46.30356235,13.30682585,20.3506488,3.671358948,18.178355,636.8016327,1020.581668,4.517116816,26.15148963,7.54686E+11,6.25874E+11,1.165465089,1.035860047,28.96544191,33.27789242,2.542636965,9.162092126,14.40666042,28.00311551,5.251739027,32.33707442
14001,12.95124282,30.25333758,6.470920562,45.08976511,10.40661497,15.59096584,3.230736205,12.28450582,473.4119451,724.090926,4.069976452,20.8854806,1.92846E+11,1.86261E+11,2.147334938,7.625177825,29.53236342,29.39410989,1.781678246,5.403699069,15.17082125,34.92269587,5.546945623,34.08142288
14501,12.9450647,28.8370187,6.503932446,46.20431625,9.026413829,12.78346302,3.026912607,10.43150718,431.3802621,595.7861926,3.16359119,12.24652917,1.3092E+11,1.45432E+11,3.36938052,14.78501999,26.33447706,36.58485591,4.240320385,23.28720582,19.20653188,56.90937723,5.847375837,35.5815306
15001,12.81016586,28.24208749,6.354133995,44.14741647,8.529374984,11.27682637,2.668913253,8.2925626,458.0665258,569.6139455,2.434725505,6.536736307,6.68318E+11,4.83355E+11,0.380067934,-1.00836485,18.6848075,28.79094138,2.801514164,7.611248509,17.34621749,41.38253388,5.520022883,33.16131363
15501,13.06794439,29.9697766,6.434292185,45.62514144,11.56473118,16.84003085,3.540244693,15.216402,647.8338414,905.2511595,3.100253404,11.21577189,2.74315E+12,1.91273E+12,0.167448952,-1.347838101,17.05759889,34.70753952,4.804600516,27.49813224,13.75070293,21.85281107,4.611844989,26.28643115
16001,14.53349219,37.98148782,6.296968125,41.86368956,17.59067294,35.80840164,5.0795653,28.44994551,898.3364244,1760.174063,4.828254748,26.14122374,5.17451E+12,3.08336E+12,0.096033117,-1.356908139,20.94209299,40.65671706,4.570189826,22.83115538,14.81134021,25.79645562,4.69322713,25.04495606
16501,13.04282883,30.00350463,6.417456991,44.53138977,15.31880673,26.10016187,3.934480652,16.56209061,745.7455987,1375.405971,3.941696149,15.76826598,4.95298E+12,2.51599E+12,0.023944462,-1.284002147,19.22456924,22.5512094,3.13309671,13.29936294,16.38474619,34.45685483,5.811243535,38.01059151
17001,12.92184235,26.8468079,6.116260481,42.13896351,9.634340048,14.15318926,4.089633205,20.87526536,466.7936116,871.5373892,5.469140505,34.79994355,2.13889E+12,9.21376E+11,0.317882772,-0.404658888,24.57054289,27.92581869,3.045200036,12.30395788,17.46348652,43.22081211,6.4222391,44.24935637
17501,12.69111235,28.14614261,6.418451554,44.73632539,6.301720884,8.750940803,4.686629038,27.87895895,332.7211339,525.0689577,4.682930567,26.21361401,4.38471E+11,2.60946E+11,2.79475355,13.85570475,30.69473592,34.05798188,2.793246774,11.74429456,18.20876931,47.19780074,6.540027424,45.24298782
18001,12.4281998,27.47517498,6.530975122,46.52830526,5.695546489,7.952578534,4.586420172,26.60692769,275.6506651,462.8323956,5.699481246,38.75904209,56836081374,82630455994,4.010316,18.23441988,35.06278263,37.95754183,3.246626046,16.0857382,18.95216098,47.36433161,6.634978218,46.94378691
18501,12.69734496,29.46156717,6.577670326,46.7245869,7.329630835,11.11131341,5.53357758,37.58049011,304.7289713,634.1714312,6.395774907,44.81429169,20013627458,27217563609,3.890113648,18.27260433,36.59263814,51.05784654,4.621438405,26.08048146,19.94190004,48.00258419,6.454026979,44.60755432
19001,13.08099013,32.26317684,6.598804271,46.43267507,11.27876168,19.07730775,5.584294439,35.49522689,366.2877991,782.1223773,6.130001399,40.75240729,15993437482,25504917994,4.813988945,28.73489712,29.34067429,36.667771,3.255597184,13.16710927,19.74249662,43.00512571,6.521201425,46.63315908
19501,13.2241183,32.1246398,6.489693267,45.04423202,11.78797638,18.01524175,4.498723022,22.92664519,393.1558524,707.4644229,6.07393138,41.57282999,15914004082,35143909627,5.664194989,34.73166495,33.66035523,35.0134644,2.418465842,9.114398192,21.27444749,47.98273165,6.479061612,45.95946693
20001,12.80896525,29.43113659,6.581123688,46.89521511,10.80263548,13.49975492,3.380367236,14.89990551,456.0107898,677.2182939,4.919475815,30.51353553,11357277164,22116032128,5.424697307,33.74871795,55.40544361,53.59191002,1.15190449,0.543360325,23.14537413,57.1249475,6.531175175,45.56688487
20501,12.85027935,29.59909028,6.555705184,46.42500717,12.30201975,16.79868164,4.137679599,23.60381553,502.8293441,664.6183127,4.037636478,22.84198691,9701927574,16619506959,4.931818733,29.39255162,83.56566795,80.7259326,1.582597863,2.499228791,24.67427049,62.54242209,6.57005567,45.84747384
21001,12.859724,29.79310287,6.543597114,46.18819533,15.54045816,29.86145317,5.016733836,27.41044419,565.805703,781.6100273,5.024719858,31.74623321,8269814380,14913997432,6.048924479,42.16317324,107.9209908,91.98041912,1.706485041,4.038519154,25.64129508,61.77211002,6.461304211,44.50984524
21501,12.83142413,29.61496195,6.561839876,46.51649942,10.66940829,16.00806566,5.232576234,33.63272644,572.459164,960.7794401,5.722826219,37.18184885,7928714582,14171164101,5.806611265,38.98719732,131.650879,103.113334,1.316726388,1.494265897,24.86572778,52.96356209,6.497764997,46.46745901
22001,13.10103422,30.47631882,6.54249695,46.12979209,9.494583733,13.76120956,4.731293431,28.99169951,501.888557,860.8745574,5.391709817,33.69052188,9005093731,14406871113,5.421009615,35.25525864,114.9097639,92.42250879,1.632803402,2.771773982,26.70197182,59.6983804,6.435719077,45.68577696
22501,13.18006499,29.74807073,6.444565272,44.97399351,8.541407291,11.17147412,4.037662495,22.0530512,377.3379974,582.9398324,5.107932431,31.9120126,12447589351,16954436803,3.21204892,11.02612379,59.07435457,48.53925527,1.728902789,3.810075568,29.65764834,79.65130309,6.552062242,45.22853177
23001,12.92698568,27.88735657,6.488604692,46.32308205,8.35932178,12.96864463,4.719204157,25.95708686,361.4119924,562.6516046,4.258251297,21.0640167,63894081209,88900517785,2.429803138,6.018075976,29.88920187,31.30744234,2.707925923,10.43648948,30.59964875,81.61948262,6.328163599,42.25264882
23501,13.19603703,30.71445408,6.626413349,47.70198477,8.723144423,19.38544598,6.652213208,47.53929149,393.0044044,763.3020867,6.108930084,42.83138344,3.85036E+11,6.2054E+11,2.651848816,6.614225779,33.75017786,38.3608594,3.532829995,18.47541628,27.75772859,67.53768579,6.603631804,47.26165662
24001,14.63419924,40.89435766,6.712257968,47.34210417,14.46992411,41.737131,5.558967033,32.51358237,631.764642,1683.276989,5.85599142,37.11200423,8.97611E+11,1.49535E+12,2.493694707,5.437853251,44.86281926,63.91924295,4.208485184,21.95743946,29.06090568,78.86305664,6.768805281,48.26775796
24501,16.65322093,45.48447248,5.860081506,35.84038187,14.49213894,35.09332016,4.580830702,21.76575973,825.7012159,2223.082088,5.135715184,27.40033257,1.07547E+12,2.00396E+12,2.592440134,5.858750012,52.86700126,57.22732069,2.14349603,5.435691815,32.87106937,87.91338798,5.983231565,37.57168519
25001,12.76627044,25.36696446,6.134364278,42.87358024,12.71674513,25.28475928,5.019011572,29.6647109,569.594166,891.2413498,3.609706198,14.78105408,5.34105E+11,1.16799E+12,3.668455082,14.81791034,74.73546643,85.371301,1.774457427,3.044443896,24.80562314,50.15192602,6.429089313,45.42889751
25501,13.32712018,26.58604158,5.914407645,39.92912789,10.06868522,12.48788985,3.417811904,15.50690743,490.8192984,758.4171906,4.467695122,24.29448528,83777550010,2.01307E+11,4.600044532,24.11089851,95.47232669,106.5285978,1.847579629,3.828225795,24.23803223,44.2537605,5.419160917,33.39777409
26001,13.9364447,32.10090129,6.252477214,42.21443433,12.67292394,16.11267777,3.082863367,12.23922852,564.9412812,1066.913662,4.37351072,20.92761064,26282881887,58054596029,5.665766104,35.49176046,101.662649,124.5394973,2.464684279,7.912707888,23.78618789,55.02715034,6.681827296,48.0308809
26501,12.71799933,28.65226647,6.503919643,45.86424612,19.69559243,29.81064404,4.06679986,19.67384447,435.0080234,718.6909084,4.268579226,23.25608025,14553214314,23417879682,4.178195687,18.30303046,72.17714806,79.85325835,1.785402176,3.263430823,27.18417654,71.57519098,5.997439913,37.74419723
27001,13.05447037,28.96048028,6.462310741,45.93490821,37.06780133,86.19303854,5.319317504,30.72357255,453.2143437,980.6313568,5.415422916,34.04131258,9441585131,16872637217,4.672802599,23.75583449,49.05966954,63.93637004,2.520821877,7.027075689,21.4125262,42.32302845,5.930133107,39.54143339
27501,13.66245496,32.84628516,6.493748094,45.15999201,60.78371199,162.319377,5.079604226,26.61306056,559.5405962,1652.594055,5.572101732,32.17444902,8198358396,17852189680,6.481895566,45.96713087,35.9080433,53.45456192,3.587410885,16.03203955,20.79820554,37.34309157,4.973313909,27.54245281
28001,13.45712388,32.48106177,6.574630638,46.29899781,50.69147014,70.06853895,3.657613088,17.40968481,409.3274114,1081.065315,6.473034395,44.23230373,9075306296,22021450128,5.906027606,37.30702879,32.71951916,48.12541872,4.767281553,29.07190795,20.45376805,44.60231336,6.534087947,46.68045622
28501,13.44589436,31.98312756,6.610957867,46.95299869,61.04745718,78.68020246,3.494145791,16.26175727,381.9813045,808.3719622,6.16827965,42.7903737,7412657142,16264095781,6.502027886,46.21106218,30.97108459,48.16604198,5.119555074,31.62165502,23.65059906,61.08906842,6.373549523,43.06024105
29001,13.57958548,32.58414266,6.594554333,46.62468691,63.61435702,100.0940336,4.85348221,28.95884889,394.361853,894.0745024,6.460592586,45.40784075,7124560530,14687370816,6.374129646,45.0236689,24.85248398,36.84347289,4.970649193,30.74216472,23.03713421,57.81218527,6.418929901,43.75403642
29501,13.61410425,32.6238587,6.559772053,46.10926244,62.65910817,127.8045395,4.742443203,24.21219935,414.3007209,899.4493654,5.998085286,39.70798427,6860078060,13720656492,6.250096262,43.49512824,19.82735569,24.80748037,3.912861229,21.43024421,22.25270532,50.63260202,6.542937554,46.96294469
30001,13.34376472,31.01983178,6.572666426,46.5675686,39.64450959,44.37733011,2.63242193,10.64461659,399.9065852,754.6130756,6.018243739,41.42804575,6535699217,12506932348,6.283677826,44.59665303,26.81570869,30.03668185,3.368167298,14.88703703,23.59570165,57.77684272,6.550317404,45.83902024
30501,13.36372954,30.86043981,6.578181033,46.82133572,39.07678475,37.08934649,1.825422035,4.925371636,438.0882555,828.0455603,6.32668512,45.24532684,6583741306,13561797465,6.404271933,45.54403822,35.48339174,48.91621186,5.089655308,32.07242581,23.56960243,59.11915979,6.610918887,46.66234568
31001,13.48269444,32.199917,6.56150046,46.15873697,43.82974028,46.24223596,2.449441597,9.19509764,497.6600779,1123.765962,6.391690459,43.93873791,6850244359,15477331241,6.414656285,44.50888414,43.64819002,85.65532688,4.990945019,27.03618499,24.21023508,62.37892114,6.552216464,45.65561069
31501,13.29671876,31.357099,6.551714624,46.16085771,53.66616617,74.60318118,4.443969111,24.9123491,490.5846286,1147.114699,6.333863265,42.93852576,6672104510,14467406021,6.360551612,44.11619742,32.26988174,52.47930548,5.534197274,36.29577622,23.22644057,58.53598689,6.547512855,45.68472935
32001,13.17745365,30.66896017,6.580146002,46.76082146,59.17731336,94.845942,5.157167631,31.00636776,482.4713896,1117.334774,6.399489112,44.9566816,6461893322,13133990871,6.311277929,44.57806674,36.32174065,49.27520941,4.488332426,26.75306727,22.95284914,54.58504814,6.508187419,45.6325412
32501,13.08299159,31.16816217,6.602833011,46.83135854,57.28929063,83.05460826,4.305806298,23.23166303,532.9161857,1274.9319,6.154016132,41.13800537,6425827832,13781060990,6.491629997,46.41748033,44.91269461,56.78686906,4.368019477,25.54040328,21.68712673,47.84188918,6.293036413,43.10103376
33001,13.28858516,32.43086528,6.577338274,46.23734294,48.39969285,69.79666365,4.335035719,24.38687422,556.0670819,1418.61484,6.412180468,44.10457269,6940161301,16731269163,6.496436184,45.20540354,46.10773072,60.70959461,4.427093734,26.00938012,19.37527977,39.38213553,6.125658678,42.68029655
33501,13.11183343,30.37410396,6.439740152,44.70766496,33.3822434,54.86289497,4.543739334,22.81957065,578.4782217,1364.733111,4.975227135,25.35314359,7271298651,15147442640,5.440778363,32.95588568,40.99902119,58.72409825,4.427031411,24.44953154,20.48735751,54.2025319,6.602004171,47.18125289
34001,12.64041491,27.40416181,6.455939631,45.88024403,12.63726206,16.38581255,3.049637612,11.36909687,383.3037282,585.0142034,4.343948885,22.10892359,6666647903,11789574736,5.123014619,30.20845018,30.36914912,38.08749654,3.981946015,22.24958671,29.32492711,95.43521454,5.974652182,37.41172879
34501,12.48714305,28.05081008,6.521012775,46.09122635,7.647838083,8.116580495,2.513560579,7.473710994,304.1190517,450.9077651,4.749377223,27.83409711,6467646918,12168010929,6.160178175,42.88788095,24.24167076,24.53464966,2.375971934,7.642929617,27.30697575,76.48903895,5.001771003,25.12003271
35001,12.47589707,28.36263119,6.552728265,46.50880678,7.655312174,8.674451698,2.629230541,8.662671061,287.8381798,468.7679518,4.863602507,28.46123173,6750375486,13197208398,6.207721055,43.17610265,21.98717772,32.08432993,4.142743296,21.68082267,18.09366386,36.04463892,5.107472361,30.26254642
35501,12.71407981,29.83263405,6.564568697,46.3816638,10.25331962,14.74371326,4.353764394,25.11381771,298.3565302,573.0619897,5.502211506,35.17205024,7112870837,14013317491,6.240989546,43.50028677,17.80303674,27.12903418,4.386842582,24.03525659,13.97852483,22.84611494,5.168064312,32.97440154
36001,12.81788312,29.9757967,6.492827895,45.35413826,16.00663638,29.31508229,4.665365703,24.50357292,325.0328652,681.8039184,5.388633435,32.18088555,7547463075,14513047979,6.23000747,43.64900472,21.66616416,41.90792461,4.047100917,17.17082381,14.16838593,31.80589706,6.347754435,43.83768386
36501,12.60839563,28.2369842,6.541535293,46.57246083,13.54039386,18.22554856,3.901760064,20.86400173,314.3209643,606.5620027,5.553075369,35.36526029,8311563835,16423015858,6.297828294,44.50642849,25.36070838,33.17339392,3.121380767,11.64652101,14.93685192,31.76294194,5.245405213,30.45945165
37001,12.8645206,29.6369468,6.583865579,46.9109267,13.73002238,18.75836037,4.00194888,21.85046288,355.7031282,815.3359124,6.526291706,46.47475524,9745932576,19828548640,6.191153703,42.53661674,40.65555998,41.89515289,2.431872519,9.263431997,14.20603083,28.99272424,5.267199483,30.60607444
37501,13.28117466,32.13052611,6.527938999,45.61680518,12.90202279,22.61570229,5.639279402,36.92270092,450.4248791,1209.784858,6.293290764,41.78301969,13292407122,22892420862,5.811981959,39.15358647,52.76730429,72.57620719,3.934935757,19.94196331,15.22166509,37.0586478,6.198359448,40.93873317
38001,13.15119779,31.20660501,6.56281224,46.112643,16.9398718,25.16150286,5.694976746,36.92693798,618.3462099,1168.259445,5.894178877,38.09257385,39639198750,38292053896,1.735361196,2.940930273,54.69677922,57.04551855,3.912416319,20.51499196,18.95435318,32.55198931,6.180002567,42.51963504
38501,14.80257988,29.55184959,6.356798496,44.60002678,32.76443295,25.50744259,1.799815196,4.636439592,1349.501238,1190.367548,2.907876344,11.21860292,1.31543E+11,1.34678E+11,1.361291879,0.894934998,105.8240557,58.41182904,1.549428799,3.261507778,39.06085309,33.81464697,3.636300137,20.15954662
39001,18.53915204,33.31033,5.935514367,40.37505238,50.18300853,40.68456611,1.712636671,3.165652999,2139.63244,1911.777387,2.267600813,6.138737301,2.3857E+11,2.5424E+11,1.185484866,0.197059048,151.439182,88.7061255,2.150843603,6.199543888,57.73765304,43.07413567,2.354254043,9.939957658
39501,16.53376631,31.1465133,6.023794719,41.91724034,42.01501043,37.73270772,1.945254403,4.004788315,1841.339469,1919.765168,2.722958127,9.78659637,2.34986E+11,2.65743E+11,1.21812227,0.178755587,117.7172707,93.11030124,3.181580288,11.7827445,50.28918146,40.12701393,3.022463359,15.43685511
