Time (cycle),Amplitude_Mean,Amplitude_Standard_deviation,Amplitude_Skewness,Amplitude_Kurtosis,Counts_Mean,Counts_Standard_deviation,Counts_Skewness,Counts_Kurtosis,Duration_Mean,Duration_Standard_deviation,Duration_Skewness,Duration_Kurtosis,Energy_Mean,Energy_Standard_deviation,Energy_Skewness,Energy_Kurtosis,Rise-Time_Mean,Rise-Time_Standard_deviation,Rise-Time_Skewness,Rise-Time_Kurtosis,RMS_Mean,RMS_Standard_deviation,RMS_Skewness,RMS_Kurtosis
501,21.96818079,16.51688347,2.076859695,5.789565359,522.5772963,369.1012461,7.198889514,60.85007145,1873.232494,1055.471445,1.130208603,1.694151737,51308421938,35267672288,1.424064901,2.634224263,84.01696416,37.26671463,0.166331029,-0.479263827,8.544455785,4.503112994,0.75072863,0.54390854
1001,31.43452801,39.97042118,5.098051403,30.57804439,556.4761211,390.8066003,6.727550421,56.00724887,2314.133433,1361.036364,1.243888119,2.058913441,72796434869,45575996153,1.054281956,1.093173343,102.9124999,52.41947457,0.732558149,0.829247166,11.73923517,9.704768299,4.150185059,23.54622894
1501,23.9155834,34.60051447,5.700042845,37.74482585,360.7598426,247.6397464,4.735200407,31.00495623,1575.556284,1030.744302,1.799198627,4.73439825,60483630034,48598214363,2.251138963,5.860597534,71.63242531,46.18018137,1.733586011,4.775012241,9.164368938,11.00762838,5.145618715,31.34623684
2001,16.975627,38.17051677,6.635066507,47.33052135,188.0263378,249.7065068,5.666859144,38.36759795,757.7752979,1357.397552,6.386959249,44.85637166,63892681772,1.27571E+11,4.556394651,24.08333697,29.60606486,29.80450934,2.888618814,9.363210769,5.616596884,13.05824879,6.300689403,42.37639863
2501,17.34454449,44.40324246,6.580292317,45.94014172,263.0950672,714.6529109,6.665761376,47.46250907,784.3489419,2385.390769,6.361253535,42.09272889,1.58234E+11,5.38173E+11,5.199928545,27.46194776,16.16636979,26.75495442,4.422866076,21.72887672,5.226201379,13.07581171,6.60165558,46.44678395
3001,17.79652419,45.83235034,6.599492246,46.16315884,588.0883523,2082.952077,5.76416405,34.00488205,880.0046915,2730.729042,6.40575349,42.54047821,2.04992E+11,7.71853E+11,5.454048845,30.23604497,14.94076767,35.04396922,5.634509065,34.2297549,5.32761368,12.73406833,6.501366235,45.27647352
3501,17.78303021,44.19034724,6.599739976,46.43457434,630.4893548,2066.732376,5.680561137,33.28155724,830.8014821,2309.500315,6.578958489,45.45157053,1.24487E+11,3.95308E+11,5.049026337,25.81538954,11.73600807,28.19957402,6.474057735,45.73885584,5.358326773,11.88075378,6.507119163,46.33153311
4001,17.58847447,41.82840347,6.58187548,46.51723641,478.4309166,1164.525182,6.245368179,42.97206036,801.7084575,1917.80297,6.577454573,46.52250535,61355465978,1.55739E+11,5.066920532,26.31583199,13.28426757,35.28720857,6.240662888,42.56195647,5.526525413,12.60918428,6.548220868,46.40158737
4501,17.36212364,40.11925792,6.581114189,46.76528179,548.2327601,1354.20232,6.260963293,42.89136747,765.5620288,1706.389535,6.57521833,47.05987302,41082394333,93062716486,6.388364839,44.82411289,16.2399913,51.05042072,5.897462461,36.3257062,5.710825213,13.46159163,6.574131375,46.50189113
5001,17.35569144,40.43229168,6.580196536,46.6955909,631.4292804,1630.04419,5.837366994,36.44338103,776.0188462,1796.668458,6.576200313,46.98832885,33725945571,71785353807,5.85441884,37.5273033,13.35483737,35.0225536,5.385024599,30.12512563,5.881338321,14.33434068,6.605219649,46.65779053
5501,17.36924356,41.51464669,6.592927213,46.62578949,585.9008414,1514.941176,6.308131438,43.29546247,794.0748269,2007.909818,6.529649448,45.29451381,27947451900,50885299210,4.628163456,24.3120178,9.734633981,16.90431133,4.588796542,23.66779076,5.941567862,14.9942605,6.691548595,47.65931263
6001,17.35783096,41.86735412,6.580264592,46.36993974,650.7762455,1983.296128,6.530458094,44.37389464,760.4834966,1936.608103,6.654894089,47.05191254,26878623370,63669839690,5.846374975,37.90407741,8.86457297,14.20345012,4.931634734,29.65959197,6.278615355,16.46792398,6.6395146,46.62549628
6501,17.21576656,41.153654,6.589286694,46.56305083,669.294944,2069.933124,6.400036668,42.42469523,757.5999012,1920.857417,6.607662044,46.40047839,32874167959,99750519427,5.52058593,32.03505357,9.064599612,18.83875848,6.120139106,41.51200478,6.553560994,16.83166791,6.411270871,43.58347698
7001,16.96519954,39.64710835,6.530730495,45.92538314,568.8729235,1441.682312,6.344035589,42.96392742,729.2569054,1690.552225,6.369091601,43.67123727,26160506966,74197375652,5.417811395,30.26070281,8.881594048,19.43517668,6.221307956,42.1596264,5.72784278,12.14766774,6.197501254,42.06097359
7501,16.64720474,37.84340157,6.587726408,47.06237772,498.82275,1042.176505,5.949518052,39.92625151,675.7223931,1401.79654,6.314389251,44.69752146,19423506048,39591724580,4.062206694,17.74491142,8.745522421,18.65843367,6.402803014,45.65528855,5.897269426,11.45570189,5.308379394,31.5152702
8001,16.86172147,39.50659362,6.545550321,46.13430266,459.8456167,1008.402233,6.583311375,47.65991607,679.0245321,1532.697556,6.504752937,45.90908662,15561458397,30690515049,4.443373476,21.37428822,9.438411511,22.43839283,6.400529279,43.9823487,6.295164249,15.10913756,6.26818071,42.02256841
8501,16.72270859,39.13098353,6.541956052,46.06030401,480.0910158,1230.345845,6.590863384,46.00658862,683.4953273,1593.210769,6.500056958,45.50778572,15964213439,36391625949,4.420223135,19.38793423,9.607755012,22.75664834,6.610990423,47.31456757,6.321627782,14.1135785,6.075857548,40.75751249
9001,16.6192694,38.22253537,6.56013036,46.55692572,491.9114716,1227.998981,6.271461782,42.13696462,671.928605,1544.888596,6.501952213,45.64372639,11767909574,21898232021,4.544221579,22.44226262,10.96646662,27.01202164,6.35814023,43.20865201,6.343688501,13.69831824,5.99228087,40.46213629
9501,16.63191529,38.91196895,6.579603905,46.61052252,436.4388454,1013.19925,6.482434121,45.48800763,648.8817463,1449.328237,6.56287097,46.78661099,10397842702,20914614017,6.212133541,43.66927731,11.05846497,22.93051029,6.093930779,41.2735206,6.206584823,15.25496936,6.674531435,47.67309402
10001,16.74245918,39.52512985,6.55972031,46.25513858,396.575788,894.4368649,6.620675554,47.66295843,664.4846005,1517.847773,6.558086128,46.71353605,11435957652,27452056324,6.293386269,42.65068046,11.75942776,21.70162423,5.710412886,37.87207525,6.783227432,18.29734194,6.561292244,45.36820424
10501,16.66788432,39.1121457,6.569651029,46.45015433,399.8490206,981.5344357,6.689026145,48.04054682,685.4501899,1645.716022,6.491631824,45.16308077,11016734145,25744696786,6.192734053,41.16948566,11.96244068,26.01721467,6.346497261,43.94849897,6.851918339,17.17586227,6.264053028,41.76713757
11001,16.66898319,38.94533282,6.576538078,46.59937789,418.422721,1149.130964,6.449725817,43.57351675,669.7161464,1576.540691,6.5484947,46.05838065,9858249398,18686763949,6.189577246,43.54603212,11.58475093,25.00082857,5.742702121,36.0487614,5.999247877,12.7751357,6.414314557,45.70071667
11501,16.7131477,39.25850771,6.569107696,46.42602816,381.3272243,919.6836241,6.256803369,42.14184097,658.8681263,1481.530419,6.563370364,46.80206546,10049363264,18203267585,5.951154901,41.19310386,10.56219001,20.92310951,5.401770209,32.68219056,6.093898823,13.36958386,6.474828669,46.11524327
12001,16.69227423,39.16062164,6.572860475,46.50766572,332.13872,673.8469185,6.207142344,43.43424801,676.4136914,1554.910547,6.568756223,46.79501147,10322978839,21143937003,6.377726429,45.45054222,11.14603289,26.98137194,6.519418079,45.44793172,6.364531181,14.85491017,6.383976076,43.84338293
12501,16.72786893,39.41622716,6.58240914,46.61906151,305.7782973,622.5835957,6.38921488,45.34179477,695.9234448,1716.977097,6.563237665,45.92082688,11470721909,28600021791,6.605706176,46.54474582,12.42787165,29.21326381,6.037219923,39.1690548,6.007078768,13.71312272,6.561688547,46.66848963
13001,16.76110884,39.85557656,6.574274693,46.39441875,289.9592888,631.4474904,6.539114211,46.82677885,698.0188648,1659.955233,6.460021501,44.76090912,13300023540,33441733268,6.07229048,39.42504917,11.26077194,24.2547929,6.335450673,44.48196455,6.124177663,14.0664376,6.544433938,46.36589937
