Time (cycle),Amplitude_Mean,Amplitude_Standard_deviation,Amplitude_Skewness,Amplitude_Kurtosis,Counts_Mean,Counts_Standard_deviation,Counts_Skewness,Counts_Kurtosis,Duration_Mean,Duration_Standard_deviation,Duration_Skewness,Duration_Kurtosis,Energy_Mean,Energy_Standard_deviation,Energy_Skewness,Energy_Kurtosis,Rise-Time_Mean,Rise-Time_Standard_deviation,Rise-Time_Skewness,Rise-Time_Kurtosis,RMS_Mean,RMS_Standard_deviation,RMS_Skewness,RMS_Kurtosis
501,18.87674573,16.58185092,3.029778212,11.25447589,38.80890247,30.45562955,2.294889139,6.658651028,2314.796728,1684.152064,2.89077266,9.722845932,4.48513E+11,3.18421E+11,2.970722536,10.84901069,23.62457028,17.71210783,1.44008065,1.569155392,4.463784696,3.914941378,2.01772291,4.557134784
1001,26.36234496,45.22946126,5.575178564,34.15193726,47.15816078,43.34456827,2.281700462,5.168063445,2856.832382,2477.020136,2.514006989,6.165660625,4.44304E+11,3.40403E+11,2.7455673,8.617435106,34.12955306,35.36095836,2.370567149,5.738312523,5.808214328,8.330057585,4.199445962,20.64879153
1501,18.92497673,37.24340569,5.954467165,39.22280316,30.35454597,33.33355876,2.790243892,8.098174511,1884.882222,2066.440228,2.925620046,8.828615993,2.42769E+11,2.1505E+11,2.361595089,5.178411478,31.8761996,59.41995835,3.968629185,15.66580587,3.753642094,5.149554807,4.102745008,21.217811
2001,14.20566734,33.38180803,6.514585591,45.9097174,10.54507227,16.94780427,4.611193842,24.58377191,646.274547,1140.560068,5.202049244,30.73537321,57257615957,54793551461,2.282943938,4.592470085,25.45416731,64.5495545,4.660188811,21.92840112,2.79660446,4.541177436,5.256263731,33.31555834
2501,13.46258195,32.0566129,6.545505117,45.99599687,5.323669148,11.76823296,5.933208921,39.64297205,333.9031044,725.5942517,5.529229248,34.95810926,17993525695,17525274733,3.206681933,11.51000873,39.41831824,21.3247926,3.08401554,12.63276775,2.768577044,4.629198325,5.425399741,34.72369846
3001,13.07658777,29.9933751,6.500933435,45.65917446,6.359435836,11.28714703,4.819483033,28.21316553,447.8824989,664.8492966,3.718998385,16.73054596,27336384463,12204428411,1.446508028,3.616341806,71.325916,23.35606912,2.386521766,9.087132368,2.741922506,4.050870377,5.16313136,33.15047507
3501,12.3153294,26.79692039,6.538791282,46.75893338,8.07035381,10.11087451,1.966233541,3.343028147,534.8410899,681.312238,1.949978511,2.991043579,26606542498,15498092284,1.615194985,2.634825643,73.46622048,50.34217527,4.100687173,19.77659099,2.935325348,4.035845227,4.712281266,28.52278925
4001,12.78789201,28.91034957,6.460507938,45.73364973,10.38547387,14.93936855,2.88732413,10.82208081,542.369922,815.7450169,2.72795347,9.59231227,14994589546,13779275212,2.075214083,3.876457076,35.63777443,29.0072275,2.215279825,5.763343966,3.547405578,6.170825372,5.281498123,33.06282501
4501,13.37237055,32.32961847,6.350981736,43.27755245,11.58094323,21.67015008,4.204410013,20.25294734,436.2146133,905.7917247,4.075446108,17.65175263,5191781496,7741213008,1.948550375,3.13793252,13.66615595,23.50308949,4.48981271,23.67376026,4.681695681,12.38010048,6.257911859,41.56075875
5001,12.41303436,28.88396501,6.523273344,45.91877586,8.663991044,18.85963704,4.803581117,24.36311204,243.1190173,520.4873444,5.481411565,34.43335845,1409131763,2112748079,2.211389463,4.998252975,10.87634292,18.2415506,3.77171845,15.65939156,5.836440078,18.12644255,6.505605431,44.36831067
