Time (cycle),Amplitude_Mean,Amplitude_Standard_deviation,Amplitude_Skewness,Amplitude_Kurtosis,Counts_Mean,Counts_Standard_deviation,Counts_Skewness,Counts_Kurtosis,Duration_Mean,Duration_Standard_deviation,Duration_Skewness,Duration_Kurtosis,Energy_Mean,Energy_Standard_deviation,Energy_Skewness,Energy_Kurtosis,Rise-Time_Mean,Rise-Time_Standard_deviation,Rise-Time_Skewness,Rise-Time_Kurtosis,RMS_Mean,RMS_Standard_deviation,RMS_Skewness,RMS_Kurtosis
501,22.27566008,19.73170639,1.61104507,2.956872849,159.2467444,89.05462372,2.566160062,9.240051432,2144.808576,1690.952908,1.944648636,4.778419025,5.05259E+12,2.69163E+12,1.165300441,2.22344301,27.13314763,19.21847811,1.068162202,0.79796091,3.785161581,2.733298266,1.283672427,1.181438932
1001,30.62429989,40.93878348,4.401899004,24.92482887,147.0621648,95.11223334,2.71405296,9.442322845,2811.454227,2567.67685,1.933115427,3.819923049,8.41351E+12,8.81145E+12,2.891208359,8.643423863,30.671696,22.6697058,1.07628434,0.485275098,5.137739463,6.351032646,4.188200552,21.31225342
1501,24.56178421,42.0001326,4.98749137,29.00708309,85.9462553,68.90727965,2.42386306,6.090117032,2455.377266,2976.291783,1.994200431,2.930768006,1.19124E+13,2.225E+13,2.945257127,7.696885022,19.06984584,15.25159609,1.51764657,2.051454317,3.440033687,4.820971911,4.781265089,27.17761831
2001,18.91378693,49.22993725,5.888629401,36.37026267,45.64423217,85.56464249,4.105376871,18.57879766,2054.463788,4543.931877,3.522677919,13.78799691,1.26529E+13,3.00955E+13,3.020762967,8.211147579,7.260928223,8.136454593,3.501949019,15.15861842,2.100621301,4.355667921,5.836960991,38.60066766
2501,14.17409169,30.254565,6.45464535,46.15839503,16.13575596,41.62267465,4.686538105,23.99784085,963.2384241,2440.444555,4.203536915,19.0284952,6.55957E+12,1.77776E+13,3.764412141,14.72486186,4.714080067,7.918937137,4.428175422,21.92333997,2.251507502,4.259703405,3.628723265,13.17038538
3001,15.30940744,31.59599483,5.95011098,40.24669679,10.68668699,22.69273918,4.762028269,25.85322537,596.6819571,1238.37042,3.881979491,15.80983777,7.53736E+11,1.73387E+12,3.002875849,8.141365439,5.376574697,11.02445601,5.529312587,34.56081281,2.381084069,4.834350811,4.768268691,27.80937406
3501,15.46051876,34.10854573,6.006234835,39.33466572,9.516807598,16.00071472,2.925068719,7.71009995,631.5550442,1245.898113,3.148850343,9.366088598,58929270340,1.58231E+11,5.778499313,35.91814852,6.114135239,10.23036324,3.46330993,13.40818762,1.924617017,4.063661824,5.62254901,35.46785609
4001,13.91726863,28.80167931,6.280697227,44.44191209,8.966795741,18.24136424,4.035791508,18.99141637,645.2136492,1517.459766,3.892307911,17.0268736,23635173727,34207633675,4.022979174,19.50802305,6.820676242,14.96766379,5.041869936,29.22950291,2.267686531,5.776166581,5.737259786,35.48272606
4501,15.19181687,37.43390579,6.594232944,46.61287538,10.31942749,32.85118716,6.122484463,39.69158398,681.364349,2053.576397,5.294625042,30.57626675,13660824140,17686978003,3.641444274,16.63598156,8.291352826,25.68222294,6.022267744,37.96786178,2.16344854,5.464371098,6.400520885,43.77080202
5001,17.166501,44.92137877,6.100504825,39.62602176,17.99611781,64.49221519,5.069275592,25.56063072,1077.062241,3996.908378,5.057160418,25.30470431,1.38878E+11,25058590408,-1.83868427,3.846629025,10.74805815,35.94009534,5.435689128,30.17651278,1.994016605,4.52609959,6.459002745,45.16789133
5501,14.50266002,32.70753867,6.324828322,43.33352122,11.87212769,27.01730663,4.102172478,17.42661784,708.9307031,1815.798066,4.639148168,22.56123164,6.73447E+11,1.3024E+11,-3.981221777,15.27853911,8.140496655,21.14661273,5.865696917,36.25070573,2.124280608,4.913962346,6.038689467,40.38083784
6001,14.51269333,28.29919127,5.712409142,37.16129892,12.40752142,29.51640651,4.913033165,27.57806381,687.9283787,1505.483601,4.360814215,21.2093866,1.51673E+12,2.85679E+11,-4.206942317,17.0856889,7.817522865,11.72969973,3.687362911,15.33265679,2.514575386,7.846600377,6.511702818,43.94023565
6501,15.06527834,33.74088582,6.377168136,44.18285351,9.086871625,16.15969564,3.990134311,17.41737879,447.1612643,674.9502963,3.596386708,14.37813823,1.59718E+12,2.47628E+11,-2.700161174,15.86435613,7.950048667,13.11562849,4.349947982,21.27190664,2.989293161,8.909041845,5.651738668,33.38244208
7001,14.89813132,33.85241912,6.461479993,45.13206156,8.777376891,15.61044335,3.393010637,11.9593399,428.3818454,688.9756441,3.39960744,12.85108644,8.05163E+11,3.00823E+11,2.892939341,15.79075952,8.161094328,17.6837042,5.267383303,30.85120844,2.124397582,4.088769958,5.080467765,29.18240542
7501,15.25296682,35.69836614,6.557702174,47.07706402,10.53213366,24.97326762,4.569409448,22.67242122,537.1777275,1250.175469,4.987940695,28.61468768,2.12077E+11,2.53516E+11,4.938640108,28.50360273,8.210036957,21.33051568,6.480295193,45.1223516,2.331253331,4.745093167,5.372079531,34.16045336
