Frequency (Hz),Amplitude_Mean,Amplitude_Standard_deviation,Amplitude_Skewness,Amplitude_Kurtosis,Counts_Mean,Counts_Standard_deviation,Counts_Skewness,Counts_Kurtosis,Duration_Mean,Duration_Standard_deviation,Duration_Skewness,Duration_Kurtosis,Energy_Mean,Energy_Standard_deviation,Energy_Skewness,Energy_Kurtosis,Rise-Time_Mean,Rise-Time_Standard_deviation,Rise-Time_Skewness,Rise-Time_Kurtosis,RMS_Mean,RMS_Standard_deviation,RMS_Skewness,RMS_Kurtosis
0.0,6.446905945343141,1.0215734005823172,-4.174464135275924,20.47369782569055,4.895878117543125,14.645923317805504,11.57466037896108,154.4113311923838,125.17358026699102,50.28090025210912,0.028914677080397112,-0.7799697995053925,481413531.4990317,2683940647.0636616,10.09663119557161,108.49585825735156,4.075001379619747,1.8472244723281073,2.5242492888621726,10.660686474180414,0.9465516408910137,0.5585112066927644,1.3510632122252653,1.4596290416443614
5e-05,19.496706202940327,3.091570074944246,-4.154676536995442,20.342115477945953,14.935126952607815,46.15455846241516,11.830785498976853,160.17453616797334,378.78443483028695,153.0725817368613,0.036063231915656295,-0.7858275544344924,1517935912.139114,8790767640.714746,10.311397655093316,113.05327546937282,12.339176650557967,5.679787151443607,2.602007918063437,11.264287371884718,2.8653278098887682,1.6982685298606626,1.36412084514033,1.5158550337462025
0.0001,33.11530066125773,5.2474940853384275,-4.13412696617074,20.22597542285816,25.611498009515856,81.90218102342509,12.087715611476439,166.0586089902368,643.8032968766873,261.8458466637889,0.0450886218751834,-0.7916134881261985,2693956530.192348,16202931521.692406,10.524877741283682,117.67690736621849,20.986409265644227,9.818897255641374,2.6870849148935494,11.938818362480042,4.871653078783084,2.900614978833948,1.3778218320407272,1.5745017695312518
0.00015,47.68627370778733,7.540939378429005,-4.112075251747458,20.119810575288792,37.271897766728806,123.53684997151022,12.341762462577625,171.96487938318558,927.7672715231013,379.9596591568504,0.056200797283642155,-0.7966878993001663,4063057680.930738,25374040264.433197,10.736946938831219,122.3624968335824,30.2641409328146,14.408840403297196,2.7795886500887645,12.686917097121192,7.022512972404102,4.200892442313128,1.3922091752024492,1.635933633357534
0.0002,63.500465718352395,10.00766482204289,-4.087649898861786,20.01708659293622,50.211790257324296,172.75801406643544,12.589454917413649,177.79560393215579,1236.4462724390185,510.2192660774879,0.06962782844185587,-0.8001209203344648,5681393894.793739,36831505031.10124,10.947461344796132,127.10517923739502,40.36309644421297,19.581324545078058,2.8794011243264483,13.509471328918437,9.36153918756057,5.62737940730177,1.4073181294639991,1.7005702785670191
0.00025,80.72198159399507,12.662349137639648,-4.059839774084679,19.910176313357073,64.64878446679421,231.22905440379736,12.827807135506328,183.46181922280215,1573.1818997326104,654.6265948986378,0.08562511501795673,-0.8006081934265441,7605241736.170132,51166699559.40215,11.156309392009112,131.9005946679689,51.395650878290766,25.445857844186932,2.986153872584443,14.405309008065547,11.913961827125707,7.198238637915275,1.423178736690664,1.7689019549833525
0.0003,99.36346684883466,15.495327213067931,-4.027445752547654,19.790073977204283,80.70100832513985,300.48589312675955,13.054514591336755,188.89044117185728,1938.4035962451173,814.1989899333624,0.10449453000758277,-0.796376044155497,9888571632.235126,69021469519.8264,11.363436492427955,136.74550485872143,63.37989576555035,32.081894371715116,3.099202751050947,15.37086822063048,14.682896907825345,8.919217221124851,1.439821645317671,1.8415182767513691
0.00035,119.27254916385351,18.471596011622296,-3.9890083346046583,19.64597479888643,98.3722826712438,381.84588886620264,13.268009787059428,194.0278937538553,2329.358804275744,988.8707480284529,0.12660121477137787,-0.785044161706689,12580661347.437351,91071391324.05098,11.56883453009973,141.63765281972087,76.23059549955599,39.53326634479985,3.217574183284603,16.399707289101233,17.647253081972732,10.782276758459716,1.45728249633472,1.9191289297689336
0.0004,140.13055423103535,21.532198067948013,-3.942707228149502,19.464640926813424,117.54528465384398,476.3216768723024,13.467365571954284,198.83900474146841,2740.0792969661907,1177.4840741187984,0.15239263617346135,-0.7634526739185432,15724385698.885164,118006215468.04294,11.772519238471107,146.57525747090034,89.75782671234695,47.805050123178916,3.339930548572742,17.482077225677354,20.761429701243692,12.765263630900842,1.4756064723935234,2.0025851640947234
0.00045,161.46373476335518,24.597932255782474,-3.886231583714084,19.22952669861268,137.98196292444365,584.5439783544952,13.652203570816155,203.30526846447503,3161.5886886978524,1377.8701658136952,0.18241267550489193,-0.7274362516658672,19353679108.02239,150508343532.78683,11.974478718638238,151.55587819028096,103.67340027323645,56.86308501282881,3.4644911721609764,18.60439467269,23.956846984470783,14.832661596742856,1.4948494754781363,2.092900170221758
