Time (cycle),Amplitude_Mean,Amplitude_Standard_deviation,Amplitude_Skewness,Amplitude_Kurtosis,Counts_Mean,Counts_Standard_deviation,Counts_Skewness,Counts_Kurtosis,Duration_Mean,Duration_Standard_deviation,Duration_Skewness,Duration_Kurtosis,Energy_Mean,Energy_Standard_deviation,Energy_Skewness,Energy_Kurtosis,Rise-Time_Mean,Rise-Time_Standard_deviation,Rise-Time_Skewness,Rise-Time_Kurtosis,RMS_Mean,RMS_Standard_deviation,RMS_Skewness,RMS_Kurtosis
501,19.71740343,16.48569652,2.503594806,9.039547845,46.99390368,25.60599555,1.679933996,4.23883888,1093.845407,659.4707089,0.741974857,0.419576717,2.59668E+11,1.1573E+11,0.018980525,-1.001972486,32.58913564,22.69095168,0.953508456,0.736169467,8.667677906,6.607092058,1.646195195,2.093110859
1001,25.49356138,37.30977257,5.335078704,32.82086259,38.56596966,24.19412349,1.746811439,3.711508088,1128.488933,790.5573696,1.53926821,3.280522039,2.55192E+11,1.25419E+11,0.493738872,0.235681943,36.90934405,36.68978727,3.021500907,12.49035105,10.29095881,9.550886457,2.223965679,4.796145192
1501,17.53997196,28.37060592,5.142873292,30.57681673,18.52577912,13.23540516,1.958423686,3.904929542,578.108656,405.2094375,1.832293187,6.272235252,1.21019E+11,59924414795,0.256825406,-0.51022935,26.0742963,41.4344581,4.085108744,17.2010529,6.55722248,7.21697631,2.886800322,8.779708617
2001,12.18779704,27.56421618,6.405232624,44.07058817,4.573205327,3.264944558,2.626176936,9.29434806,146.6688418,129.9512511,2.90508074,12.75239209,22638885277,10882571446,0.041674935,-0.933820282,14.17784761,40.44020189,5.393315229,30.07293127,3.071443548,5.85936864,5.577171868,36.04120386
2501,10.97736227,23.03808135,6.326991903,44.02941539,1.474564066,2.622605323,4.553642044,23.33449104,64.43680676,96.81461599,4.047292197,18.35386108,2081346251,2388703612,3.763987474,18.86381674,6.358424303,17.99646557,6.706826096,47.53629585,3.726592772,13.99716676,6.547853517,44.18923329
3001,10.62275281,20.44023624,6.063551844,42.07196584,0.992422962,1.83894519,5.742281947,38.11150623,54.32378566,89.37169092,4.870163853,27.38451525,1157090326,1561083137,4.489994758,25.95196911,6.477307974,16.80306252,5.509910731,32.99859272,6.959977917,27.28107574,5.540921133,31.38988913
3501,10.73049191,23.55500429,6.579701391,47.41120918,0.814371585,1.386718785,5.320622849,33.34786061,50.38721623,104.017309,6.272459025,44.33669705,968653447.5,1690350964,5.947481687,40.94370103,6.624462788,17.15691594,5.02959371,25.79909986,6.948844257,25.07451509,5.492959773,31.28829989
4001,11.69127498,30.15844668,6.508076081,44.87691749,0.941772737,2.401981317,6.07978487,39.28244768,66.687758,203.3811646,6.085684826,38.42919734,993766943.1,1920255757,6.180505749,42.88789904,4.285007834,6.648563039,4.126405977,19.85042616,3.314575539,10.30006748,6.012005318,39.34136222
4501,11.87597565,31.02552851,6.544251045,45.25395474,1.020435536,2.62906016,6.081940524,39.19996143,70.8772056,214.5560583,6.100621168,38.81669665,1032763719,2053251848,6.267114446,43.74144235,3.800057067,4.793465135,3.418726539,14.13351536,1.58306751,3.084490125,5.421392611,34.11955014
5001,11.44184099,27.36138639,6.429027709,44.29465974,1.018628757,1.698189397,4.211356354,19.06867143,64.46859701,133.6536979,4.671576413,22.35860726,1081982278,2119068020,6.234878826,43.47218041,3.705995388,5.546471183,4.759328689,27.96056913,1.159173811,1.694188907,4.942400154,30.92682851
5501,10.78089619,21.887013,6.379647777,45.3395023,1.089899572,1.758833011,5.234459283,33.72701399,63.72551518,114.8235932,5.331210012,33.91110003,1146437983,2179959334,6.197086304,43.34539642,4.272774594,7.605581762,4.461028276,23.45738844,1.037814963,1.474403216,4.144494435,21.05865032
6001,10.93979686,21.90114024,6.299034304,44.66454,1.151736015,1.861275155,4.138852677,18.93713941,61.60257898,92.28966152,3.930379111,17.87402557,1234903833,2347950590,6.196197479,43.28492039,7.795514093,16.43584242,4.12516145,20.25583769,1.140150349,1.914765931,4.745180065,26.09070179
6501,11.38898547,25.88617069,6.549294851,46.39366933,1.961081737,5.955380183,5.602378893,32.96874101,86.65640435,214.0589334,5.360232802,30.48690778,1330093295,2551880935,6.222227535,43.53697758,12.46203317,32.43909227,4.673965803,24.04132766,1.668538426,4.420231709,6.531319372,45.62711808
7001,11.98117058,28.80613716,6.502375428,45.28155174,2.651771083,9.443021129,5.596718006,31.72861595,76.48771866,173.6708429,6.199110297,42.82646493,1452509853,2929979902,6.404883113,45.86484895,8.034576469,16.03909735,3.558331112,12.96712281,2.798665415,8.980236561,5.744400778,33.87759563
7501,12.18800469,29.74028356,6.642846076,47.25850143,1.992652117,5.971948588,6.676898604,46.66893759,102.8296253,284.4685646,6.336823476,43.55961831,1692281151,4059012237,6.569063862,46.23360563,7.615268783,16.99604657,4.814001942,24.21427057,2.690285879,8.391920554,6.756089782,47.69829203
8001,12.60961517,31.82323875,6.574012633,45.95148068,1.920418675,5.057282414,6.707677593,47.7261889,153.3986065,495.8675118,5.627518516,32.4671873,1965660476,4753076926,6.217466376,41.47817861,9.386374297,25.29212924,5.226982096,28.3134622,3.168741566,9.987373469,6.448738009,43.05228702
8501,12.47672525,31.09441934,6.643614321,47.03070466,1.879088079,4.769543893,6.691548923,47.66458035,115.744207,337.1669605,6.721325558,47.17365456,1928775237,4288871083,6.495641141,46.06406629,7.464752628,17.78498135,6.517659519,45.51920811,2.93458172,8.707521949,6.725825243,47.12603659
9001,12.47063822,31.09774213,6.660246177,47.3167001,1.844387026,4.784534475,6.695941158,47.55715929,113.9412072,289.7656099,6.671817119,47.54990049,2022261109,4465696244,6.50127612,45.96735514,7.46022507,15.02360917,6.301521048,44.29698241,2.914730355,8.155050885,6.752153556,48.08601945
9501,12.57533465,31.97258559,6.583765329,46.0108306,1.859241139,4.865305429,6.503344932,44.64358356,112.6325187,280.7232437,6.591957298,46.25721498,2194396254,4562191281,6.220910017,42.50373758,7.95453322,15.66057307,6.117897463,42.78265014,2.948340748,8.601598691,6.592652874,45.32873202
10001,12.11785004,28.40390101,6.43998304,44.56406125,1.738760907,3.645763145,6.099929707,40.97403278,109.2611315,248.2287208,6.459364109,45.13845608,2231361103,3830204071,5.927944513,40.91432717,9.334925158,24.54190738,6.738514424,48.18629262,2.747135684,6.73649093,6.094330587,39.73672125
10501,11.48111879,24.09969503,6.394228223,45.40282901,1.696993601,2.818767217,5.312281136,33.75753176,109.4753491,221.2608767,6.320923578,44.51472652,2578331600,4183253021,5.438909999,35.73183959,12.21094935,35.87881533,5.918802172,36.52911288,2.30482525,4.611502466,5.805639509,38.1920884
