Time (cycle),Amplitude_Mean,Amplitude_Standard_deviation,Amplitude_Skewness,Amplitude_Kurtosis,Counts_Mean,Counts_Standard_deviation,Counts_Skewness,Counts_Kurtosis,Duration_Mean,Duration_Standard_deviation,Duration_Skewness,Duration_Kurtosis,Energy_Mean,Energy_Standard_deviation,Energy_Skewness,Energy_Kurtosis,Rise-Time_Mean,Rise-Time_Standard_deviation,Rise-Time_Skewness,Rise-Time_Kurtosis,RMS_Mean,RMS_Standard_deviation,RMS_Skewness,RMS_Kurtosis
501,13.10007579,16.75318507,3.240285316,13.08803776,17.27454747,18.27109201,2.050978615,3.491051758,803.6199878,832.2985394,1.943355326,2.907550843,70900271338,52423138910,2.297643367,5.789967777,11.93001706,8.901494975,2.088025754,4.441796348,2.193226541,1.983448166,1.939518769,3.464724972
1001,21.19868897,47.86762145,5.543014671,33.41894449,24.87504918,34.80240726,2.904514082,8.896518726,1147.268158,1629.72177,3.195676216,11.71531056,76954933163,85439868756,2.672433644,7.404504219,14.25668633,17.36343468,3.618069326,14.67075788,2.958177032,3.91357413,3.311353111,11.95977899
1501,17.22848937,39.21499784,5.965485144,39.04457031,16.84633919,23.42705484,2.743421431,7.283929657,782.7302625,1032.845286,2.619358118,6.699633532,45929104689,62560868063,3.029706423,9.613307552,9.248256087,12.0006145,4.727823033,26.68820576,2.000770536,2.92701282,3.50029217,13.35138669
2001,14.9738178,32.63742283,6.36962802,44.9055231,11.53402548,21.75919406,5.162300433,32.59381615,588.7248965,1041.816578,4.62605452,26.55811605,14004113215,18395886738,2.966258682,10.317735,15.934371,22.95164397,1.714302011,1.540372841,0.968254403,2.175042349,5.905086618,39.99994305
2501,14.82284886,33.20318958,6.53448323,46.36106844,14.84895758,26.24521934,3.813773786,18.33229014,729.1765809,1320.886091,3.871861862,18.59619489,8929562107,15153036604,4.528435611,23.45212418,37.91605644,58.87897304,1.662313288,1.30701178,0.731358896,1.574175089,4.809701221,25.81636659
3001,15.0484423,34.62704778,6.555138813,46.46201514,16.96290559,37.25770318,4.470595901,22.33995665,956.7420729,2527.255094,5.027934382,26.64959076,8013890505,13677434847,4.550523757,24.06017482,52.76714953,91.3652627,2.390785354,6.392538225,0.543256321,1.137487405,4.689553262,24.37687846
3501,15.30160554,36.59734785,6.584079985,46.47851607,12.9282963,31.06356714,5.604477174,35.06897738,724.6638423,2042.076283,6.420916721,43.97493322,6175538777,9125871091,5.037372766,31.48565864,30.92742215,60.78232048,3.692309924,16.91918395,0.48647029,1.024716876,4.703504253,23.96361643
4001,15.34116983,37.22034883,6.612203568,46.7571493,12.17066751,32.96255167,6.729062408,48.14993801,701.0674799,2029.680618,6.886279326,49.70820276,6003763572,9382988947,4.72701362,26.73147343,13.20072482,32.56054756,5.970273107,40.39863833,0.43175625,1.006938596,6.213231657,42.03368243
4501,15.47646192,37.99591307,6.629763142,46.99893062,14.25308217,46.00527953,6.735498801,47.21650592,804.9032235,2645.895393,6.790667566,47.93555751,6389090933,16135559840,6.642323048,47.88044458,11.42722584,26.3684718,4.455885757,20.61660009,0.402531616,0.980544253,6.612168955,46.89316204
5001,15.50584553,38.8840929,6.588150468,46.17567964,16.89455156,59.64474163,6.164442388,39.16335305,955.770623,3446.347836,6.228848247,39.94458119,9960439989,34466861610,5.739776175,34.02464955,10.25489108,32.0382965,6.091011445,38.99942932,0.406004368,1.020457873,6.42780871,43.82179129
5501,15.16583992,36.65453994,6.549527396,45.93520691,14.61760184,44.13643696,5.930323119,36.79983955,829.6700004,2523.300192,5.654663884,33.13639253,8508775715,28021924206,5.635304533,32.21553129,12.25334637,45.48625901,6.558826959,45.35963727,0.361920674,0.695568472,5.819261813,38.43258437
6001,14.60079423,32.97220642,6.484478733,45.54019743,10.70287225,21.77442397,5.115829065,28.96296567,529.1206677,1016.093186,5.279501,31.53662088,4872651238,9960191533,6.017250325,40.79154793,21.15989496,76.87812887,5.411283052,30.51106706,0.35930781,0.699808951,5.099759483,28.09429662
6501,14.04607844,29.57606619,6.491789949,46.5135599,10.86633358,19.78634905,4.231219781,20.06062317,518.1125753,881.2285206,4.13161814,19.17559651,4144878594,5920539906,4.396094659,24.6277482,13.05204898,37.24445723,4.678532342,23.48099366,0.372405885,0.906714479,6.348493797,42.9590999
