Frequency (Hz),Amplitude_Mean,Amplitude_Standard_deviation,Amplitude_Skewness,Amplitude_Kurtosis,Counts_Mean,Counts_Standard_deviation,Counts_Skewness,Counts_Kurtosis,Duration_Mean,Duration_Standard_deviation,Duration_Skewness,Duration_Kurtosis,Energy_Mean,Energy_Standard_deviation,Energy_Skewness,Energy_Kurtosis,Rise-Time_Mean,Rise-Time_Standard_deviation,Rise-Time_Skewness,Rise-Time_Kurtosis,RMS_Mean,RMS_Standard_deviation,RMS_Skewness,RMS_Kurtosis
0.0,6.363038324360843,1.102100990265955,-3.0429580334258706,13.778517132235542,21.40878038515772,34.04238884373279,1.2168170768577216,-0.3559541685541925,128.59756326517538,76.05306564114409,0.616962336217208,-1.1190212872567684,1540500990.958796,3448527286.179553,4.335118711387065,20.483263020267206,3.076020605204796,1.3645764446542379,0.1936973850743403,-1.1752287794830563,3.495428495747358,1.1218193665263418,-0.06691711733489816,0.34850051020347816
5e-05,19.244302163180766,3.337291165174385,-3.021809755971063,13.64779521014562,64.92238043479283,103.29718054391512,1.2191558722267835,-0.347639757971101,389.3868051997134,230.96700929555206,0.6089694302990736,-1.1302644421969938,4796309100.249222,11128901927.367212,4.44391641560715,21.53064542951384,9.30836763388789,4.153413501386376,0.1906888135854941,-1.1840717933319813,10.578334464687464,3.4170246415821346,-0.07561897924452053,0.3126342302262759
0.0001,32.68872319305589,5.6696677046382105,-2.9971419102427594,13.51091140892029,110.57658891576064,176.04538283991198,1.2217389978129722,-0.33819584393182645,662.2373820882113,394.00395072334794,0.6006019726215934,-1.1424954322004972,8405099611.922093,20226890864.72088,4.554658058598077,22.617145552288346,15.821299186504994,7.104468105689364,0.1885429467981449,-1.1922487451784216,17.98086579561187,5.846981290822489,-0.08346272731280857,0.27218044297769595
0.00015,47.075228925756086,8.157315905581644,-2.9682039415924706,13.363380196662753,159.67729640526468,254.3759546957221,1.2246225591786986,-0.32738600400771345,954.9368033074068,569.9431443722715,0.591787517784663,-1.155794540582489,12518123194.177048,31258759132.272827,4.665818681432671,23.72424473858998,22.80029836267731,10.310714059645797,0.18759604600434712,-1.198545169120157,25.91337650806359,8.485082455971796,-0.09053177230954779,0.22708003826431877
0.0002,62.69136255754568,10.841746512793057,-2.9341412010131656,13.199729894512515,213.23633715366626,339.91786582329905,1.2278766794292997,-0.3149192668533405,1273.474862031861,762.5962271377045,0.5824423856390323,-1.1702219239927174,17288532390.057495,44807625260.06973,4.776052561424138,24.834727070731276,30.387578470276292,13.851213256950189,0.18828414105879634,-1.20116821270755,34.536876123810124,11.392004408036893,-0.09698000344432549,0.17745788047630962
0.00025,79.69965140414686,13.74239368891112,-2.8939975421313355,13.013584913653741,271.85375247835196,433.6534353765662,1.231588759805457,-0.30043458508007026,1621.3555653024164,974.4090095509015,0.5724706674475161,-1.1858050388251982,22862755122.88429,61509064408.58179,4.884149265629339,25.932121702141856,38.66585165719693,17.784904933892072,0.19118158318519374,-1.1975602639590115,43.94448740836698,14.609990691516355,-0.10301266817627963,0.12358993200378388
0.0003,98.11310872359593,16.85317021340608,-2.846666543101506,12.797507218423416,335.6293558803506,535.7785450594824,1.2358675750143326,-0.28347973787489833,1999.0889857434954,1206.1709531605463,0.5617683120394734,-1.202519899814894,29371270894.30346,82034237377.81761,4.989066793040844,27.001506430239676,47.64645195630369,22.14639716220926,0.19704520635560774,-1.1841544106345399,54.14783946289921,18.15873878241246,-0.10887885468924967,0.06593899090693522
0.00035,117.78175091124919,20.141383375495675,-2.7908221002464733,12.542785180006014,404.110618741453,645.6204775052313,1.240848683892901,-0.26348376129622686,2403.901602963971,1456.8566266674707,0.5502282195913716,-1.22025658554047,36921885615.434235,107070053981.55307,5.090038480692563,28.031060770049624,57.26272290779895,26.944148057158966,0.20686379479596576,-1.1560529060271447,65.06945533785564,22.033178677124322,-0.11484393462423466,0.005153593416424407
0.0004,138.39123361623683,23.549149648431538,-2.7248393675069553,12.23920819938106,476.280923511003,761.6203180895525,1.246701522618074,-0.239720707560922,2829.689033989002,1723.6134034620093,0.5377486903677632,-1.23876311176154,45595182860.16664,137297506778.38823,5.186588322055505,29.012820157296034,67.36923715219267,32.16118202295804,0.22191435656330463,-1.1066425269307365,76.54174960211287,26.203331872372214,-0.12116666592267922,-0.0578921292310266
0.00045,159.473850507526,26.997251976709006,-2.646706792328067,11.874828158242313,550.5900092268558,881.3819191415322,1.2536392794608824,-0.2112601734801114,3267.2179015094534,2001.8985921754563,0.524248483829575,-1.2575563557178173,55439907674.36013,173369793550.2869,5.2784662277142465,29.94256766131697,77.74699575228811,37.758193540557706,0.24381412484981535,-1.027181380088717,88.31278517474546,30.61625025591268,-0.12807583204145506,-0.12203525399782045
