Time (cycle),Amplitude_Mean,Amplitude_Standard_deviation,Amplitude_Skewness,Amplitude_Kurtosis,Counts_Mean,Counts_Standard_deviation,Counts_Skewness,Counts_Kurtosis,Duration_Mean,Duration_Standard_deviation,Duration_Skewness,Duration_Kurtosis,Energy_Mean,Energy_Standard_deviation,Energy_Skewness,Energy_Kurtosis,Rise-Time_Mean,Rise-Time_Standard_deviation,Rise-Time_Skewness,Rise-Time_Kurtosis,RMS_Mean,RMS_Standard_deviation,RMS_Skewness,RMS_Kurtosis
501,18.22071847,12.92588289,3.302352232,16.9623176,387.9015297,218.9168388,2.414817938,14.16963019,1057.975879,505.3535001,0.627770716,0.513989703,1.88001E+11,98585950762,0.305346007,-0.227120838,31.01724202,16.84595415,0.620865473,-0.485292859,29.26581262,16.35710507,0.57397262,-0.263846546
1001,26.07135572,35.80420898,5.903615926,38.37256026,522.330741,264.6486146,1.566062058,7.182185192,1285.733622,626.4137666,0.603533074,0.154092778,2.18787E+11,1.0652E+11,0.512693577,0.141713257,39.21588043,25.14497409,1.383452258,2.010434846,39.54589199,35.3882345,4.140216448,22.82598764
1501,20.32053163,30.41368417,5.883586922,39.39573495,493.0513726,252.5889714,1.106716099,1.504181298,893.3673629,469.4819937,0.859243874,1.004695392,1.87024E+11,1.01819E+11,1.11575108,1.234277243,28.34595434,26.06376082,2.884297545,9.303357884,29.32869245,38.78040793,5.6393432,35.83527464
2001,14.87061894,33.39098731,6.688713111,47.99088501,570.9097366,510.1869484,1.888906575,4.775743285,437.3614201,593.0007015,6.063387255,41.89563784,2.13552E+11,1.95662E+11,1.707581542,3.582377563,11.71066351,20.0210566,5.42970531,32.89666333,14.82739402,33.48196483,6.509637611,44.54754392
2501,15.40806378,40.26105751,6.655406826,46.89065778,629.5443945,854.3798082,3.053428129,12.56920889,436.2489531,1312.215401,6.088303651,38.54425502,2.14152E+11,3.01164E+11,3.371335562,14.32725338,7.430668366,18.43653026,6.248098648,43.05494475,11.18873485,27.59617269,6.574670686,46.28519794
3001,16.52840403,43.64906083,6.435661771,43.68763646,695.904623,1354.101794,4.529673642,23.34047324,485.9250238,1525.030213,5.772689691,34.21335776,1.49954E+11,2.91964E+11,4.714724775,25.20827319,7.878324192,21.32465729,6.151374077,39.78248584,10.47819115,22.77814613,6.344948303,44.09262271
3501,15.07601466,36.62966786,6.616572257,46.79597931,495.7509552,708.1451021,2.642360861,6.897819394,339.0012688,737.5196323,6.268354744,43.28360826,86556889334,1.72085E+11,4.045561662,17.36301488,6.761029861,13.12277246,5.775646308,38.42456024,9.75502355,19.13374082,6.097358146,42.37808785
4001,14.89422412,33.92904629,6.558205313,46.97834235,454.1509752,661.7564093,2.989852223,9.614294656,378.7725425,755.0060488,4.797158431,25.44897366,64000245499,1.11282E+11,3.260057879,10.69419587,7.148632328,13.89450266,4.980131411,27.58136771,9.603860439,21.63147175,6.587984373,47.62073327
4501,15.19659729,37.85446908,6.634289841,46.88728086,508.1656113,857.4818711,2.739284293,7.365417129,446.886789,1163.996297,6.095693684,40.71440284,81368667822,1.49996E+11,2.60820529,6.657506717,7.680451081,19.14737577,6.183173238,41.0650834,10.67557803,28.87103568,6.343991313,42.31248054
5001,15.31346996,37.40896659,6.365042814,43.25548168,636.0388378,1459.336292,3.52124139,12.7497855,552.487084,1470.007513,4.919011742,25.183406,1.19449E+11,2.46949E+11,2.490196949,5.015111902,7.742375121,18.48087902,5.478247651,32.17085175,9.548761539,23.78084527,6.404768429,43.78190305
