Frequency (Hz),Amplitude_Mean,Amplitude_Standard_deviation,Amplitude_Skewness,Amplitude_Kurtosis,Counts_Mean,Counts_Standard_deviation,Counts_Skewness,Counts_Kurtosis,Duration_Mean,Duration_Standard_deviation,Duration_Skewness,Duration_Kurtosis,Energy_Mean,Energy_Standard_deviation,Energy_Skewness,Energy_Kurtosis,Rise-Time_Mean,Rise-Time_Standard_deviation,Rise-Time_Skewness,Rise-Time_Kurtosis,RMS_Mean,RMS_Standard_deviation,RMS_Skewness,RMS_Kurtosis
0.0,6.044389693514507,1.1955126643312592,-1.9674230627722347,7.919341654571362,1.217025967945316,0.8305252826432576,1.483326669810051,3.151341487539458,69.19356471605958,43.45370379395896,1.3794186169520635,2.9241928232293395,3609178139.2105184,10718344576.67823,4.582359349560321,21.688333574797348,3.373597339508724,4.505731695174998,4.015078035650673,18.338622242377383,0.7781369881658715,0.4921068791531059,1.1720828056780181,1.4292739455398662
5e-05,18.2811701337565,3.633533542548063,-1.9219530878400064,7.705166817748086,3.699874089680071,2.584223802688591,1.5458792690351437,3.4016798963861232,210.28629595623326,135.4758120214407,1.462417212317649,3.2448005942752243,11297738984.12185,34020297493.975483,4.569144224109632,21.45041187807188,10.301692534556691,14.070126642898689,4.072177059343378,18.779140567602997,2.357890555821028,1.5030022092417008,1.192498857347262,1.519182483962262
0.0001,31.053772696259518,6.198506841969143,-1.8712531062123263,7.478145503525008,6.319625568117294,4.521324991335196,1.6103545275142266,3.663289113606634,359.049051928915,237.54677495686633,1.5482124254661376,3.5903944854862386,19886817439.742573,60707487485.65871,4.552584883996445,21.176193548759755,17.674588925873643,24.690409899873668,4.127931219127718,19.20911362528421,4.0132682405263145,2.5793987352415115,1.2139064046066075,1.6115157692569424
0.00015,44.72227517255745,8.959631343722764,-1.8146725739368512,7.235464410771156,9.15514012353384,6.715423031944223,1.677049401725603,3.93858724703498,519.9403297208648,353.67097236660834,1.6369131563349866,3.9637646696702156,29719032571.67796,91955235534.34807,4.5333372532899805,20.872892712324735,25.72037844475545,36.75743901248407,4.18255576259548,19.630920734743928,5.791977724797431,3.7550246212710294,1.2363632868238204,1.7063701283877686
0.0002,59.559994380582495,11.970113723289344,-1.7515821620096321,6.974431964275951,12.270179472205104,9.23753502349494,1.7462123185818756,4.230500353335912,696.5530788597366,487.7682438392171,1.7286148025541193,4.368001582498183,41133399101.51712,128993590358.15819,4.512184269971155,20.549361196845673,34.62895597022429,50.64366555511886,4.236284660276689,20.04732703670435,7.731064079519411,5.058342718924706,1.2599371655970084,1.8038913155339777
0.00025,75.72156643671453,15.260885990502219,-1.6813855644357296,6.692604567166358,15.706798281286819,12.151160494046856,1.8181211321186994,4.542629987717544,891.2396474535948,643.4188675621745,1.8234082299935581,4.80656426584429,54442764198.857376,173040294193.90552,4.490069521633489,20.21654444902224,44.53244763404181,66.67175000044888,4.289379924320554,20.461597353254362,9.852725350145757,6.509838511200204,1.2847038271614473,1.904282873120537
0.0003,93.21969814682059,18.83629744807726,-1.603504819177462,6.387841863828129,19.480266609013455,15.50780593444535,1.8930860026506287,4.879383236762592,1104.8303142979205,823.6197247539777,1.9214512454223922,5.283526139708529,69912883237.79715,225233656600.12277,4.468139687843568,19.88808072348711,55.48941992209279,85.08502570790816,4.342141428124741,20.877631594204484,12.161194890515814,8.11988671198622,1.3107510878332838,2.007822522967534
0.00035,111.91237813183464,22.672104622906144,-1.5173476106884303,6.05830516922067,23.576494369476823,19.342516031437313,1.971724331415157,5.246904449121091,1336.620227339737,1030.36829872473,2.024477705537587,5.808083940025025,87774771723.29504,286560975002.7681,4.447934425152539,19.582038347953272,67.47403487031626,106.02190085133697,4.394916898040649,21.300123816981138,14.640925297417816,9.887359341177739,1.3381786163206917,2.1148801025182413
0.0004,131.50159236249266,26.71592833272121,-1.422280700646768,5.702506979828646,27.95453975596444,23.6670559104729,2.0559492929827687,5.656501596634325,1584.0779127267156,1264.8377439660803,2.132349108884127,6.385612546374942,108189682489.24365,357812704393.3736,4.431180032437571,19.31986656765282,80.37105166435977,129.49601694209895,4.448116611542761,21.73477774816835,17.256223818358798,11.799074856464761,1.3670998756510724,2.225951699862776
0.00045,151.54377332365092,30.89016123156401,-1.317620236277918,5.31945348509454,32.53946410781355,28.478624785573267,2.145282126320956,6.1139419365535215,1842.8804077234727,1527.300975252028,2.2441412259272493,7.019176209009258,131193853555.0699,439557020549.4394,4.419764277031315,19.12678847237042,93.9799180041938,155.38198909295454,4.502342586203724,22.18931924177679,19.9523796915853,13.830139500870082,1.3976411743553252,2.341711198597485
