Frequency (Hz),Amplitude_Mean,Amplitude_Standard_deviation,Amplitude_Skewness,Amplitude_Kurtosis,Counts_Mean,Counts_Standard_deviation,Counts_Skewness,Counts_Kurtosis,Duration_Mean,Duration_Standard_deviation,Duration_Skewness,Duration_Kurtosis,Energy_Mean,Energy_Standard_deviation,Energy_Skewness,Energy_Kurtosis,Rise-Time_Mean,Rise-Time_Standard_deviation,Rise-Time_Skewness,Rise-Time_Kurtosis,RMS_Mean,RMS_Standard_deviation,RMS_Skewness,RMS_Kurtosis
0.0,7.030590036837888,1.1621431752670404,-4.3108294302872565,20.609856680937938,16.4267401513949,13.858780621641305,1.0252333578584059,-0.15549612453339856,222.61309136885103,63.06168911265864,-0.8066911189339827,0.5576317553482606,2899224359.767149,6547519914.124567,3.2588547554965466,10.111920691256413,4.843985810405793,1.7462323674420213,2.522245709258671,14.885831185517727,2.0263950562971638,0.9179440621701397,0.2144731654844661,-1.0553453247416054
5e-05,21.26314803160634,3.516843359293483,-4.287237187049735,20.48887365728867,49.79611628078376,42.22143418499697,1.038459477845844,-0.11600581578069846,673.663395173143,192.45821355458082,-0.7801526431201288,0.4925380800553998,8955048417.881212,20694821359.382603,3.3333716123589374,10.626413896822045,14.673613643397593,5.471197913932825,2.7549878088311566,16.48899080801897,6.135807969051514,2.7949229242316194,0.22983055159261925,-1.0367339857182194
0.0001,36.1182603618183,5.968559967405252,-4.264025328140382,20.396110014807242,84.79083236899812,72.26027877621154,1.0521768838176806,-0.07454457238864576,1145.0261062188167,329.92082871873356,-0.7505770045944544,0.42415206495689883,15555136606.31851,36806656693.78099,3.405494121088516,11.133124759650169,24.96836645454046,9.647816523573406,3.000663820641269,18.28574994953421,10.435284524101688,4.779898415082311,0.24640540372860037,-1.016967618413031
0.00015,52.015201376401166,8.574895027293893,-4.2404560502022735,20.32792420582993,122.4225167273979,104.87895005263537,1.066435072738266,-0.030911863299095454,1650.103372763792,479.58893535537345,-0.7178200597830879,0.3529203248999968,22940404497.326183,55610817478.592285,3.4744562584303362,11.627708999217848,36.025579955377374,14.457712606414894,3.2586334624172895,20.285281697291637,15.047565299118782,6.931457227837444,0.2643211196519773,-0.9957270819965895
0.0002,69.2723922470791,11.375020495806972,-4.215557927911075,20.278915437692177,163.47958414368247,140.8147050197801,1.0812948849316508,0.015151655391828278,2199.1509014901153,644.9049719856325,-0.681798930721178,0.2796365017209097,31335557538.320538,77861560943.89812,3.5395290043311096,12.106146173325602,48.076370262473155,20.088372614660166,3.52776987794068,22.492263024267103,20.06705906319889,9.296914125184482,0.2836993471992334,-0.9725862875255413
0.00025,88.07026789805684,14.383811847684862,-4.188093557155569,20.241721360028002,208.43795935664065,180.56047177484444,1.0968327447369317,0.06398007274675477,2798.095538453807,828.2836769883122,-0.6425071060995338,0.2055059977586069,40934434103.94274,104297526393.50258,3.6002402163319274,12.566503718291077,61.259932312104816,26.725025334144686,3.8064664973424263,24.90593949284807,25.54898444586368,11.907284946471936,0.30466332061006957,-0.946991650567488
0.0003,108.42420896310396,17.588293255121897,-4.156513118193135,20.206830283439665,257.394059451637,224.30434198330843,1.1131419789099848,0.11599234914098577,3447.6672470310223,1030.8669173015435,-0.600003886199011,0.13210840970903082,51968966783.11728,135566434467.5494,3.6573776667069633,13.014661689418723,75.60454165305462,34.54300570350008,4.092710090873125,27.519617376001428,31.50134222778289,14.77348427889663,0.3273513200415264,-0.9182577091636976
0.00035,130.16961868083553,20.946685683077614,-4.118879972323077,20.162250774158906,310.0251861242683,271.8909835685531,1.1303342732208999,0.17170112373235513,4142.911638472721,1252.3820569046725,-0.554405786511332,0.06136177172266777,64650977808.94498,172202641529.98456,3.7114798608223647,13.454637631622546,91.0166860325619,43.70092566586434,4.384136960036138,30.320287428385257,37.88033138550721,17.88403937420836,0.35192901536292326,-0.8855589588889452
0.0004,152.96036617522796,24.390174744945288,-4.072758969124829,20.09291510515636,365.5805322701468,322.80801495953057,1.1485409607960217,0.23172223200389608,4873.122934902986,1491.1134904149978,-0.5058855345772267,-0.0045102102061527205,79009749030.82062,214643315029.40878,3.7620361986348105,13.882976478009063,107.27920087669357,54.33475993539743,4.678095274177913,33.28848378718868,44.58958237717154,21.204495068421718,0.3786005543985275,-0.8479176749069524
0.00045,176.2808606375291,27.827366147250437,-4.015065811687487,19.97979328253971,422.90375514032115,376.1987259347369,1.1679133562843567,0.29678612096805557,5622.206531657509,1743.9904387501954,-0.45469249611004176,-0.06296489188869003,95042658372.62502,263130885232.11804,3.809502630347341,14.301755896470588,124.05861340255328,66.55296101284536,4.971682852243513,36.39823140670209,51.48330405352083,24.678580857342883,0.40761394834180853,-0.8041792348716896
0.0005,199.4710674840866,31.151154270846003,-3.941863934918926,19.798597562155926,480.48586674850003,430.9007222128745,1.188622704610521,0.36775189880423165,6369.451199494211,2006.781060852161,-0.4011779965687215,-0.11116463755458028,112669277948.76735,317700318649.01807,3.8545201793968604,14.714473638100927,140.92132288804143,80.43238310206964,5.261836702503581,39.61760891848585,58.373157395632575,28.231102737274846,0.43925788689488615,-0.752971570629942
0.00055,221.7628503266265,34.24761489166884,-3.8481210775082606,19.518237364439816,536.545521738109,485.5076478729542,1.21086417424444,0.44562958185345236,7090.661287483623,2274.37831935732,-0.34583356004915133,-0.1460171531790304,131718281236.1515,378163633186.5177,3.8978170984691802,15.125530025141323,157.35757294932563,96.014963521715,5.545436120075207,42.90978693245575,65.03844251308911,31.772317568178913,0.47386516756094743,-0.6926720049958881
0.0006,242.32522817597115,37.006335954981694,-3.7274407754149244,19.099190510533163,589.1310102954786,538.4505231069337,1.2348580505682583,0.5316031680166944,7759.574921762935,2541.1505251474127,-0.2893263866238607,-0.1643041503710032,151986481151.48337,444081841850.5372,3.9403924395639907,15.54145868337364,172.81159759534458,113.30499474360487,5.819433356362781,46.234639640515645,71.23890422473538,35.203543906609035,0.5118076060574992,-0.6213627307142353
0.00065,260.3154909629131,39.33155487100753,-3.571843416243394,18.49251414392728,636.2375637292046,588.092985832542,1.2608519006054415,0.6270567580799864,8349.471104426064,2801.331746054043,-0.23254505176937168,-0.1628575888785595,173177346828.67126,514793024016.5673,3.9831837227894744,15.968759093223913,186.71591409345,132.26688663318623,6.081001476421063,49.55081718445239,76.72931554110131,38.42358558500399,0.5534887789670699,-0.536790925298098
0.0007,274.93271452316293,41.153274521307566,-3.3717359743678834,17.64074165009798,675.9420255980302,632.8232759383712,1.2891932520144147,0.7336946054932465,8834.857878407434,3049.416051481038,-0.17663537366692664,-0.1388621933710663,194912532456.11057,589428704338.0912,4.027135445657281,16.414237809356486,198.52793159526968,152.82272488810116,6.327775320246323,52.81894345017759,81.27484381150235,41.335538581031706,0.599325340997031,-0.43633628287559745
