Time (cycle),Amplitude_Mean,Amplitude_Standard_deviation,Amplitude_Skewness,Amplitude_Kurtosis,Counts_Mean,Counts_Standard_deviation,Counts_Skewness,Counts_Kurtosis,Duration_Mean,Duration_Standard_deviation,Duration_Skewness,Duration_Kurtosis,Energy_Mean,Energy_Standard_deviation,Energy_Skewness,Energy_Kurtosis,Rise-Time_Mean,Rise-Time_Standard_deviation,Rise-Time_Skewness,Rise-Time_Kurtosis,RMS_Mean,RMS_Standard_deviation,RMS_Skewness,RMS_Kurtosis
501,15.27010449,14.46752633,2.981789268,11.20333964,28.72060933,18.36954033,1.758011388,4.391248745,857.3602748,673.2298963,2.344472206,8.157635513,95997973380,16962913357,-1.735309438,12.68783731,39.25211584,36.85523213,2.698314358,7.294789957,2.865175163,1.899903598,1.794923218,3.934773034
1001,22.9859927,41.8016182,5.182419011,29.92308585,32.57499686,29.97259023,2.560568252,6.7965764,1123.922331,1259.838493,2.962453681,9.128407246,77047709077,16328773986,-0.063299615,8.133556066,51.14375576,50.80853093,2.468972641,6.02295065,3.504925424,3.265880157,3.23698773,12.85110556
1501,17.28191939,32.04726264,5.011185796,28.54167298,21.06353454,24.33994739,3.405878463,12.73880589,773.8036152,1030.445649,3.864317231,16.73521301,34650485914,9467508792,1.647080166,10.7912144,38.48585226,39.61572909,2.065108001,3.848458075,2.121598698,1.946791379,2.90428695,9.912477491
2001,12.67018066,24.053525,5.609671113,36.38763318,11.84857156,18.3889701,3.37878706,12.62255008,428.6388092,688.2211831,3.992354835,19.86031487,8416134932,3422213974,2.833353027,13.20689558,20.00964554,26.95975003,2.661732567,9.065392153,1.127859279,1.725857178,5.392359575,34.67109888
2501,12.28287333,27.92846371,6.615954107,47.67789071,11.74267527,19.69906985,2.51739116,5.986997659,440.5779527,720.0559429,2.999804115,10.2968987,3196567450,5394861818,2.847335426,7.795752449,18.27214349,47.78543479,5.303763051,30.04521532,1.24322443,2.535749841,5.778978663,37.89524428
3001,13.61305826,35.69251476,6.344477124,42.51880432,12.93151786,26.49284117,3.641307779,14.93758437,523.524005,1031.556707,3.925144278,17.98574402,5073109821,11648529399,3.994582034,17.47858394,15.22243795,51.34316635,6.336838433,41.68547,1.372383342,2.953067579,5.11669695,28.88625004
3501,12.89165094,32.11676755,6.567633959,46.18745068,6.440299601,11.15993086,2.491760308,5.516949837,414.3409602,842.9018706,3.305084417,11.71199258,5503189142,8486635180,3.28462331,12.23573267,15.40643866,51.73808676,5.525781118,31.10824105,1.851130256,3.619233888,3.223780741,10.05111186
4001,13.1486901,29.94831974,6.201069456,41.61206067,5.65326475,9.39533882,2.997569872,10.21770816,453.6094399,950.3128055,3.365703275,11.45992989,1.12355E+11,27714556783,-2.162990402,7.113362346,10.57053306,19.76434824,3.800830556,16.27819603,2.82585915,6.82125724,4.082881541,18.47112554
4501,11.95089824,22.02753779,5.916441924,40.7088191,7.919674115,12.24693954,3.406350308,12.55170675,520.8928761,971.8387433,3.592277314,13.49336655,4.63531E+11,95209380140,-3.532438729,13.15323309,12.03803397,26.05529444,4.098242651,19.1549943,5.031551836,16.40616984,4.912357415,24.99206227
5001,12.68096986,24.66965635,5.837840185,39.30723347,8.661985294,9.053221396,2.417466541,6.746203311,449.9524542,530.5125433,2.682651662,7.451657452,7.28726E+11,1.23181E+11,-2.6006108,12.37311314,11.04065361,22.06209565,3.279725308,10.16043981,2.543760953,6.147011947,4.717412783,24.37755455
