Specimen #1,,Specimen #2,
Crack density,Cumulative AE energy,Crack density,Cumulative AE energy
[mm-1],[eu],[mm-1],[eu]
0.825,5.58E+09,0.8375,3.12E+09
0.825,5.58E+09,0.8375,3.12E+09
0.825,5.58E+09,0.8375,3.12E+09
0.825,5.58E+09,0.8375,3.12E+09
0.825,5.58E+09,0.8375,3.12E+09
0.825,5.58E+09,0.8375,3.12E+09
0.825,5.58E+09,0.8375,3.12E+09
0.825,5.58E+09,0.8375,3.12E+09
0.825,5.58E+09,0.8375,3.12E+09
0.825,5.58E+09,0.8375,3.12E+09
0.825,5.58E+09,0.8375,3.12E+09
0.825,5.59E+09,0.8375,3.12E+09
0.825,5.59E+09,0.8375,3.12E+09
0.825,5.59E+09,0.8375,3.12E+09
0.825,5.59E+09,0.8375,3.12E+09
0.825,5.59E+09,0.8375,3.12E+09
0.825,5.59E+09,0.8375,3.12E+09
0.825,5.59E+09,0.8375,3.12E+09
0.825,5.59E+09,0.8375,3.12E+09
0.825,5.59E+09,0.8375,3.12E+09
0.825,5.59E+09,0.8375,3.12E+09
0.825,5.59E+09,0.8375,3.12E+09
0.825,5.59E+09,0.8375,3.12E+09
0.825,5.59E+09,0.8375,3.12E+09
0.825,5.59E+09,0.8375,3.12E+09
0.825,5.59E+09,0.8375,3.13E+09
0.825,5.59E+09,0.8375,3.13E+09
0.825,5.59E+09,0.8375,3.13E+09
0.825,5.59E+09,0.8375,3.13E+09
0.825,5.59E+09,0.8375,3.13E+09
0.825,5.59E+09,0.8375,3.13E+09
0.825,5.59E+09,0.8375,3.13E+09
0.825,5.59E+09,0.8375,3.13E+09
0.825,5.59E+09,0.8375,3.13E+09
0.825,5.59E+09,0.8375,3.13E+09
0.825,5.59E+09,0.8375,3.13E+09
0.825,5.59E+09,0.8375,3.13E+09
0.825,5.59E+09,0.8375,3.13E+09
0.825,5.59E+09,0.8375,3.13E+09
0.825,5.59E+09,0.8375,3.13E+09
0.825,5.59E+09,0.8375,3.13E+09
0.825,5.59E+09,0.8375,3.13E+09
0.825,5.59E+09,0.8375,3.13E+09
0.825,5.59E+09,0.8375,3.13E+09
0.825,5.59E+09,0.8375,3.13E+09
0.825,5.59E+09,0.8375,3.13E+09
0.825,5.59E+09,0.8375,3.13E+09
0.825,5.60E+09,0.8375,3.13E+09
0.825,5.60E+09,0.8375,3.13E+09
0.825,5.60E+09,0.8375,3.13E+09
0.825,5.60E+09,0.8375,3.13E+09
0.825,5.60E+09,0.8375,3.13E+09
0.825,5.60E+09,0.8375,3.13E+09
0.825,5.60E+09,0.8375,3.13E+09
0.825,5.60E+09,0.8375,3.13E+09
0.825,5.60E+09,0.8375,3.13E+09
0.825,5.60E+09,0.8375,3.13E+09
0.825,5.60E+09,0.8375,3.13E+09
0.825,5.60E+09,0.8375,3.13E+09
0.825,5.60E+09,0.8375,3.13E+09
0.825,5.60E+09,0.8375,3.13E+09
0.825,5.60E+09,0.8375,3.13E+09
0.825,5.60E+09,0.8375,3.13E+09
0.825,5.60E+09,0.8375,3.13E+09
0.825,5.60E+09,0.8375,3.13E+09
0.825,5.60E+09,0.8375,3.13E+09
0.825,5.60E+09,0.8375,3.13E+09
0.825,5.60E+09,0.8375,3.14E+09
0.825,5.60E+09,0.8375,3.14E+09
0.825,5.60E+09,0.85,3.14E+09
0.825,5.60E+09,0.85,3.17E+09
0.825,5.60E+09,0.85,3.17E+09
0.825,5.60E+09,0.85,3.17E+09
0.825,5.60E+09,0.85,3.17E+09
0.825,5.60E+09,0.85,3.17E+09
0.825,5.60E+09,0.85,3.17E+09
0.825,5.60E+09,0.85,3.17E+09
0.825,5.60E+09,0.85,3.17E+09
0.825,5.60E+09,0.85,3.17E+09
0.825,5.60E+09,0.85,3.17E+09
0.825,5.60E+09,0.8625,3.17E+09
0.825,5.60E+09,0.8625,3.17E+09
0.825,5.60E+09,0.8625,3.22E+09
0.825,5.60E+09,0.8625,3.22E+09
0.825,5.60E+09,0.8625,3.22E+09
0.825,5.60E+09,0.8625,3.22E+09
0.825,5.60E+09,0.8625,3.22E+09
0.825,5.60E+09,0.8625,3.23E+09
0.825,5.60E+09,0.8625,3.23E+09
0.825,5.60E+09,0.8625,3.23E+09
0.825,5.60E+09,0.8625,3.23E+09
0.825,5.60E+09,0.8625,3.23E+09
0.825,5.60E+09,0.8625,3.23E+09
0.825,5.60E+09,0.8625,3.23E+09
0.825,5.60E+09,0.8625,3.23E+09
0.825,5.60E+09,0.8625,3.23E+09
0.825,5.60E+09,0.8625,3.23E+09
0.825,5.74E+09,0.8625,3.23E+09
0.825,5.79E+09,0.8625,3.23E+09
0.825,5.81E+09,0.8625,3.23E+09
0.85,5.81E+09,0.8625,3.23E+09
0.85,5.81E+09,0.8625,3.23E+09
0.85,5.81E+09,0.8625,3.23E+09
0.8625,6.05E+09,0.8625,3.23E+09
0.8625,6.05E+09,0.8625,3.23E+09
0.8625,6.05E+09,0.8625,3.23E+09
0.8625,6.05E+09,0.8625,3.23E+09
0.8625,6.05E+09,0.8625,3.23E+09
0.8625,6.05E+09,0.8625,3.23E+09
0.8625,6.05E+09,0.8625,3.23E+09
0.8625,6.05E+09,0.8625,3.23E+09
0.8625,6.07E+09,0.8625,3.23E+09
0.8625,6.07E+09,0.8625,3.23E+09
0.875,6.07E+09,0.8625,3.23E+09
0.875,6.07E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.23E+09
0.875,6.19E+09,0.8625,3.24E+09
0.875,6.19E+09,0.8625,3.24E+09
0.875,6.19E+09,0.8625,3.24E+09
0.875,6.19E+09,0.8625,3.24E+09
0.875,6.26E+09,0.8625,3.24E+09
0.875,6.26E+09,0.8625,3.24E+09
0.875,6.26E+09,0.8625,3.24E+09
0.875,6.26E+09,0.8625,3.24E+09
0.875,6.26E+09,0.8625,3.24E+09
0.875,6.26E+09,0.8625,3.24E+09
0.875,6.26E+09,0.8625,3.24E+09
0.875,6.26E+09,0.8625,3.24E+09
0.875,6.26E+09,0.8625,3.24E+09
0.875,6.26E+09,0.8625,3.24E+09
0.875,6.26E+09,0.8625,3.24E+09
0.875,6.26E+09,0.8625,3.24E+09
0.875,6.26E+09,0.8625,3.24E+09
0.875,6.26E+09,0.8625,3.24E+09
0.875,6.26E+09,0.8625,3.24E+09
0.8875,6.26E+09,0.8625,3.24E+09
0.8875,6.26E+09,0.8625,3.24E+09
0.8875,6.26E+09,0.8625,3.24E+09
0.8875,6.26E+09,0.8625,3.24E+09
0.8875,6.26E+09,0.8625,3.24E+09
0.8875,6.26E+09,0.8625,3.24E+09
0.8875,6.26E+09,0.8625,3.24E+09
0.8875,6.26E+09,0.8625,3.24E+09
0.8875,6.26E+09,0.8625,3.24E+09
0.8875,6.26E+09,0.8625,3.24E+09
0.8875,6.26E+09,0.8625,3.24E+09
0.8875,6.26E+09,0.8625,3.24E+09
0.8875,6.26E+09,0.8625,3.24E+09
0.8875,6.26E+09,0.8625,3.24E+09
0.8875,6.26E+09,0.8625,3.24E+09
0.8875,6.26E+09,0.8625,3.24E+09
0.8875,6.26E+09,0.8625,3.24E+09
0.8875,6.26E+09,0.8625,3.24E+09
0.8875,6.26E+09,0.8625,3.24E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.26E+09,0.8625,3.25E+09
0.8875,6.28E+09,0.8625,3.25E+09
0.8875,6.30E+09,0.8625,3.25E+09
0.8875,6.30E+09,0.8625,3.25E+09
0.8875,6.30E+09,0.8625,3.25E+09
0.8875,6.30E+09,0.8625,3.25E+09
0.8875,6.30E+09,0.8625,3.25E+09
0.8875,6.30E+09,0.8625,3.25E+09
0.8875,6.30E+09,0.8625,3.25E+09
0.8875,6.30E+09,0.8625,3.25E+09
0.8875,6.30E+09,0.8625,3.25E+09
0.8875,6.30E+09,0.8625,3.25E+09
0.8875,6.30E+09,0.8625,3.25E+09
0.8875,6.30E+09,0.8625,3.25E+09
0.8875,6.30E+09,0.8625,3.25E+09
0.9,6.30E+09,0.8625,3.25E+09
0.9,6.30E+09,0.8625,3.25E+09
0.9,6.30E+09,0.8625,3.25E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.26E+09
0.9,6.30E+09,0.8625,3.27E+09
0.9,6.30E+09,0.8625,3.27E+09
0.9,6.30E+09,0.8625,3.27E+09
0.9,6.30E+09,0.8625,3.27E+09
0.9,6.30E+09,0.8625,3.27E+09
0.9,6.30E+09,0.8625,3.27E+09
0.9,6.30E+09,0.8625,3.27E+09
0.9,6.30E+09,0.8625,3.27E+09
0.9,6.30E+09,0.8625,3.27E+09
0.9,6.30E+09,0.8625,3.27E+09
0.9,6.30E+09,0.8625,3.27E+09
0.9,6.30E+09,0.8625,3.27E+09
0.9,6.30E+09,0.8625,3.27E+09
0.9,6.30E+09,0.8625,3.27E+09
0.9,6.30E+09,0.8625,3.27E+09
0.9,6.30E+09,0.8625,3.27E+09
0.9,6.30E+09,0.8625,3.27E+09
0.9,6.30E+09,0.8625,3.27E+09
0.9,6.30E+09,0.8625,3.27E+09
0.9,6.30E+09,0.8625,3.27E+09
0.9,6.30E+09,0.8625,3.27E+09
0.9,6.30E+09,0.8625,3.27E+09
0.9,6.31E+09,0.8625,3.27E+09
0.9,6.31E+09,0.8625,3.27E+09
0.9,6.31E+09,0.8625,3.27E+09
0.9,6.31E+09,0.8625,3.27E+09
0.9,6.31E+09,0.8625,3.27E+09
0.9,6.31E+09,0.8625,3.27E+09
0.9,6.31E+09,0.8625,3.27E+09
0.9,6.31E+09,0.8625,3.28E+09
0.9,6.31E+09,0.8625,3.28E+09
0.9,6.31E+09,0.8625,3.28E+09
0.9,6.31E+09,0.8625,3.28E+09
0.9,6.31E+09,0.8625,3.28E+09
0.9,6.31E+09,0.875,3.28E+09
0.9,6.31E+09,0.875,3.28E+09
0.9,6.31E+09,0.875,3.28E+09
0.9125,6.31E+09,0.875,3.28E+09
0.9125,6.31E+09,0.875,3.28E+09
0.9125,6.31E+09,0.875,3.28E+09
0.9125,6.31E+09,0.875,3.28E+09
0.9125,6.31E+09,0.875,3.28E+09
0.9125,6.31E+09,0.875,3.28E+09
0.9125,6.31E+09,0.875,3.28E+09
0.9125,6.31E+09,0.875,3.28E+09
0.9125,6.31E+09,0.875,3.28E+09
0.9125,6.31E+09,0.875,3.28E+09
0.9125,6.31E+09,0.875,3.28E+09
0.9125,6.31E+09,0.875,3.28E+09
0.9125,6.31E+09,0.875,3.28E+09
0.9125,6.31E+09,0.875,3.28E+09
0.9125,6.31E+09,0.875,3.28E+09
0.9125,6.31E+09,0.875,3.28E+09
0.9125,6.31E+09,0.875,3.28E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.29E+09
0.9125,6.31E+09,0.875,3.30E+09
0.9125,6.31E+09,0.875,3.30E+09
0.9125,6.31E+09,0.875,3.30E+09
0.9125,6.31E+09,0.875,3.30E+09
0.9125,6.31E+09,0.875,3.30E+09
0.9125,6.31E+09,0.875,3.30E+09
0.9125,6.31E+09,0.875,3.30E+09
0.9125,6.31E+09,0.875,3.30E+09
0.9125,6.31E+09,0.875,3.30E+09
0.9125,6.31E+09,0.875,3.30E+09
0.9125,6.31E+09,0.875,3.30E+09
0.9125,6.31E+09,0.875,3.30E+09
0.9125,6.31E+09,0.875,3.31E+09
0.9125,6.31E+09,0.875,3.31E+09
0.9125,6.31E+09,0.875,3.31E+09
0.9125,6.31E+09,0.875,3.31E+09
0.9125,6.31E+09,0.875,3.31E+09
0.9125,6.31E+09,0.875,3.31E+09
0.9125,6.31E+09,0.875,3.31E+09
0.9125,6.31E+09,0.875,3.31E+09
0.9125,6.31E+09,0.875,3.31E+09
0.9125,6.31E+09,0.875,3.31E+09
0.9125,6.31E+09,0.875,3.31E+09
0.9125,6.31E+09,0.875,3.31E+09
0.9125,6.31E+09,0.875,3.31E+09
0.9125,6.31E+09,0.875,3.32E+09
0.9125,6.31E+09,0.875,3.32E+09
0.9125,6.31E+09,0.875,3.32E+09
0.9125,6.31E+09,0.875,3.32E+09
0.9125,6.31E+09,0.875,3.32E+09
0.9125,6.31E+09,0.875,3.32E+09
0.9125,6.31E+09,0.875,3.32E+09
0.9125,6.31E+09,0.875,3.32E+09
0.9125,6.31E+09,0.875,3.32E+09
0.9125,6.31E+09,0.875,3.32E+09
0.9125,6.31E+09,0.875,3.32E+09
0.9125,6.31E+09,0.875,3.32E+09
0.9125,6.31E+09,0.875,3.32E+09
0.9125,6.31E+09,0.875,3.32E+09
0.9125,6.31E+09,0.8875,3.32E+09
0.9125,6.31E+09,0.8875,3.32E+09
0.9125,6.31E+09,0.8875,3.32E+09
0.9125,6.31E+09,0.8875,3.32E+09
0.9125,6.31E+09,0.8875,3.32E+09
0.9125,6.31E+09,0.8875,3.32E+09
0.9125,6.31E+09,0.8875,3.32E+09
0.9125,6.31E+09,0.8875,3.32E+09
0.9125,6.31E+09,0.8875,3.32E+09
0.9125,6.31E+09,0.8875,3.32E+09
0.9125,6.31E+09,0.8875,3.32E+09
0.9125,6.31E+09,0.8875,3.32E+09
0.9125,6.31E+09,0.8875,3.32E+09
0.9125,6.31E+09,0.8875,3.32E+09
0.9125,6.31E+09,0.8875,3.32E+09
0.9125,6.31E+09,0.8875,3.32E+09
0.9125,6.31E+09,0.8875,3.33E+09
0.9125,6.31E+09,0.8875,3.33E+09
0.9125,6.31E+09,0.8875,3.33E+09
0.9125,6.31E+09,0.8875,3.33E+09
0.9125,6.31E+09,0.8875,3.33E+09
0.9125,6.31E+09,0.8875,3.33E+09
0.9125,6.31E+09,0.8875,3.33E+09
0.9125,6.31E+09,0.8875,3.33E+09
0.9125,6.31E+09,0.8875,3.33E+09
0.9125,6.32E+09,0.8875,3.33E+09
0.9125,6.32E+09,0.8875,3.33E+09
0.9125,6.32E+09,0.8875,3.33E+09
0.9125,6.32E+09,0.8875,3.33E+09
0.9125,6.32E+09,0.8875,3.33E+09
0.9125,6.32E+09,0.8875,3.33E+09
0.9125,6.32E+09,0.8875,3.33E+09
0.9125,6.32E+09,0.8875,3.33E+09
0.9125,6.32E+09,0.8875,3.33E+09
0.9125,6.32E+09,0.8875,3.33E+09
0.9125,6.32E+09,0.8875,3.33E+09
0.9125,6.32E+09,0.8875,3.33E+09
0.9125,6.32E+09,0.8875,3.33E+09
0.9125,6.32E+09,0.8875,3.33E+09
0.9125,6.32E+09,0.8875,3.33E+09
0.9125,6.32E+09,0.8875,3.33E+09
0.9125,6.32E+09,0.8875,3.33E+09
0.9125,6.32E+09,0.8875,3.33E+09
0.9125,6.32E+09,0.9125,3.33E+09
0.9125,6.32E+09,0.9125,3.33E+09
0.9125,6.32E+09,0.9125,3.33E+09
0.9125,6.32E+09,0.9125,3.33E+09
0.9125,6.32E+09,0.9125,3.33E+09
0.9125,6.32E+09,0.925,3.33E+09
0.9125,6.32E+09,0.925,3.33E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.43E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.44E+09
0.9125,6.32E+09,0.925,3.45E+09
0.9125,6.32E+09,0.925,3.45E+09
0.9125,6.32E+09,0.925,3.45E+09
0.9125,6.32E+09,0.925,3.45E+09
0.9125,6.32E+09,0.925,3.45E+09
0.9125,6.32E+09,0.925,3.45E+09
0.9125,6.32E+09,0.925,3.45E+09
0.9125,6.32E+09,0.925,3.45E+09
0.9125,6.32E+09,0.925,3.45E+09
0.9125,6.32E+09,0.925,3.45E+09
0.9125,6.32E+09,0.925,3.45E+09
0.9125,6.32E+09,0.925,3.45E+09
0.9125,6.32E+09,0.925,3.45E+09
0.9125,6.32E+09,0.925,3.45E+09
0.9125,6.32E+09,0.925,3.45E+09
0.9125,6.32E+09,0.925,3.45E+09
0.9125,6.32E+09,0.925,3.46E+09
0.9125,6.32E+09,0.925,3.46E+09
0.9125,6.32E+09,0.925,3.46E+09
0.9125,6.32E+09,0.925,3.46E+09
0.9125,6.32E+09,0.925,3.46E+09
0.9125,6.32E+09,0.925,3.46E+09
0.9125,6.32E+09,0.925,3.46E+09
0.9125,6.32E+09,0.925,3.46E+09
0.9125,6.32E+09,0.925,3.46E+09
0.9125,6.32E+09,0.925,3.46E+09
0.9125,6.32E+09,0.925,3.46E+09
0.9125,6.32E+09,0.925,3.46E+09
0.9125,6.32E+09,0.925,3.47E+09
0.9125,6.32E+09,0.925,3.47E+09
0.9125,6.32E+09,0.925,3.47E+09
0.9125,6.32E+09,0.925,3.47E+09
0.9125,6.32E+09,0.925,3.47E+09
0.9125,6.32E+09,0.925,3.47E+09
0.9125,6.32E+09,0.925,3.47E+09
