Rise-Time_Skewness,Rise-Time_Skewness.1,Rise-Time_Skewness.2,Rise-Time_Skewness.3,Rise-Time_Skewness.4,Rise-Time_Skewness.5,Rise-Time_Skewness.6,Rise-Time_Skewness.7,Rise-Time_Skewness.8,Rise-Time_Skewness.9,Rise-Time_Skewness.10,Rise-Time_Skewness.11,Rise-Time_Skewness.12,Rise-Time_Skewness.13,Rise-Time_Skewness.14,Rise-Time_Skewness.15,Rise-Time_Skewness.16,Rise-Time_Skewness.17,Rise-Time_Skewness.18,Rise-Time_Skewness.19,Rise-Time_Skewness.20,Rise-Time_Skewness.21,Rise-Time_Skewness.22,Rise-Time_Skewness
1.208245882571642,0.0164206695042324,1.082190409741027,0.7431675687363988,3.852198446398596,1.89768969718734,1.688129189063431,4.648734760604413,2.748236479223647,7.014248490926009,3.466025408442925,3.1360624389824783,1.208245882571642,0.0164206695042324,1.082190409741027,0.7431675687363988,3.852198446398596,1.89768969718734,1.688129189063431,4.648734760604413,2.748236479223647,7.014248490926009,3.466025408442925,3.1360624389824783
1.283306053078312,0.317766824247489,0.9409054565495596,0.6784899769153508,3.901525664818736,1.903046641617545,1.6519598136414626,4.801597248802232,2.819220952748436,7.125067412858693,3.389174116158995,3.140750878601553,1.283306053078312,0.317766824247489,0.9409054565495596,0.6784899769153508,3.901525664818736,1.903046641617545,1.6519598136414626,4.801597248802232,2.819220952748436,7.125067412858693,3.389174116158995,3.140750878601553
1.344836487622794,0.5017003272383757,0.825333853934557,0.6550000831374488,3.9677047131945553,1.932059443642532,1.648680765601598,4.9733971757016295,2.903584069327588,7.188901283487856,3.284156699334207,3.188181112869155,1.344836487622794,0.5017003272383757,0.825333853934557,0.6550000831374488,3.9677047131945553,1.932059443642532,1.648680765601598,4.9733971757016295,2.903584069327588,7.188901283487856,3.284156699334207,3.188181112869155
1.3703263257200955,0.5174783744140924,0.7038875665099583,0.6552399465794554,4.080956422834055,1.987559687195137,1.6867497164187757,5.122856126706482,2.991362095287356,7.184718460582343,3.176558843476662,3.2328921348025017,1.3703263257200955,0.5174783744140924,0.7038875665099583,0.6552399465794554,4.080956422834055,1.987559687195137,1.6867497164187757,5.122856126706482,2.991362095287356,7.184718460582343,3.176558843476662,3.2328921348025017
1.363372615917679,0.6495907755667519,0.595584501453645,0.5356689912888478,4.214563000781728,2.079516377209756,1.772580131805283,5.258373367435327,3.095930260697285,7.1313248713659005,3.110797187397742,3.2432502013183977,1.363372615917679,0.6495907755667519,0.595584501453645,0.5356689912888478,4.214563000781728,2.079516377209756,1.772580131805283,5.258373367435327,3.095930260697285,7.1313248713659005,3.110797187397742,3.2432502013183977
1.3622628481846102,0.4263685224005714,0.5346873410262064,0.4182480856258921,4.390069770092672,2.1346635478837053,1.8907513759386,5.326469263062284,3.239385770209932,7.079014009558339,3.066052792465543,3.2536211875845447,1.3622628481846102,0.4263685224005714,0.5346873410262064,0.4182480856258921,4.390069770092672,2.1346635478837053,1.8907513759386,5.326469263062284,3.239385770209932,7.079014009558339,3.066052792465543,3.2536211875845447
1.3763203809686586,0.0604536766940099,0.5041172405634792,0.4152821054152289,4.533853432232646,2.123558000561095,2.036324406309137,5.387591969591095,3.396498112160216,6.908079676784839,3.031746619383416,3.2500809285368177,1.3763203809686586,0.0604536766940099,0.5041172405634792,0.4152821054152289,4.533853432232646,2.123558000561095,2.036324406309137,5.387591969591095,3.396498112160216,6.908079676784839,3.031746619383416,3.2500809285368177
1.4104915569345082,-0.2431198419943769,0.4649276259707338,0.3675922013810546,4.595569767813651,2.039216714634773,2.2076671933818,5.365452470682947,3.5268521415797816,6.822644561242742,3.022870556559049,3.234148551151636,1.4104915569345082,-0.2431198419943769,0.4649276259707338,0.3675922013810546,4.595569767813651,2.039216714634773,2.2076671933818,5.365452470682947,3.5268521415797816,6.822644561242742,3.022870556559049,3.234148551151636
1.4592393077603418,-0.499703354906014,0.5200663482361348,0.3145969997655991,4.58904080109339,1.9456881306142748,2.474642290844835,5.345531811035769,3.616728079830405,6.778584015495765,3.0247521819849297,3.1970609426216696,1.4592393077603418,-0.499703354906014,0.5200663482361348,0.3145969997655991,4.58904080109339,1.9456881306142748,2.474642290844835,5.345531811035769,3.616728079830405,6.778584015495765,3.0247521819849297,3.1970609426216696
1.5115714897034256,-0.5763102814697658,0.5849487424543721,0.338875655185366,4.545110026446671,1.9649374419967551,2.7866021293284327,5.291169213670041,3.6387114816754313,6.722797884260961,3.0061726698699096,3.111399776790964,1.5115714897034256,-0.5763102814697658,0.5849487424543721,0.338875655185366,4.545110026446671,1.9649374419967551,2.7866021293284327,5.291169213670041,3.6387114816754313,6.722797884260961,3.0061726698699096,3.111399776790964
1.5800140931410342,-0.5294362098904813,0.6504382486601913,0.3708042239044763,4.4301329192876775,2.096676727043602,3.1362341059971763,5.175511496627337,3.572002191592316,6.718598166746217,3.0663646767918507,2.956315428618131,1.5800140931410342,-0.5294362098904813,0.6504382486601913,0.3708042239044763,4.4301329192876775,2.096676727043602,3.1362341059971763,5.175511496627337,3.572002191592316,6.718598166746217,3.0663646767918507,2.956315428618131
1.6179398292606797,-0.5271902763619157,0.7147535571788053,0.4644903108646289,4.226541349737353,2.23642418934831,3.577815245443543,4.964551060103334,3.465308330847696,6.813156277931507,3.1887984169335613,2.7711341957718503,1.6179398292606797,-0.5271902763619157,0.7147535571788053,0.4644903108646289,4.226541349737353,2.23642418934831,3.577815245443543,4.964551060103334,3.465308330847696,6.813156277931507,3.1887984169335613,2.7711341957718503
1.634606775963435,-0.3819488995944665,0.7570336858032511,0.6566968709321424,4.0640230023289545,2.3096407453405376,4.161681806893004,4.592917054248311,3.351489606079923,6.986557228276762,3.325920314182341,2.573102872386708,1.634606775963435,-0.3819488995944665,0.7570336858032511,0.6566968709321424,4.0640230023289545,2.3096407453405376,4.161681806893004,4.592917054248311,3.351489606079923,6.986557228276762,3.325920314182341,2.573102872386708
1.6126029131959954,-0.1862074255518626,0.8485818308933553,0.8183453418626453,3.9581076199267087,2.3642740806277542,4.633085784749064,4.142812711026213,3.266013089493203,7.132376847329369,3.381417289386796,2.589273765782744,1.6126029131959954,-0.1862074255518626,0.8485818308933553,0.8183453418626453,3.9581076199267087,2.3642740806277542,4.633085784749064,4.142812711026213,3.266013089493203,7.132376847329369,3.381417289386796,2.589273765782744
