Rise-Time_Skewness,Rise-Time_Skewness.1,Rise-Time_Skewness.2,Rise-Time_Skewness.3,Rise-Time_Skewness.4,Rise-Time_Skewness.5,Rise-Time_Skewness.6,Rise-Time_Skewness.7,Rise-Time_Skewness.8,Rise-Time_Skewness.9,Rise-Time_Skewness.10,Rise-Time_Skewness.11,Rise-Time_Skewness.12,Rise-Time_Skewness.13,Rise-Time_Skewness.14,Rise-Time_Skewness.15,Rise-Time_Skewness.16,Rise-Time_Skewness.17,Rise-Time_Skewness.18,Rise-Time_Skewness.19,Rise-Time_Skewness.20,Rise-Time_Skewness.21,Rise-Time_Skewness.22,Rise-Time_Skewness
1.573818599871572,0.1830176647622707,1.041917651221942,0.8635011901932321,3.975215366019152,2.477298524373701,4.889752896827743,3.698004734151589,3.234857655249207,7.299222874284366,3.375458095795771,2.89695291008359,1.573818599871572,0.1830176647622707,1.041917651221942,0.8635011901932321,3.975215366019152,2.477298524373701,4.889752896827743,3.698004734151589,3.234857655249207,7.299222874284366,3.375458095795771,2.89695291008359
1.5154005300592333,0.43205709578051,1.155614116407205,0.7996335172377919,3.969635441219228,2.6619984944788087,5.017605739273098,3.300660532588626,3.103652338447163,7.470108831390113,3.5466134486563883,3.224138475888564,1.5154005300592333,0.43205709578051,1.155614116407205,0.7996335172377919,3.969635441219228,2.6619984944788087,5.017605739273098,3.300660532588626,3.103652338447163,7.470108831390113,3.5466134486563883,3.224138475888564
1.4595719925119095,0.3765225309865562,1.1289601420789963,0.6867734100226465,4.0605252208169045,2.758888132484647,4.919657265286994,3.011505180277568,2.834371820887984,7.653058454126826,4.013347693949068,3.3668929577865083,1.4595719925119095,0.3765225309865562,1.1289601420789963,0.6867734100226465,4.0605252208169045,2.758888132484647,4.919657265286994,3.011505180277568,2.834371820887984,7.653058454126826,4.013347693949068,3.3668929577865083
1.4464849729772895,0.2134651353289639,1.1918077624198005,0.5191566377538253,4.189632652707317,2.6797986519802803,4.9420363203438775,2.8837697498229504,2.658490916650339,7.746991676103916,4.412117757585367,3.216098690164098,1.4464849729772895,0.2134651353289639,1.1918077624198005,0.5191566377538253,4.189632652707317,2.6797986519802803,4.9420363203438775,2.8837697498229504,2.658490916650339,7.746991676103916,4.412117757585367,3.216098690164098
1.5748739963619645,0.3330140585068858,1.4343282665014494,0.6434911384504799,4.18509964482341,2.547379641962641,5.322627492605743,2.931984355048041,2.7086437052823573,7.466718261777228,4.833654128476147,2.7369632814818865,1.5748739963619645,0.3330140585068858,1.4343282665014494,0.6434911384504799,4.18509964482341,2.547379641962641,5.322627492605743,2.931984355048041,2.7086437052823573,7.466718261777228,4.833654128476147,2.7369632814818865
1.8058003048463085,0.4641630419225181,1.6068903591943815,1.2815438919445057,3.9598114623202494,2.607026569254103,5.837717014784154,3.281751868904325,2.845488522874528,6.958033045790888,5.015052363943217,2.164708856226852,1.8058003048463085,0.4641630419225181,1.6068903591943815,1.2815438919445057,3.9598114623202494,2.607026569254103,5.837717014784154,3.281751868904325,2.845488522874528,6.958033045790888,5.015052363943217,2.164708856226852
1.983098739399341,0.3192476912169239,1.6472218467537056,1.866005934425605,3.577630669728173,2.9464884259857294,6.3275786083883085,4.079613294450168,2.7895711624573023,6.369769099116841,4.671501171500315,1.72482846333118,1.983098739399341,0.3192476912169239,1.6472218467537056,1.866005934425605,3.577630669728173,2.9464884259857294,6.3275786083883085,4.079613294450168,2.7895711624573023,6.369769099116841,4.671501171500315,1.72482846333118
1.942580902642092,0.2453628380382608,1.7141743001311478,2.209208341851169,3.251026775816515,3.385228944829336,6.956653831248598,5.303243018964435,2.6448308313124302,6.2647728001984495,4.253653438589176,1.5413261433196332,1.942580902642092,0.2453628380382608,1.7141743001311478,2.209208341851169,3.251026775816515,3.385228944829336,6.956653831248598,5.303243018964435,2.6448308313124302,6.2647728001984495,4.253653438589176,1.5413261433196332
1.870822629155243,0.1388501294244876,2.096869283183704,2.0930022073102177,3.020605328328817,3.497946061743786,7.139698351464674,5.919419069466062,2.5594906145332,6.638353049234019,4.373376948549445,1.4482732982887208,1.870822629155243,0.1388501294244876,2.096869283183704,2.0930022073102177,3.020605328328817,3.497946061743786,7.139698351464674,5.919419069466062,2.5594906145332,6.638353049234019,4.373376948549445,1.4482732982887208
1.821440746213214,0.4489925470346593,2.173424460226373,1.417051601832625,2.8941519893262586,3.227486383374111,6.809913795568038,5.406687745578124,2.357296364660594,6.692601892735475,4.687770586592731,1.4266435863130331,1.821440746213214,0.4489925470346593,2.173424460226373,1.417051601832625,2.8941519893262586,3.227486383374111,6.809913795568038,5.406687745578124,2.357296364660594,6.692601892735475,4.687770586592731,1.4266435863130331
1.6996832923647218,1.3466518856624183,2.1196416413710244,1.1313827570097872,2.338064952173955,3.137792914252551,7.401080310169733,4.201780137069609,2.4315969216552458,6.293384025246191,5.44665525399457,1.632757814428336,1.6996832923647218,1.3466518856624183,2.1196416413710244,1.1313827570097872,2.338064952173955,3.137792914252551,7.401080310169733,4.201780137069609,2.4315969216552458,6.293384025246191,5.44665525399457,1.632757814428336
2.00991421874588,2.2111877703322484,2.3334697377044105,1.1227796901930007,1.7717645921837697,3.345473844851401,8.713983933919774,3.181903600745457,2.4840823384621187,6.034068555064138,6.2792882241747465,1.6432457323862224,2.00991421874588,2.2111877703322484,2.3334697377044105,1.1227796901930007,1.7717645921837697,3.345473844851401,8.713983933919774,3.181903600745457,2.4840823384621187,6.034068555064138,6.2792882241747465,1.6432457323862224
3.4683386572819703,1.6670813482934776,2.496848113222223,1.1078202833002289,1.7003894403424324,2.7372074969813256,9.31595848627716,2.7698888296684654,2.929396094714164,6.425224077484421,4.897729333047445,1.5068917326821394,3.4683386572819703,1.6670813482934776,2.496848113222223,1.1078202833002289,1.7003894403424324,2.7372074969813256,9.31595848627716,2.7698888296684654,2.929396094714164,6.425224077484421,4.897729333047445,1.5068917326821394
3.573753465897835,1.163855932507055,2.865520251206916,1.5833436773337424,1.8371173300144603,1.9799942399083208,6.870598079907883,3.067675366974185,2.8478405370987057,5.914359466190151,3.5001909296064904,1.527713808067671,3.573753465897835,1.163855932507055,2.865520251206916,1.5833436773337424,1.8371173300144603,1.9799942399083208,6.870598079907883,3.067675366974185,2.8478405370987057,5.914359466190151,3.5001909296064904,1.527713808067671
2.5867359625754403,1.0139048039729903,4.145250069688433,1.5102357263946455,2.20563908707216,2.2158335301926657,4.271493363646673,2.6545550979061248,3.030372823689204,6.007374917857861,3.0687482268887103,1.3794628885694027,2.5867359625754403,1.0139048039729903,4.145250069688433,1.5102357263946455,2.20563908707216,2.2158335301926657,4.271493363646673,2.6545550979061248,3.030372823689204,6.007374917857861,3.0687482268887103,1.3794628885694027
3.5357545216757,1.700715810036132,4.164997902963523,1.6393257716723688,2.0587124157121623,2.447344288152084,8.798060272460415,3.161276035770168,2.991155032935023,6.284981996134827,4.612554386408324,1.6787980372032862,3.5357545216757,1.700715810036132,4.164997902963523,1.6393257716723688,2.0587124157121623,2.447344288152084,8.798060272460415,3.161276035770168,2.991155032935023,6.284981996134827,4.612554386408324,1.6787980372032862
