Amplitude_Mean,Amplitude_Mean.1,Amplitude_Mean.2,Amplitude_Mean.3,Amplitude_Mean.4,Amplitude_Mean.5,Amplitude_Mean.6,Amplitude_Mean.7,Amplitude_Mean.8,Amplitude_Mean.9,Amplitude_Mean.10,Amplitude_Mean.11,Amplitude_Mean.12,Amplitude_Mean.13,Amplitude_Mean.14,Amplitude_Mean.15,Amplitude_Mean.16,Amplitude_Mean.17,Amplitude_Mean.18,Amplitude_Mean.19,Amplitude_Mean.20,Amplitude_Mean.21,Amplitude_Mean.22,Amplitude_Mean
4.656752880048231,59.57150449235798,19.074142829693,16.49584056567929,2.7344727665525395,4.8552801819538605,4.603149597009958,2.1413115865347168,4.857204223667195,1.1087832520961978,3.8993355990342615,1.1995908026458355,4.656752880048231,59.57150449235798,19.074142829693,16.49584056567929,2.7344727665525395,4.8552801819538605,4.603149597009958,2.1413115865347168,4.857204223667195,1.1087832520961978,3.8993355990342615,1.1995908026458355
4.445520474057351,56.098159924090304,18.54817944239481,16.13378764335347,2.652191413454029,4.761800791052719,4.473086504252185,2.118063855768064,4.701138766940444,1.092346832446255,3.846722741489256,1.172791909054482,4.445520474057351,56.098159924090304,18.54817944239481,16.13378764335347,2.652191413454029,4.761800791052719,4.473086504252185,2.118063855768064,4.701138766940444,1.092346832446255,3.846722741489256,1.172791909054482
4.223889869372045,51.94697475757264,18.253005650075693,15.567178949611977,2.573350356596023,4.667703072519759,4.338826943268553,2.09089721050038,4.56843065523107,1.071635639139188,3.788788482484517,1.1461322599029191,4.223889869372045,51.94697475757264,18.253005650075693,15.567178949611977,2.573350356596023,4.667703072519759,4.338826943268553,2.09089721050038,4.56843065523107,1.071635639139188,3.788788482484517,1.1461322599029191
3.995124824919172,46.60640198386585,18.08959403668535,14.872117325132056,2.4881409290777823,4.602002976771711,4.190276995271578,2.061049048207348,4.439494263184873,1.047920372635487,3.728002450829993,1.1187886877300874,3.995124824919172,46.60640198386585,18.08959403668535,14.872117325132056,2.4881409290777823,4.602002976771711,4.190276995271578,2.061049048207348,4.439494263184873,1.047920372635487,3.728002450829993,1.1187886877300874
3.7949862243680967,41.218136834770974,17.87663418148643,14.056031208901986,2.406193743538474,4.532042338185428,4.052535915678641,2.0322251943291514,4.310220278845812,1.0223452320746662,3.662729997378405,1.0935661419462728,3.7949862243680967,41.218136834770974,17.87663418148643,14.056031208901986,2.406193743538474,4.532042338185428,4.052535915678641,2.0322251943291514,4.310220278845812,1.0223452320746662,3.662729997378405,1.0935661419462728
3.621040342975504,35.978688579471694,17.63159417475573,13.180244616884297,2.3282683376314868,4.445323891265133,3.914325140481912,2.007991052183429,4.169112757359352,0.9973016723764891,3.591779135728705,1.071995728034005,3.621040342975504,35.978688579471694,17.63159417475573,13.180244616884297,2.3282683376314868,4.445323891265133,3.914325140481912,2.007991052183429,4.169112757359352,0.9973016723764891,3.591779135728705,1.071995728034005
3.4282579850981074,31.22276765491153,17.416288825662313,12.168198197373522,2.235340300856693,4.312423898645642,3.7418998155725367,1.9816801009654623,3.978700434459472,0.9715043047760236,3.5066599538544176,1.048664594592564,3.4282579850981074,31.22276765491153,17.416288825662313,12.168198197373522,2.235340300856693,4.312423898645642,3.7418998155725367,1.9816801009654623,3.978700434459472,0.9715043047760236,3.5066599538544176,1.048664594592564
3.2548289288903822,28.473463825408807,17.048663046508562,11.26611950882567,2.1384761560144243,4.158058510757335,3.566289103186463,1.9556030014220305,3.764903953784698,0.9486313225957408,3.4061748473950155,1.0286160464670553,3.2548289288903822,28.473463825408807,17.048663046508562,11.26611950882567,2.1384761560144243,4.158058510757335,3.566289103186463,1.9556030014220305,3.764903953784698,0.9486313225957408,3.4061748473950155,1.0286160464670553
3.088613179624792,28.82043234140941,16.498487519304636,10.589645114745458,2.0309187143191942,3.990814574485663,3.3718525028805058,1.929963936990216,3.5362469224620763,0.9299494347956748,3.2974919884351257,1.0140524095224086,3.088613179624792,28.82043234140941,16.498487519304636,10.589645114745458,2.0309187143191942,3.990814574485663,3.3718525028805058,1.929963936990216,3.5362469224620763,0.9299494347956748,3.2974919884351257,1.0140524095224086
2.9310744416223264,31.90755182302517,15.610252179202158,10.24216568097994,1.915383854841211,3.809402757473245,3.2055010000798694,1.9028148554067268,3.3145934520168807,0.911546755889712,3.1547924949807507,0.9991082183113028,2.9310744416223264,31.90755182302517,15.610252179202158,10.24216568097994,1.915383854841211,3.809402757473245,3.2055010000798694,1.9028148554067268,3.3145934520168807,0.911546755889712,3.1547924949807507,0.9991082183113028
2.788995048077304,34.18718892556683,14.435112075852189,10.38135635984246,1.7931907738382715,3.6139976877575495,3.0695734820901177,1.8742324419189689,3.130413860584575,0.8890046826697366,2.9836284730205587,0.9800084829206632,2.788995048077304,34.18718892556683,14.435112075852189,10.38135635984246,1.7931907738382715,3.6139976877575495,3.0695734820901177,1.8742324419189689,3.130413860584575,0.8890046826697366,2.9836284730205587,0.9800084829206632
2.7090028170654907,34.67532727626928,13.03852291544246,10.533795832586293,1.6862485013886557,3.400106607868034,2.9690689251584743,1.8538352740308093,2.96785383899984,0.8643505149628774,2.8073023788147817,0.9557223142745512,2.7090028170654907,34.67532727626928,13.03852291544246,10.533795832586293,1.6862485013886557,3.400106607868034,2.9690689251584743,1.8538352740308093,2.96785383899984,0.8643505149628774,2.8073023788147817,0.9557223142745512
2.688864118749836,33.44430903493837,11.686159877199715,10.721987953951928,1.607410225049774,3.226554857734115,2.919994578125769,1.8576039813121108,2.826725436069072,0.8490442000837549,2.6634618307843043,0.936557407779583,2.688864118749836,33.44430903493837,11.686159877199715,10.721987953951928,1.607410225049774,3.226554857734115,2.919994578125769,1.8576039813121108,2.826725436069072,0.8490442000837549,2.6634618307843043,0.936557407779583
