Amplitude_Mean,Amplitude_Mean.1,Amplitude_Mean.2,Amplitude_Mean.3,Amplitude_Mean.4,Amplitude_Mean.5,Amplitude_Mean.6,Amplitude_Mean.7,Amplitude_Mean.8,Amplitude_Mean.9,Amplitude_Mean.10,Amplitude_Mean.11,Amplitude_Mean.12,Amplitude_Mean.13,Amplitude_Mean.14,Amplitude_Mean.15,Amplitude_Mean.16,Amplitude_Mean.17,Amplitude_Mean.18,Amplitude_Mean.19,Amplitude_Mean.20,Amplitude_Mean.21,Amplitude_Mean.22,Amplitude_Mean
2.659494222177655,30.1786884610269,10.54562671823114,10.671810416373823,1.5124331630718366,3.0551821583684124,2.8454711951175247,1.8413294832251583,2.6715996363654257,0.8279396539769444,2.534977144141045,0.9081011649137845,2.659494222177655,30.1786884610269,10.54562671823114,10.671810416373823,1.5124331630718366,3.0551821583684124,2.8454711951175247,1.8413294832251583,2.6715996363654257,0.8279396539769444,2.534977144141045,0.9081011649137845
2.5909932386483745,26.077575460130625,9.641618085990691,10.265204397298584,1.3984713550862178,2.904142677340282,2.7348088395877714,1.7993834935285546,2.509955813690512,0.8057005971247642,2.4064603589471254,0.8742298400224164,2.5909932386483745,26.077575460130625,9.641618085990691,10.265204397298584,1.3984713550862178,2.904142677340282,2.7348088395877714,1.7993834935285546,2.509955813690512,0.8057005971247642,2.4064603589471254,0.8742298400224164
2.4912254985721547,22.65227449571154,9.154792142964068,9.46614585824498,1.2786861355877857,2.745532941783725,2.591529143061538,1.7434305084876287,2.3790748065255967,0.7886257699390876,2.291625453495458,0.844949456019031,2.4912254985721547,22.65227449571154,9.154792142964068,9.46614585824498,1.2786861355877857,2.745532941783725,2.591529143061538,1.7434305084876287,2.3790748065255967,0.7886257699390876,2.291625453495458,0.844949456019031
2.344160256037456,20.377508619511783,8.644589929045742,8.356448692493432,1.1478753489807614,2.543602534836761,2.409035422029951,1.6576016917867271,2.225153630821959,0.7628779772211897,2.153967483447221,0.8082212899430291,2.344160256037456,20.377508619511783,8.644589929045742,8.356448692493432,1.1478753489807614,2.543602534836761,2.409035422029951,1.6576016917867271,2.225153630821959,0.7628779772211897,2.153967483447221,0.8082212899430291
2.177836583255158,18.7351970482612,7.927814189632691,7.359817860742761,1.0301491688847082,2.3535392579796577,2.259855622159036,1.5632027696015107,2.05361707080571,0.7298421707888145,1.9968571357793783,0.76985016645447,2.177836583255158,18.7351970482612,7.927814189632691,7.359817860742761,1.0301491688847082,2.3535392579796577,2.259855622159036,1.5632027696015107,2.05361707080571,0.7298421707888145,1.9968571357793783,0.76985016645447
1.9809921737010447,16.614022666042757,7.0559216951993005,6.521729658361832,0.9434896929066556,2.1890224586163667,2.1778646396202084,1.4925601685978178,1.852774062680267,0.7013197325636665,1.8075656620592124,0.7391309983326506,1.9809921737010447,16.614022666042757,7.0559216951993005,6.521729658361832,0.9434896929066556,2.1890224586163667,2.1778646396202084,1.4925601685978178,1.852774062680267,0.7013197325636665,1.8075656620592124,0.7391309983326506
1.7660954918091931,15.246278763365304,6.38470418418018,5.5608433815319325,0.8820633649448553,2.025804644592596,2.07811920708887,1.4448420642603406,1.6288043988072205,0.673795814585986,1.6571414614022346,0.7096778739852763,1.7660954918091931,15.246278763365304,6.38470418418018,5.5608433815319325,0.8820633649448553,2.025804644592596,2.07811920708887,1.4448420642603406,1.6288043988072205,0.673795814585986,1.6571414614022346,0.7096778739852763
1.583896370629455,13.879808317422125,6.055774671432905,4.870328564985692,0.8228246043552762,1.832810668444984,1.937980871991356,1.4065191671604442,1.4716779943494471,0.6468246791458354,1.5492827766725077,0.6730086737127356,1.583896370629455,13.879808317422125,6.055774671432905,4.870328564985692,0.8228246043552762,1.832810668444984,1.937980871991356,1.4065191671604442,1.4716779943494471,0.6468246791458354,1.5492827766725077,0.6730086737127356
1.404682254812968,11.656163239213866,5.604772252298975,4.507798411069046,0.7578075316383097,1.6132569513132835,1.7677725805232671,1.3617560415841872,1.347115295532568,0.6220343348327647,1.4359080652816631,0.630503000006688,1.404682254812968,11.656163239213866,5.604772252298975,4.507798411069046,0.7578075316383097,1.6132569513132835,1.7677725805232671,1.3617560415841872,1.347115295532568,0.6220343348327647,1.4359080652816631,0.630503000006688
1.2437261047109502,9.33309254311299,4.994662650376622,4.071090478370267,0.697963109823302,1.4069562545462,1.5789465442117063,1.3209923119058695,1.2082136000092991,0.5939334203206896,1.311036431556427,0.5832084032783393,1.2437261047109502,9.33309254311299,4.994662650376622,4.071090478370267,0.697963109823302,1.4069562545462,1.5789465442117063,1.3209923119058695,1.2082136000092991,0.5939334203206896,1.311036431556427,0.5832084032783393
1.083407431443277,7.33131914846308,3.938326671513344,3.4068096562435874,0.6492707081900407,1.2629842483064213,1.3966664828768565,1.278878358343149,1.0572382151668436,0.5709442740780173,1.1453226323902002,0.5445222125768407,1.083407431443277,7.33131914846308,3.938326671513344,3.4068096562435874,0.6492707081900407,1.2629842483064213,1.3966664828768565,1.278878358343149,1.0572382151668436,0.5709442740780173,1.1453226323902002,0.5445222125768407
0.9670000803554004,6.782292043615202,2.965035511409655,2.797632684762449,0.5785159814374081,1.13929968307782,1.2623559263929711,1.2086187000843425,0.9695348935570226,0.5448978967894232,0.9590078367501856,0.5203075604148398,0.9670000803554004,6.782292043615202,2.965035511409655,2.797632684762449,0.5785159814374081,1.13929968307782,1.2623559263929711,1.2086187000843425,0.9695348935570226,0.5448978967894232,0.9590078367501856,0.5203075604148398
0.8113485538591308,6.277641813743593,2.522317893467554,2.324300652563956,0.4986517001606538,0.9774168248521048,1.133357198526922,1.1055644770144577,0.8494129337964681,0.5081511391924673,0.7776443840108188,0.4902934160548094,0.8113485538591308,6.277641813743593,2.522317893467554,2.324300652563956,0.4986517001606538,0.9774168248521048,1.133357198526922,1.1055644770144577,0.8494129337964681,0.5081511391924673,0.7776443840108188,0.4902934160548094
0.6362331730794145,4.635557184993029,1.9951344848513777,1.6115096172868508,0.4297031396996549,0.7976414188035315,0.9280177303165532,0.9967077523531048,0.7509872610715108,0.4638535031291321,0.6293272971899195,0.45579473892301,0.6362331730794145,4.635557184993029,1.9951344848513777,1.6115096172868508,0.4297031396996549,0.7976414188035315,0.9280177303165532,0.9967077523531048,0.7509872610715108,0.4638535031291321,0.6293272971899195,0.45579473892301
0.5091807954712481,2.2794898738970524,1.4500769905572974,1.205562099978316,0.4001078377932464,0.6469613249444776,0.7545795149866068,0.8370022933657371,0.5978516460199055,0.412308803722652,0.4838140757113457,0.4074794242226185,0.5091807954712481,2.2794898738970524,1.4500769905572974,1.205562099978316,0.4001078377932464,0.6469613249444776,0.7545795149866068,0.8370022933657371,0.5978516460199055,0.412308803722652,0.4838140757113457,0.4074794242226185
0.3479099573528293,1.71786340293622,0.8550833617892674,0.7711616838143378,0.2978347603977191,0.4087667478439929,0.4739328594795867,0.5655360607111832,0.3867139616383251,0.3101395687967623,0.3549103765165859,0.2989141632216187,0.3479099573528293,1.71786340293622,0.8550833617892674,0.7711616838143378,0.2978347603977191,0.4087667478439929,0.4739328594795867,0.5655360607111832,0.3867139616383251,0.3101395687967623,0.3549103765165859,0.2989141632216187
0.1393271885925834,0.6045441761577048,0.362770089834054,0.3142272406270575,0.1086689759188266,0.1734328441119467,0.205117548311374,0.2374029490777741,0.1613470724479045,0.1185330125264698,0.1319248417804952,0.1155596560003068,0.1393271885925834,0.6045441761577048,0.362770089834054,0.3142272406270575,0.1086689759188266,0.1734328441119467,0.205117548311374,0.2374029490777741,0.1613470724479045,0.1185330125264698,0.1319248417804952,0.1155596560003068
