RMS_Kurtosis,RMS_Kurtosis.1,RMS_Kurtosis.2,RMS_Kurtosis.3,RMS_Kurtosis.4,RMS_Kurtosis.5,RMS_Kurtosis.6,RMS_Kurtosis.7,RMS_Kurtosis.8,RMS_Kurtosis.9,RMS_Kurtosis.10,RMS_Kurtosis.11,RMS_Kurtosis.12,RMS_Kurtosis.13,RMS_Kurtosis.14,RMS_Kurtosis.15,RMS_Kurtosis.16,RMS_Kurtosis.17,RMS_Kurtosis.18,RMS_Kurtosis.19,RMS_Kurtosis.20,RMS_Kurtosis.21,RMS_Kurtosis.22,RMS_Kurtosis
22.78064141469457,-0.7649851562887617,-0.5097401537895743,-0.5356759743235253,50.70988469019871,14.687121217841444,11.09663459155293,37.82712662577549,39.25237312472045,467.0581364079633,10.611164616070624,108.3087569225073,22.78064141469457,-0.7649851562887617,-0.5097401537895743,-0.5356759743235253,50.70988469019871,14.687121217841444,11.09663459155293,37.82712662577549,39.25237312472045,467.0581364079633,10.611164616070624,108.3087569225073
23.88430269742227,-0.6060458287876824,-0.5108116310543585,-0.4688933171746687,51.633258138899045,14.541328969738906,10.331771051174224,38.70653171772224,40.9448058216854,468.9926870711519,10.648349143926763,108.45781649002517,23.88430269742227,-0.6060458287876824,-0.5108116310543585,-0.4688933171746687,51.633258138899045,14.541328969738906,10.331771051174224,38.70653171772224,40.9448058216854,468.9926870711519,10.648349143926763,108.45781649002517
25.047936891890377,-0.2991525801076546,-0.4547699502473246,-0.3334683336132196,53.25991843855028,14.620992633592849,9.541360162520192,38.77058621682517,42.70136995936584,467.3517643261943,10.838532752969495,110.91883341172375,25.047936891890377,-0.2991525801076546,-0.4547699502473246,-0.3334683336132196,53.25991843855028,14.620992633592849,9.541360162520192,38.77058621682517,42.70136995936584,467.3517643261943,10.838532752969495,110.91883341172375
26.089710250505654,-0.1312747403135699,-0.3868877481657096,-0.1872304426490205,56.24232663132342,14.891146117852742,9.012503225285691,38.15215199095454,44.58445046368701,460.94446690320206,11.05385681871876,116.32826823886788,26.089710250505654,-0.1312747403135699,-0.3868877481657096,-0.1872304426490205,56.24232663132342,14.891146117852742,9.012503225285691,38.15215199095454,44.58445046368701,460.94446690320206,11.05385681871876,116.32826823886788
26.488429848162674,0.0659771510450371,-0.3228387730184985,0.0249396447606033,59.49580628405102,15.154922431717086,8.706697999237603,37.131360290059774,45.54409404320044,440.5479193696681,10.970975677662167,122.4417687545891,26.488429848162674,0.0659771510450371,-0.3228387730184985,0.0249396447606033,59.49580628405102,15.154922431717086,8.706697999237603,37.131360290059774,45.54409404320044,440.5479193696681,10.970975677662167,122.4417687545891
26.943373583802853,0.0050052685972863,-0.1200050157869583,0.454190498753622,64.33051728251404,15.737364550113078,8.786549151569796,35.97328035351433,46.81612088062395,411.748204889344,10.850433465492172,130.30264412512278,26.943373583802853,0.0050052685972863,-0.1200050157869583,0.454190498753622,64.33051728251404,15.737364550113078,8.786549151569796,35.97328035351433,46.81612088062395,411.748204889344,10.850433465492172,130.30264412512278
28.07194324667017,-0.1575872471286978,0.214290502678041,1.022621308741126,72.04437212630147,17.012821876256613,9.128339953307552,35.09072507349262,48.50897567048008,382.6463853705855,10.901395246622208,139.74328895531,28.07194324667017,-0.1575872471286978,0.214290502678041,1.022621308741126,72.04437212630147,17.012821876256613,9.128339953307552,35.09072507349262,48.50897567048008,382.6463853705855,10.901395246622208,139.74328895531
29.491863600881807,-0.2052029997905964,0.6484850013843753,1.8779677611308363,79.13439432673265,18.53442034449212,9.53152285557992,33.72911446203369,49.76175472498227,343.21171689840315,11.125014339137683,145.9489971134796,29.491863600881807,-0.2052029997905964,0.6484850013843753,1.8779677611308363,79.13439432673265,18.53442034449212,9.53152285557992,33.72911446203369,49.76175472498227,343.21171689840315,11.125014339137683,145.9489971134796
31.88131469634078,-0.4553463133318618,1.0429214936371674,2.8505157058126533,87.41806129935463,20.90196826363242,10.407609841966297,32.54146779689736,51.09069747195672,306.6707099962036,12.140785349355864,152.57601134328775,31.88131469634078,-0.4553463133318618,1.0429214936371674,2.8505157058126533,87.41806129935463,20.90196826363242,10.407609841966297,32.54146779689736,51.09069747195672,306.6707099962036,12.140785349355864,152.57601134328775
34.063723395510976,-0.6379923991016638,0.8591273618619737,3.3255827345552085,91.59140749974716,23.27613761883585,11.341938728372476,30.50626312650342,51.18772548469417,274.9529810958898,14.041760932098846,153.87250497100337,34.063723395510976,-0.6379923991016638,0.8591273618619737,3.3255827345552085,91.59140749974716,23.27613761883585,11.341938728372476,30.50626312650342,51.18772548469417,274.9529810958898,14.041760932098846,153.87250497100337
35.62032322398691,-0.8000989769309079,0.5559502476163019,3.743848206050554,97.86027004853342,26.45834448567552,13.313284314972687,29.68626922807701,50.65567292766959,229.18361460028447,17.231941549405153,162.36843319108382,35.62032322398691,-0.8000989769309079,0.5559502476163019,3.743848206050554,97.86027004853342,26.45834448567552,13.313284314972687,29.68626922807701,50.65567292766959,229.18361460028447,17.231941549405153,162.36843319108382
37.27633165736537,-0.9459483145741978,0.0511451986493036,3.5049677199021003,102.48343041318874,29.022093799112824,15.274424635105898,28.88929410354196,49.13953062559538,200.28164918074995,21.42171749689546,169.80153220105953,37.27633165736537,-0.9459483145741978,0.0511451986493036,3.5049677199021003,102.48343041318874,29.022093799112824,15.274424635105898,28.88929410354196,49.13953062559538,200.28164918074995,21.42171749689546,169.80153220105953
39.091296540535296,-0.8758829131165218,-0.4802398867278792,3.4679151775474315,109.84925853706126,31.248198470850376,17.23978556852823,28.015001407545995,45.45343529773821,169.9623236018052,25.314415181941527,179.0654966613588,39.091296540535296,-0.8758829131165218,-0.4802398867278792,3.4679151775474315,109.84925853706126,31.248198470850376,17.23978556852823,28.015001407545995,45.45343529773821,169.9623236018052,25.314415181941527,179.0654966613588
40.55078593714824,-0.963386845304707,-0.7167457637322903,3.267612837452181,118.4429952865742,32.556085670838826,18.5104279891409,27.09560298510588,41.16716194181377,143.92153032309275,27.782041894896143,183.81913904635192,40.55078593714824,-0.963386845304707,-0.7167457637322903,3.267612837452181,118.4429952865742,32.556085670838826,18.5104279891409,27.09560298510588,41.16716194181377,143.92153032309275,27.782041894896143,183.81913904635192
41.77795904247189,-1.0132420835105218,-0.6786051048321227,2.729959767406533,130.5932236288862,34.4624838632956,19.01701802059645,26.79690910370916,37.39455088466106,116.258160295468,29.99606158685419,188.1217096830428,41.77795904247189,-1.0132420835105218,-0.6786051048321227,2.729959767406533,130.5932236288862,34.4624838632956,19.01701802059645,26.79690910370916,37.39455088466106,116.258160295468,29.99606158685419,188.1217096830428
41.23900829578904,-1.0847136617296709,-0.2805732191967132,2.3593685710607897,140.68416767440132,34.89013330566792,18.103657669573227,26.90849166315736,33.92973087745237,84.39317472115002,32.0007503405145,190.6677965324354,41.23900829578904,-1.0847136617296709,-0.2805732191967132,2.3593685710607897,140.68416767440132,34.89013330566792,18.103657669573227,26.90849166315736,33.92973087745237,84.39317472115002,32.0007503405145,190.6677965324354
41.99738210331405,-0.494310912672339,0.6124421000037437,2.331038720714667,148.0184610988813,34.29719382911092,16.118692265726715,27.5998405337415,32.39383459845265,56.99727968223312,34.453835752819415,197.1544839120262,41.99738210331405,-0.494310912672339,0.6124421000037437,2.331038720714667,148.0184610988813,34.29719382911092,16.118692265726715,27.5998405337415,32.39383459845265,56.99727968223312,34.453835752819415,197.1544839120262
