Duration_Standard_deviation,Duration_Standard_deviation.1,Duration_Standard_deviation.2,Duration_Standard_deviation.3,Duration_Standard_deviation.4,Duration_Standard_deviation.5,Duration_Standard_deviation.6,Duration_Standard_deviation.7,Duration_Standard_deviation.8,Duration_Standard_deviation.9,Duration_Standard_deviation.10,Duration_Standard_deviation.11,Duration_Standard_deviation.12,Duration_Standard_deviation.13,Duration_Standard_deviation.14,Duration_Standard_deviation.15,Duration_Standard_deviation.16,Duration_Standard_deviation.17,Duration_Standard_deviation.18,Duration_Standard_deviation.19,Duration_Standard_deviation.20,Duration_Standard_deviation.21,Duration_Standard_deviation.22,Duration_Standard_deviation
46.26429247987342,76.82115619237678,66.07815149204792,96.06570813064846,35.06942022299418,69.48742495504801,49.48120308740719,40.59658652974285,71.57183398155392,24.203067902661303,45.33829350224799,25.72696834062216,46.26429247987342,76.82115619237678,66.07815149204792,96.06570813064846,35.06942022299418,69.48742495504801,49.48120308740719,40.59658652974285,71.57183398155392,24.203067902661303,45.33829350224799,25.72696834062216
45.75326207378947,68.66485835544083,61.29190177094721,97.8990676957379,33.23494124966706,66.28817059590233,47.30148616204322,40.41366300559762,67.29490803617719,23.98175840869405,45.29876795766216,24.57398637275351,45.75326207378947,68.66485835544083,61.29190177094721,97.8990676957379,33.23494124966706,66.28817059590233,47.30148616204322,40.41366300559762,67.29490803617719,23.98175840869405,45.29876795766216,24.57398637275351
44.80614803524934,57.39348141484348,60.239365062208414,94.27498402399036,31.46820984503336,62.17119991530234,45.63388776065984,39.69507500533439,63.91483499266136,23.68339515004183,46.06828400021836,23.66104342420303,44.80614803524934,57.39348141484348,60.239365062208414,94.27498402399036,31.46820984503336,62.17119991530234,45.63388776065984,39.69507500533439,63.91483499266136,23.68339515004183,46.06828400021836,23.66104342420303
43.65142792334724,48.68427513763508,63.65335847884516,90.12935404662409,29.552949348302533,57.21660677511053,44.123317538351294,38.23273301114607,62.337770682884646,23.57663774999776,47.06974104248805,23.026381999693548,43.65142792334724,48.68427513763508,63.65335847884516,90.12935404662409,29.552949348302533,57.21660677511053,44.123317538351294,38.23273301114607,62.337770682884646,23.57663774999776,47.06974104248805,23.026381999693548
42.665380581523046,49.3172447108415,65.96138132890363,88.60836296393218,27.01850139626794,51.83867730203953,42.76749932806012,35.710541982631824,61.75120446486306,23.32138267201362,46.59194195627565,22.32214112004697,42.665380581523046,49.3172447108415,65.96138132890363,88.60836296393218,27.01850139626794,51.83867730203953,42.76749932806012,35.710541982631824,61.75120446486306,23.32138267201362,46.59194195627565,22.32214112004697
41.80669578256256,53.72750490383254,65.43521311589444,85.92814763644489,24.446076758027885,47.26447716168844,41.07577797436489,32.81780830715358,60.35468457270005,22.73330614085159,43.9441869362654,21.48896031999159,41.80669578256256,53.72750490383254,65.43521311589444,85.92814763644489,24.446076758027885,47.26447716168844,41.07577797436489,32.81780830715358,60.35468457270005,22.73330614085159,43.9441869362654,21.48896031999159
40.75637390212113,52.74396799189974,61.70953702638746,81.77072066740278,22.4699856063507,43.95599574309622,39.36723185740237,30.741865620759587,56.92544224094024,22.00751542268045,39.83861502458801,20.79802769590426,40.75637390212113,52.74396799189974,61.70953702638746,81.77072066740278,22.4699856063507,43.95599574309622,39.36723185740237,30.741865620759587,56.92544224094024,22.00751542268045,39.83861502458801,20.79802769590426
38.638570564273245,54.93863666191886,61.09451504269205,78.2640340610367,21.13359603539428,41.664484338099214,37.92448818475668,29.888969471474383,51.62039311607125,21.233318312001494,36.52022169351332,20.0985598768157,38.638570564273245,54.93863666191886,61.09451504269205,78.2640340610367,21.13359603539428,41.664484338099214,37.92448818475668,29.888969471474383,51.62039311607125,21.233318312001494,36.52022169351332,20.0985598768157
35.110868144398154,56.2127513131436,62.31659088610637,75.22467512954478,19.88961511496322,39.77499537413487,36.24842737358253,29.377313607902835,45.93044953878041,20.61799384477071,35.96148959107495,19.22789089379472,35.110868144398154,56.2127513131436,62.31659088610637,75.22467512954478,19.88961511496322,39.77499537413487,36.24842737358253,29.377313607902835,45.93044953878041,20.61799384477071,35.96148959107495,19.22789089379472
30.74981593180549,57.54736313946342,64.68491726751554,70.64734652155536,18.397199516066035,38.17021676409889,34.447445846738354,28.74888345171881,40.12824270494978,19.88810576946812,37.01104936631528,17.91833464152611,30.74981593180549,57.54736313946342,64.68491726751554,70.64734652155536,18.397199516066035,38.17021676409889,34.447445846738354,28.74888345171881,40.12824270494978,19.88810576946812,37.01104936631528,17.91833464152611
25.365304491019824,47.4969778480233,61.72129093059174,63.168203337185865,16.482616241290735,36.024793229734,32.65797407184796,28.02470053650129,34.06389803363035,18.783860411549835,35.19095833301802,16.09437178618316,25.365304491019824,47.4969778480233,61.72129093059174,63.168203337185865,16.482616241290735,36.024793229734,32.65797407184796,28.02470053650129,34.06389803363035,18.783860411549835,35.19095833301802,16.09437178618316
21.98897518798177,42.11849932221517,51.19685976972831,53.77746739648385,14.475631300761023,33.0665131380666,30.59747198948056,27.61918754809124,31.894530276984995,17.882870833120737,31.22847103950169,14.599141164619418,21.98897518798177,42.11849932221517,51.19685976972831,53.77746739648385,14.475631300761023,33.0665131380666,30.59747198948056,27.61918754809124,31.894530276984995,17.882870833120737,31.22847103950169,14.599141164619418
21.85788219170852,49.39700203587118,35.381711854907216,43.193356800063455,12.436730439336651,28.33918903641304,28.87236686203097,26.57302169897595,32.287145258799946,16.754932686526562,27.30440306600589,13.57911778585946,21.85788219170852,49.39700203587118,35.381711854907216,43.193356800063455,12.436730439336651,28.33918903641304,28.87236686203097,26.57302169897595,32.287145258799946,16.754932686526562,27.30440306600589,13.57911778585946
19.879322690490152,53.81159202925427,27.351455197606896,38.02695544107883,10.19641607175987,24.28912499188105,25.46887767394896,23.19393544552562,28.219132937552057,15.69130882027707,22.651498370906367,12.776456808978152,19.879322690490152,53.81159202925427,27.351455197606896,38.02695544107883,10.19641607175987,24.28912499188105,25.46887767394896,23.19393544552562,28.219132937552057,15.69130882027707,22.651498370906367,12.776456808978152
15.605190645768316,38.34211140118199,27.37933870418724,24.985624852449494,9.319700437511877,21.358683332877927,21.140712321464324,20.60050690213759,23.138653924804306,15.188982768323518,18.45349865189542,11.96382740789108,15.605190645768316,38.34211140118199,27.37933870418724,24.985624852449494,9.319700437511877,21.358683332877927,21.140712321464324,20.60050690213759,23.138653924804306,15.188982768323518,18.45349865189542,11.96382740789108
14.063041026022027,20.45350878090704,26.698827176255307,20.908448483183747,9.573525457520024,16.936594524646587,17.98585960466243,17.76338311877299,19.20918169415236,13.586434949211233,12.66928019300844,10.622968869414768,14.063041026022027,20.45350878090704,26.698827176255307,20.908448483183747,9.573525457520024,16.936594524646587,17.98585960466243,17.76338311877299,19.20918169415236,13.586434949211233,12.66928019300844,10.622968869414768
9.23020347252846,24.15208099396177,15.6047260437883,15.71915204028917,6.985655547351202,10.823837414648713,11.431225187530424,12.24685375320622,11.142251062656284,10.06567298826545,8.486714908976358,7.761120692675428,9.23020347252846,24.15208099396177,15.6047260437883,15.71915204028917,6.985655547351202,10.823837414648713,11.431225187530424,12.24685375320622,11.142251062656284,10.06567298826545,8.486714908976358,7.761120692675428
4.128420286770854,8.68323645811967,7.424499237814055,6.605291093200225,2.760116651719544,4.967111629433911,5.251945305882078,5.080061848535362,5.384250482874754,3.9171760302718335,4.044016562013527,3.062277135613947,4.128420286770854,8.68323645811967,7.424499237814055,6.605291093200225,2.760116651719544,4.967111629433911,5.251945305882078,5.080061848535362,5.384250482874754,3.9171760302718335,4.044016562013527,3.062277135613947
