Energy_Skewness,Energy_Skewness.1,Energy_Skewness.2,Energy_Skewness.3,Energy_Skewness.4,Energy_Skewness.5,Energy_Skewness.6,Energy_Skewness.7,Energy_Skewness.8,Energy_Skewness.9,Energy_Skewness.10,Energy_Skewness.11,Energy_Skewness.12,Energy_Skewness.13,Energy_Skewness.14,Energy_Skewness.15,Energy_Skewness.16,Energy_Skewness.17,Energy_Skewness.18,Energy_Skewness.19,Energy_Skewness.20,Energy_Skewness.21,Energy_Skewness.22,Energy_Skewness
4.409250463761621,0.6095443813644453,0.972689176174181,1.8023609029474843,3.886066162313328,4.098983431049204,6.248151687750408,2.309879604475014,3.339490648473398,1.7764678412496306,4.80146289936758,5.822217658017279,4.409250463761621,0.6095443813644453,0.972689176174181,1.8023609029474843,3.886066162313328,4.098983431049204,6.248151687750408,2.309879604475014,3.339490648473398,1.7764678412496306,4.80146289936758,5.822217658017279
4.6979285258810295,0.9021099259640158,1.1205345992041462,1.7643885755838402,3.411100645759164,3.971789384717401,6.433954305930424,2.253613046375871,3.3334277955961364,1.7745673228371164,4.893490414187984,6.4094905640664255,4.6979285258810295,0.9021099259640158,1.1205345992041462,1.7643885755838402,3.411100645759164,3.971789384717401,6.433954305930424,2.253613046375871,3.3334277955961364,1.7745673228371164,4.893490414187984,6.4094905640664255
5.073335510307647,0.7272888071818463,1.2830455454494567,1.811408142726704,2.8397953433502456,3.830920589502523,6.521582184511257,2.164678416467388,3.376350451314229,1.8149187540342435,5.057182153878686,6.973265779871601,5.073335510307647,0.7272888071818463,1.2830455454494567,1.811408142726704,2.8397953433502456,3.830920589502523,6.521582184511257,2.164678416467388,3.376350451314229,1.8149187540342435,5.057182153878686,6.973265779871601
5.42576208582782,0.6604683283984836,1.423128639469619,1.8707414500857256,2.353623046863762,3.698436351553143,6.503494540108091,2.058952348045309,3.4503028721356266,1.881840738813004,5.198572430529713,7.309247311247628,5.42576208582782,0.6604683283984836,1.423128639469619,1.8707414500857256,2.353623046863762,3.698436351553143,6.503494540108091,2.058952348045309,3.4503028721356266,1.881840738813004,5.198572430529713,7.309247311247628
5.783316944932338,0.4035669005027665,1.6031145704360277,1.9789033171840265,2.062711238051563,3.548049407537981,6.52186189911042,1.9527100161767108,3.614308344077025,1.946723186290835,5.313829145088644,7.215264484749674,5.783316944932338,0.4035669005027665,1.6031145704360277,1.9789033171840265,2.062711238051563,3.548049407537981,6.52186189911042,1.9527100161767108,3.614308344077025,1.946723186290835,5.313829145088644,7.215264484749674
5.9049070260294245,0.6457063637013026,1.7769649125526337,2.264800160966127,2.0068219600182853,3.408840888053396,6.563068973710001,1.8931765790797248,3.88044243267035,2.005699055605186,5.466028663176216,6.545267189528638,5.9049070260294245,0.6457063637013026,1.7769649125526337,2.264800160966127,2.0068219600182853,3.408840888053396,6.563068973710001,1.8931765790797248,3.88044243267035,2.005699055605186,5.466028663176216,6.545267189528638
5.586104665869391,0.4740968333743695,2.004750410115872,2.510885263986544,2.0327595746710734,3.420653354505031,6.689275622913953,1.913003244040476,4.155017701824666,2.0454494680597777,5.689522056600206,5.638938563184675,5.586104665869391,0.4740968333743695,2.004750410115872,2.510885263986544,2.0327595746710734,3.420653354505031,6.689275622913953,1.913003244040476,4.155017701824666,2.0454494680597777,5.689522056600206,5.638938563184675
5.072232935495604,0.4822526868355736,2.227027268213153,2.541462561348575,2.0346659891877192,3.4610863341100457,6.840167229079853,2.020127246475475,4.3019879231427325,2.0617367452140347,5.968377513774169,5.050108001913392,5.072232935495604,0.4822526868355736,2.227027268213153,2.541462561348575,2.0346659891877192,3.4610863341100457,6.840167229079853,2.020127246475475,4.3019879231427325,2.0617367452140347,5.968377513774169,5.050108001913392
4.744811372712113,0.6032353087919662,2.397953230357319,2.59548767420236,2.1323507042805514,3.2845693566374177,7.176113364237593,2.293363562619581,4.367698364175864,2.0671925591016334,6.277307628141534,4.80762421702516,4.744811372712113,0.6032353087919662,2.397953230357319,2.59548767420236,2.1323507042805514,3.2845693566374177,7.176113364237593,2.293363562619581,4.367698364175864,2.0671925591016334,6.277307628141534,4.80762421702516
4.834395841812588,0.8001619666553276,2.5894758865330125,2.836720824222429,2.45253228887594,3.4197159784490245,7.968404252930326,2.7139369420198847,4.476302100554629,2.0807082548381137,6.610238563824553,4.552089822863719,4.834395841812588,0.8001619666553276,2.5894758865330125,2.836720824222429,2.45253228887594,3.4197159784490245,7.968404252930326,2.7139369420198847,4.476302100554629,2.0807082548381137,6.610238563824553,4.552089822863719
5.323585900703929,1.2516123268801842,2.45138270280328,2.953721521671441,2.759950017917,3.9718302107545993,8.457583447561904,2.905220069097525,4.66215399001423,2.05924324185428,6.822096317890642,4.185395743295239,5.323585900703929,1.2516123268801842,2.45138270280328,2.953721521671441,2.759950017917,3.9718302107545993,8.457583447561904,2.905220069097525,4.66215399001423,2.05924324185428,6.822096317890642,4.185395743295239
5.977044409569944,1.253037626670086,1.9263574698571908,3.076229593470272,2.8917306752072074,4.154765310165251,8.611375540871494,2.721205700298549,5.050803044051043,2.063778386817436,7.046827983261724,4.315124340331358,5.977044409569944,1.253037626670086,1.9263574698571908,3.076229593470272,2.8917306752072074,4.154765310165251,8.611375540871494,2.721205700298549,5.050803044051043,2.063778386817436,7.046827983261724,4.315124340331358
6.019314853787534,1.0220285430173668,1.5430015419011265,3.257732069957751,2.8961020795106047,4.280146226012536,8.877211041656674,2.440529529660729,5.524911650293819,2.1155035107022666,7.285478968247228,5.09990293984397,6.019314853787534,1.0220285430173668,1.5430015419011265,3.257732069957751,2.8961020795106047,4.280146226012536,8.877211041656674,2.440529529660729,5.524911650293819,2.1155035107022666,7.285478968247228,5.09990293984397
5.569872882105523,1.0675889558114426,1.2502939024696205,3.4746620684872074,2.7637884592334685,4.556070344442636,8.689362014579867,2.386550878272485,5.790154967156576,2.187828689742844,7.76883200356929,6.9586124925396575,5.569872882105523,1.0675889558114426,1.2502939024696205,3.4746620684872074,2.7637884592334685,4.556070344442636,8.689362014579867,2.386550878272485,5.790154967156576,2.187828689742844,7.76883200356929,6.9586124925396575
5.124279015375688,1.1625416524685288,1.5451829376185686,4.042913806172388,2.632610147956553,5.7084623824155,9.030912955283494,2.5588404446532667,5.755293127166542,2.25486059185484,8.117722704645315,6.730281571497164,5.124279015375688,1.1625416524685288,1.5451829376185686,4.042913806172388,2.632610147956553,5.7084623824155,9.030912955283494,2.5588404446532667,5.755293127166542,2.25486059185484,8.117722704645315,6.730281571497164
4.3058969189251295,1.3566316388013695,1.5531707404877433,4.4593361116925205,2.225323575055986,7.603112017278581,8.754498030805692,2.5451069459687234,5.726980829898743,2.299015503907836,7.56999183854553,4.346727459402668,4.3058969189251295,1.3566316388013695,1.5531707404877433,4.4593361116925205,2.225323575055986,7.603112017278581,8.754498030805692,2.5451069459687234,5.726980829898743,2.299015503907836,7.56999183854553,4.346727459402668
4.503868370638063,2.250214509160833,3.2720932028853804,4.887592993402992,2.187407290350546,7.575008115160758,8.157081238054076,2.4019299070022533,6.440637493939667,2.119793618745436,6.20377078255136,3.892792934628652,4.503868370638063,2.250214509160833,3.2720932028853804,4.887592993402992,2.187407290350546,7.575008115160758,8.157081238054076,2.4019299070022533,6.440637493939667,2.119793618745436,6.20377078255136,3.892792934628652
5.157466506077037,1.9943089105012537,3.0249933014813943,5.2917874473325925,2.151935802769496,5.811519256970088,5.798198862138827,2.3866337359957543,6.737499777993715,1.994731649758667,4.662006709998761,3.0786816303268747,5.157466506077037,1.9943089105012537,3.0249933014813943,5.2917874473325925,2.151935802769496,5.811519256970088,5.798198862138827,2.3866337359957543,6.737499777993715,1.994731649758667,4.662006709998761,3.0786816303268747
4.97668030357578,1.964160926044203,2.2073400335551616,5.409304450038577,2.951452737503502,4.319516026285309,4.62417260208301,2.3807853704983324,6.469587380543096,1.8603602539266424,6.334574797010895,2.563432335326908,4.97668030357578,1.964160926044203,2.2073400335551616,5.409304450038577,2.951452737503502,4.319516026285309,4.62417260208301,2.3807853704983324,6.469587380543096,1.8603602539266424,6.334574797010895,2.5634323353269077
5.581490686665028,2.418260623096446,2.861795982411993,7.012547483781822,2.655194547052933,6.480658289886545,8.295224214875207,2.5405127789537136,8.309623754592465,2.058306173624355,6.942051481650944,3.180422173167933,5.581490686665028,2.418260623096446,2.861795982411993,7.012547483781822,2.655194547052933,6.480658289886545,8.295224214875207,2.5405127789537136,8.309623754592465,2.058306173624355,6.942051481650944,3.180422173167933
