Energy_Skewness,Energy_Skewness.1,Energy_Skewness.2,Energy_Skewness.3,Energy_Skewness.4,Energy_Skewness.5,Energy_Skewness.6,Energy_Skewness.7,Energy_Skewness.8,Energy_Skewness.9,Energy_Skewness.10,Energy_Skewness.11,Energy_Skewness.12,Energy_Skewness.13,Energy_Skewness.14,Energy_Skewness.15,Energy_Skewness.16,Energy_Skewness.17,Energy_Skewness.18,Energy_Skewness.19,Energy_Skewness.20,Energy_Skewness.21,Energy_Skewness.22,Energy_Skewness
4.24863635550238,0.0566528362566159,0.159676780876783,1.5042948509576728,3.0878329177517383,4.404232849363856,6.386560847254604,2.536444586183804,2.8656880288767,2.464132092579298,3.7801379106156574,7.30196267037232,4.24863635550238,0.0566528362566159,0.159676780876783,1.5042948509576728,3.0878329177517383,4.404232849363856,6.386560847254604,2.536444586183804,2.8656880288767,2.464132092579298,3.7801379106156574,7.30196267037232
4.363649726626771,0.0845340478045547,0.1682216986089398,1.5289864137459857,3.227548578466658,4.364833957565053,6.480027993996411,2.6221922731911564,2.955333000607608,2.259579712972546,3.897423483128197,6.502242327461548,4.363649726626771,0.0845340478045547,0.1682216986089398,1.5289864137459857,3.227548578466658,4.364833957565053,6.480027993996411,2.6221922731911564,2.955333000607608,2.259579712972546,3.897423483128197,6.502242327461548
4.449285378548552,0.3464307441380448,0.1979683789879061,1.5603859996223235,3.4159681485140783,4.320389772307534,6.547234907994786,2.6625439342589403,3.047055575797874,2.094378934228726,4.0105881542796,5.723421135427375,4.449285378548552,0.3464307441380448,0.1979683789879061,1.5603859996223235,3.4159681485140783,4.320389772307534,6.547234907994786,2.6625439342589403,3.047055575797874,2.094378934228726,4.0105881542796,5.723421135427375
4.488937452592287,0.3013561712548092,0.2485996813498713,1.625665162845236,3.6398706655930377,4.284180095151863,6.5792280566185966,2.645605054749994,3.155546386018558,1.9646235420116551,4.080002233093898,5.148383086349314,4.488937452592287,0.3013561712548092,0.2485996813498713,1.625665162845236,3.6398706655930377,4.284180095151863,6.5792280566185966,2.645605054749994,3.155546386018558,1.9646235420116551,4.080002233093898,5.148383086349314
4.423510809030548,0.3228005422114783,0.3389923504393442,1.7938963398128558,3.8679253798929,4.26780305598515,6.527343384676424,2.583182368526909,3.257684125517199,1.884597989131345,4.158668570844292,4.853066810399926,4.423510809030548,0.3228005422114783,0.3389923504393442,1.7938963398128558,3.8679253798929,4.26780305598515,6.527343384676424,2.583182368526909,3.257684125517199,1.884597989131345,4.158668570844292,4.853066810399926
4.268073085555296,0.4194132094416393,0.4016789931024677,2.0086568717846007,4.074946011791159,4.286360885840619,6.426862113562079,2.4987719867780585,3.3430291263742355,1.8400938212752456,4.299498565536136,4.782844988770443,4.268073085555296,0.4194132094416393,0.4016789931024677,2.0086568717846007,4.074946011791159,4.286360885840619,6.426862113562079,2.4987719867780585,3.3430291263742355,1.8400938212752456,4.299498565536136,4.782844988770443
4.1170358256237085,0.3138643330924133,0.4374478806885131,2.092439260623319,4.264170781448573,4.283393382465871,6.309161613893609,2.417821972491495,3.400638245971725,1.817133877212737,4.40159432573626,4.836872254209498,4.1170358256237085,0.3138643330924133,0.4374478806885131,2.092439260623319,4.264170781448573,4.283393382465871,6.309161613893609,2.417821972491495,3.400638245971725,1.817133877212737,4.40159432573626,4.836872254209498
4.014566983069929,0.4616969397502428,0.5563817253868969,2.0992710332818616,4.36183487255202,4.29376932629314,6.160037851132782,2.3889954972586205,3.4099757161533493,1.8198213396434908,4.530047275637624,4.9022458227162256,4.014566983069929,0.4616969397502428,0.5563817253868969,2.0992710332818616,4.36183487255202,4.29376932629314,6.160037851132782,2.3889954972586205,3.4099757161533493,1.8198213396434908,4.530047275637624,4.9022458227162256
4.049479717499675,0.5214306316788918,0.7002291756850978,2.0220363214651087,4.357262032485308,4.2680840970350005,6.09245511553378,2.36728238840481,3.4090023415393977,1.8169330349406487,4.716138699452899,4.999074036308005,4.049479717499675,0.5214306316788918,0.7002291756850978,2.0220363214651087,4.357262032485308,4.2680840970350005,6.09245511553378,2.36728238840481,3.4090023415393977,1.8169330349406487,4.716138699452899,4.999074036308005
4.189778777256519,0.5592437367281919,0.8134617127986941,1.8950673063766827,4.224991586123172,4.183918127346264,6.120838937595349,2.344344565875689,3.353936761083681,1.799909059021387,4.765237636118855,5.309486722720483,4.189778777256519,0.5592437367281919,0.8134617127986941,1.8950673063766827,4.224991586123172,4.183918127346264,6.120838937595349,2.344344565875689,3.353936761083681,1.799909059021387,4.765237636118855,5.309486722720483
