Rise-Time_Kurtosis,Rise-Time_Kurtosis.1,Rise-Time_Kurtosis.2,Rise-Time_Kurtosis.3,Rise-Time_Kurtosis.4,Rise-Time_Kurtosis.5,Rise-Time_Kurtosis.6,Rise-Time_Kurtosis.7,Rise-Time_Kurtosis.8,Rise-Time_Kurtosis.9,Rise-Time_Kurtosis.10,Rise-Time_Kurtosis.11,Rise-Time_Kurtosis.12,Rise-Time_Kurtosis.13,Rise-Time_Kurtosis.14,Rise-Time_Kurtosis.15,Rise-Time_Kurtosis.16,Rise-Time_Kurtosis.17,Rise-Time_Kurtosis.18,Rise-Time_Kurtosis.19,Rise-Time_Kurtosis.20,Rise-Time_Kurtosis.21,Rise-Time_Kurtosis.22,Rise-Time_Kurtosis
1.2446056965674035,-0.6782937717099413,0.2195404824861277,-0.211011545682394,19.947759734580703,2.6405345036162986,2.8239084957967444,39.68043185936457,8.801928793345256,87.45752814241011,13.199075595400124,20.276008759167823,1.2446056965674035,-0.6782937717099413,0.2195404824861277,-0.211011545682394,19.947759734580703,2.6405345036162986,2.8239084957967444,39.68043185936457,8.801928793345256,87.45752814241011,13.199075595400124,20.276008759167823
1.5477623461896766,-0.5166259930191073,-0.1321630627244183,-0.2828583605970576,21.129671703547675,2.732034019047867,2.6068359523415943,42.16371528635755,9.1817440655791,90.68822077941329,12.61306524299664,20.49413574873506,1.5477623461896766,-0.5166259930191073,-0.1321630627244183,-0.2828583605970576,21.129671703547675,2.732034019047867,2.6068359523415943,42.16371528635755,9.1817440655791,90.68822077941329,12.61306524299664,20.49413574873506
1.7880478000069662,-0.52325379144659,-0.3839817191844488,-0.2788817608959366,22.745942811830247,3.051958051364817,2.635689210745153,45.290418836223054,9.731672502067047,93.27742822892183,11.831573013999458,20.948879261002315,1.7880478000069662,-0.52325379144659,-0.3839817191844488,-0.2788817608959366,22.745942811830247,3.051958051364817,2.635689210745153,45.290418836223054,9.731672502067047,93.27742822892183,11.831573013999458,20.948879261002315
1.851771280380233,-0.7343110711048975,-0.5809308951583998,-0.1467071898536072,25.039900146889217,3.617175756200546,2.981431695750857,48.12015225928825,10.363918214538746,93.5806905358958,10.927698610044391,21.15435850978891,1.851771280380233,-0.7343110711048975,-0.5809308951583998,-0.1467071898536072,25.039900146889217,3.617175756200546,2.981431695750857,48.12015225928825,10.363918214538746,93.5806905358958,10.927698610044391,21.15435850978891
1.74057682327172,-0.6716329158890755,-0.676142545697485,-0.1938386181611027,27.53385044507455,4.443658820408933,3.615360061430276,50.88454796007764,11.163941550611913,92.6569734041364,10.349626258310083,20.895292425757187,1.74057682327172,-0.6716329158890755,-0.676142545697485,-0.1938386181611027,27.53385044507455,4.443658820408933,3.615360061430276,50.88454796007764,11.163941550611913,92.6569734041364,10.349626258310083,20.895292425757187
1.6322886232256684,-0.6478924477259458,-0.6784842030190243,-0.4209929901967575,30.42902384652385,4.967381732058601,4.487815392067783,52.38623023958623,12.312803041264903,91.87606438786862,10.04653803995669,20.59303300310148,1.6322886232256684,-0.6478924477259458,-0.6784842030190243,-0.4209929901967575,30.42902384652385,4.967381732058601,4.487815392067783,52.38623023958623,12.312803041264903,91.87606438786862,10.04653803995669,20.59303300310148
1.6121717448306594,-0.7233310950781049,-0.6848018802030946,-0.5358048003407871,32.82018812839695,4.985706855998076,5.707190089393848,54.4034669521844,13.57803778157448,87.44169720613996,9.83416422695079,20.15421018520552,1.6121717448306594,-0.7233310950781049,-0.6848018802030946,-0.5358048003407871,32.82018812839695,4.985706855998076,5.707190089393848,54.4034669521844,13.57803778157448,87.44169720613996,9.83416422695079,20.15421018520552
1.720231600697324,-0.8597539061679154,-0.6924046133805701,-0.7832592652703427,33.91650687357565,4.4610301453293415,7.188773317908275,55.096033995330274,14.61684852508925,85.17793437873571,9.942911798300058,19.64721521532976,1.720231600697324,-0.8597539061679154,-0.6924046133805701,-0.7832592652703427,33.91650687357565,4.4610301453293415,7.188773317908275,55.096033995330274,14.61684852508925,85.17793437873571,9.942911798300058,19.64721521532976
1.9599391572443512,-0.8735564748912541,-0.6585083634894233,-0.9034289781664788,34.13321561230543,3.876467673585517,9.635449887460943,55.94575023403608,15.33178974422446,84.15887721719172,10.283647619260648,19.00772741398308,1.9599391572443512,-0.8735564748912541,-0.6585083634894233,-0.9034289781664788,34.13321561230543,3.876467673585517,9.635449887460943,55.94575023403608,15.33178974422446,84.15887721719172,10.283647619260648,19.007727413983076
2.2400982294694742,-0.8776480626927343,-0.6241901371464262,-0.8995049650160216,33.86046365816814,3.955690552002004,12.668936393544715,56.087578281358766,15.483925188802598,82.38866525350186,10.717068425563456,17.983113830938017,2.2400982294694742,-0.8776480626927343,-0.6241901371464262,-0.8995049650160216,33.86046365816814,3.955690552002004,12.668936393544715,56.087578281358766,15.483925188802598,82.38866525350186,10.717068425563456,17.983113830938017
