Counts_Mean,Counts_Mean.1,Counts_Mean.2,Counts_Mean.3,Counts_Mean.4,Counts_Mean.5,Counts_Mean.6,Counts_Mean.7,Counts_Mean.8,Counts_Mean.9,Counts_Mean.10,Counts_Mean.11,Counts_Mean.12,Counts_Mean.13,Counts_Mean.14,Counts_Mean.15,Counts_Mean.16,Counts_Mean.17,Counts_Mean.18,Counts_Mean.19,Counts_Mean.20,Counts_Mean.21,Counts_Mean.22,Counts_Mean
8.76902314465894,17.10691593591557,19.803899802012843,17.37835686443787,4.669500905475673,12.818997584701949,10.78299267899709,5.638511371073212,9.843912484297071,4.044941470471152,5.756790526967945,3.7562411773476687,8.76902314465894,17.10691593591557,19.803899802012843,17.37835686443787,4.669500905475673,12.818997584701949,10.78299267899709,5.638511371073212,9.843912484297071,4.044941470471152,5.756790526967945,3.7562411773476687
8.373815108825506,15.614105129734796,20.912618786358003,17.21002494268808,4.614402092770496,12.506804509201068,10.393704953166608,5.585629337714463,9.57481074087312,4.018817030902013,5.806271463869344,3.6920803204693313,8.373815108825506,15.614105129734796,20.912618786358003,17.21002494268808,4.614402092770496,12.506804509201068,10.393704953166608,5.585629337714463,9.57481074087312,4.018817030902013,5.806271463869344,3.6920803204693313
8.036860711714409,14.37265650760713,21.723440331589668,16.870031783796716,4.541447589474783,12.161711008950428,9.987805119036278,5.522402814281838,9.320771502069949,3.983677344511181,5.8409695985260095,3.6245288385194847,8.036860711714409,14.37265650760713,21.723440331589668,16.870031783796716,4.541447589474783,12.161711008950428,9.987805119036278,5.522402814281838,9.320771502069949,3.983677344511181,5.8409695985260095,3.6245288385194847
7.797490758351382,13.185394590517152,22.141995481633533,16.392131813373563,4.45674380918153,11.82635869637183,9.585091517911792,5.449222372863825,9.08512939073516,3.9254470476612577,5.844818202532556,3.553041845002734,7.797490758351382,13.185394590517152,22.141995481633533,16.392131813373563,4.45674380918153,11.82635869637183,9.585091517911792,5.449222372863825,9.08512939073516,3.9254470476612577,5.844818202532556,3.553041845002734
7.608192461773008,12.565125712668785,22.190726054947547,15.898755564446091,4.373796782508213,11.541370207182725,9.20655264635154,5.363849291652256,8.857676138144074,3.863658858910936,5.800340038988827,3.4937344162336195,7.608192461773008,12.565125712668785,22.190726054947547,15.898755564446091,4.373796782508213,11.541370207182725,9.20655264635154,5.363849291652256,8.857676138144074,3.863658858910936,5.800340038988827,3.4937344162336195
7.461501277280148,13.229095749169982,22.016797926204337,15.43063614557073,4.265525816574194,11.290016291169431,8.829243474906885,5.291791618959618,8.620032969739341,3.795447855504431,5.716719949114463,3.4375181828942862,7.461501277280148,13.229095749169982,22.016797926204337,15.43063614557073,4.265525816574194,11.290016291169431,8.829243474906885,5.291791618959618,8.620032969739341,3.795447855504431,5.716719949114463,3.4375181828942862
7.321870859414752,15.161671011448275,21.51565913339268,15.163563647191516,4.128418741505858,10.956347883206512,8.426254257539016,5.211132071761394,8.307954421462696,3.7326678701172686,5.615641182440165,3.3891028828736234,7.321870859414752,15.161671011448275,21.51565913339268,15.163563647191516,4.128418741505858,10.956347883206512,8.426254257539016,5.211132071761394,8.307954421462696,3.7326678701172686,5.615641182440165,3.3891028828736234
7.172164019211298,17.25130641079641,20.97460860125534,14.97318973579946,3.9955886097447024,10.536451507273632,8.066642357572663,5.145726311734222,7.983669121788541,3.674182946896917,5.483727872458375,3.338524395112091,7.172164019211298,17.25130641079641,20.97460860125534,14.97318973579946,3.9955886097447024,10.536451507273632,8.066642357572663,5.145726311734222,7.983669121788541,3.674182946896917,5.483727872458375,3.338524395112091
6.999482441734723,19.42615843524929,19.989302855601984,14.977548791839013,3.829043412513936,10.004638318716362,7.696362016666998,5.095863946790898,7.710655360362929,3.6299296837546073,5.2665316489505525,3.3000433765032384,6.999482441734723,19.42615843524929,19.989302855601984,14.977548791839013,3.829043412513936,10.004638318716362,7.696362016666998,5.095863946790898,7.710655360362929,3.6299296837546073,5.2665316489505525,3.3000433765032384
6.793970121712059,20.841493824282605,18.46002579991725,15.149651388599862,3.634246502574124,9.416400894406555,7.378826499258855,5.067232384170652,7.446727766283026,3.5939113605440367,4.9855986355961495,3.2694956300872624,6.793970121712059,20.841493824282605,18.46002579991725,15.149651388599862,3.634246502574124,9.416400894406555,7.378826499258855,5.067232384170652,7.446727766283026,3.5939113605440367,4.9855986355961495,3.2694956300872624
6.595278360656242,21.337725370441863,16.467631914486443,15.049845092614872,3.405550733616717,8.87822926058666,7.069310129340622,5.051509759810464,7.1992757885671645,3.542791306085236,4.621938545577016,3.225943499458892,6.595278360656242,21.337725370441863,16.467631914486443,15.049845092614872,3.405550733616717,8.87822926058666,7.069310129340622,5.051509759810464,7.1992757885671645,3.542791306085236,4.621938545577016,3.225943499458892
6.528362765471421,20.771820314890853,14.225938351887702,14.731713426157969,3.190961788084739,8.55786739242701,6.85367924893453,5.057530873167571,6.955374621899936,3.467309937883947,4.280242502929988,3.1688842728549966,6.528362765471421,20.771820314890853,14.225938351887702,14.731713426157969,3.190961788084739,8.55786739242701,6.85367924893453,5.057530873167571,6.955374621899936,3.467309937883947,4.280242502929988,3.1688842728549966
6.626376292971137,19.34652641074029,12.235769743963552,14.45344061123249,3.0604073170621025,8.46524636201712,6.766231974598718,5.110220382807642,6.737152569327969,3.4111802654156507,4.107557297289974,3.139786462301249,6.626376292971137,19.34652641074029,12.235769743963552,14.45344061123249,3.0604073170621025,8.46524636201712,6.766231974598718,5.110220382807642,6.737152569327969,3.4111802654156507,4.107557297289974,3.139786462301249
6.626817526598537,16.88803159741564,11.076869898678192,14.144506101414647,2.950190357858153,8.358122147897134,6.672659665534494,5.095081679266056,6.444614262332713,3.342167231582916,4.132894389781821,3.0722875961992098,6.626817526598537,16.88803159741564,11.076869898678192,14.144506101414647,2.950190357858153,8.358122147897134,6.672659665534494,5.095081679266056,6.444614262332713,3.342167231582916,4.132894389781821,3.0722875961992098
6.455781382437106,13.899766211771048,10.995602057648082,13.75942704007179,2.832251383115737,8.17223357150018,6.5796934929766335,5.003806521275173,6.160110732442369,3.2795742821202976,4.264589000013966,2.984000326779058,6.455781382437106,13.899766211771048,10.995602057648082,13.75942704007179,2.832251383115737,8.17223357150018,6.5796934929766335,5.003806521275173,6.160110732442369,3.2795742821202976,4.264589000013966,2.984000326779058
6.180395934961802,10.901294590764534,11.382090364784016,13.262390849120722,2.672351920755626,7.783413868010914,6.454026345488519,4.868337783445141,5.94154858596815,3.25244830962012,4.348527281463831,2.914544906031576,6.180395934961802,10.901294590764534,11.382090364784016,13.262390849120722,2.672351920755626,7.783413868010914,6.454026345488519,4.868337783445141,5.94154858596815,3.25244830962012,4.348527281463831,2.914544906031576
5.835096461485474,8.26352224771657,11.55848015332412,12.56373228864021,2.4599558045337124,7.186687890996474,6.228386189804144,4.642855252254221,5.643304914384083,3.2088083818174087,4.229219059453741,2.8470623942383915,5.835096461485474,8.26352224771657,11.55848015332412,12.56373228864021,2.4599558045337124,7.186687890996474,6.228386189804144,4.642855252254221,5.643304914384083,3.2088083818174087,4.229219059453741,2.8470623942383915
5.478862606602069,8.247242661770818,10.883809068382064,12.12314914184106,2.245311804451979,6.528170601236407,5.991092865238966,4.37597948956158,5.320752897510403,3.149887794655938,3.9571418437073778,2.778305110257248,5.478862606602069,8.247242661770818,10.883809068382064,12.12314914184106,2.245311804451979,6.528170601236407,5.991092865238966,4.37597948956158,5.320752897510403,3.149887794655938,3.9571418437073778,2.778305110257248
5.186930823190234,10.727765049569395,9.820845720351896,11.531886450870765,2.10154396367496,5.924470879568296,5.844118849132181,4.1686017508594135,4.977605550836933,3.13217926989441,3.64734696611894,2.7441430737075816,5.186930823190234,10.727765049569395,9.820845720351896,11.531886450870765,2.10154396367496,5.924470879568296,5.844118849132181,4.1686017508594135,4.977605550836933,3.13217926989441,3.64734696611894,2.7441430737075816
4.916363258748896,12.474203125095638,9.577680184428326,10.2209303598365,2.004522881089704,5.387774933650445,5.718448246650015,4.001494482337121,4.579771604244969,3.075552708659747,3.4726849449819905,2.687045088812593,4.916363258748896,12.474203125095638,9.577680184428326,10.2209303598365,2.004522881089704,5.387774933650445,5.718448246650015,4.001494482337121,4.579771604244969,3.075552708659747,3.4726849449819905,2.687045088812593
4.515005019684094,12.177862974699314,9.901523115885022,9.034984632605656,1.922052710272783,4.938235476798082,5.529866993666885,3.838945096267463,4.190925244556044,2.96940669502868,3.4629114016974536,2.5891330766765988,4.515005019684094,12.177862974699314,9.901523115885022,9.034984632605656,1.922052710272783,4.938235476798082,5.529866993666885,3.838945096267463,4.190925244556044,2.96940669502868,3.4629114016974536,2.5891330766765988
3.95572063907166,10.05851938144744,9.607439937774997,8.613507035858666,1.8735656963359617,4.539833084092559,5.18986790918698,3.737209567518749,3.846392539076874,2.83165840766325,3.4097659549806507,2.4425361989923924,3.95572063907166,10.05851938144744,9.607439937774997,8.613507035858666,1.8735656963359617,4.539833084092559,5.18986790918698,3.737209567518749,3.846392539076874,2.83165840766325,3.4097659549806507,2.4425361989923924
3.4178404228949426,7.6404807617149135,8.425033167791844,7.967290987426961,1.835999450768068,4.135274531211086,4.668214330997444,3.682867835436903,3.420076876517844,2.6991008806209256,3.152025077292248,2.271044517057513,3.4178404228949426,7.6404807617149135,8.425033167791844,7.967290987426961,1.835999450768068,4.135274531211086,4.668214330997444,3.682867835436903,3.420076876517844,2.6991008806209256,3.152025077292248,2.271044517057513
3.054991857614367,6.475942988957753,6.608762446969006,6.859988538959666,1.7262159804470842,3.854898829782999,4.1764142535690105,3.618273613819996,3.027615758787414,2.633097805361158,2.799849952153396,2.1491415550361235,3.054991857614367,6.475942988957753,6.608762446969006,6.859988538959666,1.7262159804470842,3.854898829782999,4.1764142535690105,3.618273613819996,3.027615758787414,2.633097805361158,2.799849952153396,2.1491415550361235
2.8139756311595727,6.840138397944213,4.95312238478418,5.805938835002705,1.5147950134303942,3.460500157592709,3.730982343232092,3.4187309756580246,2.884354986182791,2.5293903837583627,2.5038696133664806,2.0747241973533104,2.8139756311595727,6.840138397944213,4.95312238478418,5.805938835002705,1.5147950134303942,3.460500157592709,3.730982343232092,3.4187309756580246,2.884354986182791,2.5293903837583627,2.5038696133664806,2.0747241973533104
2.40062313582084,6.909729120536632,4.728133491487391,5.039696037213127,1.3148795302896257,2.968887772822681,3.3671518543542893,3.112858870738856,2.598870853803635,2.3974665874243177,2.099825872754926,1.95563428023962,2.40062313582084,6.909729120536632,4.728133491487391,5.039696037213127,1.3148795302896257,2.968887772822681,3.3671518543542893,3.112858870738856,2.598870853803635,2.3974665874243177,2.099825872754926,1.95563428023962
1.9883025214537435,5.133766635045746,4.58523043485951,3.93796398534361,1.231834823487079,2.7642422368750768,2.874446016136714,2.786513926137113,2.407895432354333,2.282254479887692,1.7784899376788827,1.868259891568533,1.9883025214537435,5.133766635045746,4.58523043485951,3.93796398534361,1.231834823487079,2.7642422368750768,2.874446016136714,2.786513926137113,2.407895432354333,2.282254479887692,1.7784899376788827,1.868259891568533
1.6381388076256838,3.190671561031312,3.32602053994382,3.0320039314323406,1.1942720474523458,2.250578128909777,2.2863781837975066,2.436105171847202,1.9597698004345288,2.041489906712328,1.5047822898847396,1.6687079746677298,1.6381388076256838,3.190671561031312,3.32602053994382,3.0320039314323406,1.1942720474523458,2.250578128909777,2.2863781837975066,2.436105171847202,1.9597698004345288,2.041489906712328,1.5047822898847396,1.6687079746677298
1.0867662256489994,3.086363585733207,1.8863701877950123,2.0792192369203866,0.9285913997326164,1.4649567301422697,1.432635382048552,1.708019372418912,1.254556734325824,1.544118182957946,1.1335978966415916,1.2358813532213502,1.0867662256489994,3.086363585733207,1.8863701877950123,2.0792192369203866,0.9285913997326164,1.4649567301422697,1.432635382048552,1.708019372418912,1.254556734325824,1.544118182957946,1.1335978966415916,1.2358813532213502
0.4555275316998267,1.0622600517382006,0.9264992246736232,0.8919727707571661,0.3389000821313333,0.6286559476317952,0.6399933916809196,0.6924567655459928,0.5458161101752771,0.5797902431750006,0.4339741073474607,0.4752769917036765,0.4555275316998267,1.0622600517382006,0.9264992246736232,0.8919727707571661,0.3389000821313333,0.6286559476317952,0.6399933916809196,0.6924567655459928,0.5458161101752771,0.5797902431750006,0.4339741073474607,0.4752769917036765
