Amplitude_Skewness,Amplitude_Skewness.1,Amplitude_Skewness.2,Amplitude_Skewness.3,Amplitude_Skewness.4,Amplitude_Skewness.5,Amplitude_Skewness.6,Amplitude_Skewness.7,Amplitude_Skewness.8,Amplitude_Skewness.9,Amplitude_Skewness.10,Amplitude_Skewness.11,Amplitude_Skewness.12,Amplitude_Skewness.13,Amplitude_Skewness.14,Amplitude_Skewness.15,Amplitude_Skewness.16,Amplitude_Skewness.17,Amplitude_Skewness.18,Amplitude_Skewness.19,Amplitude_Skewness.20,Amplitude_Skewness.21,Amplitude_Skewness.22,Amplitude_Skewness
6.526682015262975,0.0498275293463296,1.5907667298892636,2.261179267897397,7.987909575592553,5.331746033261472,6.800798809746724,12.165943570587553,5.887476700498785,22.55760756836276,5.624512407655,16.538177019970295,6.526682015262975,0.0498275293463296,1.5907667298892636,2.261179267897397,7.987909575592553,5.331746033261472,6.800798809746724,12.165943570587553,5.887476700498785,22.55760756836276,5.624512407655,16.538177019970295
6.60865486900616,-0.1001590343304937,1.6793723534766123,2.223206640120871,8.210997468911346,5.536129044712806,6.900986654229788,11.825027394082657,6.008606825769315,22.591568905018107,5.818603763456115,16.900172813344977,6.60865486900616,-0.1001590343304937,1.6793723534766123,2.223206640120871,8.210997468911346,5.536129044712806,6.900986654229788,11.825027394082657,6.008606825769315,22.591568905018107,5.818603763456115,16.900172813344977
6.664903268479728,-0.0546503665926649,1.782924685585545,2.170364586185436,8.475156764161259,5.760680569310552,6.981314299536554,11.347820910778331,6.105860285566122,22.55735950552367,5.974918215018972,17.354675323720233,6.664903268479728,-0.0546503665926649,1.782924685585545,2.170364586185436,8.475156764161259,5.760680569310552,6.981314299536554,11.347820910778331,6.105860285566122,22.55735950552367,5.974918215018972,17.354675323720233
6.677539261207794,0.1108469009775112,1.8866626897226224,2.157362105702525,8.708053146574446,5.91366455434655,7.025230111070752,10.807253964652434,6.176478791878232,22.387544146443897,6.051158035119212,17.723261022303355,6.677539261207794,0.1108469009775112,1.8866626897226224,2.157362105702525,8.708053146574446,5.91366455434655,7.025230111070752,10.807253964652434,6.176478791878232,22.387544146443897,6.051158035119212,17.723261022303355
6.745689752697357,0.4619656090671137,1.986273302291464,2.227406193879504,9.025900982383352,6.056720599972902,7.137385746192594,10.389698067332615,6.293598562683503,22.339820116311493,6.094456282662679,18.164675106547232,6.745689752697357,0.4619656090671137,1.986273302291464,2.227406193879504,9.025900982383352,6.056720599972902,7.137385746192594,10.389698067332615,6.293598562683503,22.339820116311493,6.094456282662679,18.164675106547232
6.782514287214009,0.591892417473138,2.054284607853909,2.3441963828434047,9.309644124743874,6.14633354126857,7.252755269240256,10.059168632631485,6.370047272126482,22.186176543403548,6.090370507822203,18.45563971057565,6.782514287214009,0.591892417473138,2.054284607853909,2.3441963828434047,9.309644124743874,6.14633354126857,7.252755269240256,10.059168632631485,6.370047272126482,22.186176543403548,6.090370507822203,18.45563971057565
6.912964433980742,0.6505007004739527,2.143744011012341,2.529358816716021,9.7081664468205,6.363077292847893,7.485784801772768,10.00104369234667,6.523900921942949,22.37731637388509,6.189690910118489,18.94503936988188,6.912964433980742,0.6505007004739527,2.143744011012341,2.529358816716021,9.7081664468205,6.363077292847893,7.485784801772768,10.00104369234667,6.523900921942949,22.37731637388509,6.189690910118489,18.94503936988188
7.062057998058999,0.7543785329758359,2.230779049496039,2.6505779943741468,10.002777919912983,6.592369596035566,7.512152118161665,9.982157062504193,6.703761728244034,22.5426967359689,6.331190330082374,19.24749478222929,7.062057998058999,0.7543785329758359,2.230779049496039,2.6505779943741468,10.002777919912983,6.592369596035566,7.512152118161665,9.982157062504193,6.703761728244034,22.5426967359689,6.331190330082374,19.24749478222929
7.4527436887356275,0.830864970159044,2.400682703395657,2.7729253986310365,10.36832871713115,6.847749095938582,7.423138105639992,9.869431948788334,7.108113124671618,22.84996909425468,6.556183266269836,19.720404126618668,7.4527436887356275,0.830864970159044,2.400682703395657,2.7729253986310365,10.36832871713115,6.847749095938582,7.423138105639992,9.869431948788334,7.108113124671618,22.84996909425468,6.556183266269836,19.720404126618668
7.879167782479746,0.9193439651606664,2.600340563119309,2.9258664215927777,10.779590387808843,7.0953777907145295,7.353636408029478,9.598800373564243,7.622275426875886,22.79914847973501,6.798515897292618,20.229200026266057,7.879167782479746,0.9193439651606664,2.600340563119309,2.9258664215927777,10.779590387808843,7.0953777907145295,7.353636408029478,9.598800373564243,7.622275426875886,22.79914847973501,6.798515897292618,20.229200026266057
8.170150438622244,1.0156140726209018,2.7237126127319327,3.016862289087715,11.211375992621424,7.391992237604692,7.645581096565317,9.38774234980002,7.984136475182701,22.26755908872878,6.954704132424588,20.68168937614188,8.170150438622244,1.0156140726209018,2.7237126127319327,3.016862289087715,11.211375992621424,7.391992237604692,7.645581096565317,9.38774234980002,7.984136475182701,22.26755908872878,6.954704132424588,20.68168937614188
8.544178568666895,1.1213891424640314,2.8049820502072538,3.1607553700606257,11.938187199459124,7.903781889195199,8.309014051305983,9.244848999824692,8.291277517773292,22.16416051247129,7.064586690733977,21.69119336629044,8.544178568666895,1.1213891424640314,2.8049820502072538,3.1607553700606257,11.938187199459124,7.903781889195199,8.309014051305983,9.244848999824692,8.291277517773292,22.16416051247129,7.064586690733977,21.69119336629044
8.980082083069126,1.3267355794625757,2.9258080598226304,3.393153393868628,12.544540503093256,8.371600733121367,8.689050659433898,8.58748371978899,8.811950515525531,22.03618313257575,7.182945024736915,22.606732927786734,8.980082083069126,1.3267355794625757,2.9258080598226304,3.393153393868628,12.544540503093256,8.371600733121367,8.689050659433898,8.58748371978899,8.811950515525531,22.03618313257575,7.182945024736915,22.606732927786734
9.975606275569003,1.6631935567472074,3.3647635329264864,3.751361905891168,13.292852925539565,8.748827844669117,9.135674653975968,7.405603888036782,9.494296054189869,22.40657800145412,7.891339906108878,23.24614712511368,9.975606275569003,1.6631935567472074,3.3647635329264864,3.751361905891168,13.292852925539565,8.748827844669117,9.135674653975968,7.405603888036782,9.494296054189869,22.40657800145412,7.891339906108878,23.24614712511368
10.823048924023608,1.84949105219696,3.7584824531770047,3.947837695698609,14.107965180358756,8.999014299951824,9.51235092152217,6.449414363200587,9.4732215738456,22.89553230253715,8.570577641692367,23.47966555977996,10.823048924023608,1.84949105219696,3.7584824531770047,3.947837695698609,14.107965180358756,8.999014299951824,9.51235092152217,6.449414363200587,9.4732215738456,22.89553230253715,8.570577641692367,23.479665559779956
11.417011394623078,1.904022223308545,4.09466594542378,3.957975917002845,15.399979285423544,9.70598748284176,9.761325071363556,5.972911486629359,9.83749456785785,21.73858443136781,9.522443816533436,23.79593099122265,11.417011394623078,1.904022223308545,4.09466594542378,3.957975917002845,15.399979285423544,9.70598748284176,9.761325071363556,5.972911486629359,9.83749456785785,21.73858443136781,9.522443816533436,23.79593099122265
12.999379789738454,2.229845455404912,4.590832439821803,4.733316409168302,17.237646343954673,11.163212806111318,10.775784458064996,5.0544732314484575,10.920689428216043,20.115571681021127,11.365931748366345,24.591698648867432,12.999379789738454,2.229845455404912,4.590832439821803,4.733316409168302,17.237646343954673,11.163212806111318,10.775784458064996,5.0544732314484575,10.920689428216043,20.115571681021127,11.365931748366345,24.591698648867432
15.881157330793505,3.5389561424315104,5.783465123370699,6.542918267412838,20.61516262938013,14.103447935038051,13.009671218708268,5.461526465818149,13.4847269485745,21.422306614677872,15.1730467782641,28.38567717944919,15.881157330793505,3.5389561424315104,5.783465123370699,6.542918267412838,20.61516262938013,14.103447935038051,13.009671218708268,5.461526465818149,13.4847269485745,21.422306614677872,15.1730467782641,28.38567717944919
14.059568347011911,2.7931980585241454,5.592456994450297,6.190278106740412,18.449604761137607,12.84552987387805,10.200412179196292,4.745927052308844,12.48915289226994,11.454981457997478,13.252816906104233,18.58343005875212,14.059568347011911,2.7931980585241454,5.592456994450297,6.190278106740412,18.449604761137607,12.84552987387805,10.200412179196292,4.745927052308844,12.48915289226994,11.454981457997478,13.252816906104233,18.58343005875212
22.46269221825417,4.740519462487094,8.493762250018762,8.88022719930988,28.84948059329787,19.75322477365762,17.655237559116273,8.172624884443076,19.447381572856,29.850667091992587,20.47971279789909,38.874522258182026,22.46269221825417,4.740519462487094,8.493762250018762,8.88022719930988,28.84948059329787,19.75322477365762,17.655237559116273,8.172624884443076,19.447381572856,29.850667091992587,20.47971279789909,38.874522258182026
