Amplitude_Skewness,Amplitude_Skewness.1,Amplitude_Skewness.2,Amplitude_Skewness.3,Amplitude_Skewness.4,Amplitude_Skewness.5,Amplitude_Skewness.6,Amplitude_Skewness.7,Amplitude_Skewness.8,Amplitude_Skewness.9,Amplitude_Skewness.10,Amplitude_Skewness.11,Amplitude_Skewness.12,Amplitude_Skewness.13,Amplitude_Skewness.14,Amplitude_Skewness.15,Amplitude_Skewness.16,Amplitude_Skewness.17,Amplitude_Skewness.18,Amplitude_Skewness.19,Amplitude_Skewness.20,Amplitude_Skewness.21,Amplitude_Skewness.22,Amplitude_Skewness
5.290858642237038,-0.5214221840665509,1.2685954773839616,1.5598014830168223,6.4419039613574105,4.728940304331791,5.461165108624991,12.727672998403232,4.846075827779978,19.917130997262515,4.76284220650158,14.700989401257198,5.290858642237038,-0.5214221840665509,1.2685954773839616,1.5598014830168223,6.4419039613574105,4.728940304331791,5.461165108624991,12.727672998403232,4.846075827779978,19.917130997262515,4.76284220650158,14.700989401257198
5.379067175569269,-0.5515285086434161,1.301026623935647,1.5711124978076545,6.547384190336662,4.683828541859845,5.461079142363519,12.808643432460125,4.886295028746442,20.22399613408531,4.79261692284885,14.938071202605002,5.379067175569269,-0.5515285086434161,1.301026623935647,1.5711124978076545,6.547384190336662,4.683828541859845,5.461079142363519,12.808643432460125,4.886295028746442,20.22399613408531,4.79261692284885,14.938071202605002
5.4937599188036375,-0.4865229373263408,1.3396374308456134,1.599257884766438,6.6762386663662525,4.651373033430813,5.4606727157829145,12.906398504354147,4.942012647966642,20.585394556709808,4.822812260062528,15.181387817401054,5.4937599188036375,-0.4865229373263408,1.3396374308456134,1.599257884766438,6.6762386663662525,4.651373033430813,5.4606727157829145,12.906398504354147,4.942012647966642,20.585394556709808,4.822812260062528,15.181387817401054
5.63421873211147,-0.4360055201129567,1.372778510664744,1.648050545162162,6.820915676025785,4.652061887770125,5.465635930389725,13.000197319786665,5.009997814314831,20.96762330852485,4.853119408903438,15.429309091706912,5.63421873211147,-0.4360055201129567,1.372778510664744,1.648050545162162,6.820915676025785,4.652061887770125,5.465635930389725,13.000197319786665,5.009997814314831,20.96762330852485,4.853119408903438,15.429309091706912
5.743032791331186,-0.3519560526289796,1.3598841390508705,1.7013690600555025,6.929428758389885,4.649756458688386,5.459215022517107,13.001433037349944,5.051312526974822,21.223479707412768,4.861211946906329,15.549810158961796,5.743032791331186,-0.3519560526289796,1.3598841390508705,1.7013690600555025,6.929428758389885,4.649756458688386,5.459215022517107,13.001433037349944,5.051312526974822,21.223479707412768,4.861211946906329,15.549810158961796
5.871547042149763,-0.0477105392747738,1.337955699272014,1.7822466035328717,7.0589984216667245,4.684490467428908,5.52700153170612,12.957085500807462,5.125058975275878,21.49073138979526,4.880854996985047,15.693224217450965,5.871547042149763,-0.0477105392747738,1.337955699272014,1.7822466035328717,7.0589984216667245,4.684490467428908,5.52700153170612,12.957085500807462,5.125058975275878,21.49073138979526,4.880854996985047,15.693224217450965
6.03782282007106,0.4125313584017661,1.3714545610260562,1.9134371954041345,7.237008156425219,4.774240286850373,5.719323082347924,12.950342960683454,5.264556414243635,21.821021225910645,4.959760695346778,15.877071598421525,6.03782282007106,0.4125313584017661,1.3714545610260562,1.9134371954041345,7.237008156425219,4.774240286850373,5.719323082347924,12.950342960683454,5.264556414243635,21.821021225910645,4.959760695346778,15.877071598421525
6.162657914485979,0.5149781768475912,1.3950071315149928,2.035104461797601,7.389644713462959,4.862745962271996,5.986117549991758,12.851962571498497,5.395196805549225,22.041773069913383,5.051430382056088,15.971159244072004,6.162657914485979,0.5149781768475912,1.3950071315149928,2.035104461797601,7.389644713462959,4.862745962271996,5.986117549991758,12.851962571498497,5.395196805549225,22.041773069913383,5.051430382056088,15.971159244072004
6.335397260493701,0.3982224614329458,1.4669564868062404,2.177416561517618,7.604814292098517,5.018542377518235,6.353822929127224,12.752668622949384,5.591563558255472,22.386733841341567,5.230379152059072,16.158168293565563,6.335397260493701,0.3982224614329458,1.4669564868062404,2.177416561517618,7.604814292098517,5.018542377518235,6.353822929127224,12.752668622949384,5.591563558255472,22.386733841341567,5.230379152059072,16.158168293565563
6.459264623720746,0.2091318373181879,1.5087504205235462,2.223424592278376,7.793965881456715,5.1482378425757656,6.626279326422517,12.521449998637609,5.74014044682169,22.47780395530788,5.412278595361784,16.326173071864975,6.459264623720746,0.2091318373181879,1.5087504205235462,2.223424592278376,7.793965881456715,5.1482378425757656,6.626279326422517,12.521449998637609,5.74014044682169,22.47780395530788,5.412278595361784,16.326173071864975
