Amplitude_Kurtosis,Amplitude_Kurtosis.1,Amplitude_Kurtosis.2,Amplitude_Kurtosis.3,Amplitude_Kurtosis.4,Amplitude_Kurtosis.5,Amplitude_Kurtosis.6,Amplitude_Kurtosis.7,Amplitude_Kurtosis.8,Amplitude_Kurtosis.9,Amplitude_Kurtosis.10,Amplitude_Kurtosis.11,Amplitude_Kurtosis.12,Amplitude_Kurtosis.13,Amplitude_Kurtosis.14,Amplitude_Kurtosis.15,Amplitude_Kurtosis.16,Amplitude_Kurtosis.17,Amplitude_Kurtosis.18,Amplitude_Kurtosis.19,Amplitude_Kurtosis.20,Amplitude_Kurtosis.21,Amplitude_Kurtosis.22,Amplitude_Kurtosis
31.393169626999267,-1.0093323061668986,0.4962992309280292,1.4052648726424222,45.01219082625949,25.283959493651484,35.41668984689543,219.07676915941315,26.67176664588576,482.7906000038908,23.76151526427226,243.90320403097687,31.393169626999267,-1.0093323061668986,0.4962992309280292,1.4052648726424222,45.01219082625949,25.283959493651484,35.41668984689543,219.07676915941315,26.67176664588576,482.7906000038908,23.76151526427226,243.90320403097692
32.43536181448098,-0.9694288618941912,0.574289495817979,1.4371661089992216,46.53836438463741,24.981658636960976,35.56049774517355,222.5338932729976,27.22939848536609,499.0752596966111,24.07719767915549,252.1162788563112,32.43536181448098,-0.9694288618941912,0.574289495817979,1.4371661089992216,46.53836438463741,24.981658636960976,35.56049774517355,222.5338932729976,27.22939848536609,499.0752596966111,24.07719767915549,252.11627885631117
33.86813247198557,-1.0598213490032546,0.6837738459255167,1.5413937962394222,48.50294558019394,24.823698041806185,35.79933749212055,227.00235947402385,28.022608084825773,519.1187374695529,24.443285908133564,261.0816846359196,33.86813247198557,-1.0598213490032546,0.6837738459255167,1.5413937962394222,48.50294558019394,24.823698041806185,35.79933749212055,227.00235947402385,28.022608084825773,519.1187374695529,24.443285908133564,261.0816846359196
35.62346330538184,-1.065081802494689,0.810484362254769,1.7405100406372205,50.74920550681756,24.98407400217264,36.21673619406476,231.87925293369247,28.99354117336617,540.9588303738573,24.87926117966125,270.3897254493173,35.62346330538184,-1.065081802494689,0.810484362254769,1.7405100406372205,50.74920550681756,24.98407400217264,36.21673619406476,231.87925293369247,28.99354117336617,540.9588303738573,24.87926117966125,270.3897254493173
36.93539368105396,-0.990638817578004,0.7941115157620362,1.9421263605955976,52.37335036625163,24.958214965429818,36.53599504029544,233.16454957778743,29.58200548217168,555.8258177857681,25.02558070844749,275.0204125573102,36.93539368105396,-0.990638817578004,0.7941115157620362,1.9421263605955976,52.37335036625163,24.958214965429818,36.53599504029544,233.16454957778743,29.58200548217168,555.8258177857681,25.02558070844749,275.0204125573102
38.65915812780482,-0.864418698000065,0.7550605557319932,2.255620714596276,54.44824772899487,25.337732899833068,38.14951533348472,233.8966245502474,30.60337676708049,572.7502033698521,25.340338795014336,281.1487710678605,38.65915812780482,-0.864418698000065,0.7550605557319932,2.255620714596276,54.44824772899487,25.337732899833068,38.14951533348472,233.8966245502474,30.60337676708049,572.7502033698521,25.340338795014336,281.1487710678605
40.9633420409865,-0.8919577707686117,0.8564007059689778,2.802656299872812,57.34745074554347,26.359127013765555,41.56568233800648,236.9348020856445,32.41160308060336,593.9910600333917,26.396884017860646,289.2723759290608,40.9633420409865,-0.8919577707686117,0.8564007059689778,2.802656299872812,57.34745074554347,26.359127013765555,41.56568233800648,236.9348020856445,32.41160308060336,593.9910600333917,26.396884017860646,289.2723759290608
42.791419551918025,-0.9559778541227364,0.9242245823362718,3.3144454898047977,59.85092365060412,27.318240642588886,45.911414149414455,237.3390063156816,34.06388823682747,609.6849957943177,27.61630628554275,294.37051786248537,42.791419551918025,-0.9559778541227364,0.9242245823362718,3.3144454898047977,59.85092365060412,27.318240642588886,45.911414149414455,237.3390063156816,34.06388823682747,609.6849957943177,27.61630628554275,294.37051786248537
45.4141434383214,-1.0256592798344693,1.1321967334619147,3.93792317032324,63.51850202369384,29.089637587856863,51.65983951724839,239.8048892797665,36.57839970593234,633.7440014966699,29.960517795682502,303.8026124583008,45.4141434383214,-1.0256592798344693,1.1321967334619147,3.93792317032324,63.51850202369384,29.089637587856863,51.65983951724839,239.8048892797665,36.57839970593234,633.7440014966699,29.960517795682502,303.8026124583008
47.33956860438762,-0.9894390796432028,1.230957542288052,4.152890827030878,66.62107159283248,30.45768525609183,55.69161490607564,238.70147736746875,38.39159545576129,643.2920514308413,32.22078902238237,312.19764678909564,47.33956860438762,-0.9894390796432028,1.230957542288052,4.152890827030878,66.62107159283248,30.45768525609183,55.69161490607564,238.70147736746875,38.39159545576129,643.2920514308413,32.22078902238237,312.19764678909564
