Amplitude_Kurtosis,Amplitude_Kurtosis.1,Amplitude_Kurtosis.2,Amplitude_Kurtosis.3,Amplitude_Kurtosis.4,Amplitude_Kurtosis.5,Amplitude_Kurtosis.6,Amplitude_Kurtosis.7,Amplitude_Kurtosis.8,Amplitude_Kurtosis.9,Amplitude_Kurtosis.10,Amplitude_Kurtosis.11,Amplitude_Kurtosis.12,Amplitude_Kurtosis.13,Amplitude_Kurtosis.14,Amplitude_Kurtosis.15,Amplitude_Kurtosis.16,Amplitude_Kurtosis.17,Amplitude_Kurtosis.18,Amplitude_Kurtosis.19,Amplitude_Kurtosis.20,Amplitude_Kurtosis.21,Amplitude_Kurtosis.22,Amplitude_Kurtosis
48.57599701754959,-0.9215733231613568,1.5186076723068762,4.452438899441328,70.09025556479308,32.74250331828909,58.76811527431457,234.51701296054247,40.42171112795477,656.892871488183,35.05248611294301,323.2980247496323,48.57599701754959,-0.9215733231613568,1.5186076723068762,4.452438899441328,70.09025556479308,32.74250331828909,58.76811527431457,234.51701296054247,40.42171112795477,656.892871488183,35.05248611294301,323.2980247496323
50.17808380273478,-0.9392697592822712,1.8016507392571688,4.324992197045101,74.17863868728064,35.237938175583466,60.45348109685158,230.74601187021304,42.09473885896122,667.2015601091365,37.55539070302649,340.59790094745154,50.17808380273478,-0.9392697592822712,1.8016507392571688,4.324992197045101,74.17863868728064,35.237938175583466,60.45348109685158,230.74601187021304,42.09473885896122,667.2015601091365,37.55539070302649,340.59790094745154
51.47639590250988,-0.9436751480394237,2.1632288444709937,4.121884474426668,79.1133869033354,38.05956017120323,61.66085564263919,221.85073023121467,43.51451421004052,674.7528103241623,39.67035010287154,362.1706420671164,51.47639590250988,-0.9436751480394237,2.1632288444709937,4.121884474426668,79.1133869033354,38.05956017120323,61.66085564263919,221.85073023121467,43.51451421004052,674.7528103241623,39.67035010287154,362.1706420671164
52.19043852999391,-0.8829752418094623,2.533657574031049,4.092373319576233,83.64345196498532,40.102642258542055,62.53382632931222,209.2936139579629,44.66008943778782,674.8702594558428,40.80605703592492,380.82508479144855,52.19043852999391,-0.8829752418094623,2.533657574031049,4.092373319576233,83.64345196498532,40.102642258542055,62.53382632931222,209.2936139579629,44.66008943778782,674.8702594558428,40.80605703592492,380.82508479144855
53.825740688621366,-0.8525725561882953,2.9537805814177966,4.53557277144791,89.93150610012196,42.34390491461036,65.38789429221809,200.3770483871456,46.74398440557824,684.0767400590976,41.70160598930995,403.5812722024087,53.825740688621366,-0.8525725561882953,2.9537805814177966,4.53557277144791,89.93150610012196,42.34390491461036,65.38789429221809,200.3770483871456,46.74398440557824,684.0767400590976,41.70160598930995,403.5812722024087
54.9860282541468,-0.86078249932909,3.267135601110457,5.223757000525877,95.58084474497116,43.9076945285334,68.54058771066843,193.1756816604625,48.35425557840651,687.0330476787431,41.84305063767162,419.9242314928501,54.9860282541468,-0.86078249932909,3.267135601110457,5.223757000525877,95.58084474497116,43.9076945285334,68.54058771066843,193.1756816604625,48.35425557840651,687.0330476787431,41.84305063767162,419.9242314928501
58.43162310256114,-0.7535581883859854,3.718946195466854,6.306429542047434,104.37856971123844,47.425213742264255,74.48912850687253,197.71141506844737,51.62043636593205,714.2573519425807,43.330947783383685,448.3332385314093,58.43162310256114,-0.7535581883859854,3.718946195466854,6.306429542047434,104.37856971123844,47.425213742264255,74.48912850687253,197.71141506844737,51.62043636593205,714.2573519425807,43.330947783383685,448.3332385314093
62.18054143175178,-0.5954783308349723,4.1892477971326745,7.063754418854778,110.64953299748706,51.07643854846077,76.00518857066041,203.1850190801434,55.02586942018184,738.1877914310579,45.43216042874904,466.1790759296978,62.18054143175178,-0.5954783308349723,4.1892477971326745,7.063754418854778,110.64953299748706,51.07643854846077,76.00518857066041,203.1850190801434,55.02586942018184,738.1877914310579,45.43216042874904,466.1790759296978
70.25556043658571,-0.4932885388079717,5.09256340679004,7.975926489441541,119.12274178019696,55.62140365828999,77.16589687980978,207.6115962519424,62.00642876513665,775.8055066533832,48.941486024187135,494.3565999357475,70.25556043658571,-0.4932885388079717,5.09256340679004,7.975926489441541,119.12274178019696,55.62140365828999,77.16589687980978,207.6115962519424,62.00642876513665,775.8055066533832,48.941486024187135,494.3565999357475
78.40864355516091,-0.3467998891026052,6.183369300743083,9.121941816488793,129.68141526521515,60.40505386146172,79.66358006336553,204.81952718706583,70.6715928931376,800.0680589307797,53.40049840511742,525.7682471387442,78.40864355516091,-0.3467998891026052,6.183369300743083,9.121941816488793,129.68141526521515,60.40505386146172,79.66358006336553,204.81952718706583,70.6715928931376,800.0680589307797,53.40049840511742,525.7682471387442
83.49500182737829,-0.1370755551544293,7.04379004923811,9.842893545050522,140.59946809982782,66.14280840328692,89.4995326289863,201.73459294206864,77.46347257362474,812.3796032175966,56.89406587861126,557.4201047701633,83.49500182737829,-0.1370755551544293,7.04379004923811,9.842893545050522,140.59946809982782,66.14280840328692,89.4995326289863,201.73459294206864,77.46347257362474,812.3796032175966,56.89406587861126,557.4201047701633
88.95569029037124,0.0950001839568064,7.624519705530588,10.979004638296932,160.18440521591108,75.8132445805922,105.1806767691456,198.79666529623705,83.85754102025211,862.1822282236564,59.107799901882544,617.2307929322338,88.95569029037124,0.0950001839568064,7.624519705530588,10.979004638296932,160.18440521591108,75.8132445805922,105.1806767691456,198.79666529623705,83.85754102025211,862.1822282236564,59.107799901882544,617.2307929322338
98.4730641714506,0.6310391675518274,8.50866696831332,12.651292309107223,178.01487552131982,85.37184772559914,113.16960485850932,180.1296852950028,94.13388789886424,894.2095818507551,61.94312690534154,674.7785802871848,98.4730641714506,0.6310391675518274,8.50866696831332,12.651292309107223,178.01487552131982,85.37184772559914,113.16960485850932,180.1296852950028,94.13388789886424,894.2095818507551,61.94312690534154,674.7785802871848
125.10817022321972,1.672881897808554,11.71062604537894,15.509419625606196,202.37725722085625,94.49860994351928,123.15960968338196,148.53212262748434,109.195172284867,948.17552499718,75.68263409057941,733.2745941657396,125.10817022321972,1.672881897808554,11.71062604537894,15.509419625606196,202.37725722085625,94.49860994351928,123.15960968338196,148.53212262748434,109.195172284867,948.17552499718,75.68263409057941,733.2745941657396
147.30129978359946,2.4631295179950365,14.651087417235324,17.125336350172162,229.9513398670961,101.32605268046342,133.8214096374384,122.014446534902,111.92558455368696,996.3797116840566,89.73286199687682,787.6800580868272,147.30129978359946,2.4631295179950365,14.651087417235324,17.125336350172162,229.9513398670961,101.32605268046342,133.8214096374384,122.014446534902,111.92558455368696,996.3797116840566,89.73286199687682,787.6800580868272
159.65149957044466,2.615420763438282,17.496309499599356,17.65760203336998,278.4863274302899,118.72410829835546,145.30591869138968,111.76808430993408,125.15934393765752,943.9099492779231,110.9602810708074,864.9751862444971,159.65149957044466,2.615420763438282,17.496309499599356,17.65760203336998,278.4863274302899,118.72410829835546,145.30591869138968,111.76808430993408,125.15934393765752,943.9099492779231,110.9602810708074,864.9751862444971
213.1888676902765,4.052210391847229,23.21852858312452,25.48882533053622,356.4276313737027,159.35382005857093,191.5330223037744,90.85356827601906,159.20748072366092,937.1799719278912,157.2299823329522,965.9139350793068,213.1888676902765,4.052210391847229,23.21852858312452,25.48882533053622,356.4276313737027,159.35382005857093,191.5330223037744,90.85356827601906,159.20748072366092,937.1799719278912,157.2299823329522,965.9139350793068
327.4407776201019,11.97576417511312,35.974544156427534,51.85850827315856,515.2858951435634,255.1532858847649,280.8721296569424,124.1813603667748,246.1618246681303,1185.727304318327,273.691453407228,1272.9320419772969,327.4407776201019,11.97576417511312,35.974544156427534,51.85850827315856,515.2858951435634,255.1532858847649,280.8721296569424,124.1813603667748,246.1618246681303,1185.727304318327,273.691453407228,1272.9320419772969
250.3926812195944,6.731046298965502,32.336279225881434,41.09747992331379,401.7356966010172,202.3943799658732,178.99378912158753,89.69101327288091,202.1693094543879,459.3813436083312,203.6737678452631,683.2087532766042,250.3926812195944,6.731046298965502,32.336279225881434,41.09747992331379,401.7356966010172,202.3943799658732,178.99378912158753,89.69101327288091,202.1693094543879,459.3813436083312,203.6737678452631,683.2087532766042
613.4744204823635,21.569888325341623,74.53030181030218,87.87052168438515,941.3095196829952,470.1014964945033,502.8535509644464,277.7976752231333,479.6401573833597,2239.645726488804,476.6683604981315,2393.455396536169,613.4744204823635,21.569888325341623,74.53030181030218,87.87052168438515,941.3095196829952,470.1014964945033,502.8535509644464,277.7976752231333,479.6401573833597,2239.645726488804,476.6683604981315,2393.455396536169
