Energy_Kurtosis,Energy_Kurtosis.1,Energy_Kurtosis.2,Energy_Kurtosis.3,Energy_Kurtosis.4,Energy_Kurtosis.5,Energy_Kurtosis.6,Energy_Kurtosis.7,Energy_Kurtosis.8,Energy_Kurtosis.9,Energy_Kurtosis.10,Energy_Kurtosis.11,Energy_Kurtosis.12,Energy_Kurtosis.13,Energy_Kurtosis.14,Energy_Kurtosis.15,Energy_Kurtosis.16,Energy_Kurtosis.17,Energy_Kurtosis.18,Energy_Kurtosis.19,Energy_Kurtosis.20,Energy_Kurtosis.21,Energy_Kurtosis.22,Energy_Kurtosis
20.668099614893148,-0.576096147800413,-0.4439055990119653,1.000350057768327,12.768598761347354,21.395154973173963,46.0700333620179,8.65550912237562,11.786257310356929,13.107069380407925,16.682839337416183,84.04579689134492,20.668099614893148,-0.576096147800413,-0.4439055990119653,1.000350057768327,12.768598761347354,21.395154973173963,46.0700333620179,8.65550912237562,11.786257310356929,13.107069380407925,16.682839337416183,84.04579689134492
21.781500170146405,-0.9593555840549683,-0.5349984669379584,1.1270480554471174,14.32776836268484,21.105363024391643,47.662908345490166,9.535553633155692,12.504860791377451,10.329960737230223,17.740528441347827,66.70658300637517,21.781500170146405,-0.9593555840549683,-0.5349984669379584,1.1270480554471174,14.32776836268484,21.105363024391643,47.662908345490166,9.535553633155692,12.504860791377451,10.329960737230223,17.740528441347827,66.70658300637517
22.397084067943915,-0.4686480585256607,-0.7396302568505888,1.28320271203419,16.367893387087513,20.82628884709517,48.88373370133453,9.96528946172286,13.260694401518183,8.190117048545451,18.868597861626053,50.5036389620816,22.397084067943915,-0.4686480585256607,-0.7396302568505888,1.28320271203419,16.367893387087513,20.82628884709517,48.88373370133453,9.96528946172286,13.260694401518183,8.190117048545451,18.868597861626053,50.5036389620816
22.623791303241784,-0.8215210338626502,-0.9058301339680216,1.5491531533464131,18.68074883942068,20.62520833597747,49.7749620596666,9.756537724550784,14.134414003612635,6.51719989461122,19.469400092412133,39.41458309907736,22.623791303241784,-0.8215210338626502,-0.9058301339680216,1.5491531533464131,18.68074883942068,20.62520833597747,49.7749620596666,9.756537724550784,14.134414003612635,6.51719989461122,19.469400092412133,39.41458309907736
21.6413647319982,-0.4130361115252006,-0.9742553892761316,2.292866863045692,21.13781718586664,20.52546049184096,49.44773840969748,9.06016016919244,14.813928062061432,5.491062579422874,20.223211889278545,34.06581771353833,21.6413647319982,-0.4130361115252006,-0.9742553892761316,2.292866863045692,21.13781718586664,20.52546049184096,49.44773840969748,9.06016016919244,14.813928062061432,5.491062579422874,20.223211889278545,34.06581771353833
19.643232135803945,-0.7231002285924166,-0.9544313255086204,3.282352585167785,23.469125294005995,20.784734846016644,48.52480457139923,8.055489568786346,15.32524300247598,4.903399924324455,21.856446368832007,32.54546669219891,19.643232135803945,-0.7231002285924166,-0.9544313255086204,3.282352585167785,23.469125294005995,20.784734846016644,48.52480457139923,8.055489568786346,15.32524300247598,4.903399924324455,21.856446368832007,32.54546669219891
17.915128107923262,-0.871159721728803,-0.9443301377176714,3.532960783160769,25.742056925141405,20.821353701954703,47.45178889718207,7.073443287456081,15.677094490013204,4.521181190903572,22.81871246397301,33.199761034487715,17.915128107923262,-0.871159721728803,-0.9443301377176714,3.532960783160769,25.742056925141405,20.821353701954703,47.45178889718207,7.073443287456081,15.677094490013204,4.521181190903572,22.81871246397301,33.199761034487715
16.60421607621824,-0.9316605157616906,-0.8448915701139108,3.7408658350916415,27.05523674245136,21.014728285423644,46.15841791257507,6.680567642647917,15.587862547856147,4.504535220507565,24.211183651926653,34.37520969738546,16.60421607621824,-0.9316605157616906,-0.8448915701139108,3.7408658350916415,27.05523674245136,21.014728285423644,46.15841791257507,6.680567642647917,15.587862547856147,4.504535220507565,24.211183651926653,34.37520969738546
16.832669196300273,-0.8704437145392641,-0.5968359379447605,3.379071735224942,27.11410188478469,20.864047101096823,46.181543827051215,6.498211582277744,15.476498997433538,4.533305400315937,26.37784568308048,35.83305224417126,16.832669196300273,-0.8704437145392641,-0.5968359379447605,3.379071735224942,27.11410188478469,20.864047101096823,46.181543827051215,6.498211582277744,15.476498997433538,4.533305400315937,26.37784568308048,35.83305224417126
18.17550115179688,-0.5641586125547708,-0.4442735542061662,2.711313554545112,25.68792875234757,20.01587449863041,47.84721064664993,6.390976315287627,14.647068502071376,4.580390856408073,26.778686118031903,41.17802283451217,18.17550115179688,-0.5641586125547708,-0.4442735542061662,2.711313554545112,25.68792875234757,20.01587449863041,47.84721064664993,6.390976315287627,14.647068502071376,4.580390856408073,26.778686118031903,41.17802283451217
