Counts_Kurtosis,Counts_Kurtosis.1,Counts_Kurtosis.2,Counts_Kurtosis.3,Counts_Kurtosis.4,Counts_Kurtosis.5,Counts_Kurtosis.6,Counts_Kurtosis.7,Counts_Kurtosis.8,Counts_Kurtosis.9,Counts_Kurtosis.10,Counts_Kurtosis.11,Counts_Kurtosis.12,Counts_Kurtosis.13,Counts_Kurtosis.14,Counts_Kurtosis.15,Counts_Kurtosis.16,Counts_Kurtosis.17,Counts_Kurtosis.18,Counts_Kurtosis.19,Counts_Kurtosis.20,Counts_Kurtosis.21,Counts_Kurtosis.22,Counts_Kurtosis
5.01968377571991,-1.0896658254121607,-1.0296775585612046,-0.7670718081965866,35.94735403090276,4.377413966945079,9.45373697452842,22.56946153559781,6.842779666286285,135.59185018848973,13.061378524421656,89.50346083501485,5.01968377571991,-1.0896658254121607,-1.0296775585612046,-0.7670718081965866,35.94735403090276,4.377413966945079,9.45373697452842,22.56946153559781,6.842779666286285,135.59185018848973,13.061378524421656,89.50346083501485
5.191318564827377,-0.998642015387134,-0.8006935331688148,-0.8943146638878989,36.45095547083059,4.280783256241321,9.643782986242108,22.68971078030552,7.116347550337911,144.32244023375327,11.583650883910408,93.35327788649408,5.191318564827377,-0.998642015387134,-0.8006935331688148,-0.8943146638878989,36.45095547083059,4.280783256241321,9.643782986242108,22.68971078030552,7.116347550337911,144.32244023375327,11.583650883910408,93.35327788649408
5.355647723857189,-0.8859976520752282,-0.6279769741520353,-0.7967001790987425,37.41375772004154,4.274190853530231,9.744829369891068,22.958653440742,7.598509871915738,151.28929219595736,10.651986475866345,97.61685025797752,5.355647723857189,-0.8859976520752282,-0.6279769741520353,-0.7967001790987425,37.41375772004154,4.274190853530231,9.744829369891068,22.958653440742,7.598509871915738,151.28929219595736,10.651986475866345,97.61685025797752
5.499455214820827,-0.748017826746771,-0.6397877940306858,-0.5468508428222942,38.80312181486264,4.410319813616531,9.810771404321164,23.09840455632376,8.160910122611385,151.8433907126321,10.243247872360376,101.12191462922446,5.499455214820827,-0.748017826746771,-0.6397877940306858,-0.5468508428222942,38.80312181486264,4.410319813616531,9.810771404321164,23.09840455632376,8.160910122611385,151.8433907126321,10.243247872360376,101.12191462922446
5.360792939156134,-0.7988772980313374,-0.7513282625298281,-0.2549797827712869,40.00711889991087,4.671946024586577,9.73788390990139,22.495527095363705,8.560959964117835,154.00567310974978,10.041004454000303,103.69221106776143,5.360792939156134,-0.7988772980313374,-0.7513282625298281,-0.2549797827712869,40.00711889991087,4.671946024586577,9.73788390990139,22.495527095363705,8.560959964117835,154.00567310974978,10.041004454000303,103.69221106776143
5.21059338043022,-0.8008018480810435,-0.845860507247794,0.0836606708553087,41.16716275042097,5.266314967485366,9.661106231156042,21.19266619410994,8.94813310730038,158.82539786369458,9.816236602582316,106.09390081255704,5.21059338043022,-0.8008018480810435,-0.845860507247794,0.0836606708553087,41.16716275042097,5.266314967485366,9.661106231156042,21.19266619410994,8.94813310730038,158.82539786369458,9.816236602582316,106.09390081255704
5.228599963115649,-0.7963847934797412,-0.8580554257649671,0.4780902083497236,42.658955675845895,6.262955270675121,9.680075689076713,19.392441463378404,9.15651629274801,147.70387039216993,9.866398207178868,107.318638656746,5.228599963115649,-0.7963847934797412,-0.8580554257649671,0.4780902083497236,42.658955675845895,6.262955270675121,9.680075689076713,19.392441463378404,9.15651629274801,147.70387039216993,9.866398207178868,107.318638656746
5.362355509323383,-0.8784795445662379,-0.8069958632181709,0.688221401288168,43.896798607732784,7.463082039326675,9.535472545209664,17.195174580617877,9.131028780128666,144.0348309812411,10.085628005923176,105.06741249169988,5.362355509323383,-0.8784795445662379,-0.8069958632181709,0.688221401288168,43.896798607732784,7.463082039326675,9.535472545209664,17.195174580617877,9.131028780128666,144.0348309812411,10.085628005923176,105.06741249169988
5.703111831685714,-0.7732845996322597,-0.692262521393558,0.8275683393391224,46.03684430473621,8.872743102616237,9.128685020921196,14.767108194338842,9.054046603709208,131.57550248579352,11.042150573100413,99.7728465612112,5.703111831685714,-0.7732845996322597,-0.692262521393558,0.8275683393391224,46.03684430473621,8.872743102616237,9.128685020921196,14.767108194338842,9.054046603709208,131.57550248579352,11.042150573100413,99.7728465612112
5.863813811356588,-0.7642404619564394,-0.5713398325261441,0.7242008634983224,48.321438006801365,9.800209071364833,8.525522989185639,12.38737106512698,8.726904852925614,115.44673351772384,12.810233389839984,90.61135511140344,5.863813811356588,-0.7642404619564394,-0.5713398325261441,0.7242008634983224,48.321438006801365,9.800209071364833,8.525522989185639,12.38737106512698,8.726904852925614,115.44673351772384,12.810233389839984,90.61135511140344
