Rise-Time_Mean,Rise-Time_Mean.1,Rise-Time_Mean.2,Rise-Time_Mean.3,Rise-Time_Mean.4,Rise-Time_Mean.5,Rise-Time_Mean.6,Rise-Time_Mean.7,Rise-Time_Mean.8,Rise-Time_Mean.9,Rise-Time_Mean.10,Rise-Time_Mean.11,Rise-Time_Mean.12,Rise-Time_Mean.13,Rise-Time_Mean.14,Rise-Time_Mean.15,Rise-Time_Mean.16,Rise-Time_Mean.17,Rise-Time_Mean.18,Rise-Time_Mean.19,Rise-Time_Mean.20,Rise-Time_Mean.21,Rise-Time_Mean.22,Rise-Time_Mean
18.621245931577427,23.20347747864356,17.25705945900406,19.1928514199106,7.051411109701299,21.683118456398187,23.751841139982584,10.792304288055474,17.89431229067005,8.600542866012875,8.590845446081763,7.814020436122739,18.621245931577427,23.20347747864356,17.25705945900406,19.1928514199106,7.051411109701299,21.683118456398187,23.751841139982584,10.792304288055474,17.89431229067005,8.600542866012875,8.590845446081763,7.814020436122739
18.269725108040635,21.228158958545794,19.841145146249776,19.69734843845568,6.925775872816874,21.038867905002345,23.259437181092924,10.771394179370764,17.560128489555897,8.474042164253852,8.793439421777832,7.705491157007884,18.269725108040635,21.228158958545794,19.841145146249776,19.69734843845568,6.925775872816874,21.038867905002345,23.259437181092924,10.771394179370764,17.560128489555897,8.474042164253852,8.793439421777832,7.705491157007884
17.720353724377706,19.08121255670207,23.12190360702584,20.190548068722283,6.803950299292539,20.363055297242987,22.76704778426799,10.688129865994055,17.284734086166853,8.341825765105574,9.015137981882962,7.617403825941845,17.720353724377706,19.08121255670207,23.12190360702584,20.190548068722283,6.803950299292539,20.363055297242987,22.76704778426799,10.688129865994055,17.284734086166853,8.341825765105574,9.015137981882962,7.617403825941845
16.99497981208969,17.475341477772837,26.768860431104656,20.53931458619061,6.69269152488469,19.64630184207388,22.2892659999701,10.56763597745564,17.00246002522082,8.230802864861637,9.190078314775928,7.552474133260857,16.99497981208969,17.475341477772837,26.768860431104656,20.53931458619061,6.69269152488469,19.64630184207388,22.2892659999701,10.56763597745564,17.00246002522082,8.230802864861637,9.190078314775928,7.552474133260857
16.20179661270625,19.02610909657939,30.357666046056075,20.5865685773892,6.5826179147388535,18.92587709405356,21.85174205855015,10.431395924060276,16.69599284192087,8.158676090113321,9.307151518674385,7.511401248709612,16.20179661270625,19.02610909657939,30.357666046056075,20.5865685773892,6.5826179147388535,18.92587709405356,21.85174205855015,10.431395924060276,16.69599284192087,8.158676090113321,9.307151518674385,7.511401248709612
15.429444218426852,23.100518393150537,33.58281832320737,20.55168707497343,6.455242826441936,18.18286358460641,21.542299796956044,10.28756568813269,16.32288829076103,8.130043860902996,9.289537766977991,7.5015309366703296,15.429444218426852,23.100518393150537,33.58281832320737,20.55168707497343,6.455242826441936,18.18286358460641,21.542299796956044,10.28756568813269,16.32288829076103,8.130043860902996,9.289537766977991,7.5015309366703296
14.700008464124677,28.17177825874681,35.78271716663174,20.63634768877263,6.229664682610324,17.464156777592386,21.27905981503328,10.077438216819427,15.769371719687491,8.12188483338939,9.191305130232337,7.466988100465832,14.700008464124677,28.17177825874681,35.78271716663174,20.63634768877263,6.229664682610324,17.464156777592386,21.27905981503328,10.077438216819427,15.769371719687491,8.12188483338939,9.191305130232337,7.466988100465832
14.072650803784695,33.120297727962274,36.50898716334859,20.93791457993351,5.966421552231463,16.899416149503253,21.11613786943848,9.859645660500636,15.084935788928682,8.091920395194851,9.036134897078767,7.38824037911662,14.072650803784695,33.120297727962274,36.50898716334859,20.93791457993351,5.966421552231463,16.899416149503253,21.11613786943848,9.859645660500636,15.084935788928682,8.091920395194851,9.036134897078767,7.38824037911662
13.4580310006243,37.80408389954224,35.99890299924864,21.382001197739825,5.673015903151722,16.24122695218719,21.122069746940618,9.654306549666677,14.317950836284972,8.05269041530081,8.774447594728333,7.281869718355946,13.4580310006243,37.80408389954224,35.99890299924864,21.382001197739825,5.673015903151722,16.24122695218719,21.122069746940618,9.654306549666677,14.317950836284972,8.05269041530081,8.774447594728333,7.281869718355946
12.951689631741068,41.13758325531149,34.07345757214558,21.764248418516026,5.434836144673932,15.63967640189797,21.19533778720494,9.518498358158698,13.696317892287192,8.00043610781573,8.379410362279033,7.165512373341345,12.951689631741068,41.13758325531149,34.07345757214558,21.764248418516026,5.434836144673932,15.63967640189797,21.19533778720494,9.518498358158698,13.696317892287192,8.00043610781573,8.379410362279033,7.165512373341345
