Duration_Mean,Duration_Mean.1,Duration_Mean.2,Duration_Mean.3,Duration_Mean.4,Duration_Mean.5,Duration_Mean.6,Duration_Mean.7,Duration_Mean.8,Duration_Mean.9,Duration_Mean.10,Duration_Mean.11,Duration_Mean.12,Duration_Mean.13,Duration_Mean.14,Duration_Mean.15,Duration_Mean.16,Duration_Mean.17,Duration_Mean.18,Duration_Mean.19,Duration_Mean.20,Duration_Mean.21,Duration_Mean.22,Duration_Mean
61.00911986986832,134.25594937735335,145.75724412314955,133.6841803868658,35.13528187816252,94.02027325007592,77.48925363647149,46.00538727321443,73.05210444603375,28.595688635141595,41.59241877835771,28.856514045603536,61.00911986986832,134.25594937735335,145.75724412314955,133.6841803868658,35.13528187816252,94.02027325007592,77.48925363647149,46.00538727321443,73.05210444603375,28.595688635141595,41.59241877835771,28.856514045603536
59.23121568179864,122.59330673667846,153.37426382604042,134.33528721871406,34.71663850137282,93.36371799555984,75.0674694128891,45.5745403990619,71.7534332980036,28.31305549689456,41.68053367829811,28.37342912812921,59.23121568179864,122.59330673667846,153.37426382604042,134.33528721871406,34.71663850137282,93.36371799555984,75.0674694128891,45.5745403990619,71.7534332980036,28.31305549689456,41.68053367829811,28.37342912812921
57.62206595376608,110.67161929330814,159.32293672849923,134.11589385925018,34.1973255994202,92.1293429125631,72.67985792969648,45.03485651897032,70.64128408160731,27.93810681306362,41.62748660449766,27.75717817085284,57.62206595376608,110.67161929330814,159.32293672849923,134.11589385925018,34.1973255994202,92.1293429125631,72.67985792969648,45.03485651897032,70.64128408160731,27.93810681306362,41.62748660449766,27.75717817085284
56.36286353697051,99.5762676274496,162.8727486441482,133.58629765084083,33.45095930571592,90.57290450710192,70.2832925509353,44.454299466749305,69.82983144957915,27.48450817320707,41.57797840756987,27.08376860726762,56.36286353697051,99.5762676274496,162.8727486441482,133.58629765084083,33.45095930571592,90.57290450710192,70.2832925509353,44.454299466749305,69.82983144957915,27.48450817320707,41.57797840756987,27.08376860726762
55.339921902682455,92.4024653475556,163.8661911184529,131.7200137313437,32.82697824809751,89.00704506369163,68.05362878708831,43.868547510088106,68.97000575071738,26.95981519978328,41.37461875644278,26.49413132873527,55.339921902682455,92.4024653475556,163.8661911184529,131.7200137313437,32.82697824809751,89.00704506369163,68.05362878708831,43.868547510088106,68.97000575071738,26.95981519978328,41.37461875644278,26.49413132873527
54.37176555802507,98.74939890264866,163.52961634752435,129.2097849545106,32.328270314216624,87.77664187195832,65.6749097340506,43.43393531367589,68.03978662561961,26.4342238310061,40.898968479136016,25.948373670109408,54.37176555802507,98.74939890264866,163.52961634752435,129.2097849545106,32.328270314216624,87.77664187195832,65.6749097340506,43.43393531367589,68.03978662561961,26.4342238310061,40.898968479136016,25.948373670109408
53.473546336525935,115.97392492681534,162.05596902476398,126.67455653825525,31.624958874927994,85.75127108256412,63.21370144622716,43.03610359895503,66.25684039725496,25.87538985622044,40.10069614011409,25.485946631708064,53.473546336525935,115.97392492681534,162.05596902476398,126.67455653825525,31.624958874927994,85.75127108256412,63.21370144622716,43.03610359895503,66.25684039725496,25.87538985622044,40.10069614011409,25.485946631708064
52.47435786941671,134.45029570861618,159.3440061080189,124.63681495214472,30.76245253244108,82.9287988840309,61.07272684997628,42.76445005739832,63.99311749698824,25.367832551335933,39.15353039707877,25.054455206955183,52.47435786941671,134.45029570861618,159.3440061080189,124.63681495214472,30.76245253244108,82.9287988840309,61.07272684997628,42.76445005739832,63.99311749698824,25.367832551335933,39.15353039707877,25.054455206955183
51.3221425838694,154.12778536505363,152.72932131937574,122.04833780480844,29.481296540907447,78.79783234606509,58.741895535748455,42.59582789252308,61.24931300206556,24.957720024045948,37.754503141591286,24.733315363637992,51.3221425838694,154.12778536505363,152.72932131937574,122.04833780480844,29.481296540907447,78.79783234606509,58.741895535748455,42.59582789252308,61.24931300206556,24.957720024045948,37.754503141591286,24.733315363637992
50.16036474943092,168.46909157019925,141.87179483126724,120.75104520116028,27.913813771770126,73.5484039180829,56.366884988419535,42.58195131497202,57.938323117676816,24.60636727951211,35.75965189315322,24.56331666249968,50.16036474943092,168.46909157019925,141.87179483126724,120.75104520116028,27.913813771770126,73.5484039180829,56.366884988419535,42.58195131497202,57.938323117676816,24.60636727951211,35.75965189315322,24.56331666249968
49.32552932877747,174.421775758022,126.9563140830834,117.29002028783545,26.14136317276503,67.66592350599107,53.74339577768369,42.57424949179487,54.44809208188381,24.12505441617927,33.54937871716225,24.390571956262068,49.32552932877747,174.421775758022,126.9563140830834,117.29002028783545,26.14136317276503,67.66592350599107,53.74339577768369,42.57424949179487,54.44809208188381,24.12505441617927,33.54937871716225,24.390571956262068
49.35710312016167,171.81022740639287,110.32709125081531,112.30653736193452,24.5363472780772,63.00966154603741,51.61452143398692,42.62422396195596,51.05740953722413,23.564302254637536,31.432481850894145,24.124533560347714,49.35710312016167,171.81022740639287,110.32709125081531,112.30653736193452,24.5363472780772,63.00966154603741,51.61452143398692,42.62422396195596,51.05740953722413,23.564302254637536,31.432481850894145,24.124533560347714
50.06183712271708,161.355169634278,95.5079521163442,107.85448001001892,23.52609381798175,60.35148753491084,50.556102624595134,42.97893668862708,47.96988662090791,23.21504834734928,30.27052696162709,24.030452370472503,50.06183712271708,161.355169634278,95.5079521163442,107.85448001001892,23.52609381798175,60.35148753491084,50.556102624595134,42.97893668862708,47.96988662090791,23.21504834734928,30.27052696162709,24.030452370472503
49.732838602094624,142.28971448110357,85.55994788639117,103.33409351136515,22.719684746777784,57.67545324133318,49.52182702608502,42.662433597117634,44.84551026870969,22.737931118616427,30.071361342057223,23.563948019738177,49.732838602094624,142.28971448110357,85.55994788639117,103.33409351136515,22.719684746777784,57.67545324133318,49.52182702608502,42.662433597117634,44.84551026870969,22.737931118616427,30.071361342057223,23.563948019738177
48.10479584543087,117.61520198329204,83.13057402706168,100.64646202529148,21.770121646543508,54.899105184674966,48.326514063983176,41.73717701147709,42.51820863695264,22.236418270528247,30.452059004169044,22.897554903446853,48.10479584543087,117.61520198329204,83.13057402706168,100.64646202529148,21.770121646543508,54.899105184674966,48.326514063983176,41.73717701147709,42.51820863695264,22.236418270528247,30.452059004169044,22.897554903446853
45.70141817731528,92.97286611112072,84.18394152058183,96.8166133697718,20.68547529574373,52.1285514374482,47.4145741454274,40.47447786159117,41.35426973546424,21.938626150765323,30.483377663680148,22.42906594091995,45.70141817731528,92.97286611112072,84.18394152058183,96.8166133697718,20.68547529574373,52.1285514374482,47.4145741454274,40.47447786159117,41.35426973546424,21.938626150765323,30.483377663680148,22.42906594091995
42.53125543444666,73.0824477247444,83.83068315660904,90.60453928933354,19.14383044189032,48.21861541819975,45.77059772914931,38.42775451378839,40.15589684137914,21.5406228781053,29.473120080734443,21.93726140914102,42.53125543444666,73.0824477247444,83.83068315660904,90.60453928933354,19.14383044189032,48.21861541819975,45.77059772914931,38.42775451378839,40.15589684137914,21.5406228781053,29.473120080734443,21.93726140914102
39.46784680208669,73.36132138274584,78.10931149392692,87.46015312350382,17.522387849411295,43.94689926604023,44.18286949323616,36.16023593506175,38.64148252909074,21.08084115493485,27.486809322872823,21.44656275105214,39.46784680208669,73.36132138274584,78.10931149392692,87.46015312350382,17.522387849411295,43.94689926604023,44.18286949323616,36.16023593506175,38.64148252909074,21.08084115493485,27.486809322872823,21.44656275105214
36.8653994514003,96.10110669737423,71.90706284863145,84.31385099829411,16.352926463310123,40.48938737791899,43.540569825029145,34.574126970062906,36.716013704542085,20.792157144821743,25.052940609160903,21.074376464935828,36.8653994514003,96.10110669737423,71.90706284863145,84.31385099829411,16.352926463310123,40.48938737791899,43.540569825029145,34.574126970062906,36.716013704542085,20.792157144821743,25.052940609160903,21.074376464935828
34.38749187112227,110.57392766152708,69.6978476538541,75.74736373759751,15.836050289852928,37.802992225207184,42.902822951939015,33.38852640565369,34.0371768086999,20.395032843229043,22.826386338399207,20.546023218020583,34.38749187112227,110.57392766152708,69.6978476538541,75.74736373759751,15.836050289852928,37.802992225207184,42.902822951939015,33.38852640565369,34.0371768086999,20.395032843229043,22.826386338399207,20.546023218020583
