Duration_Mean,Duration_Mean.1,Duration_Mean.2,Duration_Mean.3,Duration_Mean.4,Duration_Mean.5,Duration_Mean.6,Duration_Mean.7,Duration_Mean.8,Duration_Mean.9,Duration_Mean.10,Duration_Mean.11,Duration_Mean.12,Duration_Mean.13,Duration_Mean.14,Duration_Mean.15,Duration_Mean.16,Duration_Mean.17,Duration_Mean.18,Duration_Mean.19,Duration_Mean.20,Duration_Mean.21,Duration_Mean.22,Duration_Mean
31.772249188641297,108.23558293285107,72.30254955548624,67.24524872138628,15.56171143679573,35.50842649136553,41.25581797479098,32.31004502648643,30.95123586275952,19.78788680568814,21.771764597237016,19.691629796057384,31.772249188641297,108.23558293285107,72.30254955548624,67.24524872138628,15.56171143679573,35.50842649136553,41.25581797479098,32.31004502648643,30.95123586275952,19.78788680568814,21.771764597237016,19.691629796057384
28.331724388704824,91.0894799770222,70.37387919814525,65.5160393064991,14.920757220134,33.34070586965265,38.14049558086578,31.507030038989896,28.323268491340723,18.93677584416581,21.22765394407617,18.5328132084365,28.331724388704824,91.0894799770222,70.37387919814525,65.5160393064991,14.920757220134,33.34070586965265,38.14049558086578,31.507030038989896,28.323268491340723,18.93677584416581,21.22765394407617,18.5328132084365
24.97192432806745,70.89792166682724,62.704054454429055,61.432942784995525,14.132406761541118,30.302141622039148,34.12214634000557,30.822982750275795,25.40967138554268,18.134801182196536,20.36596700942093,17.26961272852929,24.97192432806745,70.89792166682724,62.704054454429055,61.432942784995525,14.132406761541118,30.302141622039148,34.12214634000557,30.822982750275795,25.40967138554268,18.134801182196536,20.36596700942093,17.26961272852929
22.59692942577618,51.91122393396791,49.48427903031128,49.70347349278555,13.286490948860148,27.91304956219416,30.80771611977423,29.95894171015761,23.352850837491573,17.784655376471285,19.176601004407665,16.441112639778442,22.59692942577618,51.91122393396791,49.48427903031128,49.70347349278555,13.286490948860148,27.91304956219416,30.80771611977423,29.95894171015761,23.352850837491573,17.784655376471285,19.176601004407665,16.441112639778442
21.337853217446824,48.74475169488942,36.66191357132258,41.45031537949151,11.88229391839598,25.47159032895017,27.746163485165653,28.120123905571727,22.68784737781621,17.096607456752867,17.498349821467816,15.940347434459111,21.337853217446824,48.74475169488942,36.66191357132258,41.45031537949151,11.88229391839598,25.47159032895017,27.746163485165653,28.120123905571727,22.68784737781621,17.096607456752867,17.498349821467816,15.940347434459111
18.312836161251862,49.57005857507137,30.27119591894736,36.58801496049804,10.45104643839674,21.88712941783833,24.71534266438385,25.60103756553372,20.75187482042413,16.04290785064031,14.529607450127,15.12613749452733,18.312836161251862,49.57005857507137,30.27119591894736,36.58801496049804,10.45104643839674,21.88712941783833,24.71534266438385,25.60103756553372,20.75187482042413,16.04290785064031,14.529607450127,15.12613749452733
14.27389819944271,42.34448350338665,29.11756094674,31.55515632562632,10.112895862962084,20.81479186077933,20.94007929592708,23.21894697719868,19.033725187685835,15.106674443110634,12.799030693477464,14.417755829663545,14.27389819944271,42.34448350338665,29.11756094674,31.55515632562632,10.112895862962084,20.81479186077933,20.94007929592708,23.21894697719868,19.033725187685835,15.106674443110634,12.799030693477464,14.417755829663545
12.081018646350914,26.38348853255124,24.40554007909593,23.16768466787921,9.82352352291112,16.110661860771135,17.042374294710946,20.306210416241026,15.324991258215787,13.544207332793038,10.56875169983634,12.946810930387157,12.081018646350914,26.38348853255124,24.40554007909593,23.16768466787921,9.82352352291112,16.110661860771135,17.042374294710946,20.306210416241026,15.324991258215787,13.544207332793038,10.56875169983634,12.946810930387157
7.9579283996923795,24.70979096837304,14.136599443068098,15.140338978354796,7.511173874680034,10.552866471542416,10.684843048433128,14.154155466602992,9.546550645016668,10.30523074435492,7.775824757858621,9.73059363249268,7.9579283996923795,24.70979096837304,14.136599443068098,15.140338978354796,7.511173874680034,10.552866471542416,10.684843048433128,14.154155466602992,9.546550645016668,10.30523074435492,7.775824757858621,9.73059363249268
3.3221942804159648,8.652652653614327,6.602174732623044,6.8508665943989655,2.7793443419121715,4.586093493306516,4.710545187935844,5.767977643207943,4.191290320709455,3.909003051849804,3.0302233553348072,3.705374039845976,3.3221942804159648,8.652652653614327,6.602174732623044,6.8508665943989655,2.7793443419121715,4.586093493306516,4.710545187935844,5.767977643207943,4.191290320709455,3.909003051849804,3.0302233553348072,3.7053740398459754
