Duration_Kurtosis,Duration_Kurtosis.1,Duration_Kurtosis.2,Duration_Kurtosis.3,Duration_Kurtosis.4,Duration_Kurtosis.5,Duration_Kurtosis.6,Duration_Kurtosis.7,Duration_Kurtosis.8,Duration_Kurtosis.9,Duration_Kurtosis.10,Duration_Kurtosis.11,Duration_Kurtosis.12,Duration_Kurtosis.13,Duration_Kurtosis.14,Duration_Kurtosis.15,Duration_Kurtosis.16,Duration_Kurtosis.17,Duration_Kurtosis.18,Duration_Kurtosis.19,Duration_Kurtosis.20,Duration_Kurtosis.21,Duration_Kurtosis.22,Duration_Kurtosis
5.937814341419541,-1.080527152203368,-0.768264547924816,-0.8125540876337962,36.29769428984592,5.256217223580888,11.016513709684409,17.704392284109502,7.918162612278682,62.53769444020786,15.763743431712284,105.65174895272422,5.937814341419541,-1.080527152203368,-0.768264547924816,-0.8125540876337962,36.29769428984592,5.256217223580888,11.016513709684409,17.704392284109502,7.918162612278682,62.53769444020786,15.763743431712284,105.65174895272422
6.244847705503739,-0.9995870997191308,-0.5018527620032276,-0.9132947791685528,37.16249958428066,5.110535406651948,10.867942414426778,17.84469113887895,8.056495417210309,59.86960548978154,14.757269094470775,111.22012958720408,6.244847705503739,-0.9995870997191308,-0.5018527620032276,-0.9132947791685528,37.16249958428066,5.110535406651948,10.867942414426778,17.84469113887895,8.056495417210309,59.86960548978154,14.757269094470775,111.22012958720408
6.591744508261641,-0.8301184019335244,-0.3243644421148901,-0.8455932265058355,38.45546124258169,5.019037566381698,10.840039023902053,18.007753813791336,8.298254553816873,56.68912558822328,13.754614260982638,116.8558395484184,6.591744508261641,-0.8301184019335244,-0.3243644421148901,-0.8455932265058355,38.45546124258169,5.019037566381698,10.840039023902053,18.007753813791336,8.298254553816873,56.68912558822328,13.754614260982638,116.8558395484184
7.001770440134605,-0.7533090720757425,-0.3559504176527821,-0.6269107566787819,39.88477555864532,5.024783714025865,10.973178307897554,18.001347498641163,8.57065108850611,52.56976583330439,13.01184797257568,121.91775842372108,7.001770440134605,-0.7533090720757425,-0.3559504176527821,-0.6269107566787819,39.88477555864532,5.024783714025865,10.973178307897554,18.001347498641163,8.57065108850611,52.56976583330439,13.01184797257568,121.91775842372108
7.249476623773319,-0.8240065250203403,-0.5241937300694115,-0.4114858665278142,40.91741297286147,5.112979036207607,11.081791300998578,17.363281217608645,8.693828183901159,48.34440401370773,12.335424206005918,125.91275970168402,7.249476623773319,-0.8240065250203403,-0.5241937300694115,-0.4114858665278142,40.91741297286147,5.112979036207607,11.081791300998578,17.363281217608645,8.693828183901159,48.34440401370773,12.335424206005918,125.91275970168402
7.463576074728865,-0.7549525719278134,-0.6695891689750102,-0.2316975405103116,42.33040038785543,5.55873468774228,11.297162841426424,16.04318636309354,8.906716113140641,44.556428587128494,11.63137433707652,129.79066689580898,7.463576074728865,-0.7549525719278134,-0.6695891689750102,-0.2316975405103116,42.33040038785543,5.55873468774228,11.297162841426424,16.04318636309354,8.906716113140641,44.556428587128494,11.63137433707652,129.79066689580898
7.89291574674726,-0.762400527354747,-0.7116247337866866,0.0254557910123449,44.17769575247686,6.357366537660367,11.708382234384866,14.395422759580804,9.071491295096978,39.70789758794854,11.215241153093816,132.85080939115858,7.89291574674726,-0.762400527354747,-0.7116247337866866,0.0254557910123449,44.17769575247686,6.357366537660367,11.708382234384866,14.395422759580804,9.071491295096978,39.70789758794854,11.215241153093816,132.85080939115858
8.209037551943203,-0.8517609279550484,-0.6666341501109629,0.2700462996918573,45.52504839682931,7.356398654937781,11.879488205397523,12.447062267904894,9.149724909533052,36.61616097603284,10.95374651203226,132.1585359796994,8.209037551943203,-0.8517609279550484,-0.6666341501109629,0.2700462996918573,45.52504839682931,7.356398654937781,11.879488205397523,12.447062267904894,9.149724909533052,36.61616097603284,10.95374651203226,132.1585359796994
8.293308870873442,-0.7231420477907329,-0.5658523481357722,0.4812968697340714,47.65280924528397,8.65590744087575,11.573333838990424,10.338325785148816,9.26409850877842,34.26029288758273,11.440411908920607,127.81720249065717,8.293308870873442,-0.7231420477907329,-0.5658523481357722,0.4812968697340714,47.65280924528397,8.65590744087575,11.573333838990424,10.338325785148816,9.26409850877842,34.26029288758273,11.440411908920607,127.81720249065717
7.788203570586425,-0.79025181912951,-0.4556385006001493,0.6380514217834494,49.65706257253816,9.66885787032651,10.562412012119294,8.577968670750504,9.2417348463282,30.76884025462811,12.449844964254432,119.01022036744703,7.788203570586425,-0.79025181912951,-0.4556385006001493,0.6380514217834494,49.65706257253816,9.66885787032651,10.562412012119294,8.577968670750504,9.2417348463282,30.76884025462811,12.449844964254432,119.01022036744703
