RMS_Max_Min_difference,RMS_Max_Min_difference.1,RMS_Max_Min_difference.2,RMS_Max_Min_difference.3,RMS_Max_Min_difference.4,RMS_Max_Min_difference.5,RMS_Max_Min_difference.6,RMS_Max_Min_difference.7,RMS_Max_Min_difference.8,RMS_Max_Min_difference.9,RMS_Max_Min_difference.10,RMS_Max_Min_difference
52.31058239161603,56.104703440495385,69.67454039490043,74.43017563604941,85.73279284506913,85.46345535371304,82.05650951881458,109.01872273767432,61.13723240617746,44.926565747144885,55.90906734710407,82.53483923183526
49.60108133394252,20.866348921044647,42.925684830185205,29.13785125912827,8.761608390541005,24.06231468130364,19.91854424854933,36.63853015385166,14.611609215316342,6.972707074037,11.416629416894184,33.69441006998472
53.89371786501084,9.334209070592085,16.176829265469983,26.991222010837603,0.2830703299643708,16.446841837230945,10.313107740365773,31.75897376836376,5.805102665376446,9.5166603412048,0.0128605258710607,23.33460681621233
80.58163337827239,9.020757049478007,10.985933741285244,2.55076876454634,7.152411115148566,8.831368993158254,2.8218846311708035,49.18580180413751,3.425268924409215,12.0606136083726,2.3646309019280505,19.639886023002106
81.53334607359875,8.707305028363933,5.795038217100503,2.206560792301469,11.646874480086463,7.006261936843755,7.388695834072446,17.046481089001116,1.9910252314996268,14.6045668755404,0.904586882973784,31.42657471732573
58.96430247728097,8.393853007249856,2.976518714295353,4.851913063397223,9.8166519524446,5.181154880529256,11.955507036974089,8.954423413432526,2.620805686974644,10.501098850506342,2.6150095635125647,42.95559170926306
57.98194640144322,8.08040098613578,4.230053514064135,9.808666617347562,7.9864294248027345,0.5182804484482825,16.52231823987573,6.221222761018536,22.785985533694493,10.010490678295154,4.3254322440513455,24.794814177356898
45.40099143250394,7.766948965021704,5.483588313832917,7.749914429178176,6.156206897160871,32.864045480882524,17.976691562292636,15.508523652235848,24.633541663819635,9.519882506083968,8.443443308213734,45.30362622660458
43.29166723473524,7.453496943907629,6.737123113601699,13.002802036692042,3.240312367495405,26.958358467387168,15.556408958842866,10.142739998050988,26.481097793944773,9.02927433387278,32.537446749998665,46.47440862992585
36.16256052265968,7.140044922793552,15.561195246320562,11.203227198562994,0.3244178378299391,21.05267145389181,13.136126355393095,6.4360392403906985,12.686819394307602,8.538666161661594,22.82649835595935,55.03444743097661
35.01890477060965,6.826592901679476,16.50393352872758,30.267308895259127,7.464391851669029,39.868192663542,10.715843751943323,11.460130272702868,53.68791833902165,8.048057989450406,110.28447950779632,34.5754859637466
51.11257188340136,6.5131408805654,17.446671811134596,32.114532851746894,9.244808605097017,32.61995872473758,8.295561148493555,19.542073738672634,17.713619493483343,7.55744981723922,29.04986480761334,54.44165372027077
30.662323975575635,6.199688859451324,20.045333326318424,34.237379967733546,8.479060178545492,15.230205429052765,12.464468337069054,8.924966532262857,10.132744495068875,7.066841645028033,46.67188861885063,51.016408648895705
15.184830199490964,5.886236838337248,8.15355026719956,22.283084498019804,12.926485570774211,35.685196817699364,12.763617266000452,12.590267572546004,13.092749163709671,6.576233472816845,43.88162910814118,52.94242794195816
15.975174309983958,5.572784817223172,16.612999523662186,4.135190315115457,13.554732541432342,31.858423728743617,13.062766194931852,14.044342128598585,21.24054592099709,6.085625300605659,40.31185705825899,51.08008517987929
25.219782820852203,5.90789770894759,17.68509437588028,11.375652022007998,14.182979512090473,3.3932663764590103,13.36191512386325,18.85634171417661,14.395237799009172,5.595017128394472,31.95652007373792,51.00405913622714
53.38170113028488,6.243010600672007,18.757189228098376,11.94604340333273,14.811226482748602,7.969516372520228,13.66106405279465,20.47231876882456,20.955036092741555,5.104408956183285,34.04939115000232,42.15278827019901
37.93587854957183,6.578123492396425,19.82928408031647,35.17204241743441,11.055783421081712,22.398833508206582,13.960212981726048,17.29857971459108,27.514834386473936,4.613800783972098,32.14684352935153,48.2083940533722
41.310011221897234,6.913236384120842,20.901378932534566,14.64191911980143,7.300340359414823,18.87635711373023,9.777439427242914,16.159093280538585,10.97034866603411,4.123192611760911,41.17061368077245,54.40552279493865
42.38801946935114,7.24834927584526,21.97347378475266,46.78051047835153,3.5448972977479336,15.353880719253874,5.594665872759779,18.88467266710186,10.650113433480536,3.632584439549724,40.69702618015698,57.02288800144101
40.03881104667271,7.583462167569678,23.04556863697076,25.60682724866892,4.701745507707307,12.414951888981756,8.499265818137825,21.00442342767633,9.627417531828716,3.1419762673385367,13.18807138590554,61.32585795878638
29.3625666214964,7.918575059294095,24.11766348918885,48.18735450828015,1.511953717941254,34.405033612225466,10.01800763591534,22.69223552644403,10.175496951097706,6.918389700247073,24.26704984126353,44.5415339341733
35.48680509465668,8.253687951018513,21.868593005191745,73.61599884125108,2.0066275184681435,31.818615266945933,11.53674945369285,31.467392953329323,19.986501026743163,10.69480313315561,26.683309615694444,42.3238373022285
32.815937841868994,8.58880084274293,19.61952252119464,3.197613496091712,2.501301318995033,14.815755745613265,12.718742049194814,24.74951441816856,16.993955831304095,9.929347658170862,19.83278189122881,53.758161810479024
31.0979404498796,8.923913734467348,17.37045203719753,47.39578990349758,2.995975119521922,40.760421918151806,13.900734644696778,18.84135939742599,23.614780608345725,9.163892183186114,53.13007299960582,61.51330367777299
23.492131709288152,9.259026626191766,15.121381553200424,40.34334228808843,14.529591548543989,23.985837370030616,16.508941505024357,20.912397468196342,15.21639526962554,8.398436708201366,34.928491210223434,59.47185848377282
40.30614469674197,1.2460554771932086,12.872311069203317,56.25543409845156,6.462458513347808,17.508613398210514,14.488254126411054,15.04125364713999,32.009216978090805,7.632981233216618,35.495877294002575,73.21171283007494
34.40001033365388,2.087211357272099,10.623240585206212,84.74999103630626,9.884156910436044,11.031389426390412,3.340917358842578,20.414408429061098,30.42327210228735,6.867525758231871,19.25186981256549,54.29730157535782
29.192963732624577,2.928367237350989,8.374170101209105,70.13422558274742,11.772257006915469,4.55416545457031,7.553267786281233,17.85877705018497,20.251093458482345,6.102070283247124,24.548499234316253,56.13864822689207
24.7033617342356,3.76952311742988,6.125099617211998,63.85886031736312,31.020891679739183,25.421846731796524,7.11566987300084,22.639130558447697,9.994755275203763,5.336614808262376,34.55683092935733,48.5856047833989
34.71125239473431,4.61067899750877,3.876029133214893,82.81666676166914,6.707671105480101,41.57968597434804,9.217618759362043,22.22404343451033,7.281083478842721,4.571159333277628,37.93490645449418,53.99987274571494
51.70366024497615,5.45183487758766,1.626958649217782,64.19543061965973,14.669713471997492,38.12711796816421,8.740449008374007,23.25621186002028,9.235975665708882,3.8057038582928806,48.87788219895848,54.77318775354167
40.58055185334928,6.292990757666551,13.358300019084687,67.13170540701788,21.241796190341383,18.65606064194864,16.406839430620806,32.59411067377786,32.434053443634554,3.040248383308133,46.812313067999455,55.45665744235973
