Duration_Median,Duration_Median.1,Duration_Median.2,Duration_Median.3,Duration_Median.4,Duration_Median.5,Duration_Median.6,Duration_Median.7,Duration_Median.8,Duration_Median.9,Duration_Median.10,Duration_Median
3.710535393414293,-9.689969507006506,-15.335208708480597,-35.971952713763926,-67.42136919954561,-104.06981437705522,-36.55151557130577,-16.656055410213494,-29.58875891046295,-47.3589767967234,-16.81844109325661,-7.187055527123064
-2.0542160461559664,-95.0518772322996,-65.6326615682545,15.996585797616929,81.2486207982167,110.26789772787548,32.91453646914647,-0.434971857191051,-14.197681328007477,49.97302195277753,-69.34615960684538,0.7171058390022065
-1.1460488810931413,-72.20544994829386,-115.93011442802842,19.837862406618875,6.924438777897279,-88.83353955466107,-151.7515327338903,-2.699713137801653,42.57670874216132,20.69734396904852,88.58268594590963,5.975030440680513
26.66660793994133,-66.25707618757576,-55.75294018950675,-9.834794964906308,-71.18929626871811,-287.9349768371976,-282.1553073011923,0.0136419339326443,19.705347375557903,-8.578334014680486,13.882247462468955,-1.7934712554708006
58.14133946884795,-60.308702426857664,4.424234049014913,-61.46174152325133,-6.437823831064996,-105.27914185900482,-177.4200444869207,0.9140662257928548,-7.422052180550807,-37.85401199840948,-238.511454968144,2.6538999855537924
49.83897684040322,-54.360328666139566,93.07783572297424,-18.633644372521832,-63.67285396773021,77.37669311918793,-72.68478167264905,1.5448634137804047,7.289900321114075,107.13363899382436,-312.351134407731,4.480855532442746
65.46103635867689,-48.41195490542147,84.45980187479847,17.674937119923136,-120.90788410439544,36.27435848372806,32.0504811416226,1.4208081843907236,-32.44809085597962,97.58328257770836,-386.19081384731805,6.143868869034421
42.87604092770546,-42.46358114470337,75.84176802662269,-68.29573293064347,-178.14291424106065,-22.95702415383968,9.728197820633955,-1.3990352256893774,0.6200275446798074,88.03292616159237,-25.48220436238458,1.8202136440118628
48.17252477503559,-36.51520738398527,67.22373417844692,40.14225584486221,-107.48380473825524,-22.660312995562485,-60.82311498781391,-29.81667263341649,33.68814594533923,78.48256974547638,1.4337447544710145,9.329485252565815
54.50342307544896,-30.56683362326717,-44.692622892402426,-20.36336568589053,-36.82469523544982,-22.363601837285287,-131.37442779626176,-18.2212549407293,-9.304537143661047,68.9322133293604,14.491288903814304,8.605770444193357
18.675753478645817,-24.61845986254908,15.94830258911852,39.71046743669721,-4.67876549586634,-0.1703642617979727,-201.92574060470963,-0.0440082793033522,24.94413262716905,59.38185691324439,2.0696921273065723,1.35540471058904
48.9150130889886,-18.67008610183097,76.58922807063946,22.82451571113092,-160.47245701866927,-1.790163590587443,-272.4770534131575,0.0373453965611944,15.416661201813838,49.8315004971284,7.688904062181187,14.286802446243566
