Amplitude_Kurtosis,Amplitude_Kurtosis.1,Amplitude_Kurtosis.2,Amplitude_Kurtosis.3,Amplitude_Kurtosis.4,Amplitude_Kurtosis.5,Amplitude_Kurtosis.6,Amplitude_Kurtosis.7,Amplitude_Kurtosis.8,Amplitude_Kurtosis.9,Amplitude_Kurtosis.10,Amplitude_Kurtosis
-0.971362243593174,-0.1289749404091491,-1.01244635476458,-0.6527699666506406,-1.079754677247348,-0.5732153848150943,-0.7822743547176159,-0.4428973759617705,-0.6932159776489155,-1.379607983681416,-0.6993024637461929,-0.1139887387710385
1.7308395491995636,-1.559399526530578,-0.9966649562710692,-1.025404575325799,-1.0527862257472178,-1.473485890131235,-0.5661928923066508,0.5157943868337873,-0.749916986608044,-1.5,-0.6190089585515981,-0.7891062454451707
0.0371126980499068,-2.0,-0.9808835577775584,-0.4647864189696293,-2.0,-1.4867429450656175,-1.3986645260722834,-0.7157326145186969,-1.5000000000000002,-1.5056307014680013,-2.0,-0.9165252049091808
-0.5788766769899354,-2.0,-1.4904417788887794,-0.7136891100327789,-1.9570861414625844,-1.5,-1.5,5.611802362231943,-1.5000000000000002,-1.5112614029360023,-2.0,1.3947479850839375
-1.1626197567455674,-2.0,-2.0,-1.936793893868596,-2.0,-1.75,-1.424748715383667,4.189884515152718,-1.4999999999999998,-1.5168921044040038,-2.0,2.259397340120094
-1.1457482260707132,-2.0,-2.0,-1.1013105803561032,-1.8333333333333333,-2.0,-1.3494974307673346,7.887557338251726,-2.0,-1.5,-1.7185725899321205,3.270211962460042
-1.212281327004267,-2.0,-1.8333333333333333,-0.804476018174161,-1.6666666666666667,-2.0,-1.274246146151002,2.620286359215215,-1.7517502616820302,-1.5,-1.4371451798642405,4.7930245347985725
-1.117368368553865,-2.0,-1.6666666666666667,-1.523341593449604,-1.5,-1.3277166815067665,-2.0,-0.1719555124519587,-1.875875130841015,-1.5,-2.0,3.6396799490220086
-0.8484560409178448,-2.0,-1.5000000000000002,-0.883488866999202,-1.75,-1.2724069406786611,-2.0,-1.5799463551039783,-2.0,-1.5,-0.5179246584441684,-0.0010743617178254
-0.9297729989254262,-2.0,-2.0,-1.723158745566818,-2.0,-1.217097199850556,-2.0,0.7784848029887401,-2.0,-1.5,-1.1874866360382,0.750389914921068
-0.3930981590517497,-2.0,-1.75,-1.376337479726775,-1.1337999863031514,-0.275768626654989,-2.0,22.14516704428186,-0.7344221247560001,-1.5,-0.1127920173414653,2.248434920726738
-0.4283095313540532,-2.0,-1.4999999999999998,-0.7142756192494151,-1.377932597759604,3.439218152861569,-2.0,77.80815041813857,-1.6640020329028096,-1.5,0.5186754668603077,1.589514288588318
