Rise-Time_Central_moment_4th_order,Rise-Time_Central_moment_4th_order.1,Rise-Time_Central_moment_4th_order.2,Rise-Time_Central_moment_4th_order.3,Rise-Time_Central_moment_4th_order.4,Rise-Time_Central_moment_4th_order.5,Rise-Time_Central_moment_4th_order.6,Rise-Time_Central_moment_4th_order.7,Rise-Time_Central_moment_4th_order.8,Rise-Time_Central_moment_4th_order.9,Rise-Time_Central_moment_4th_order.10,Rise-Time_Central_moment_4th_order
8645594637.337614,164314673.82534578,9135149656.46607,1178838603.9671292,245343109.2147188,2928908638.135012,67800322595.89156,158149666.50879157,35235949.696357094,3126347525.093192,3792497.6802033503,1488113966748.071
336513.8774346753,2795800.8648376814,4567654071.387333,1464136.6850453925,26224.081878285684,425628.4691554962,429119.1187341772,256569745.4612009,592846.279033391,1287.563031217276,620302.5246707022,17651003.1997088
983438.2480421448,78506.33762185254,158486.30859619816,1078117.8547909225,36265.1115667726,287432.3296988422,112421.14480408766,92343.94469016865,1846083.9795672048,50032.10951009708,93751.32291465742,1673333.846732082
13958576.350047505,75458.29967833988,208007.74094225373,196385.3499442234,601204.6820397442,149236.19024218814,16275.37988579917,11304148.607355587,260170.2541803273,98776.65598897688,2729.308241300228,8912477.290019076
3432117.742805605,72410.26173482723,257529.17328830928,1372074.8413649602,0.6789756429080065,593568.9128752315,13503.291996302583,21326.53595228855,1988604.1071219847,147521.2024678567,133010838.71609752,4594395.658234658
5626136.722793451,69362.22379131458,4586.056166910063,5839.024640069622,379792150.0497356,1037901.6355082748,10731.204106806004,22214.066029705307,42619.88072279037,38541568.380342856,17389510100.64216,26654608.05741642
2750516.534367576,66314.18584780191,11113410.715481725,65283.5072527492,759584299.4204955,1449.6820709475517,7959.116217309419,37326.504147324114,192256.8184598301,35986861.07363347,34646009362.568214,11742565.047130244
5487618.228027153,63266.14790428926,22222235.37479654,208352.74130502137,1139376448.7912552,375303.1384611088,5837.17512375994,49094.162941774535,133752.48510831757,33432153.76692408,5499.396885886248,9479331.575798463
165034.4219383624,60218.10996077661,33331060.034111355,140229.59495636227,569793250.5344676,367261.4763083132,186679.30829190128,21364.96423894707,75248.15175680505,30877446.46021469,3181727.267278525,25107201.158387
5290807.00738942,57170.07201726396,35253.26880855574,2058592.499191728,210052.27767998623,359219.8141555176,367521.4414600426,42704.84276436091,247832.8720021665,28322739.153505296,1244720.190529409,19391983.02950625
106221.50297227676,54122.0340737513,99829.16803060178,2310186.5438937107,464919.5856374794,3423446.2920527644,548363.5746281839,76747.96879529946,598932.9257775117,25768031.84679591,8864517.550702993,15141384.375240143
525055.5074584016,51073.99613023864,164405.06725264783,43500.57002370114,61195.83049761444,10589441.696847135,729205.7077963252,371.46150186161344,30388.734410878445,23213324.54008652,3169848.008460887,20656848.79485809
72386.15195299579,48025.95818672599,157325.48446194152,172404.39767857656,10447.974463785124,6542600.195954814,85611578.32591863,538298.0943566354,3459610.599686851,20658617.23337713,29020132.03908042,15264222.937532317
121458.01894439996,44977.92024321334,193080.8234476702,41356894.56107067,22989.06916570341,84750827.45770209,69014529.27717288,88282.86077111593,115139.07658343736,18103909.92666774,2802353.82157098,8767386.768148476
141638.34806259448,41929.88229970068,2577175.0884673884,3790050745.617627,18204.941148599395,5910016.653966665,52417480.22842714,297518.73810045887,6338468.285758756,15549202.619958349,2090551.4482811368,20114528.53072296
1198676.4091093985,56489.50391770928,2221285.532713004,233358930.2977754,13420.81313149538,14990.414004912862,35820431.17968139,95007.2957505381,15822.486428815348,12994495.313248958,1688403.4798900275,35359329.63649389
39912785.94960164,71049.12553571787,1865395.9769586192,222039.6291946597,8636.685114391365,1836178.9822282093,19223382.130935647,390672.8011670741,220973.7772131066,10439788.006539568,6291558.756834266,46099292.18753033
