Duration_Central_moment_3rd_order,Duration_Central_moment_3rd_order.1,Duration_Central_moment_3rd_order.2,Duration_Central_moment_3rd_order.3,Duration_Central_moment_3rd_order.4,Duration_Central_moment_3rd_order.5,Duration_Central_moment_3rd_order.6,Duration_Central_moment_3rd_order.7,Duration_Central_moment_3rd_order.8,Duration_Central_moment_3rd_order.9,Duration_Central_moment_3rd_order.10,Duration_Central_moment_3rd_order
-6924143.686661742,-2153689.4791946146,-27665639.48725181,-7047420.664716299,-18660610.82710946,-7072402.332537784,-784410941.590511,1570406.5420168613,640726.0001394707,1565764.4323130806,50480.23342618912,-139448167.34012687
-729996.2674073131,4259155.363229604,-13446805.192795131,348106.81184175983,-1198735.3530460151,-13114799.748848954,540490.0827625928,-1649049.7914048966,75486.07625958159,-439340.4569868859,1283902.5082318382,-149392.45093723954
-34565.85646923807,0.0,772029.1016615486,-2857135.466787352,0.0,48200514.21715584,5311651.581695179,-89689.86697487262,8530.95586797432,-375804.7501449872,3.4924596548080444e-10,-128496.18386685762
-621889.9820886557,0.0,386014.5508307743,421546.8451220999,721512.2928992725,109515828.18316062,18306254.920396235,-3388359.203924134,-262083.3087818104,-312269.0433030884,0.0,-284181.6235623273
-1194931.7914219557,0.0,0.0,3620543.847736765,0.0,54757914.09158031,12154742.436849348,13062.972010705696,-42548.10124276982,-248733.33646118967,9.313225746154783e-10,269171.856819762
-954363.7930739438,0.0,1.403321903126198e-13,-234188.82283734696,4257858.882085337,0.0,6003229.95330246,121073.31214766848,0.0,-2902155.9363525626,58113865.21411405,293556.0620530377
-1190034.2545602515,0.0,-227820.8071136122,-468187.46609858266,8515717.764170675,0.0,-148282.53024442852,303259.9133399866,611321.9444283601,-2686595.752866873,116227730.4282281,117976.45940898336
-889283.9930397519,0.0,-455641.6142272244,637959.242778999,12773576.646256013,4162335.443043305,0.0,241629.56838486355,305660.97221418004,-2471035.569381183,0.0,87871.70043632283
-762779.523473876,0.0,-683462.4213408366,-229767.8237578449,6386788.323128006,2101082.736692673,1.862645149230957e-09,144772.04082345642,0.0,-2255475.385895493,10307.606816218298,-46726.68168188936
-816715.5693983162,0.0,-9.094947017729282e-13,-2146545.576852376,0.0,39830.03034204247,3.725290298461914e-09,64911.36334823197,0.0,-2039915.202409804,-87449.63544529355,-93486.94407832918
-349879.631020848,0.0,-268376.79677905445,-2726326.957194466,4977.963217903686,-1277144.088624027,5.587935447692871e-09,-38340.83942951694,-1185564.7575483825,-1824355.0189241143,-7224.08162862626,116531.08198223104
-1019688.4845658236,0.0,-536753.5935581089,529932.9424425348,4727325.184890282,-5345.185920032754,7.450580596923828e-09,3013.5759083427824,-63741.19611737509,-1608794.8354384245,-15240.02527098198,-44325.626398206645
21702.67485925292,0.0,410.3669598394768,823558.695114087,348.76341463271547,-34535.66405235409,36312508.85880988,-15116.641032943078,-2933688.5172168305,-1393234.651952735,12293.312757280006,-161143.606130713
-29969.13550020752,0.0,4653.530359858585,-337276.5001437935,-41455.2859723156,-75891.16044039393,29018539.0397805,58185.326191867774,-951517.031795362,-1177674.468467045,-83679.49367224493,-33344.74160796583
5692.772611283317,0.0,454908.7462657088,0.0,-27636.857314877067,12319.295364792746,21724569.22075112,24739.264773084244,615923.9320575616,-962114.2849813557,-35251.160684717666,-11678.42792781905
-29966.59554301353,0.0,304972.2375241247,975983.9945735683,-13818.428657438531,2.9103830456733704e-11,14430599.401721738,-46397.39381000955,1154544.9555359003,-746554.101495666,-86769.57385270354,-81098.44526007751
-6147.570934227439,0.0,155035.72878254054,-2195362.4115058696,0.0,-1272491.7791831251,7136629.582692359,33198.587573114004,649065.8145497119,-530993.9180099759,-71863.09161719207,51471.90995794135
-1065.9465444586394,0.0,5099.220040956396,5754012.108346474,26.34198303309845,-434064.1444502043,-157340.23633701884,3636.995384621975,143586.6735635235,-315433.73452428635,-93543.45168667204,-343799.5994356798
-6788.5960002422335,0.0,-144837.28870062777,-8.86757334228605e-12,52.68396606619692,-187096.68805057043,-828999.4861084598,-7658.971329064485,-891904.951089235,-99873.55103859678,-418852.5562541033,-22090.52979719529
830.072476399026,0.0,-294773.7974422119,9716006.9774774,79.02594909929537,59870.76834906339,-1500658.7358799006,54354.58073638415,70921.06327942947,115686.63244709326,-307636.6334578924,-25316.557354544948
225.23733447927208,0.0,-444710.306183796,-10422267.359791229,-489.05855610590254,0.0,-330860.55480128684,-15263.957707610258,23851.56001989428,331246.81593278266,3312.5035783069125,-145428.57224669532
-15429.655298182974,0.0,-594646.8149253802,112244223.05886702,0.0,775387.7863938079,2123549.3268994773,-14904.859430380991,442416.33353602176,1283057.0297724106,105661.9346535692,-300416.15926413826
153514.41494524226,0.0,-535182.1334328422,29062267.279622853,-6256.61560730128,69405.57170416342,4577959.208600241,40431.32070728484,2705246.946196056,2234867.2436120384,256198.9504666735,-116602.50612071768
-9727.122351280455,0.0,-475717.4519403042,1.1641532182693479e-10,-12513.23121460256,-1231145.9350011947,2291761.0270776222,-49836.01872993503,-287825.8824147,2048628.3066443685,-1251.5849884695983,-106335.2797394912
-20728.075293879603,0.0,-416252.7704477662,35286994.00532178,-18769.84682190384,0.0,5562.845555004009,316495.4269472709,-2015418.1060616816,1862389.3696766987,-12645.984032050848,324252.1030523455
37253.62658302954,0.0,-356788.0889552282,-984677.1303587862,3425703.621474772,0.0,89796.89600216431,252958.7192835695,103754.70873375372,1676150.432709029,146.404367586913,336099.87011515186
-457004.9212068922,-4.3655745685100555e-11,-297323.4074626902,-285030.0073313224,0.0,0.0,112556.25076544248,-60690.472054367405,1617071.4220822167,1489911.495741359,-247662.09892489208,-125811.36409640223
-114593.06196085716,-4.279411912552621e-11,-237858.72597015213,-2008198.341898009,0.0,0.0,0.0,64295.5827953526,1281077.65547255,1303672.558773689,618264.0236554658,-325734.10993243783
