Rise-Time_Central_moment_5th_order,Rise-Time_Central_moment_5th_order.1,Rise-Time_Central_moment_5th_order.2,Rise-Time_Central_moment_5th_order.3,Rise-Time_Central_moment_5th_order.4,Rise-Time_Central_moment_5th_order.5,Rise-Time_Central_moment_5th_order.6,Rise-Time_Central_moment_5th_order.7,Rise-Time_Central_moment_5th_order.8,Rise-Time_Central_moment_5th_order.9,Rise-Time_Central_moment_5th_order.10,Rise-Time_Central_moment_5th_order
-2734436018053.361,2353321833.0926666,-2348950682196.7544,-182786777428.268,-1669647604.2052882,-122361352847.06387,-6188016380692.071,-20485092857.420555,-901012330.9020028,-141901212152.3096,17002816.494182065,-786800148633693.6
-2422346.0645598266,-46207941.25645902,-1174475737521.093,-14903154.938578667,-202820.9800991789,-4885610.540627274,1105536.3241280792,-7034167146.904416,6815541.953795093,-6463.535992205951,33047153.97626651,-344556575.11378914
-21395840.15864621,0.0,-792845.431850556,3080212.9471707004,0.0,-3224974.099285128,728064.794132738,-823636.5986462593,-26654302.97617725,-996410.2952735734,0.0,-34844040.97426468
-869823621.0402541,0.0,-396422.715925278,438654.7016971467,-3523031.741236482,-1564337.6579429824,-127693.6743191812,-429335324.2897621,4975624.947296682,-1986357.054554941,0.0,-166381273.22842827
-311360981.5202045,0.0,0.0,10037642.305909572,0.0,-782168.8289714912,-104396.99780135142,-84374.97172232106,-68001533.6061025,-2976303.813836308,0.0,-49241631.03735176
-402437535.19667566,0.0,0.0,-34710.05862520962,65037200553.41602,0.0,-81100.32128352163,-121615.6201946297,0.0,3055129323.621851,9814856915922.629,-2646600095.92466
-302153935.2762737,0.0,-715006900.2205948,-284034.7068429089,130074401106.83205,0.0,-57803.64476569184,-414930.2073928363,-4988309.151213456,2851370756.980076,19629713831845.254,-1040807100.3036324
-1038282346.3357232,0.0,-1430013800.4411895,4213804.003745867,195111601660.24808,-940088.6310606714,0.0,405765.94326359214,-2494154.575606728,2647612190.3383,9.822542779147624e-11,-525958238.0204941
-708609.5872800812,0.0,-2145020700.6617844,-987023.9583841471,97555800830.12404,892709.3964216613,-1.3969838619232178e-09,98510.78906791584,0.0,2443853623.6965246,-126242385.47979684,-2877810453.3367896
-117182191.861683,0.0,0.0,-96793902.92961591,0.0,2725507.423903994,-2.7939677238464355e-09,-802194.0289940661,0.0,2240095057.054749,9458730.114135554,-1390314700.9355185
-805310.9963285552,0.0,-1589899.0166689449,24794433.587568723,-2805585.4214256923,-117126268.03513046,-4.190951585769653e-09,-246680.29084648791,-3143918.6948578325,2036336490.4129736,-76753084.96853054,315353234.8627463
1001854.2938363092,0.0,-3179798.0333378897,204656.82354779536,-767063.4172210008,-277412285.1411376,-5.587935447692871e-09,-586.2350121628177,138000.38628996338,1832577923.7711985,45049089.38698611,-1121457035.1452897
34061.40885864044,0.0,-2973161.1315636127,116742.76315724972,-33949.14669970991,-701721333.3257146,4789313817.795453,-30031821.5661653,77929599.97001787,1628819357.1294231,-1087059227.4108353,-842704537.1673474
-1947951.781173408,0.0,2904316.129497044,-1102471002.1433702,83807.80563267793,-9105367755.39168,3846035029.508148,-47256.195446541176,2433192.7610606216,1425060790.4876478,-5714731.883150932,-494865997.1784295
-819087.9509895049,0.0,88207354.32952009,0.0,55871.870421785294,-174460483.6966213,2902756241.220844,-1763995.3967143511,254433401.9809777,1221302223.8458724,-71472007.1358799,-2382266023.9627514
4993414.021326297,0.0,75825561.12367515,-43798038270.45317,27935.935210892647,0.0,1959477452.9335384,91230.55329856584,-29979.854553781508,1017543657.204097,17285703.017355267,-601143582.0090972
-201921235.24018928,0.0,63443767.91783022,1257654.5844860938,0.0,-30128153.41953149,1016198664.6462336,-2090925.6882075125,-547343.7272255523,813785090.5623217,-202933505.7715678,-1263275339.3517225
