RMS_FM4,RMS_FM4.1,RMS_FM4.2,RMS_FM4.3,RMS_FM4.4,RMS_FM4.5,RMS_FM4.6,RMS_FM4.7,RMS_FM4.8,RMS_FM4.9,RMS_FM4.10,RMS_FM4
2.4284683928090014,4.336654219828287,4.20735611357042,4.5269496777529055,2.805218176953044,3.731203294100728,5.467381711296415,9.573745420574577,4.579901707930191,2.8187768885346487,4.291892447054059,7.9601458408982575
6.239079674825399,2.2493487796728537,2.710953395247472,2.928980136446512,1.4532778589269348,1.6055455288324938,2.333698016378559,4.037197044192106,1.6263278953314708,1.5000000000000004,2.254065871487222,4.3953506883656175
5.320348698372794,1.0,1.2145506769245236,2.5289589257829856,1.0,1.5527727644162472,2.06700767308702,6.91041144242276,1.5000000000000009,1.3391056097918634,1.0,3.3435784470147767
4.512271465539332,1.0,1.1072753384622618,1.6341660568474592,1.670239265182505,1.5000000000000009,1.5,15.89253103613391,1.5,1.1782112195837262,1.0,3.298022025514052
20.75961809931608,1.0,1.0,1.9961824308493512,0.9999999999999998,1.2500000000000004,1.5719971807924338,2.783098124432322,1.4999999999999998,1.0173168293755892,1.0,4.261926619995172
8.961135910634473,1.0,1.0000000000000004,2.1000595601485506,1.1666666666666663,1.0,1.6439943615848671,2.3486707604702755,1.0000000000000002,1.4999999999999996,1.56322001388749,3.567018085087979
7.323678541567887,1.0,1.1666666666666672,1.7448014364975772,1.333333333333333,0.9999999999999998,1.7159915423773011,1.9868428135927,1.308669653856123,1.4999999999999996,2.12644002777498,2.32566015275636
5.308324998645574,1.0,1.3333333333333337,2.260072194689835,1.4999999999999998,3.1264656072201,1.0,2.2146217794962166,1.1543348269280616,1.4999999999999996,1.0,2.930244656525061
8.525381486294634,1.0,1.5000000000000004,2.678096868493048,1.25,2.451814048010493,1.0,1.666367077596784,1.0,1.4999999999999996,4.621167491479682,2.5089366877604027
4.154462689660192,1.0,1.0,2.885977255823829,1.0,1.7771624888008857,1.0,1.5114693083284971,1.0,1.4999999999999996,2.4063297468414286,3.422419873651801
4.546594922556884,1.0,1.2500000000000002,2.005413338609412,1.460525617942659,4.3778107916837685,1.0,2.665983913835488,3.960123660658598,1.4999999999999996,11.8801971933522,3.1694023795703545
11.988521141972525,1.0,1.5000000000000004,1.724888259566736,2.008978197073795,9.132542352552695,1.0,8.416519241307563,1.9476635928998007,1.4999999999999996,2.931278170502454,4.130905302371883
