Rise-Time_Impulse_factor,Rise-Time_Impulse_factor.1,Rise-Time_Impulse_factor.2,Rise-Time_Impulse_factor.3,Rise-Time_Impulse_factor.4,Rise-Time_Impulse_factor.5,Rise-Time_Impulse_factor.6,Rise-Time_Impulse_factor.7,Rise-Time_Impulse_factor.8,Rise-Time_Impulse_factor.9,Rise-Time_Impulse_factor.10,Rise-Time_Impulse_factor
594.1698798996571,-24.513851697704148,-68.83409282390936,-31.43397036240772,-14.459650942467691,-13.41180227961846,-122.79317823803348,-54.348968121344896,-25.56797688734354,68.59773911218338,-58.47296089098255,1072.0857195043288
-332.6807862141952,-0.5085732606737703,-32.43833826701159,-15.21590565650615,-35.869416883528494,8.730606141102704,43.16124348022255,-36.66192531017692,75.98652222981933,3.437818213421004,27.74845474047109,-36.88560662910665
-108.3780997340985,13.885823238887236,3.9574162898861873,-54.60250101097101,-0.3819422726459076,3.281497209437888,-1.7270490893257973,185.342630802343,40.16528064855221,1.5424549813684691,1.1561078698264855,-3.690781415900504
110.70276913990736,12.516192291719962,-0.3664669763484864,15.757939351752997,2.5685734614838656,-2.1676117222269293,4.038749565790898,-33.2379916328538,-2.094869967398581,-0.3529082506840657,1.0416735484609596,-25.24816477047776
7341.072348852178,11.146561344552689,-4.690350242583159,-27.79783448235805,1.0127535808226602,4.078918535390013,5.17256161429112,-19.219925734181142,4.061121648380842,-2.2482714827366004,0.3273683139139388,-79.41437736402683
367.1357874795818,9.776930397385415,2.8992026391726733,3.675604754680672,-0.5311024154722483,10.325448793006954,6.306373662791343,8.498963257337817,0.0116061851322394,-3.699579190753463,-1.2150477445341106,-107.00826760858163
150.40581650245716,8.407299450218142,3.573106032268801,16.876213254575404,-2.074958411767157,1.3815874991952546,7.440185711291566,8.241840592080353,2.4352946169877407,-3.907857625330313,-2.75746380298216,-189.55877556232429
133.95698170426587,7.0376685030508686,4.247009425364929,-2.7866486781131923,-3.6188144080620654,89.09734528458603,-26.724846994475897,-6.801040649066596,0.2302616507746542,-4.116136059907164,1.2464254990296704,-94.67416432831776
22.171050210151424,5.668037555883595,4.9209128184610575,7.067715395638562,-2.6050008343637825,46.91512175449933,-20.175318949563312,8.555073205407039,-1.974771315438432,-4.324414494484014,-50.41565008981096,6281.65256100218
150.70759684206288,4.298406608716322,-1.4172533048331082,-4.656477872840564,-1.5911872606654998,4.732898224412629,-13.625790904650732,-5.496971386155966,18.484438427629083,-4.532692929060864,-59.40629563410352,-268.4976680726932
21.022104213633263,2.9287756615490483,4.5376316422867085,-99.4432688123881,3.461573125220321,65.9708269604773,-7.076262859738151,-119.91729559312098,72.76550535592288,-4.740971363637714,-67.45401897191161,9096.225333420374
15.461515159735397,1.559144714381775,10.492516589406526,41.04340492122448,6.633110376249673,-51.54624752222988,-0.5267348148255665,-48.60661568624278,-18.92790688036873,-4.949249798214565,-44.30589194194693,-164.28241975566718
129.99831123826945,0.1895137672145015,3.501108270962589,6.586778568691539,11.21883430186164,-27.108737281660822,-4.54548491899316,-8.813834994280203,-4.44859417693923,-5.157528232791415,-55.35769920556676,-96.39057412803776
-80.07762292133918,-1.180117179952772,16.55016735696682,-8.299182980565394,-14.054666548693312,-6.223085833863211,-5.528254725510665,-23.10438055314289,12.781747093375598,-5.365806667368265,28.976250602937903,-109.51096532231595
-39.88787313102147,-2.549748127120046,-4.130825400960358,16.97877806826811,-7.856054863395851,1124.671159205158,-6.511024532028171,-14.355226889410725,-4.593103617211032,-5.574085101945116,21.050257499525788,-99.1284387763578
-147.67098805245644,-3.964922576148268,-3.7950434739658014,-0.5605826480747135,-1.65744317809839,-0.1113789650105069,-7.493794338545676,-19.522516216598373,31.78258496690257,-5.782363536521965,-158.0460650700105,-126.25808527551816
-22.765925834980774,-5.3800970251764895,-3.459261546971245,-29.48197095487908,4.541168507199071,28.585503063010773,-8.476564145063183,-15.500718131787728,-6.378611800911678,-5.990641971098816,77.56479840491173,-108.67355887505228
-207.74385597424023,-6.795271474204712,-3.1234796199766888,61.63549740428303,4.14449433760882,11.295633372565364,-9.459333951580687,-20.577902291848293,-44.53980856872593,-6.198920405675666,104.70362556929392,-165.5360048084577
-50.60005419080658,-8.210445923232934,-2.787697692982132,6.4596507628487885,3.747820168018569,5.191402314454432,-6.411340846064242,-8.830901173497072,18.20332108250997,-6.407198840252516,-26.171510023890107,-157.41529778351202
-22.46983963047136,-9.625620372261157,-2.451915765987576,-6.1775144006024565,3.3511459984283185,-0.9128287436564998,-3.363347740547796,-147.66966079102232,13.696891470241004,-6.615477274829367,-24.961107822324543,-112.2037698172174
-15.267946976188114,-11.040794821289378,-2.1161338389930195,6.6275664975562485,6.2944609769648725,3.0628501337619585,-10.730602899477454,46.90408461671966,3.475914709768432,-6.823755709406217,18.36891221609225,-152.3315660429023
-161.1126573154325,-12.4559692703176,-1.780351911998463,-20.21832614271824,3.1182706507660334,7.688978761131829,0.7419190697747524,23.843821223140413,-8.856983522499393,-7.233785865795077,-33.11246991055639,-157.4872820595277
62.72558715220336,-13.87114371934582,-1.0505757715335515,-5.997488292877665,4.142883452830818,94.60199767015136,12.214441039026957,60.55333688388122,-6.99295948115144,-7.643816022183938,6.3602625159694925,-92.54137247705106
-7.199370293381555,-15.28631816837404,-0.3207996310686398,-587.9669141428906,5.167496254895601,92.5109958395402,20.86561115684156,-2101.218668666116,-20.7489107384348,-7.193137163417622,-12.623722630825696,-110.14752822066716
1181.0376172718345,-16.701492617402266,0.4089765093962718,-17.724855254360584,6.192109056960385,8.001182524514167,29.516781274656143,-94.25913018120409,13.467077407766157,-6.742458304651304,857.6521760724931,-80.1278289098058
