Duration_Shape_factor,Duration_Shape_factor.1,Duration_Shape_factor.2,Duration_Shape_factor.3,Duration_Shape_factor.4,Duration_Shape_factor.5,Duration_Shape_factor.6,Duration_Shape_factor.7,Duration_Shape_factor.8,Duration_Shape_factor.9,Duration_Shape_factor.10,Duration_Shape_factor
-18.35761830668354,-14.467051196065412,-7.2977348531402,-7.658743076944482,-6.190756082989563,-4.425466329308813,-18.24886027321893,-18.063543018637628,-11.947525903306504,-16.56082944806877,-104.39337603153308,-26.23513726572588
-15.3665832522696,-5.971831209303386,-5.177416886905986,-15.076035112977616,3.1670144268406,8.91469911952156,6.790407229226601,65.71271280458046,-9.555537882353123,17.226046208610693,-3.875911863799932,-16.87303310942369
-354.5887465020643,-1.0273824044604274,-3.0570989206717707,17.760538026836816,24.116288936201965,0.4619233124905211,-2.1498971516009853,-39.96208130522981,1.587691319718326,10.508633864847445,1.659283858221331,45.99376297550325
7.2842962936240445,-4.971191792862374,7.597699940217805,168.73252697876651,-2.50549112264046,-7.990852494540518,-3.3706632242447747,-111.78514383520572,15.019151218073285,3.791221521084193,4.281208485624299,-86.74545918660836
5.894401607815437,-8.915001181264321,18.252498801107382,-8.930574723956946,-18.46894960035376,-2.667091781735905,-1.4219104307996546,6.035837034857547,-17.795794422150625,-2.926190822679056,-1.2332484959932408,8.534246223061789
6.140191235948974,-12.858810569666268,1.0003790962501806,-2.528363962736296,-13.932852058660188,2.656668931068708,0.5268423626454655,3.0107346586974844,30.32369090764061,3.729389621055892,-1.971749340355593,8.06638474477157
4.977669385668915,-16.802619958068217,1.892194019960871,-24.27704952288832,-9.396754516966622,1.8549547793344243,2.475595156090585,4.85813126391418,-9.37083426330781,2.070299912978469,-2.710250184717945,7.937479166674928
5.918892976168962,-20.74642934647016,2.784008943671562,-6.297846309048455,-4.860656975273055,8.99529947302213,7.369242551587853,-1625.3553280874776,-2.785277045433686,0.4112102049010464,-3.751443266520762,13.484573329251852
4.610916443728923,-24.69023873487211,3.675823867382252,25.725093085811945,-2.9825013572767083,2.3854614985714058,5.129576957755373,-5.743968039909164,3.800280172440437,-1.2478795031763767,9.104263331852977,7.732133381069831
4.074176695604513,-28.63404812327406,-1.051441576200998,65.28832878270433,-1.104345739280362,-4.224376475879317,2.8899113639228933,-4.091800617685137,-5.528922068015769,-2.906969211253799,8.6658871401893,9.245773259500002
11.575009770837877,-32.577857511676,1.645678523990015,40.02645577603987,-68.86290408068724,-50.410029919734185,0.6502457700904136,-9.181332333381706,10.588988986912677,-4.566058919331221,24.40683879950714,23.17128312819373
3.835963137755013,-36.521666900077946,4.342798624181028,13.17771547724156,-3.1654568230050204,-10.906603924173233,-1.589419823742066,89.85358791346117,-10.75543948863058,-6.225148627408645,15.203882255470658,8.97569471539937
55.44032537016581,-40.46547628847989,-1.2008298672483182,-1.0650248201067862,1.2061187707540617,-14.208577103952411,-3.7021806001340782,-12.251031959956316,6.525706778265175,-7.884238335486067,-70.67482715390113,11.061051615908916
-7.339489215191169,-44.40928567688184,2.80142407833916,23.91312207372779,-2.808173166649815,-5.358438897965692,-2.1378753924944203,6.452761446250458,-8.921836713612667,-9.54332804356349,10.285675906736344,17.453016587798867
-55.59862355825923,-48.35309506528379,-2.492087737591949,1.7145244048712884,-2.860965392467318,-115.78522216303526,-0.5735701848547619,119.65150995423694,-18.54885220001289,-11.202417751640912,9.640454123801456,53.78740597301801
-18.82601191409524,-44.46432821808075,-2.5341272570462445,-3.419181495243236,-2.9137576182848206,-1.651476897114108,0.990735022784896,113.51700708917652,-3.508573876396931,-12.861507459718334,565.1703427176948,-12.91660174864199
-17.299609468913953,-40.57556137087772,-2.57616677650054,-9.078193710364406,-2.966549844102324,-9.495905000032009,2.5550402304245545,13.624233083573753,-39.983160763648605,-14.520597167795758,13.594387256796782,-21.184348672323026
-11.091805785373325,-36.68679452367468,-2.618206295954835,-33.3411126961813,-2.652036160759572,-25.061972912588445,4.1193454380642125,72.53799483996937,-76.45774765090029,-16.179686875873184,18.282126904119167,-8.379274526867977
-132.95095240694704,-32.79802767647165,-2.66024581540913,1.0002105101529122,-2.33752247741682,-17.218291347619395,-2.45986598421218,-7.500873704889252,3.955387835970125,-17.838776583950605,17.65612625084446,-10.499685563074394
-17.14064616573766,-28.90926082926861,-2.7022853348634257,-1.8749412754536243,-2.023008794074068,-9.374609782650348,-9.039077406488571,233.7617354762453,17.3489638914029,-19.49786629202803,11.198451535257387,-12.23845037678145
-19.885118834339657,-25.02049398206557,-2.744324854317721,4.594227061621561,-11.401458402115669,1.0214030752825147,124.27442584264848,-5.676259458637944,-2.9871916656136936,-21.15695600010545,35.86431901931864,-8.593148028436453
