Rise-Time_Peak,Rise-Time_Peak.1,Rise-Time_Peak.2,Rise-Time_Peak.3,Rise-Time_Peak.4,Rise-Time_Peak.5,Rise-Time_Peak.6,Rise-Time_Peak.7,Rise-Time_Peak.8,Rise-Time_Peak.9,Rise-Time_Peak.10,Rise-Time_Peak
958.439742125526,200.4249430505859,661.8397100224099,437.62121438421207,262.9259264069801,428.66055338397234,1399.0785576884884,282.3900216192916,161.34898935440816,402.1289296955792,81.58363846240741,3641.1103184939
65.76859455165139,14.962454426888652,346.8535136475321,56.02651515346932,12.846028060357884,30.584370931703024,39.70084819542093,248.56465637256025,43.06734071116069,7.320544264452117,58.41543336948118,135.2740703862718
94.062387457357,18.03788618729229,31.867317272654347,50.82002283293469,3.813994659488568,21.87361041588065,13.600488207179424,26.82146769327749,38.48061587633272,8.831106622326926,129.5889321306053,36.80148167793453
211.2070888040409,17.391272473028103,25.21782445686506,25.57137340123024,52.19034303321982,13.162849900058273,13.89867017636936,179.94983899626845,19.0765113072918,10.341668980201732,180.66927466726173,129.94063938527967
196.4629745310281,16.744658758763915,18.568331641075773,39.02535040134488,72.08338910037759,24.251900968965188,12.829868393472212,31.15320809943084,41.26988273307552,11.852231338076542,-52.267421728980366,131.7808892579268
211.9610543434084,16.098045044499727,12.562240644409172,10.893697045618389,108.50549484998773,35.3409520378721,11.761066610575067,20.123019530738222,-0.1687184326426596,78.77170281388169,215.360896820653,263.5905682042013
185.28064137162303,15.451431330235538,35.784558603126484,21.414058284156667,144.92760059959784,22.340991749592305,10.69226482767792,25.49086869008445,22.23544819080228,74.8443101240011,482.9892153702864,208.5514700495192
182.52450677915024,14.804817615971348,59.00687656184381,23.956551537668364,181.349706349208,33.198379779579334,8.425520703955053,20.39252400241702,16.615122205364138,70.9169174341205,43.557149064420365,222.07559832473407
73.69700220975318,14.15820390170716,82.22919452056112,29.297208200813408,97.24801533317628,36.86622274963935,8.839607080882118,18.241260156763857,10.994796219925991,66.98952474423992,135.7058450764784,328.58902359013
257.590759278197,13.511590187442971,8.033876732090976,24.917102661207053,13.146324317144554,40.53406571969937,9.25369345780918,11.225946898503212,23.588172781822404,63.06213205435933,99.15211229458066,280.15088776048515
38.97429192370734,12.864976473178784,12.875154067092032,60.48417884484295,41.04460380157028,95.35669702763504,9.667779834736244,52.93321294350891,40.64402845118858,59.13473936447874,112.52252803047884,244.88428416031417
65.90028132361661,12.218362758914596,17.71643140209309,20.68030573813426,18.968191332647034,166.7626008142984,10.081866211663309,12.6971252964826,15.678241311409922,55.20734667459816,100.0035863738145,342.8032820964255
45.57281126532206,11.571749044650408,22.41890308677595,26.74538700718041,14.360831443630476,71.15456924907286,114.90522634441416,34.61304799873985,40.56277825971736,51.279953984717565,172.63402749445757,256.18118115887114
41.48916809874025,10.92513533038622,27.42198451601592,157.27467866880966,18.151257629159108,145.7989117170327,101.85345710203138,34.70772834469945,42.42341972961174,47.352561294836974,100.74127392855588,252.0922035853618
