Duration_FM4,Duration_FM4.1,Duration_FM4.2,Duration_FM4.3,Duration_FM4.4,Duration_FM4.5,Duration_FM4.6,Duration_FM4.7,Duration_FM4.8,Duration_FM4.9,Duration_FM4.10,Duration_FM4
12.54027998434525,4.748296184539958,6.954227926935071,5.411546225473184,7.364091521037389,4.369717210221276,24.740159053630148,19.2182123044876,2.61225702287459,2.2899997538385315,1.4521753384042864,50.59224883171308
5.428063042309788,1.3943032432713791,4.214340381688872,2.347679016128316,2.241474357153804,1.68094902732198,2.79069533531429,2.996668425616252,1.6620800741057025,1.5,1.9616981993058464,2.441808979367232
2.758260031503946,1.0,1.4744528364426723,6.717094888880895,1.0,1.59047451366099,2.6502628036576343,11.815216576348032,1.5,1.651245900556951,1.0000000000000002,2.8433567680707306
3.126703802942973,1.0,1.2372264182213362,1.6308832041943608,1.9837651076351224,1.5000000000000002,1.4999999999999991,49.43103446385758,1.4999999999999998,1.802491801113902,1.0,14.137806579675784
2.023002760062087,1.0,1.0,1.298664066015104,1.0,1.25,1.797428041393634,6.689124032592435,1.5000000000000002,1.953737701670853,0.9999999999999996,4.7537340770083
1.9243541661961885,1.0,1.0,1.894095092453444,1.1666666666666663,1.0,2.094856082787269,5.75165575363188,1.0,1.5000000000000002,1.524028434807671,5.784593631417724
1.912511427475469,1.0,1.1666666666666663,2.3996713857725966,1.3333333333333333,1.0,2.3922841241809043,5.68897966926792,1.300654284057203,1.5000000000000002,2.0480568696153423,5.190725054768606
2.1568470890245046,1.0,1.3333333333333333,1.592679315473435,1.4999999999999998,2.1000237379645914,1.0,3.82728800502202,1.1503271420286016,1.5000000000000002,1.0,6.803419222867977
2.272831838390536,1.0,1.4999999999999998,2.5336405588900472,1.25,2.1648820281507763,1.0,1.6049354846261834,1.0,1.5000000000000002,3.6323830733801112,3.406018114055783
2.5090965130377447,1.0,1.0,1.4168410799676254,1.0,2.229740318336961,1.0,2.6582641481296574,1.0,1.5000000000000002,1.9146831948514045,3.72398346182181
2.328276641912134,1.0,1.2500000000000002,2.769056318815313,1.7294738462583246,5.533794719622536,1.0000000000000002,6.075553447345013,3.942411103383377,1.5000000000000002,2.775005686919346,3.7093071077029767
2.322532085351727,1.0,1.5000000000000004,2.251462738737252,1.94488595370678,5.844843895315553,1.0000000000000002,28.642899078742904,1.3370406859622213,1.5000000000000002,2.7905334562812936,3.558520134900831
5.730551246525298,1.0,1.5000000000000002,1.500000000000001,1.5083239339182402,20.118242033706498,1.970997711864044,7.831748009038701,1.271292888622978,1.5000000000000002,2.663455896677428,3.377094396424449
5.0924755095821554,1.0,1.5,5.82812551011182,1.7903374452264145,4.295676326764713,1.878282495777185,7.245555756636339,4.720929409699298,1.5000000000000002,2.010512831034036,3.040575040420207
3.870754373145398,1.0,2.287991480729425,1.0,1.526891630150943,2.9731412352361435,1.7855672796903272,26.96883179522642,1.1354402665376078,1.5000000000000002,2.30334426722392,3.0553265178368134
8.968175511431989,1.0,2.1754212691966504,1.965568216949792,1.2634458150754715,1.0,1.6928520636034687,11.275474478621147,1.7001343469817845,1.5000000000000002,4.304696293610234,4.023370594854632
4.103356601038065,1.0,2.062851057663875,1.4963809759687623,1.0,1.58275060291966,1.6001368475166102,10.089894058936364,2.2161061811854235,1.5000000000000002,1.940713759988246,2.917462286609179
4.381313587409823,1.0,1.9502808461311003,2.164146796295401,1.2251881605326924,1.989795084625856,1.507421631429752,19.803063374997123,2.7320780153890625,1.5000000000000002,1.929645834227893,4.549432042346
3.2823378607415448,1.0,1.8377106345983247,1.0,1.4503763210653846,2.0263466217752053,1.5037108157148755,20.0944494746988,1.6816952342406388,1.5000000000000002,3.547114943289474,3.435686135414957
4.438603733722322,1.0,1.7251404230655507,2.0562307645509925,1.675564481598077,2.0628981589245545,1.4999999999999996,13.115379366844138,2.3724629258266847,1.5000000000000002,2.4436634804102515,4.065461168810887
3.671545781117105,1.0,1.6125702115327758,1.5407643874106371,3.6648529159221934,1.0,5.929870380607203,7.5094546119153955,1.4999999999999998,1.5000000000000002,4.084232721827783,4.38818807230192
6.016314885522431,1.0,1.5000000000000009,2.627799008353536,1.0,1.5,3.7149351903036014,10.582224584606934,2.0036002647280893,1.5000000000000004,1.2515529765340858,4.387227863533697
1.8288114606279224,1.0,1.4500000000000008,2.8584296547799366,1.358880845791442,3.114933652185792,1.5,5.686474096730292,1.4775094687427552,1.5000000000000009,1.808259123400436,2.92356681795624
1.3265495215703784,1.0,1.4000000000000008,1.0000000000000002,1.7177616915828842,1.9651495067909053,2.02447389080874,5.320028158228864,1.695454719307241,1.458333333333334,6.7774597788969615,3.269120102030308
1.9969607001621763,1.0,1.3500000000000003,2.5260737992872007,2.0766425373743265,1.0,2.54894778161748,5.601057532785906,1.964451051103172,1.4166666666666674,7.543547603434964,3.154003486276679
4.695518407852421,1.0,1.3000000000000005,2.666142563317599,1.5,1.0,5.024763326512478,6.247016318446258,1.953421397294297,1.3750000000000009,6.662348094889169,2.789567970466804
9.21478736141243,0.9999999999999996,1.2500000000000004,2.562223543016351,1.0,1.0,2.0435824778495126,3.4615013083561927,2.7253582976999526,1.333333333333334,7.098257372817106,2.672437033326135
5.179648334299638,0.9999999999999996,1.2000000000000004,2.100142635254133,1.0,1.0,1.0,8.249738523192187,1.4098937568914736,1.2916666666666672,2.870718407233474,2.6516789915518264
4.104274467564749,0.9999999999999996,1.1500000000000004,2.729644402064558,1.2090559451356266,1.0,1.0,6.523490083332913,3.4228476792067544,1.2500000000000004,3.704178222828658,2.4264623324523704
4.479794690286489,0.9999999999999996,1.1,2.379768439767765,8.682262500343246,1.5,2.960377643111152,6.334294836019113,1.260757122791436,1.2083333333333337,1.0,2.9138381632417647
4.775297530893634,0.9999999999999996,1.05,2.194664526619857,2.4940886281973764,14.52594537812033,1.0,16.462855175297925,1.5000000000000004,1.166666666666667,2.538760023261743,2.3577472451733845
2.9254402578975123,0.9999999999999996,1.0,3.081482119199834,2.1155259309535897,3.37153001719116,1.4999999999999996,4.237745066195336,1.3836628934231547,1.1250000000000002,4.168475178061449,2.305003618676581
2.154040846904661,0.9999999999999996,1.4999999999999998,4.852711974404492,1.0,2.1165721051854267,1.333333333333333,11.4675611430698,2.2538106456947298,1.0833333333333337,2.871334302805691,2.3579702031758614
2.2604603068312588,0.9999999999999996,1.4444444444444442,2.589868517800283,1.2495657480963358,3.4106849785175366,1.1666666666666663,14.45235151320857,2.140798944503256,1.0416666666666667,4.02671024157779,2.2845379382478344
2.182798912137216,0.9999999999999998,1.3888888888888886,2.702054407077958,1.198807857071655,3.281274786143032,1.0,7.339311457631006,2.0890200129980347,1.0,1.8660781405881872,2.281029156182305
1.92611880771888,0.9999999999999998,1.3333333333333333,2.699479714425522,1.500000000000001,3.2631650107864583,1.8687140193381624,3.053923087111618,1.8501440565197504,1.0,1.855268194613913,2.3030339720574258
3.0072372062433264,0.9999999999999998,1.2777777777777777,2.3233488313047173,3.037033173621173,7.270322873510161,2.737428038676325,7.369023579602942,1.3280239589410627,1.0,4.484538995728468,2.383292602912625
3.244109974750704,0.9999999999999998,1.222222222222222,3.4317250689498486,4.780472799806214,3.720573814832401,2.447856698896937,1.7575091922185864,3.605606098386229,1.0,4.231821147784118,2.350065748185565
3.851299065029057,1.0,1.1666666666666663,2.744826665825547,5.960485283233546,5.589022433879871,2.1582853591175497,11.18100919888506,2.882442471932305,1.0,3.0194312075277523,2.1829380557268103
3.431929419995184,1.0,1.1111111111111112,3.7335755893956297,12.133108326708053,5.0808974602776535,1.8687140193381624,11.620669845683336,1.4999999999999996,1.0,1.908076698504343,2.239938443466812
2.98895999079017,1.0,1.0555555555555556,2.244090068081446,5.798306551908606,9.556424644292118,1.5791426795587749,47.816848237160144,3.14614735773138,1.0,4.883979609244714,1.957713347987304
3.151008626940471,1.0,1.0,2.801137008364629,6.643815843964545,7.915629574103241,1.289571339779387,6.731470334253016,1.3931341936309916,1.0,2.129859383691417,2.1122512974307672
1.980466891622472,1.0,1.0400743258248646,2.538127533628188,7.77121767024893,3.517087340189766,1.0,41.19932742205481,6.972880817972389,1.0000000000000002,6.408911977649309,2.1175199165917435
1.5908563482186653,1.0,1.080148651649729,4.019286406082248,7.414394527529997,2.440031085274239,1.0,12.073349209063236,3.6066251858309153,1.0000000000000002,1.92754305051734,2.0362578473456576
1.8967766285995968,1.0,1.1202229774745935,2.741177121232335,7.547486408368285,1.5957474068818494,1.0,14.180431116061351,2.1148950272080387,1.0000000000000002,2.257408657654015,1.858220096331392
1.9516823575150155,1.0,1.160297303299458,3.606293779449419,6.333499106494025,1.5225972420706737,1.0,2.779770025589137,2.116036124436823,1.0000000000000002,2.225284791023916,1.850715219286804
1.831167952626299,1.0,1.2003716291243225,3.005612723899997,4.626855068105979,3.024683664001645,1.0,2.194435961157484,4.9749373975677855,1.0000000000000002,2.7106257077609297,1.6258638528854383
1.590718571095431,1.0,1.240445954949187,2.9252099563327523,5.619145141527683,27.38177354789801,1.0,2.1045737771115327,3.960831200306099,1.0,3.7120723796794817,1.6637114266546258
1.1646225866128903,1.0,1.2805202807740517,6.1400633222404375,4.474624410469011,17.373482904514105,1.0,2.339056479552568,5.416959856927987,1.0,2.791061251129732,1.933804376643517
1.3185933884971353,1.0,1.320594606598916,1.9163995673250664,4.5421946985425965,2.1693070536321195,1.0,1.5546453967054883,4.983652671831357,2.424042004638405,2.751945283545168,2.0818315671279057
1.2872521621392037,1.0,1.3606689324237806,2.494705382413458,3.925763753889592,4.544992860015948,1.0,7.235935830814165,1.7219528153395385,1.7120210023192022,3.852159433908041,2.310415336359796
7.811211116358213,1.0,1.400743258248645,2.4374077290904017,6.8206339449404565,3.7527620309131753,1.0,20.399387125795847,1.2525412532945028,0.9999999999999996,3.694762373586833,2.287373479106225
7.867996235191919,1.0,1.4408175840735096,3.163984324664072,3.654615316626471,2.6743439321842857,1.0,1.8151269466567403,11.603495277615632,1.0358943135194414,2.1330313335883235,2.221265338807989
3.986915773591172,1.0,1.4808919098983742,3.3781444851655884,3.575778527588428,4.083320110192816,1.0,2.271972329567099,3.909146396889088,1.0717886270388832,2.902531025152645,1.9396551208594623
3.296869575703126,1.0,1.5209662357232387,3.841174537699248,3.035618686878103,4.02101889608647,1.0,2.7935844390800164,2.72056939082133,1.1076829405583248,4.412190006097751,2.1490047630354567
6.447830851907194,1.0,1.5610405615481031,4.503123493873806,2.47633203330649,2.5040684897625987,1.0,3.315196548592934,2.901668869237629,1.143577254077767,2.3452049309066623,2.076588845239377
5.6906073000786375,1.0,1.6011148873729677,4.253426219421146,2.9397476369301674,3.224275424579096,1.0,3.336277945273005,2.372674792514861,1.1794715675972085,2.870546040468104,1.8392897257238456
5.984811351236972,1.0316270906587317,1.641189213197832,3.944413131501239,5.059060545701995,6.29578312708741,1.0,2.23960360098909,1.901292824639874,1.2153658811166503,2.005842670979256,1.8113246246274204
3.591610481425978,1.063254181317463,1.6812635390226969,3.574919522626802,3.24076909328606,4.916749981570624,1.19650326057471,3.3386794670561257,1.0,1.2512601946360922,2.64673464079361,1.857139447124256
