Energy_Clearance_factor,Energy_Clearance_factor.1,Energy_Clearance_factor.2,Energy_Clearance_factor.3,Energy_Clearance_factor.4,Energy_Clearance_factor.5,Energy_Clearance_factor.6,Energy_Clearance_factor.7,Energy_Clearance_factor.8,Energy_Clearance_factor.9,Energy_Clearance_factor.10,Energy_Clearance_factor
42.53451841541481,16.3151248565286,27.654174878508005,20.581469327931348,9.681500412976453,7.42007126966313,33.70408694880947,46.14877237122455,19.21228563475244,4.821003603531165,3.639996644908009,54.1999666033786
27.32456277562769,1.414503073763256,16.03265148315633,7.005313033287624,-0.4937719040797937,1.406151053895742,5.065153561720042,11.31407582688514,1.5200074976102391,1.7568675287437985,2.209328851165961,8.481170665847229
5.3537862721776,-0.7003210746990436,4.41112808780465,12.522494214083896,1.5915253136364258,1.2358414177120052,1.5039796670111882,79.66080159507143,1.377459064899562,1.315578714320191,0.9832172632787036,3.939587967978748
4.520958640849789,-0.5424412257505598,2.763521210440719,2.486217448837779,1.1377062754931293,1.0655317815282683,1.0637548755488913,662.5532215516204,0.923908626820262,0.8742898998965835,3.8834805056064257,51.96425046805494
4.400516886414515,-0.3845613768020758,1.1159143330767871,1.106389552050482,2.1944449527290466,1.2094483542851076,1.529508990219436,252.95369184024605,-0.10764505969235,0.433001085472976,1.928775526264294,4.701491147800985
3.119606164875716,-0.2266815278535919,1.712289444470047,0.8751919362065822,1.895277101950728,1.353364927041947,1.9952631048899807,19.48497086384623,0.9093506471691956,1.0533361367784035,1.869275314209447,3.919331078165144
3.3528290207503404,-0.0688016789051081,1.836243981645424,2.75370436123418,1.5961092511724098,1.991618364045144,2.4610172195605253,26.31528432229492,1.2829575001537596,1.0539786667734412,1.8097751021546,4.4190213734827415
3.268157022645381,0.0890781700433757,1.9601985188208,1.764070251183922,1.2969414003940911,2.314685830866125,1.8402752234932969,5.5575629963261015,1.2552559154889245,1.0546211967684789,2.3348583923291524,4.144163625149214
3.571650948228477,0.2469580189918596,2.0841530559961763,3.8513704660730186,0.3079977889486095,2.0788387202056047,1.6311731090599697,3.1648669139311223,1.2275543308240893,1.0552637267635163,15.008747220623103,4.437476592882819
2.7569106370959813,0.4048378679403435,1.1270872543264403,1.437861714550088,-0.6809458224968721,1.842991609545084,1.4220709946266423,1.754266858809648,1.0662705302123137,1.0559062567585544,2.815761090432288,3.464096600776886
5.634383365745839,0.5627177168888273,1.1027548936041942,2.91063177581288,2.224067027535172,106.653491640524,1.2129688801933152,70.82160135513794,5.745756014812984,1.056548786753592,39.21923887953368,3.926103948605992
2.467242250481244,0.7205975658373112,1.078422532881948,4.910776939307721,1.4873016362788902,19.154927195803275,1.003866765759988,450.3755787323227,0.5250213715146731,1.0571913167486298,3.5017756956583685,3.981164633055589
43.96957924148834,0.878477414785795,1.5071054905473484,-0.8081975495390101,4.624494479111524,133.65931906093562,2.4070085618149086,186.196728639804,1.3850453259405036,1.0578338467436674,5.349565468995913,5.171701295468772
46.0988940015736,1.0363572637342788,-0.7472492057822573,29.215683655540737,1.5764850481408073,8.648663849721036,2.4145705416757792,106.94161576940378,8.71336290198783,1.058476376738705,2.7965203020569778,8.264068743051688
36.94810954466779,1.194237112682763,3.5724335161735885,0.8985621607892729,1.2638452747433462,7.4886770661457716,2.42213252153665,15.395172689790629,1.186650646986804,1.0591189067337428,10.18223710943552,9.491621857161483
201.33846570960048,1.0091220168550108,3.098469319620773,1.6674599442070512,0.9512055013458852,0.3981301878928117,2.42969450139752,66.75913325247367,4.200672865913235,1.0597614367287804,40.72136606815919,6.520830807180367
