Counts_FM4,Counts_FM4.1,Counts_FM4.2,Counts_FM4.3,Counts_FM4.4,Counts_FM4.5,Counts_FM4.6,Counts_FM4.7,Counts_FM4.8,Counts_FM4.9,Counts_FM4.10,Counts_FM4
4.040644683840486,1.0,1.6782692755685489,2.087793225150581,1.606602102780857,2.2552501720550384,1.5,22.27914364461651,2.322260917450188,1.4999999999999996,2.765009034980003,3.8421508166530223
5.494549253162307,1.0,1.5891346377842743,1.5131661606175546,2.232368857198056,1.0,2.988877089974033,6.125509176713529,1.5000000000000002,1.4999999999999996,3.653380071600225,4.017273986064026
4.338722332399256,1.0,1.4999999999999998,2.6776920626069742,1.0,1.5000000000000002,2.244438544987017,11.883940372025044,2.141720731447844,1.5000000000000002,1.506480285356066,3.554637260146029
1.9688793974728305,1.0,1.4499999999999995,3.376291700026602,1.3094349315562048,3.5407588303736786,1.5,6.590017494158639,1.521122753368046,1.5000000000000009,1.447994211398283,3.0702034062266974
1.8254378870925287,1.0,1.3999999999999997,0.9999999999999996,1.6188698631124097,2.155318161551633,2.0463911510267474,6.942089757217642,1.91767296344468,1.458333333333334,8.572645353048856,3.041364859834417
1.596772421567325,1.0,1.3499999999999996,2.6489982539914894,1.9283047946686145,1.0,2.5927823020534952,3.849168113752696,1.863770056868124,1.4166666666666674,12.195739063382849,3.1659755232339704
4.984881911092478,1.0,1.2999999999999998,2.316924036345119,1.4999999999999996,1.0,4.474166478463726,5.812401223633677,1.5619962841980497,1.3750000000000009,15.742204942422829,3.0680360205183224
5.301805941036016,1.0,1.2499999999999998,1.797993084389694,1.0,1.0,1.3928201458241312,4.718113757071023,2.6204419684394584,1.333333333333334,3.895629454464424,2.872380439264443
3.681554832933752,1.0,1.1999999999999995,1.9824955922440328,1.0,1.0,1.0,6.656260547052606,1.2375928431965189,1.2916666666666672,2.5754648519477192,2.9099221605498458
6.831930645946083,1.0,1.1499999999999997,2.888133264816163,1.1946945285667343,1.0,1.0,7.240804289488515,3.160314452425277,1.2500000000000004,3.199538617538043,2.4687072240990995
14.836439958185736,1.0,1.0999999999999996,3.103272965710677,5.110096767498499,1.5000000000000004,1.334106678956954,10.204470768474405,1.3294150184555087,1.2083333333333337,1.0,2.7784220762628693
6.1772719965436025,1.0,1.0499999999999998,2.018611336359645,2.760540744559729,5.041127861727298,1.0,25.438589845501507,1.5,1.166666666666667,2.531234446824863,2.319378062754596
2.6997345972206777,1.0,0.9999999999999998,2.350206236842068,2.1538203746579705,7.340228572805877,1.5000000000000009,4.8068053746994535,2.053150003232148,1.1250000000000002,4.68144542671621,2.3386687756133977
2.320966784494281,1.0,1.5,4.789045029820149,1.0,3.2023570527610223,1.333333333333334,15.087588000074463,1.5066569309561977,1.0833333333333337,3.1421361099233294,2.3620422497873816
1.856220392858175,1.0,1.4444444444444444,3.1395913814265275,1.500034113040528,10.96276732225942,1.166666666666667,12.520676283319109,2.5533785452609856,1.0416666666666667,3.73049316971958,2.3127151271687967
2.261979936112547,1.0,1.3888888888888888,3.734676683692439,1.0597545909411352,3.831964320842167,1.0,5.847093945938602,2.342314566824263,1.0,1.992469444559671,2.214561811726103
1.3369361814844962,1.0,1.3333333333333333,2.283760946455899,1.4999999999999991,2.871851823079511,2.9213982645281846,2.9406428946468006,1.8022367711947933,1.0,2.996680597702785,2.377799480674628
1.945346222367473,1.0,1.2777777777777777,2.371022515563288,2.3617204087869745,9.233522258418668,4.842796529056369,4.651188895454776,1.481387339312706,1.0,7.623299854845104,2.421730963124044
2.2670545280629724,1.0,1.2222222222222223,3.894165347825119,4.226401448956654,3.933729178795609,4.202330440880308,1.774613961498495,2.2526538980510886,1.0,6.189747637832102,2.418607766086759
2.2730795024671004,1.0,1.1666666666666667,3.627089319611665,2.7381250613749697,5.590493952208091,3.561864352704246,5.954694052866287,2.653813572099172,1.0,3.2276022376886693,2.4112539264748576
2.605817679494914,1.0,1.1111111111111112,4.88090986990666,3.674459847893501,3.777216944617208,2.9213982645281846,13.204282012860304,1.5000000000000004,1.0,1.8999605930027124,2.475937450883754
2.378726604363341,1.0,1.0555555555555556,2.5284120824416614,4.390183244689809,7.426575141981255,2.280932176352123,43.62404002950437,2.433934191652673,1.0,6.136928387150872,2.190000970151565
2.7328694139812675,1.0,1.0,2.6778221745085284,5.819301920836009,6.0540585198357135,1.6404660881760615,9.698223239838809,1.403301127348288,1.0,3.349758194912117,2.2520492910225016
1.784782323704594,1.0,1.0426520971687456,2.356969710410489,4.9477595060011925,2.912304649371233,1.0,33.078706271001764,5.285985949789739,1.0,12.329534323069652,2.4077834279498487
1.529640123958239,1.0,1.0853041943374917,3.2774694137485576,5.793280363209731,2.1860677114275258,1.0,11.455059711693924,3.771798320060376,1.0,2.120141900195119,2.0912513716209578
1.750467780837628,1.0,1.127956291506237,2.511964748094889,10.239045013317364,1.7322670039918338,1.0,15.758914981505924,1.8419762692747867,1.0,3.363424408392626,1.9069939465325336
1.9545531559689708,1.0,1.1706083886749827,3.699478421436996,5.599967315780808,1.4347722958895044,1.0,2.044515999248177,1.520356207146271,1.0,2.207948249714583,1.7921449599919217
1.6096276484595051,1.0,1.2132604858437286,2.9345365201181792,3.902434489498304,3.6318288781692942,1.0,2.839683657758333,5.209181019038743,1.0,2.81100164562387,1.6740590995072282
1.6867516755210807,1.0,1.2559125830124742,3.111411419642718,4.769703289384832,7.085818658000321,1.0,2.375289205679008,3.029642587363142,1.0,2.478127932874306,1.7506544478558743
1.4290957056965874,1.0,1.29856468018122,6.956770681105678,5.523437641456305,67.9188565618323,1.0,1.942139508122517,4.551223045390719,1.0,2.21933818740608,1.980134410828388
1.4401145967299953,1.0,1.3412167773499657,2.4863124422290253,5.074022924348975,2.336526469036789,1.0,1.6281221827929928,4.164674944433133,2.362871211075732,2.39656350246675,1.982019834604592
1.364757622035817,1.0,1.383868874518711,2.4315024935099707,6.455839309330645,3.9348629146591225,1.0,5.552502782567121,1.6748646299863386,1.681435605537866,2.647044192519912,2.268419403450808
12.65006211960174,1.0,1.4265209716874572,2.7375734260545608,5.519413106669524,2.379655191659542,1.0,23.150814849887634,1.1826177317750235,1.0,2.5488739857643816,2.3528999147711787
8.00672371856609,1.0,1.4691730688562028,2.9319538100804725,5.153242623381684,1.9668846370223656,1.0,1.4943502544397789,5.7821898266235605,1.0380363934824806,1.757963387265084,2.3124071772768247
6.469490867526977,1.0,1.5118251660249484,3.392567267303977,5.578882743286141,2.696129394569729,1.0,1.5642220847406512,3.524793207285952,1.076072786964961,2.558192636452522,2.1089163111196174
4.094480390988638,1.0,1.5544772631936945,4.544109373785342,4.813449439322831,2.160978759500018,1.0,2.2722891625232746,2.228724608724006,1.1141091804474414,3.6654482866940863,2.189986759280839
9.579674519273713,1.0,1.59712936036244,3.0471384479330097,4.199607201621906,3.139307743239613,1.0,2.9803562403058983,3.0151620538766943,1.1521455739299218,1.8187239845935552,2.2996850982424686
7.389528871915884,1.0,1.6397814575311855,4.06276407676361,3.644059771437517,4.347928387843624,1.0,3.390573908159286,2.3181452152795634,1.1901819674124023,2.23964948348092,1.927480847609744
6.211630797803462,1.0358462825655372,1.6824335546999314,4.006851176076499,8.232463775903577,2.1367699741236854,1.0,2.2761457777382827,2.369258516183513,1.228218360894883,1.6493552898111947,1.786969414321655
3.670548105338741,1.0716925651310745,1.725085651868677,3.563784150957629,4.079798893753504,5.622144778902313,1.12989903109521,3.027825728269797,1.0,1.2662547543773632,1.7079069084560934,1.8125530265702272
3.3627495549848145,1.1075388476966117,1.7677377490374226,4.714222834768944,3.161827511838484,8.40347779896359,1.25979806219042,3.083626086805459,1.5000000000000002,1.3042911478598436,1.6696242627144933,1.6628071775720277
4.773837401688407,1.143385130262149,1.8930561618177888,3.923639541485454,2.9319027942411067,4.677217549508167,1.3896970932856298,3.781009885369593,1.7550006194302097,1.342327541342324,1.8031092405269789,1.8975662502545023
2.376462818025741,1.179231412827686,2.018374574598156,3.180325770693682,5.037258815512478,2.007540136842756,1.5195961243808398,1.6041223280932675,0.9999999999999996,1.3803639348248045,3.121407359262517,2.2000951880897417
1.9547641963738176,1.2150776953932234,2.1436929873785227,3.3746263381041137,5.959858822130241,6.49266491907341,1.6494951554760495,1.5000000000000004,1.0,1.418400328307285,3.594679729728925,2.3512440658423133
1.6502516810365038,1.2509239779587604,2.269011400158889,3.72782690470514,5.421414591839414,3.7543772933526767,1.77939418657126,1.5000000000000004,1.649687999417244,1.8916539132441563,2.4048281527967545,2.204066123374421
1.629518232182334,1.2867702605242977,2.3943298129392563,2.9694839831634603,5.345260006559826,2.939704266682148,1.0404536810162228,1.0,10.671881993306323,1.4458269566220785,4.178714012503174,2.3588718911615314
1.7885316016499355,1.322616543089835,2.5196482257196227,3.273593803606122,5.096310113138998,2.2194504864772324,1.500000000000003,2.9406005537555875,1.0,1.0,2.2839954000780724,2.104848318013387
2.6485345375138647,1.358462825655372,2.644966638499989,2.9471651959805785,6.07566732904773,2.4512222819458973,4.011989641228901,2.83612882933344,2.3063111774395573,1.0,2.780258420852612,2.1128451132361867
2.087375742477991,1.3943091082209094,2.7702850512803563,4.071173930537442,4.055355813174601,1.6999115889217402,31.764595855372324,4.000659130375455,1.0,1.0,2.4707827555358106,2.021479323142229
1.988275245146348,1.4301553907864466,2.8956034640607227,3.9017638259113374,3.520552647932955,5.484715573577805,16.38229792768616,1.8102570235583173,1.0,1.0,3.12485379492922,1.994754186618365
1.8997717011478896,1.4660016733519838,1.0,4.059683532170592,3.424619203145685,5.841824413788909,1.0,5.921245179198896,3.2706119774626754,1.0,4.267660082482554,1.8729341154921904
3.264309607322472,1.5018479559175208,5.246291546052494,6.067526882507353,3.8101005373347694,3.515526124266,1.5,10.115911879246225,1.4482215777724186,1.0,2.6903849453344475,1.9473623193176528
2.4434539166436418,1.5376942384830583,9.492583092104988,8.690897755279163,3.542233405808236,6.9966202391874805,1.375,3.202220120164078,1.586475439240046,1.0,12.392834111234835,1.9512530531191707
5.4590272002226845,1.573540521048595,8.905992916206882,7.246497282732644,3.677003966685819,6.272783588303899,1.25,5.376025978389752,1.5094767808175051,1.0,2.973461042984076,2.1466406972020664
3.020132010661924,1.6093868036141328,1.0,3.0933601634805914,3.601180556759734,2.999247482325113,1.125,3.830392226508926,1.7402047986336049,1.2803526046697242,2.38005055478438,2.3162972084561986
5.17742550960872,1.6452330861796698,1.4999999999999991,2.4144489876669724,3.367397678313893,2.4304712548611307,1.0,4.256845874422162,2.1424575030271327,1.5607052093394485,3.455717879208415,2.570278519054971
4.0289628383979545,1.681079368745207,1.0,3.0042999368249075,118.04488993603564,1.317770297853387,1.0,1.876954536959646,2.79845146548074,1.841057814009173,3.9047696408475976,2.792895061291333
3.06333119570799,1.7169256513107445,1.0,3.1572777519384254,5.518768935963929,2.2689598754658054,1.0,3.975388406310112,5.989430797724841,2.121410418678897,5.226618728474722,2.5479831884988773
2.344884789521199,1.7527719338762815,1.0,2.288012852161135,4.830610783691951,13.688397443091905,2.190051373923042,1.9823016156102973,7.372613408750913,1.5875735052872757,4.384392368013723,2.7115246248124887
2.115305459638342,1.7886182164418187,1.0,2.6254544212434787,6.944149642168263,2.510694122779181,2.061689009598305,3.220551520184203,10.160487080641548,1.5000000000000004,1.1652281426648468,2.461882797933038
2.715890061597299,1.824464499007356,1.500000000000001,4.25929788393117,5.692248117400409,3.383927719131412,1.4999999999999991,1.228260503427654,9.470580203334036,1.4999999999999998,6.011313766956909,3.196882573171574
2.421757111764864,1.8603107815728928,1.4166666666666676,3.609330263732112,5.8205481311640375,2.3578295155681617,1.4999999999999998,8.483556283169744,4.080730445413076,1.4999999999999991,2.1294462046164715,2.893300108779695
2.219405171212362,1.8961570641384304,1.333333333333334,2.4885821729727446,5.432944167757729,1.5000000000000002,1.5000000000000004,5.116914720541801,11.188381676019254,1.2499999999999996,1.4712955379739676,3.191916733217488
1.6918326502569956,1.932003346703968,1.2500000000000004,3.2066684663924776,8.53541839461146,2.1423759747564746,1.6399735561108335,13.305216978444648,3.492509945478564,1.0,2.6764264152517763,2.7912943661563383
1.7393653797963189,1.967849629269505,1.166666666666667,3.1594149742258706,8.19810203861782,3.695526629464288,1.7799471122216668,9.404912293284502,8.618365356466569,1.0,2.090675567345846,2.8098158585821764
1.5179439778602988,2.0036959118350417,1.0833333333333337,2.469948443961468,7.044555758657758,1.0,1.9199206683325,5.371431870100509,23.141113411197967,1.5,4.189263378645239,2.32255933081526
1.6363998930648314,2.039542194400579,1.0,3.132228422755134,7.595526418292632,2.098695084765714,1.6899405012493751,15.678511204850292,17.532626068623806,1.25,20.751212012927148,2.1810652275020663
1.412865177508308,2.0753884769661166,1.0,2.3583845679080726,7.279537501905599,2.570681004341196,1.45996033416625,5.970018145463296,19.957803304048348,1.0,5.785537181122816,2.179572206432332
1.5696739938433897,2.1112347595316536,1.0555555555555556,4.3589480382450105,8.34037427133906,2.1934349206139605,1.229980167083125,4.776449358704968,11.86243920853494,1.25,1.9666022131656848,2.107078314613726
1.7524527500452227,2.0865406537642834,1.1111111111111112,4.704167201089704,5.414020169584461,12.53259775841063,1.0,2.0528425349578696,28.26053503936145,1.5,2.622451721378937,2.236695681140173
1.3398390184287172,2.061846547996913,1.1666666666666667,2.995200579683016,5.136903605836931,2.605809679161053,1.0,2.019604056832865,7.405111872624007,1.0,1.0,2.893261047396435
1.437004066906847,2.0371524422295435,1.2222222222222223,2.083134140792484,6.2085613258725285,3.905725726705772,1.0,1.9118138064219208,24.6638798903465,1.0345745234398165,1.0,3.0778919858485634
1.085566636087379,2.0124583364621733,1.2777777777777777,3.41423482516369,5.344309133184835,14.375193863138383,1.0,2.1317106007571702,6.882692798256817,1.069149046879633,1.0,3.3409229040935333
1.1452365956535204,1.9877642306948031,1.3333333333333333,3.0279354434225296,4.690710306623634,2.077987839265446,1.0,3.0102298255816247,17.25431337861568,1.1037235703194497,2.249842322614361,3.0629134897914745
1.0670663774591296,1.9630701249274327,1.3888888888888888,3.213637864082871,4.2825820485950805,3.22739953840456,1.0,2.728178816511447,4.670083178407981,1.138298093759266,1.833228215076241,2.909718153230467
1.0318398128597617,1.938376019160063,1.4444444444444444,7.430662336523505,5.772549682980748,2.6665611830282097,1.1355642012028495,2.4365424639850315,8.40659743210337,1.1728726171990824,1.4166141075381202,2.762678769817943
1.0918288436754615,1.913681913392693,1.5,3.629097452201999,5.607754738290955,1.8667620568731704,1.271128402405699,3.107956029146924,5.301780993820192,1.1933180786241395,1.0,2.0977807136320594
2.1732731195701342,1.8889878076253228,1.3333333333333333,3.422220552227418,4.630400967459487,2.091073744327372,1.4066926036085483,2.8398352578851966,2.585740844465588,1.213763540049197,1.064052655207846,2.3449796495464086
2.4825933714380635,1.8642937018579528,1.1666666666666667,6.565676746783894,6.014425193325221,2.576180642634565,1.542256804811398,3.0056006490668348,1.4082673193583124,1.2342090014742546,1.128105310415692,2.2647161347691203
3.10394804755508,1.8395995960905829,1.0,,3.4566802393146334,7.157321187661362,1.6778210060142476,3.0269269038220754,4.927308192170484,1.254654462899312,1.1921579656235377,1.941264500229632
11.249112178432837,1.814905490323213,1.0,,4.199451337879359,3.46898179016927,1.8133852072170968,2.558397388412628,2.388020644491255,1.2750999243243692,1.2562106208313837,2.4012690571545026
1.846660792267632,1.7902113845558425,1.0,,6.1223832332798525,4.374826412423311,1.9076053889825828,2.554674509066414,1.967337560433982,1.2955453857494268,1.8026042922423868,2.490122382000007
1.7820570971032772,1.7655172787884723,1.0,,4.367575082171271,2.611607251678764,2.001825570748069,3.041510924902719,3.966562498724739,1.315990847174484,2.34899796365339,2.175283365406024
1.6099896147597357,1.7408231730211023,1.0,,4.800776205623812,1.7846127537730951,1.8345503804987129,2.761736417804136,2.507192096576446,1.3364363085995414,1.5000000000000002,1.9966524264579544
2.0397870738604285,1.7161290672537324,1.0,,5.895659249952536,4.054732924387438,1.667275190249356,2.250942399217012,1.93930902584148,1.3568817700245988,1.0,1.749123080991205
1.862375703986936,1.6914349614863622,1.0,,4.75207287245509,1.9184471488943933,1.4999999999999998,2.402789190618782,1.986428223168185,1.377327231449656,1.0,2.1079347991564554
2.347591999236997,1.6667408557189922,1.0,,4.834906501991512,2.0899987081320024,2.9675998186745485,2.3942471431638017,2.0772077898151973,1.3977726928747136,1.4024770497258428,1.7994287608326032
5.051742562610073,1.642046749951622,1.0833333333333333,,4.484387016565229,2.1476130102986457,3.5548343612373565,4.692767370986624,2.45960834745143,1.418218154299771,1.5000000000000009,1.8983570986411047
2.0187938076050367,1.617352644184252,1.1666666666666663,,4.914522631351596,1.770971954853089,7.681790931796103,6.695417415256679,2.147485114509048,1.4386636157248285,1.4999999999999998,2.1839645195575046
3.8385794269877422,1.592658538416882,1.25,,4.133088902003023,2.3910666207917,7.414519294524259,6.443454592319359,3.5957416455506346,1.4591090771498858,2.0219720504181184,3.044040569418916
4.2260714616673125,1.5679644326495117,1.3333333333333333,,4.468415410448105,2.2100495663969344,7.147247657252414,1.821084882112132,8.12008046870081,1.4795545385749431,2.30184519503961,2.890455821382936
5.661078142876235,1.5432703268821415,1.4166666666666663,,2.918227745858079,2.418126660880609,6.87997601998057,1.802821136939428,3.79656546933812,1.5000000000000004,2.2826295281403968,2.329302409975189
3.4681604138082074,1.5185762211147718,1.4999999999999998,,4.541569799321287,2.6067264252988167,6.612704382708726,1.6300333013197492,9.13751288447324,1.0,2.153302098205357,2.239303485752367
4.276333305721759,1.4938821153474016,1.821119832173126,,4.361838049230832,2.9058432093108224,6.345432745436883,1.8877799523636407,10.79834448687292,1.0555555555555554,3.87957610103673,2.5546611727792903
3.951772508552756,1.4691880095800314,1.9201233232752133,,4.28537699823081,2.1260552153315464,6.078161108165038,1.851813007985108,7.96811703735737,1.111111111111111,2.214362162486399,2.3314639224272105
9.202588068232629,1.4444939038126614,2.66054578722608,,4.062282146758949,4.179149130277606,5.810889470893194,2.2895214927090835,14.153897357056827,1.1666666666666663,2.3329487546299124,1.9140550040969333
9.362126013277631,1.4197997980452914,2.4416146934114,,4.3311282076701,1.6651540360961172,5.54361783362135,1.8256142465890728,22.28782409115366,1.222222222222222,1.8248237495548167,2.2228982707065024
6.25692410267165,1.3951056922779212,2.2303685815677743,,3.976272384921912,2.3282728270842776,5.276346196349506,3.3309033850852394,3.020430054747526,1.2777777777777772,2.2003022902201974,2.649284532096868
21.56792816540797,1.370411586510551,1.3995381646831786,,4.109071914200808,6.056708135711952,5.0090745590776615,2.4062295227574064,7.741222522586843,1.3333333333333326,1.890281475081219,1.8514627626583444
17.382505057115157,1.345717480743181,1.8971517727336389,,3.723078978632324,6.523565232892516,4.741802921805817,2.277674012249082,6.093475097396244,1.3888888888888882,1.886569666769687,1.871814040394989
13.407893672122707,1.3210233749758111,1.7647678484890923,,3.2631266794869904,3.3993423645088554,4.474531284533974,2.8939547130419787,2.7682669408625573,1.4444444444444438,1.0,1.873861196786256
15.31468251495568,1.296329269208441,1.6323839242445464,,3.613240352986145,4.470000584128155,4.207259647262129,3.965465870649974,2.741054778325313,1.4999999999999991,1.2809756157360108,1.9263772515096025
32.71142399875953,1.2716351634410707,1.5,,3.431613826668412,4.359397564894992,3.9399880099902855,4.027752547783612,2.1046829537604963,1.809647572104978,2.2608935984723058,1.7230869642975242
14.617878488481407,1.2469410576737008,1.0,,3.347671602619629,4.671929205927428,3.672716372718441,2.10721255134154,3.7241248401387,2.119295144209957,2.3077543550442075,1.935484885480121
7.758503400527744,1.2222469519063308,1.3655767110636094,,2.557651570292659,2.2472353719536127,3.405444735446597,2.814661918097632,14.299084973239449,2.933025826208385,1.8495630802883296,2.2411780062775053
7.667006954625658,1.1975528461389606,1.731153422127219,,2.236908666775416,1.3606607092150216,3.138173098174753,2.303089448393849,4.149864005517908,3.746756508206814,2.078525456654467,2.41959383501173
3.61508282270222,1.1728587403715904,1.739502493119216,,2.2523152855561666,2.3585416266037886,2.8709014609029087,3.0034033497585773,1.5648715979417576,4.560487190205243,1.7892627283272335,2.54255626920676
13.479912738310093,1.1481646346042205,3.0088777467752346,,2.162285718264064,2.0847023943149114,2.6036298236310644,3.323418279262848,2.9633613994734214,2.406938997760072,1.4999999999999998,2.552993369320092
10.991458318598632,1.1234705288368505,2.3392518311834896,,2.359355310218232,2.053561430649884,2.33635818635922,3.510480739007828,2.439785022199356,1.5000000000000002,1.5000000000000004,2.8013657663723337
18.2239737073799,1.0987764230694803,1.6696259155917448,,2.5925952814912523,3.2940352203896928,2.069086549087377,5.235774330422577,2.1687978441770164,1.0000000000000004,1.0,3.195561722948359
6.318160388467416,1.07408231730211,1.0,,2.6910656835001285,1.5298678274092856,1.8018149118155329,3.765273146868258,5.286516594707347,1.0,1.2075068236845814,2.6301190924269675
28.155752001715403,1.0493882115347402,1.2319537932553115,,2.6283937771660413,1.4964292629786784,1.5345432745436884,4.078496132849073,2.5153413541193146,1.0000000000000004,1.0,2.895516029133255
9.749448677919636,1.02469410576737,1.463907586510623,,9.921892810039642,2.25768602026144,1.2672716372718442,4.017372719719036,8.608816969229467,2.0034434702403248,1.0811273171012283,2.6528743942583537
3.6559685365760894,1.0,1.6958613797659343,,,2.1794220547420373,1.0,3.188751029229957,3.3834058620357017,1.5335045421730016,1.0,2.212301755121332
2.330562567992883,1.25,1.927815173021246,,,1.9914835977405545,1.0,4.966301472728107,2.000571337660216,6.870005532355992,2.4434551183176665,2.054074869324426
2.6054655435614897,1.5000000000000002,2.1597689662765576,,,2.21963685121622,1.0,7.1457866132132,1.0,4.09051631705778,1.4973611617486888,2.2726967997397365
1.4999999999999991,6.711718484967198,2.391722759531869,,,2.1675084365115214,1.0,6.980280449117407,1.0,2.464303705240221,2.673614462596458,1.8273519761755368
1.0,1.0,1.4218156966384814,,,2.6364615127198125,1.0,7.928406052771237,1.0000000000000002,2.370269584089177,2.3335196336328647,1.946512272802196
2.03623291249606,1.2702960288274037,1.316361772478861,,,2.4984452594633644,1.0,6.376147226675261,1.679841375926764,1.0,6.914293002841753,2.2381051566344925
1.7656744234867354,1.286703455339732,1.2109078483192408,,,2.554071691864229,1.0090371881308793,6.149644648348026,2.5516890952926183,1.0,2.557026561920649,2.110969289266572
1.5993501441399598,1.3031108818520605,1.1054539241596204,,,2.3566208892401703,1.0180743762617586,6.47302543950617,3.1291965425932307,1.0,5.561837184028398,1.999483621100335
3.488033692104075,1.3195183083643889,1.0,,,2.030412096452221,1.0271115643926378,6.701833974241614,1.8990423287823093,1.0,2.0084253462562733,2.1678990234019806
3.078077610963874,1.335925734876717,1.0,,,1.915519365037828,1.036148752523517,6.663274636335979,1.4667034285607112,2.032170105369401,1.5,1.659585360525215
1.238256449401303,1.3523331613890452,2.6961297136458207,,,2.587547786885046,1.0451859406543962,4.840228154773684,1.644232672921802,2.4985871746706305,1.582361141068094,2.086740384729472
2.710180967299866,1.3687405879013737,2.239703541075293,,,2.291201216214611,1.0542231287852757,5.389397396790027,1.5152684604775886,4.29687471244542,3.535533376779232,2.2136510019128126
1.6722727240439923,1.3851480144137018,1.4999999999999998,,,3.382381598988099,1.0632603169161547,5.264032072771117,1.8476459255774496,4.616174269183848,1.2963979590624932,2.1421906129280925
1.0,1.4015554409260302,1.5000000000000002,,,1.936096607614792,1.072297505047034,4.329574329736316,2.814966196418436,1.6290374736279036,2.2318189691296526,2.030511605148656
1.0,1.4179628674383586,1.3333333333333337,,,5.477542251806576,1.0813346931779133,4.124774094546236,2.959731438740343,3.011792532762988,1.0,2.168773504606367
1.967108746353421,1.4343702939506868,1.1666666666666663,,,4.282059268789854,1.0903718813087926,4.550700227809664,2.7729584810679104,3.022464750896553,1.0,2.11555854125858
1.733554373176711,1.4507777204630152,0.9999999999999998,,,1.5912711620057254,1.099409069439672,4.640094627634505,1.9210142228525484,2.9056301337550083,2.173379887772077,1.73645627608231
1.5000000000000009,1.4671851469753436,1.0,,,1.803271631564065,1.108446257570551,4.255962450552164,1.4699072125106567,2.788795516613464,1.831188289289194,1.823712445315837
