Amplitude_Crest_factor,Amplitude_Crest_factor.1,Amplitude_Crest_factor.2,Amplitude_Crest_factor.3,Amplitude_Crest_factor.4,Amplitude_Crest_factor.5,Amplitude_Crest_factor.6,Amplitude_Crest_factor.7,Amplitude_Crest_factor.8,Amplitude_Crest_factor.9,Amplitude_Crest_factor.10,Amplitude_Crest_factor
2.6722112323583795,2.191894561228803,2.3269373139280685,2.101460976063279,1.8607024176063127,2.215090110172268,2.775494628327767,2.4659152124198216,2.347269463375917,1.6943632370286985,2.364596401777161,3.413265315195114
3.644510300589896,1.2453498574252253,2.098408670478314,1.78536710487153,1.2286743727621838,1.0981651768204266,2.161624369927496,2.512809378044658,1.4332423501355345,1.1074366870385457,2.1856827211703216,2.0609197014387126
3.190297317140495,-0.5783889657116354,1.86988002702856,1.9771603468072767,0.967013480598666,1.1485973558183526,1.1297577431560168,1.3488173407088635,1.655711463351955,0.9969584937588286,1.4112069769486593,1.8189344795142863
2.911682621738827,-0.4125639757085957,1.439314251559458,1.7875935003562042,0.9992249337650668,1.1990295348162787,1.1296308114628273,4.529874785573346,1.1154482289538017,0.8864803004791115,-0.8205146272227739,3.488100691495785
2.2045277267188865,-0.2467389857055559,1.0087484760903562,1.073345246751901,1.0385881951659477,1.172294074556885,1.2883878490575038,4.419695829133971,0.9883710801145116,0.7760021071993944,1.4117179895125236,3.558671603288033
2.5942662689945712,-0.0809139957025162,1.083635197518099,0.8493569952904197,1.0163614558214629,1.1455586142974916,1.4471448866521803,2.6323884459738154,0.9856108614745231,1.310951679750223,1.396592819242135,4.559467093600183
2.539896546712383,0.0849109943005235,1.1133218130628768,1.4897263474690807,0.994134716476978,1.3306976803557502,1.6059019242468568,3.0875329314846423,1.3205688720623827,1.2968585003379776,1.3814676489717468,6.213628695869652
2.312935554731447,0.2507359843035632,1.1430084286076547,1.1731669300245813,0.9719079771324932,1.6430494187926936,-0.7294753936817644,2.093785598379084,1.1678654618509303,1.282765320925732,-0.4457343787728757,5.270348334518927
2.360864080340525,0.416560974306603,1.1726950441524326,1.8323850762444287,0.8613060911082739,1.3133079233036309,-0.2657845920083613,1.3313700510196744,1.015162051639478,1.2686721415134865,2.6986174011279607,3.516543921906224
2.327577439923318,0.5823859643096427,0.7749798298197279,1.1687612432275534,0.7507042050840548,0.9835664278145678,0.1979062096650418,1.9559977791493053,-0.9621463954247532,1.2545789621012409,2.0938408065121386,5.121604223799852
2.641580342070511,0.7482109543126825,0.8852466984564034,1.4760979079611762,0.7186050537686532,2.800580810248157,0.6615970113384448,5.747819426018957,1.964539443737737,1.2404857826889957,2.727240353697076,5.835264908853372
3.097309600916099,0.9140359443157222,0.9955135670930788,1.859749866435533,1.4565370954156094,3.1688578085588177,1.125287813011848,11.756548238392412,1.2828374127560953,1.22639260327675,2.7543889166547446,6.022479214349663
3.4545801450728386,1.079860934318762,0.5410418691918474,-0.6651275503010889,1.5280442498367814,6.337400863034061,1.3995015929771817,9.222987236534456,1.1509789481498056,1.2122994238645044,2.8469878195397387,4.672188996896007
5.280605908799202,1.2456859243218017,1.1042362510941806,2.921222181502608,1.8028784347451383,2.664511988709016,1.4307426750224197,6.12052952060907,2.406382726118987,1.198206244452259,2.4030086051118205,6.036318381544537
3.675046370480501,1.4115109143248414,1.5274097315608333,1.298504302882084,1.5505365986421986,2.6459382129744555,1.4619837570676577,3.937227283845136,1.211156714268817,1.1841130650400131,2.129014925074105,4.443462140823931
6.608474275566011,1.1990764694953473,1.3987794416498018,1.6175575811175975,1.298194762539259,0.7042826049270215,1.493224839112896,4.401762747779587,1.6439617105961917,1.170019885627768,2.1745830415596097,5.45927531970714
3.11289238570205,0.9866420246658534,1.2701491517387702,1.2285598133348434,1.0458529264363192,1.1580948350509883,1.524465921158134,4.861730919830896,1.4431620653283388,1.1559267062155223,2.359913996778205,6.091808623319915
3.518089001942396,0.7742075798363593,1.1415188618277383,1.2980085025805417,0.9749259871619178,1.6980723780034488,1.555707003203372,6.581938124142194,1.2423624200604857,1.1418335268032769,1.7004850473579811,5.66506142208048
3.362483411048263,0.5617731350068653,1.0128885719167071,1.044346162134577,0.9039990478875164,1.489933163259551,1.324504384229033,4.062339353271233,1.6011193334489795,1.1277403473910317,2.405158366786716,4.711274304577382
3.5688149008586034,0.3493386901773712,0.8842582820056756,0.8367046660709643,0.833072108613115,1.2817939485156529,1.093301765254694,4.928851190146484,1.8133669556429528,1.1136471679787858,1.9142546801512528,4.625991424929753
2.6769117892339827,0.1369042453478772,0.755627992094644,1.1963571039031191,1.6214919951035596,1.024779664928519,2.491616547460549,2.6256431129221847,0.8525505452674925,1.0995539885665404,2.3804284997786693,5.097250765388848
4.666091855353879,-0.0755301994816166,0.6269977021836125,0.9583077345908368,-0.9282878280247786,0.7835577166306578,1.7700805908822406,4.450376090324791,1.5844923558253827,0.9253049005185168,1.4458987139921042,5.304232729079882
1.816246836534614,-0.2879646443111108,0.5071368853808699,1.7668670557625286,0.2326706931266351,1.7977097900739591,1.0485446343039324,4.736047534915564,1.3703677072500111,0.7510558124704929,1.417270408729992,3.840730983542934
1.7270992187037753,-0.5003990891406049,0.3872760685781272,1.3636340134078866,1.3936292142780489,1.3468002432113222,1.599711160111798,3.6805645942549146,1.2998555556928333,0.7928374189601836,2.954697361673997,4.5753471129405545
1.5387236402866111,-0.7128335339700991,0.2674152517753846,2.284103720147054,2.5545877354294624,1.406191577486055,2.150877685919664,3.720037235069972,1.5248393056405385,0.8346190254498743,2.777690852575635,4.354404060125973
2.889063788310232,-0.9252679787995928,0.1475544349726419,1.4563659928368489,1.0765417380525877,0.3246793060387011,2.0553807063170733,4.664450141611081,1.8142969816671952,0.876400631939565,8.705649159174664,3.636740678578891
3.687548922859268,1.3562212659743358,0.0276936181698993,1.6062137148083675,0.5866698683519928,0.2257893771738013,1.6261016522991336,7.976976582278121,1.70713049192526,0.9181822384292556,4.221120193431728,4.03550718053731
3.0096745598986008,1.2875989680052355,-0.0921671986328432,1.7450163485642551,0.962651756673102,0.1268994483089016,0.6315803213566824,5.763781281568594,0.7360952735596166,0.9599638449189464,2.1771445404494165,3.374239043910361
4.045323305456113,1.2189766700361355,-0.2120280154355859,1.884500279961061,0.9756665745257272,0.0280095194440019,1.3585013618872697,4.252456827657622,2.0346373384684915,1.001745451408637,2.1539187491141627,2.946118685441993
3.7046997558691697,1.1503543720670353,-0.3318888322383285,1.613748564617362,2.365110494069376,1.3003164780908796,1.281403471949096,5.145447491741527,1.306887048934145,1.0435270578983276,-0.9056364804834168,3.0156242128202235
3.159728717827683,1.081732074097935,-0.4517496490410712,1.2776578892099195,1.8855046700351523,2.802235738424899,0.5511352549847414,6.637394126042828,1.480053035067595,1.0853086643880183,1.4637340290458305,2.832974878283589
2.8856787287266616,1.013109776128835,-0.5716104658438138,1.6657412918873704,1.15839504647979,3.389502799689592,0.5710765728275506,4.038253511398143,0.5944505457951587,1.127090270877709,2.746256056882904,2.99503789998728
2.293727785716344,0.9444874781597348,1.214106053968883,2.5896854423765023,1.3613206825581203,2.156487624104156,0.0957229829866885,6.57123744773356,1.4567419315094527,1.1688718773673998,2.032418129971058,3.0269722354888327
2.7025944807893487,0.8758651801906345,1.0371853846353394,3.2261240398326434,1.3664434689063445,4.62595801994186,-0.3796306068541735,5.630733211665556,1.727948404707201,1.2106534838570904,2.5960490776052554,2.5851970095770453
2.7552760702189563,0.8072428822215344,0.8602647153017957,2.8826933724688013,1.0849161829062346,2.69309956323388,-0.8549841966950357,5.489469848008439,1.4937670300486667,1.2524350903467811,1.872130142423886,2.6634508569901763
2.5198392580706934,0.7386205842524343,0.6833440459682519,2.236711601610351,0.8934905383304013,1.7743562371570136,0.6615330667227154,2.480970219629008,1.1504375445888957,0.1266953407244813,1.3860133704722557,2.837483951725425
2.62840031319906,0.669998286283334,0.5064233766347083,2.3761697214093265,2.6896977156321,2.4079373589127337,2.1780503301404663,4.024529311770637,1.0827190701861602,-0.9990444088978184,4.175472582668141,2.598760707335704
2.854681312431138,0.6013759883142339,0.3295027073011646,2.9144911806649936,2.9926556022130035,2.2382284607194203,2.0306791678665794,2.832689819021314,1.7701549202493625,-0.7857727376679142,4.415227871349055,2.2693605965800003
3.0210556331530016,0.5327536903451338,0.1525820379676208,2.3984271474914567,2.3222889698556908,3.354015452678211,1.8833080055926927,4.84533338308798,2.0122439818605025,-0.5725010664380101,2.7133929025017203,2.593866524825089
2.853928362104385,0.4641313923760335,-0.0243386313659228,2.5293375906949813,5.7410861741005865,3.288677643889149,1.7359368433188058,5.817549529337137,0.8441742063765031,-0.3592293952081059,1.6208506261744615,2.273595660426444
2.791161731207443,0.3955090944069334,-0.2012593006994665,2.5618715602104127,4.450398299501843,4.191331663487539,1.5885656810449191,5.186410476395698,2.481598745133757,-0.1459577239782017,2.2349939242033354,2.0803849032336745
3.1641967110558613,0.3268867964378332,-0.3781799700330101,3.272807726991168,5.062340237352948,6.827921814549623,1.4411945187710322,4.704904705603776,1.2231637339446966,0.0673139472517024,2.5026947163724667,2.1029197173019103
4.137079582701035,0.258264498468733,-0.308481801869812,2.771332419391501,6.804773180811417,3.39582083507193,1.2938233564971453,5.7272110044853966,3.3076496211137405,0.2805856184816065,3.4762074702399937,2.0301364888197178
2.774926738638833,0.1896422004996327,-0.2387836337066138,2.413762783005879,8.968206803250581,2.714434460702212,1.2460867239063556,5.511838668445433,4.201627552691732,0.4938572897115109,1.9330687472585684,2.1353354739086345
2.879266502828969,0.1210199025305327,-0.1690854655434157,3.2481575065042096,7.782750567211467,3.266589405223393,1.1983500913155658,6.6662694415076365,1.3488489445781804,0.707128960941415,2.0490906620580875,1.953794487797748
2.6432614262775345,0.0523976045614324,-0.0993872973802175,2.7079954320846795,5.884295713886731,2.048891638627018,1.1506134587247758,2.3216700946574327,2.1269004736160544,0.9204006321713192,1.8906608880405704,2.112519050600777
2.738912634113408,0.1150066154559325,-0.0296891292170194,3.5378949216762576,3.9728805851720943,1.916372152111003,1.102876826133986,1.7368496368726063,1.940798527302408,1.1336723034012235,1.8450354591754303,2.472059920982573
2.470416939062024,0.1776156263504327,0.0400090389461787,2.6764013568837166,6.142198659941076,3.7012100176517415,1.1099967298569309,1.6733405048351353,3.981644123399815,0.718190276183187,2.093726572048141,2.146048626950059
3.7143681910056894,0.2402246372449329,0.1097072071093768,3.908058555152097,5.067016166924845,6.664884725187899,1.117116633579876,1.6274021052649037,3.548259181453964,0.9908312732170722,2.670821857618023,2.131339693182768
2.6223698285512067,0.3028336481394331,0.179405375272575,1.8493976445745937,5.455336977922543,1.3231248586756048,1.1242365373028207,1.3726376596190792,2.8356152849822416,1.411811825889221,2.385458703514693,2.152330101675821
3.255655264842479,0.3654426590339333,0.2491035434357731,1.7068481120582462,7.415337916980864,3.1554131854496594,1.1313564410257655,2.087925234093445,1.481910408435667,1.3423814986423253,2.6080062667695856,2.3274050323938766
2.9825641046599247,0.4280516699284335,0.3188017115989712,2.4933882020854203,5.553367546157077,2.096378291509112,1.1384763447487103,3.560050116296847,1.3363353796984363,1.2729511713954296,2.2061311858989616,2.8163082051995447
4.267432530799769,0.4906606808229337,0.3884998797621694,2.390695350616729,7.089643462562883,2.4987425262246563,1.1455962484716553,1.512535076790989,5.280865215327838,1.258340463978445,1.9727438997749296,2.934805991074517
3.845593321656295,0.5532696917174339,0.4581980479253676,2.872733214941268,6.364990958066531,3.2626160078382287,1.1527161521946,1.150407291295957,1.5554587709156895,1.2437297565614605,2.8556700634190646,2.736422357067003
2.8533832301159365,0.6158787026119341,0.5278962160885656,3.9236001473282727,5.600439548808332,3.46555267279884,1.159836055917545,1.5920683597274732,2.4036963941060616,1.229119049144476,3.843847739183489,2.763828945547734
4.588803365217857,0.6784877135064343,0.5975943842517639,3.5474238496106483,5.931496915074857,3.576887436234032,1.1669559596404897,2.0337294281589893,2.328405843900038,1.2145083417274911,1.8464038937679448,3.162396437397366
4.123583706298613,0.7410967244009344,0.667292552414962,2.979024356079752,6.736120535147264,3.03652724534403,1.1740758633634347,2.870574085316326,2.068656466951057,1.1998976343105068,1.678994525186112,2.749389133666329
3.361529236008073,0.7321912411768035,0.7369907205781601,3.03006825620478,6.441401352031301,6.275546298524071,1.1811957670863795,3.732260226982086,1.5616298899192893,1.1852869268935224,1.6300648202197745,2.5600115857536254
3.5255430818971214,0.7232857579526726,0.8066888887413581,3.781906358580054,6.838554680690369,3.738643477936172,1.234138912568156,2.225508642147336,1.1573018776888355,1.170676219476538,1.5078045570734104,3.180020996084173
3.332768249750031,0.7143802747285416,0.8763870569045564,3.339297891917498,4.479128634509338,5.60883422646882,1.2870820580499325,2.477230094242167,1.183757366893501,1.156065512059553,1.6968301109069552,2.269042026798181
3.24583093729901,0.7054747915044106,0.8953011672091487,3.801941789349798,5.566807465520568,5.069577158774909,1.340025203531709,1.8365546810880808,0.9765841138636052,1.1414548046425688,1.6317345996726085,2.335558725510548
3.711330259595863,0.6965693082802796,0.9142152775137408,3.231983626515335,5.078280167326334,4.221368960438389,1.3929683490134857,1.1444879386349118,0.0236193044972361,1.1268440972255842,2.1821731945074028,2.3433836553962952
3.235469746869524,0.6876638250561488,0.933129387818333,3.1638692977070324,5.194941356375364,3.740461554197778,1.445911494495262,0.9726286445195024,0.9692161488579984,1.1122333898085996,2.8472701661648565,2.5334731298378887
2.832273209820072,0.6787583418320178,0.9520434981229252,3.3223304754237946,5.449791434937167,4.361157800003738,1.4988546399770386,1.2278994977677062,1.2362303487189836,1.344542990681982,2.3467158119698937,2.822185470103077
3.308076813628583,0.6698528586078868,0.9709576084275174,3.3676638017709903,5.374409161319481,3.381828266914412,0.9502851599051474,1.1010423786978305,2.439246283791632,1.2765998681548567,2.1413000470172623,2.7750626738962554
3.4734950894833547,0.6609473753837558,0.9898717187321096,2.979650766208217,5.203343029722117,2.821378609087621,0.1541807745187593,1.656905538323522,-0.2101172950878734,1.2086567456277315,2.3790838448325298,2.89625694510405
3.025659662358999,0.6520418921596249,1.0087858290367018,2.8809016734657504,5.1294178948825415,2.3351643456510454,2.8106301852156106,1.790764329752044,1.7536654585831264,1.1698685913477205,2.440831927471668,2.8158771657514725
2.952303323565103,0.643136408935494,1.027699939341294,2.868394862804948,4.224970489599796,2.152141523354908,1.417368805705756,2.074244977025254,1.4023675749091156,1.1310804370677094,2.140657718509147,2.455854751275899
3.4609356513874125,0.634230925711363,1.0466140496458862,2.5129861264313584,4.956518413241665,3.362935069379076,0.8598502297673444,1.9625702866905508,1.1078355146013157,1.0922922827876982,2.2495708118403024,2.538990866672428
4.46525855461962,0.6253254424872321,0.4577893862346133,3.54640528054495,4.372383793720448,2.847102277066488,0.3023316538289326,2.7242375613573824,1.006114198289587,1.0535041285076872,2.97846090770852,2.332866869509662
3.311548478249468,0.6164199592631011,2.114498382649914,4.25832371921408,4.396155203742274,2.769476126941767,1.3688843540971416,2.9643657526356137,1.3220174122342063,0.9614410721366324,2.576995938727786,2.5604831363536094
3.137158236982,0.6075144760389701,3.771207379065215,4.009681179622592,4.225605883219257,3.166805538908409,0.8080689706453263,3.256690242306613,1.438629439895938,0.8693780157655778,4.106670959400963,2.213595125286763
4.785856773294046,0.5986089928148393,1.314952033228573,5.046707790663664,4.184823799913921,3.840929385257733,0.2472535871935111,3.4543033983581792,1.3170740451272989,0.7330399199283301,2.4492920338789514,2.5136668895884253
4.304755192555743,0.5897035095907083,-0.988368427749556,3.646868440554211,3.784592023118183,3.0659362332006728,-0.3135617962583041,3.404231235962391,1.3938283833023628,0.936270174445928,2.5592211374445,2.7605675633406705
3.6616503790905854,0.5807980263665773,1.248338371233545,2.114453462649346,3.5437673012151145,2.4260047415133315,-0.8743771797101192,1.3427173111839708,1.5570903690530205,1.1395004289635258,2.526026627642478,2.476617955907394
2.916298033827172,0.5718925431424463,1.105064045385803,2.897084268517216,4.231273128991464,1.6110585749146449,0.2542628487430871,1.2956661765590294,2.505720518130515,1.3427306834811237,2.422571329340525,2.623971604095632
5.364882073709471,0.5629870599183153,1.1648427308406415,3.5314105676478333,4.262144532465081,2.1742124005382264,1.3829028771962932,1.862381327994271,2.736160172121795,1.5459609379987214,2.021234748506048,2.9581682960640454
4.632929538481357,0.5540815766941845,1.22462141629548,3.008654055539388,3.8671356860482176,5.218395369358021,0.429856006801183,2.1970021354877245,2.485327525344815,1.4348005199382154,4.131442501913879,3.04166324498248
4.089025632881024,0.5451760934700535,1.2844001017503186,3.0286354019310004,5.17694625534447,1.3019560495190206,1.125292535173181,1.52472479660655,3.3580019303791064,0.9474814279099112,1.1383866750346645,3.0583862249341283
3.8564706009476577,0.5362706102459225,-0.8760442038634287,1.538707048680455,6.114146591271254,3.308492121930571,0.988436683106736,1.5222484757106487,5.897235780888158,1.1646708091264666,2.6824745919332367,2.7729487881233874
2.098469319718906,0.5273651270217916,-0.4951376402932156,2.7159756162451205,4.471753164346467,2.104735690696132,0.6342558938435634,4.950106649274065,3.764888292891978,1.381860190343022,1.4479126317432045,3.2213604327196066
2.1505577089714727,0.5184596437976606,-0.1142310767230025,2.1712951766444664,4.569305036206085,1.354357265305098,0.2800751045803907,4.804966680231957,3.828656898310949,1.2286942568485544,1.253056582039749,2.685245566769939
2.620984469606676,0.5095541605735296,0.2666754868472104,2.3896685616729725,6.536999130742041,2.311151074463635,0.6082289012604971,6.707390887441953,2.9720829741567734,1.0755283233540869,1.4386705635948998,3.214027461566254
2.603672314862412,0.5006486773493988,0.6475820504174236,3.916031498293924,4.167340706202475,1.9675827859579669,0.9363826979406036,3.809312129772183,2.57582846088571,1.154843021177114,1.6874470773166763,2.8970820232964165
2.002850738965898,0.4917431941252678,1.0284886139876366,2.270502750424299,4.353700646440289,1.2378766645810788,1.2645364946207098,3.1709547154029534,5.730774307703129,1.0594591653859495,2.185030129653939,2.957137166755814
1.7558297524149382,0.4828377109011368,1.4093951775578497,2.5299963791779083,4.941605997623954,1.6176804274604986,1.1449926784677846,6.530333479292165,7.437160123083562,0.9034107142098045,4.767219857717015,3.090956792026845
2.4140372654413107,0.4739322276770059,-0.887696920099939,2.492401744247838,5.366271296688713,1.86575380717766,1.0254488623148594,4.990720471303362,6.629296390929239,0.7473622630336592,3.3323938001159603,3.421354309910159
2.166438451579039,0.4650267444528749,-0.7249183626657629,2.890927103193353,5.575004384842725,2.437298308427959,0.9059050461619343,3.966428450932616,6.416369665211951,1.039759288134961,1.506739182008574,3.387849318157463
2.630414687116432,0.4570974312553549,-0.5621398052315868,2.706171129276793,4.105271868796429,5.864440005835645,0.7863612300090091,2.665579334988683,6.566310868854608,1.3321563132362635,1.912157014865009,3.461715124146449
1.7002816503232991,0.4491681180578349,-0.3993612477974107,2.37074967348552,5.052522901179564,3.429927163686333,0.7915403677922185,3.9635449296112073,5.152219697373381,1.229743915690474,-0.8884561368250705,3.256921032015836
1.806321699838989,0.4412388048603148,-0.2365826903632346,3.288571174799161,4.5702548399614304,3.9886281197185487,0.7967195055754278,3.3813249784511195,8.244956234155426,1.1990159888443337,0.2537107746822031,3.5986798050437057
1.634090313723218,0.4333094916627948,-0.0738041329290586,3.0351412626942142,5.063125196581089,6.43086619087801,0.8018986433586373,3.1209481152194987,7.163642921610307,1.168288061998193,1.3958776861894766,2.9993746467768805
1.5235194138299275,0.4253801784652748,0.0889744245051175,2.288995364815522,4.808619379989519,4.128281487246519,0.8070777811418466,3.6745468267134416,3.183886073337779,1.1375601351520526,1.5510154369713514,3.523781873959782
1.178691968211333,0.4174508652677549,0.2517529819392936,2.765583617983078,4.531117216001308,3.919999334579289,0.8122569189250559,3.4579869533611567,2.3916924696253767,1.106832208305912,1.4443128446990774,3.541297012279159
1.625537869656711,0.4095215520702349,0.4145315393734696,3.896321898731266,4.867161207277053,3.126312396269137,0.6144315505135646,3.8229407089269776,3.1449927756274736,1.0761042814597717,1.3376102524268036,3.3012368299205392
1.454704065194523,0.4015922388727149,0.5773100968076458,2.9098526193853727,4.474294414112997,1.8278946316906464,0.4166061821020732,3.931592185538142,4.474316519287222,1.0758030655041997,1.2309076601545297,2.719176526701054
1.963253820982303,0.3936629256751949,0.8431864749586857,2.4150336313683707,4.049797600834047,3.104474087762928,0.2187808136905817,3.611308435402949,4.947253055324322,1.0755018495486277,1.2472258396134284,2.772698659313216
1.974662606647092,0.3857336124776749,1.1090628531097255,2.252889083483248,4.759095407808436,3.17693803754979,0.0209554452790904,2.4340764230986776,7.449405908649602,1.0752006335930555,1.2635440190723268,2.913562259605802
2.1494025752656967,0.3778042992801548,1.3749392312607658,,4.083764108095631,5.925346920357133,-0.1768699231324009,3.7218514653829406,9.259517766026754,1.0748994176374838,1.2798621985312253,2.9878988906503414
3.453978664256631,0.3698749860826348,0.9359025248431396,,4.82928761357695,2.912499198850738,-0.3746952915438925,2.4191897054429896,3.563169967022425,1.0745982016819118,1.296180377990124,3.136052393483998
1.32299991108943,0.3619456728851148,0.4968658184255136,,5.138916774079814,3.816525043424884,-0.0270367885451988,2.4808111465837923,3.2507960125616298,1.0742969857263398,2.0093310046452024,3.4942953204863407
1.479307636449943,0.3540163596875949,0.0578291120078876,,4.501080410747124,2.8669899477179057,0.3206217144534947,3.501632840585445,2.7766766293676057,1.0739957697707678,2.722481631300281,3.2156731207965428
1.7252680964307376,0.3460870464900749,0.057100792159049,,4.648955039625252,2.334396141741508,0.5757771088471113,2.841018938137853,2.057004057126594,1.0736945538151956,0.8248608816021854,3.143421451095717
2.901159912506369,0.3381577332925548,0.0563724723102105,,4.7589258924438775,3.3532043873633928,0.830932503240728,2.6901395609826,2.4713382834278352,1.0733933378596237,0.6413224201005703,2.7194207882204338
2.212719312280144,0.3302284200950348,0.055644152461372,,4.225169791002784,2.2147097425731306,1.0860878976343444,2.784335443805234,2.508565237738777,1.0730921219040517,1.0819476108764725,2.6911545578704827
1.8077800161168835,0.3222991068975148,1.266317664106172,,4.713704330231207,3.2892907845005466,3.112151804744728,3.021104200459426,2.526940605684916,1.0727909059484797,1.1743395777316967,2.2756011145201493
3.460263264753324,0.3143697936999948,1.2499518018621656,,4.364209404967356,3.2558709265865287,3.746618886761021,3.4232952409941486,2.296732999326946,1.0724896899929075,1.2055175265430136,2.134949972067236
1.7535017203655692,0.3064404805024748,1.2335859396181592,,4.843248937111711,3.653441241409023,3.883176505840914,3.640735874558013,1.7686098148404197,1.0721884740373355,1.0342305818517312,2.2247951699902906
2.420594658911068,0.2985111673049548,1.217220077374153,,5.309220684016831,3.037858663140016,3.771759733816255,3.458336854508474,1.821178270700769,1.0718872580817638,0.6195783927042167,2.428527721252118
