Rise-Time_Max_Min_difference,Rise-Time_Max_Min_difference.1,Rise-Time_Max_Min_difference.2,Rise-Time_Max_Min_difference.3,Rise-Time_Max_Min_difference.4,Rise-Time_Max_Min_difference.5,Rise-Time_Max_Min_difference.6,Rise-Time_Max_Min_difference.7,Rise-Time_Max_Min_difference.8,Rise-Time_Max_Min_difference.9,Rise-Time_Max_Min_difference.10,Rise-Time_Max_Min_difference
2041.679263774239,433.06088008935546,1477.3738432186483,868.3374116510258,526.5445031131076,939.0046280776304,2648.1502689236986,608.8546712607447,328.7512286306357,799.3017081835325,160.60990157928268,7060.27001822726
134.27235789887817,94.22728312282172,763.4898424706375,123.71336097918748,29.68584728609348,61.69357281465148,79.86467608556757,516.3662574207622,80.51074870943185,12.658674279327386,77.01773736373775,283.49277985581625
192.37052590931395,33.47774330897222,49.60584172262676,99.10652648089469,27.599565824856388,52.26675240866797,41.03972506302223,56.178824456338255,80.9437711393794,23.022861773700875,34.996478574328904,100.18581212774266
427.0594317287653,33.07288346361091,47.33008940810591,47.68638926148084,66.09964834436023,42.83993200268446,24.301684957309373,363.1537144707706,47.65948701074249,33.387049268074364,14.455833661854284,296.16250332949744
430.97751297301727,32.6680236182496,45.05433709358507,74.12138095184706,1.8154886761618056,53.33821431501329,23.7335955933896,65.22524996864348,78.30554114652259,43.751236762447846,214.7839146960177,262.56482425896263
463.5427418416913,32.263163772888284,16.458484318014,19.27830688072195,128.2926115662056,63.83649662734211,23.16550622946983,42.764924295689966,28.7364458481649,159.78453811146193,604.2316837497485,543.8339187309141
403.0843304650775,31.85830392752697,64.41803950155739,42.08459585318784,254.76973445624944,12.340938487405827,22.59741686555006,50.42967294417841,42.15531919647262,152.32055026878277,993.6794528034792,489.5990069262869
430.52966072375705,31.453444082165664,112.37759468510076,54.99635341041333,381.24685734629327,66.10600613698624,17.481579775871325,40.65152759381135,37.64008591992169,144.8565624261036,17.222998410840468,464.84285903936166
137.16147687064807,31.048584236804352,160.33714986864413,52.53225220580136,212.03171224683163,63.494100302108,27.722271578521188,29.631951423701988,33.12485264337075,137.39257458342445,279.8277628589901,688.0834564446945
498.23787988417234,30.64372439144304,27.405002359201497,85.46151417088781,42.81656714737,60.882194467229766,37.96296338117105,38.40392291197349,44.62412598995577,129.92858674074526,182.8293536514314,569.7898100273103
79.37770940507093,30.238864546081725,34.44018030317912,115.85616316245572,63.6296392775551,217.40069302794305,48.203655183820906,103.01163384180228,84.21699295292979,122.4645988980661,232.6721561601292,492.92599474319866
118.75133771340052,29.834004700720413,41.475358247156734,37.42421219450782,38.92989980389518,372.6151741336636,58.44434698647077,26.42219818877493,29.60479446645968,115.00061105538694,182.10496812082133,705.9274663885656
91.75852983411968,29.4291448553591,41.15260580825483,45.09894598998065,27.861089576315017,201.53094622813413,250.1874167542716,103.81942044338952,90.17420380305876,107.53662321270778,367.9412249529569,528.1423972749766
92.36549233762123,29.02428500999779,44.99467497660433,315.6438040861915,36.93595180592384,362.5576451269733,218.65309676030176,73.01914232606413,69.31861225043482,100.0726353700286,196.12602505593992,527.7965262665452
85.63008431357537,28.61942516463648,91.6052736111748,496.2394100797246,31.05077863500449,253.0183004804504,187.118776766332,103.55547867726304,113.88250513321942,92.60864752734943,229.55034359286128,660.0751623611978
244.14765975786003,29.87263114377788,83.38011406393412,285.3731530258183,25.16560546408516,22.1301013304216,155.58445677236213,88.5140371564674,25.693675936149766,85.14465968467027,180.5653525109123,779.6243236959476
376.48060764945865,31.12583712291928,75.15495451669344,55.089725662653,19.28043229316581,90.48914084509032,124.05013677839231,101.77115072850998,43.231143951191896,77.68067184199111,276.9782681162086,753.131705943203
52.06284719125942,32.37904310206068,66.92979496945276,61.818429114260695,14.034326204813542,86.82536672723737,92.51581678442253,72.69721039538031,60.76861196623402,70.21668399931195,216.28673467045903,808.2336180372015
92.0948906864103,33.63224908120208,58.70463542221208,16.365460677184537,8.788220116461273,64.55534479880909,78.0746029384996,280.6412513505025,67.3260118895623,62.75269615663278,281.0796492076745,723.3298474867677
94.91879248738988,34.88545506034348,50.4794758749714,18.492191213639,3.542114028109005,42.28532287038081,63.63338909257665,122.89600782698096,27.83547503014852,55.28870831395362,206.4913549154096,828.2854335444476
88.22986146286082,36.13866103948488,42.25431632773072,25.97303779524053,26.565600318207064,40.908233825108,41.41518916148256,83.7126843762691,31.27141248301976,47.82472047127445,36.18567973359488,647.2015626743441
270.80004608250226,37.39186701862628,34.02915678049004,73.24538301405299,4.492834219388496,48.28671758392561,33.42895075773586,143.8441407126942,164.8440492855032,33.31213067690236,49.36822350895888,876.5882453632064
70.54193703095905,38.64507299776768,32.692510544561124,39.93087126059278,18.85896074646855,31.166076124844054,25.44271235398917,178.29883268586104,79.66798649612102,18.799540882530263,70.80214312633605,651.8881727506583
65.32496002943444,39.89827897690908,31.355864308632206,47.291379246868814,33.22508727354861,71.99269339444588,45.47763530968564,286.4552216795968,44.83184198677964,18.48918568416246,44.12689295188696,778.9769216225935
62.91169516688837,41.15148495605048,30.01921807270329,58.417411933613934,47.591213800628665,33.76355871313406,65.5125582653821,326.6078564266086,24.385678889203657,18.17883048579466,52.9063737362586,734.0834052781552
339.5628297867636,42.40469093519188,28.68257183677437,66.40091948030964,20.10337593684066,42.28577070037885,84.78860450002199,204.31130754268625,31.72147470562843,17.868475287426854,162.49721700382014,996.2129186988802
71.62423169775359,30.03564688535777,27.34592560084545,149.71454052478663,10.143906069174612,31.725357105828053,92.18595693347925,109.09884355104796,72.27051856578186,17.558120089059052,90.6259268506445,736.6009119692454
381.692223420466,31.00294866548312,26.009279364916534,279.84447496376026,22.343452381675355,21.16494351127725,35.40704208512295,98.4877915740271,32.73955306516069,17.24776489069125,174.95005601019662,641.9848194278591
59.94150920840515,31.970250445608453,24.672633128987616,286.77864130996454,80.85013925377396,10.604529916726458,16.91696405628405,80.18331848692398,78.8055466731251,16.93740969232345,80.27241966236834,1046.6746646049432
77.8215373917516,32.93755222573379,23.3359868930587,65.67321809423674,615.0934577554376,32.21209954493001,38.92266298734821,99.05289625934674,10.480744369935962,16.627054493955647,11.72412162463662,856.9699804096849
77.24929379086267,33.90485400585913,21.999340657129785,42.45093438712517,49.49363402021895,93.03327528204348,21.97070551071103,61.22124050960683,29.92184193139122,16.316699295587846,112.46412184899756,989.6182838233836
460.6870791067644,34.87215578598447,20.662694421200865,111.44865432639044,32.09903325831404,143.467000374178,81.75841700653808,88.82201034580403,74.24510334669972,16.006344097220044,110.61676006506778,706.0240339005081
110.35319735578337,35.83945756610981,44.84819023414916,259.19235774150127,29.42986535543325,149.86522867328557,66.34891201032687,50.55962995548688,37.19929877318862,15.69598889885224,252.33268118008428,781.866372203095
154.8826318889046,36.80675934623515,42.42179605931944,333.3871270493098,30.715656195680594,36.40386321091104,50.93940701411566,98.54341881774718,52.893037479596586,15.385633700484435,140.67865744202334,791.0150917471647
85.74038617785786,37.774061126360486,39.99540188448972,348.9680519946305,51.10516225827229,177.31664544618556,35.52990201790444,105.1065754083958,110.4387641908898,15.075278502116635,126.74078716832727,741.6602246133881
81.10453372443274,38.74136290648583,37.56900770966,653.1868585723333,20.06486397988978,98.35113742394029,44.684020133097576,246.31483730686367,93.17935869900992,12.975735829689889,62.9601895515192,578.0216966677244
297.66906421862456,39.708664686611165,35.14261353483028,334.4759517297433,61.146429354920464,357.31338007117586,53.83813824829072,130.9741437667078,54.84820786202397,10.876193157263142,117.24920067236329,753.7610336121204
469.5190979336709,40.6759664667365,32.716219360000565,346.3188166254876,28.647422501108004,119.99170135959504,45.1934216690341,115.32892202456225,58.29471256020732,9.996767270949452,119.11587022224086,726.2462915413279
116.31794445758962,41.64326824686184,30.28982518517084,295.1168984145039,69.15177648730804,528.2819865495512,36.548705089777485,82.62830065217285,70.55319001917532,9.117341384635766,125.4694017342292,813.7695389567875
533.1829116021082,42.610570026987176,27.863431010341124,420.3241996512341,66.58590975193059,417.5975993420343,27.903988510520875,124.05366147445994,28.18383186489512,8.237915498322078,40.91018802594743,778.1553384073213
560.803621051075,43.57787180711252,25.437036835511403,526.6742649647707,95.4693750100485,332.02119624984664,19.25927193126426,1104.7584691535794,73.60224609590908,7.35848961200839,123.7533827090227,888.2267371443647
905.5611785328016,44.545173587237855,23.010642660681683,807.9955590348213,242.2799913292091,710.4328870350994,10.614555352007642,96.54416456153764,56.20199543161689,6.479063725694703,104.39111334979305,838.4415742626056
92.071017602066,45.5124753673632,22.97782031480228,602.0663307747034,137.26158970981066,745.7448367667496,1.9698387727510287,281.5622154145068,229.68813493468176,5.599637839381014,190.54143892183504,948.400445464589
70.53289821002856,46.47977714748853,22.944997968922863,933.5354442603556,163.04401712497614,792.6628880447772,3.1526039171385385,73.00189920255445,119.11601354495114,4.720211953067326,117.10676238358788,636.2777142046668
100.7199120154167,47.44707892761387,22.91217562304346,422.3823003961684,164.65853739268914,79.60385659272193,4.335369061526048,144.1838759082383,52.4125005726928,3.840786066753639,124.01912238323813,1146.411270918477
428.9274276759952,48.41438070773921,22.879353277164054,536.1886028302893,192.7453911127576,74.14834628421904,5.518134205913558,78.87182252445852,181.27612193881995,2.961360180439951,64.27318913199937,813.4654585251967
505.55199599992784,44.56925676424986,22.846530931284644,1040.2798547232426,201.0798602209603,196.2529273144483,6.700899350301068,86.33341302045936,61.98493929163613,2.081934294126264,558.9909503277244,661.8530505102931
412.6879884783564,40.7241328207605,22.81370858540524,421.3612888157815,198.00388129227164,344.2562082270463,7.491816745027793,74.89519780101949,603.2214538300825,16.38702896178875,95.17166370200474,1042.409297599618
337.0245333483072,36.87900887727115,22.78088623952583,670.3370161640345,177.754356997838,121.59904564664272,8.282734139754519,43.68331848306061,386.4901232991282,29.58611598069543,136.357169512369,961.9355730851082
102.8988079450296,33.033884933781785,22.74806389364642,388.81644727062553,216.02385974593057,188.2649200878664,9.073651534481243,113.03112271656904,457.4038205914218,68.07267052951985,122.81906915894766,872.3575952854471
54.6094753572224,29.18876099029243,22.71524154776701,262.49896215126984,99.5906933962205,331.9425250666963,9.86456892920797,35.93965247633162,495.1726132465819,93.27790336944804,136.15545241572931,820.0474260986934
57.258524678776894,25.343637046803074,22.68241920188761,428.0915227242522,277.9266714035288,241.7758054570384,10.655486323934694,64.75911613417125,114.30290526772556,118.48313620937624,130.3494163105348,971.9322992786912
108.57630243870602,21.49851310331372,22.6495968560082,381.3757980211636,253.03995910454304,309.59245323808966,11.446403718661418,145.0793766797866,95.2806745206823,111.94950543931414,197.43824327569985,649.6578979280189
55.6987586712243,17.65338915982436,22.616774510128792,611.1204866907733,232.6193435861065,336.44743952043257,12.237321113388145,287.04864043990165,107.1888005177553,105.41587466925202,76.37601104978575,400.7451110431645
142.78715200846727,13.808265216335002,22.583952164249386,627.5625014118745,326.3848172859685,261.99086630334193,13.028238508114873,348.4568362229503,62.64048260049744,98.88224389918992,162.37052961007328,519.0639790479086
154.55891396171023,9.963141272845649,22.551129818369976,1415.255347931387,261.95882242218653,185.33197696661784,13.819155902841596,409.86503200599896,56.65468451604803,92.3486131291278,98.1739766366628,620.308482013287
88.13832160425538,6.118017329356295,22.51830747249057,1018.1449656436678,111.98190188761772,216.95631599361585,14.61007329756832,341.43660204438186,78.96889043910778,85.81498235906571,52.01550122452038,266.0053959735525
84.90069082198595,6.542164043443647,22.485485126611163,796.5299126542512,191.85755733229269,384.7083045490725,15.400990692295046,397.8684923236602,84.99095342973234,79.2813515890036,75.72657910265634,301.40583532322364
70.96545571057295,6.966310757531,22.45266278073176,1030.452380231598,352.3390815185456,264.2449533760177,18.456447441241885,509.9032516691564,90.78858856153666,72.74772081894149,326.6848804739228,745.9613774882731
119.20059531369014,7.390457471618351,22.419840434852347,616.5656548406077,207.49107064034425,221.53146714984683,21.51190419018872,221.1798249044312,40.21256482183434,66.21409004887938,69.67925608483927,232.84477169517703
