Duration_Max_Min_difference,Duration_Max_Min_difference.1,Duration_Max_Min_difference.2,Duration_Max_Min_difference.3,Duration_Max_Min_difference.4,Duration_Max_Min_difference.5,Duration_Max_Min_difference.6,Duration_Max_Min_difference.7,Duration_Max_Min_difference.8,Duration_Max_Min_difference.9,Duration_Max_Min_difference.10,Duration_Max_Min_difference
2842.6440876529023,1424.8514912326427,3180.304728953958,2267.559471049464,2450.2768109712297,2104.886624730348,9868.382700369932,2907.0517359524083,876.0283284236175,885.6510457984889,586.9615901244218,7226.017198030473
796.3110580422224,688.8010324829695,1733.869590665917,588.2395808465092,264.48010400817105,933.1880405440654,514.5325831545052,806.1351704649182,227.51819040317056,203.03639715761383,791.6102035365388,600.9612069486766
633.3593037110053,34.02542835114909,287.434452377876,1622.6015572868223,333.69628200427024,1195.4299662821863,532.712527797705,611.868053270895,134.28821788251778,247.91282833782185,234.5834722166501,474.99574152095954
1517.3154506104925,37.83682112322352,224.34926648455257,356.437954413376,276.1316168873966,1457.6718920203073,649.4379828453766,2206.313402689128,303.03283141569835,292.7892595180298,115.57751342686856,1398.430966368797
990.1203485873344,41.64821389529794,161.2640805912291,696.7521321694567,237.4508563646916,919.2815050365266,494.6965975714608,447.3817897908143,375.537241509641,337.66569069823777,344.28427618340334,852.6394654224134
714.4393380277179,45.45960666737237,5.126337204071419,210.5412675447765,380.9943714391677,380.89111805274587,339.95521229754496,325.9869103892252,441.8728999698982,474.05265993570185,954.737346424302,959.5903803160536
748.288832046251,49.2709994394468,99.63694349638618,659.184017153346,524.5378865136438,113.34462380047115,185.2138270236292,250.89956124453164,397.3822144370053,456.1812781690411,1565.1904166652007,653.5968940418679
1062.1392963027174,53.08239221152123,194.14754978870093,408.4992599202779,668.0814015881199,747.0677740073368,142.05265660891692,560.1559589271682,322.2036735705553,438.30989640238033,184.2722951799594,658.3819604728965
748.4437379194702,56.89378498359566,288.6581560810157,777.2981798400826,351.2964996178757,511.7896502339527,274.8508961062181,246.82242359715644,247.0251327041053,420.4385146357196,365.2974607063477,612.4320868625375
960.596333292348,60.70517775567009,29.03705376873884,814.9444454839821,34.51159764763153,276.5115264605685,407.6491356035193,212.48720932165747,101.1912441786762,402.5671328690588,411.3099124759413,724.6726252011601
552.0625676616893,64.51657052774452,117.26282753368868,900.5099893857899,79.80697213778743,1103.8733320889569,540.4473751008204,291.9440057029087,1180.0934374418334,384.6957511023981,504.8297733127334,779.5017941606969
725.3952599485691,68.32796329981895,205.4886012986385,366.1115466786794,500.89487207646994,377.77151826641375,673.2456145981216,317.3653489708512,158.12961380856962,366.8243693357373,442.9457509328464,990.7348267629884
401.72675625950376,72.13935607189337,31.89812726818529,223.60787188349084,51.98912520652702,610.2887353785558,1324.6236771073943,285.2466506439051,542.0609540213113,348.9529875690765,327.5054134593957,977.4500759520108
350.85745087506587,75.9507488439678,50.178836181957486,766.5668004978586,139.82413059873926,567.327923861336,1131.2100572538316,306.1346087006468,600.6278383010363,331.08160580241577,407.9793108773348,982.5895204531536
223.9490101284915,79.76214161604223,185.56730950269667,239.1954387430773,114.4194708109607,256.2604612500868,937.7964374002688,294.0337481374387,411.6843225861932,313.210224035755,416.3924233521048,815.8670350859772
345.5471905930599,90.4087566054194,206.9931048822781,668.0858982045688,89.01481102318215,117.42612921812196,744.3828175467058,405.7986067460122,374.0332285878165,295.33884226909424,566.6458518351294,1025.1358540718315
495.83260332563793,101.05537159479655,228.4189002618596,569.0546174007395,63.61015123540358,491.4654391670414,550.9691976931431,327.779003353001,434.9868088394197,277.4674605024335,479.87671029809417,1025.5247968500971
230.2408424202307,111.70198658417372,249.84469564144104,804.5213365155424,51.19862017937975,456.0907203191448,357.55557783958034,293.98256742006714,495.9403890910229,259.5960787357728,449.0017582893207,1217.388362795852
381.8174598955362,122.34860157355088,271.2704910210225,20.468574595916323,38.78708912335591,428.26287486560193,479.2589067472025,485.0624717741443,432.1564899983565,241.724696969112,770.51044125662,902.7218337670045
463.33667028702496,132.99521656292805,292.696286400604,749.3359246601393,26.375558067332072,400.4350294120591,600.9622356548246,367.8134310570532,233.85650787718976,223.85331520245128,386.690322698434,1021.7879314493556
237.5237655015828,143.6418315523052,314.1220817801854,765.249020809732,30.80027957782152,69.34336806803043,430.32970575419904,243.4635538206604,107.92686099866312,205.9819334357905,132.89416270364208,1242.807171003939
406.61694156432105,154.2884465416824,335.54787715976687,1401.6117977928402,11.068192594026684,230.23919361219112,422.0555485558229,401.8590237912133,615.4907934341234,325.06853193430936,232.66030801803595,1157.830615171334
243.87097490997544,164.93506153105955,317.6398397569043,1115.3599957723732,45.509991400845045,231.9560826435428,413.7813913574466,345.03615602256764,597.991858524249,444.1551304328282,428.0221976928208,808.5015857831563
162.0426750667433,175.5816765204367,299.7318023540417,142.22834844533892,79.95179020766341,499.4987083902606,483.1014794786511,386.5060726468552,391.4589871355996,422.3313802391127,348.1061108202568,1185.0509368644653
237.6431310364876,186.22829150981383,281.8237649511791,966.5401713540176,114.39358901448176,204.4487530927717,552.4215675998555,450.52230755225366,639.8220373843797,400.5076300453972,337.3990207274037,1226.9439509628376
493.7348079391945,196.874906499191,263.9157275483165,804.1979753244191,422.5487123270544,156.48514599870177,466.25941350056087,471.1801634621998,166.67989412085063,378.68387985168175,210.4747450702725,1108.6675634964463
441.50869504355313,111.97711023940104,246.00769014545392,493.1659478647664,0.3625862760119958,134.84125081874686,275.33617020679844,611.6239529115667,536.1284079098926,356.86012965796624,404.7224858298954,1190.6729251293864
