Duration_Central_moment_6th_order,Duration_Central_moment_6th_order.1,Duration_Central_moment_6th_order.2,Duration_Central_moment_6th_order.3,Duration_Central_moment_6th_order.4,Duration_Central_moment_6th_order.5,Duration_Central_moment_6th_order.6,Duration_Central_moment_6th_order.7,Duration_Central_moment_6th_order.8,Duration_Central_moment_6th_order.9,Duration_Central_moment_6th_order.10,Duration_Central_moment_6th_order
1.0442037827225406e+17,5362546651472121.0,3.0503415878881664e+17,4.56828994655261e+16,1.260603932354368e+17,5.758319715307434e+16,2.5719870820410232e+20,9.379101555535118e+16,347137537267802.8,878887717841503.8,146208092234474.75,2.1520567795248083e+19
112240776143643.58,779906704482864.9,1.5252032348817795e+17,76995422341061.56,8220657442696.513,4469284783443433.5,43447413019631.04,338375981911744.1,595233554392.031,1291744290720.7888,732516846357447.2,80684877930233.94
37965620417999.82,24246085.587065782,6488187539285.964,1.0565184473664398e+16,21573878723014.32,6.817786991219212e+16,282780736787484.6,20032535174695.785,61270096887.45792,4791887107690.331,2603781203755.5186,12892016315623.016
651230156454537.1,357514819.4175021,3381502997668.5903,13390485581055.893,5427842319191.706,1.3188645504094082e+17,1884867190965214.5,1.2880818950278436e+16,8238615572616.632,8292029924659.874,37244324858.2944,645081674471967.1
100222156898931.84,690783553.2479385,274818456051.2167,1029975776853123.6,2800673403948.615,6.59670833819032e+16,1256709723290950.2,950070974625.715,29222280659873.266,11792172741629.416,26020950522431.227,90053111380189.52
72993945624796.27,1024052287.0783747,283.5718045102218,888891001437.2349,460341591913499.2,47711722865589.9,628552255616686.0,799642732457.2728,116306564827653.23,140067104729973.88,8.855347163317323e+16,64828429906789.63
69254433307298.21,1357321020.908811,2413946272462.9824,316332557064534.7,917882510423049.8,33130315991.350822,394787942421.6364,1354139198032.6274,34670787560564.336,130802030134817.8,1.7708092231582403e+17,10528387351590.443
85331606393674.77,1690589754.739247,4827892544642.394,31175865299716.168,1375423428932600.2,925097481030979.6,128385562072.56071,51152058280204.33,19110551224377.37,121536955539661.72,611758901117.9833,7441483489834.504
48770451189671.76,2023858488.569684,7241838816821.805,861310281539758.4,687711727666497.2,463557527024648.0,363844808149589.7,1132239288341.546,3550314888190.4043,112271880944505.66,1067748529167.9406,6405385620565.582
59808467763542.66,2357127222.4001203,9365593.81762093,2621685909447396.5,26400394.31340586,2017573018316.4285,727561230737106.8,335085707746.7022,16775583707.294956,103006806349349.6,2622352830120.8105,10882236558721.871
16010956623702.3,2690395956.2305565,843564361629.6534,1944335413476252.8,1527766782.8149831,527865550540616.9,1091277653324624.0,170775663017.751,4211429201252055.0,93741731754193.52,5708736488821.874,23394361357767.08
74784621430329.78,3023664690.0609927,1687119357665.4893,13332758707101.174,186580656700091.6,742598888601.5996,1454994075912141.0,78116376776.53918,121593544492.30412,84476657159037.44,2920082217852.5986,45622040829985.74
2616821936426.9336,3356933423.891429,11397131.176866127,3730653800463.1753,123683444.78309605,13136515626373.33,4.616639906179963e+16,147828854522.48575,215465170706265.1,75211582563881.38,1099618692041.85,64520392289815.75
625866683679.6172,3690202157.7218657,224322953.2273624,124291380613763.31,45922770566.72339,22711231820001.848,3.69360095538525e+16,413911410068.07886,52465501858908.47,65946507968725.3,2762098668712.9453,57067348786109.73
81545964333.00752,4023470891.552302,1118004839823.166,2926424934866.8647,30960210760.66475,171315891105.9665,2.770562004590537e+16,101898738543.3552,53034472276122.52,56681433373569.22,1301464506756.016,25139200238051.64
293695054024.94147,86369892747.34496,3210121310792.207,333645323548336.75,15997650954.606112,40964579141.36063,1.847523053795824e+16,814920246561.9783,27361081035301.17,47416358778413.16,6458882934917.156,80478034291948.2
6388440050128.886,168716314603.1376,5302237781761.248,193381749479159.2,1035091148.5474772,84439141274648.39,9244841030011112.0,297907966380.8616,39970495772189.86,38151284183257.08,4473643070833.795,77942679809953.16
66925677167.82394,251062736458.93024,7394354252730.288,1248998743740046.0,690829831.2230177,36262548466273.984,14451522063986.906,102959680210.02815,52579910509078.55,28886209588101.0,8210926211350.969,137274239493239.3
521779641473.195,333409158314.7229,9486470723699.328,1149067.7245653109,346568513.89855814,31036586195394.844,255394840529555.7,902056913207.347,38315161161199.46,19621134992944.938,93984275349885.0,39635867687984.336
3030994001010.2246,415755580170.5156,11578587194668.37,1702547470113528.8,2307196.574098594,25810623924515.703,496338158995124.5,576575641024.8351,751858886906.2351,10356060397788.86,7753040014945.333,77157097702131.7
113797312055.30508,498102002026.30817,13670703665637.41,1766120308186776.8,4075460.486723359,1737199186.784722,6068446990242.9375,29701628626.949574,17910344602.38431,1090985802632.8026,8219655675.345759,183915034639257.3
1161201190575.8147,580448423882.1008,15762820136606.451,1.0932258369271544e+17,28726.338341343337,3465536051321.101,62890411886438.75,700009203839.2078,213723777786205.03,46979027652588.48,1016886490519.2976,178135429041083.2
786816610971.1577,662794845737.8934,14209466057825.305,1.5285751644382594e+16,3884095403.8819456,292836814713.63654,119712376782634.56,628725571992.5328,270994128103010.0,92867069502544.14,18317599734808.004,39788488407042.23
101422984014.28142,745141267593.686,12656111979044.154,129341242395.77878,7768162081.42555,97513973213101.64,74865217298637.34,1364401960954.3994,18682755218679.223,85175892470030.1,1180206759325.9036,208246495526326.0
598010481387.048,827487689449.4788,11102757900263.008,1.2341805183884402e+16,11652228758.969154,1141108191967.4724,30018057814640.145,6378338057896.078,344110416905021.2,77484715437516.03,369852489916.3104,261669654002203.38
6015371670055.391,909834111305.2714,9549403821481.86,1288071158193089.0,92031845211999.12,229434510176.43427,15972153136209.514,4282570803891.106,173355742913.11307,69793538405001.984,22092025222.788567,182524976272506.1
10366373758680.928,30803180417.82876,7996049742700.71,29491858948964.016,3.550489212487313e-05,156023577266.4168,1833852160485.077,7125755826575.946,89832013810062.05,62102361372487.94,6523655324442.926,184711499856249.2
19647791161445.9,29195554714.086697,6442695663919.5625,381184807624120.56,84278551372.95918,82612644356.39932,221642628.8925832,825157158371.1786,40981813498088.15,54411184339973.88,13582575896316.074,206898382558713.2
246745472403.59967,27587929010.344635,4889341585138.414,38127228748029.82,1001041770150489.8,9201711446.381851,68201329205821.85,204646706326.04163,157115000764919.88,46720007307459.83,21605916477192.406,367590569712612.6
434570652662.0448,25980303306.602577,3335987506357.2656,1414589999008909.8,673212080682615.5,105922626556032.5,38429282233608.2,101799991793.70288,1943551054038.16,39028830274945.78,248088.0552846192,1622516694903012.2
767429177671.757,24372677602.86052,1782633427576.1172,1798727799899928.2,5513478649759.368,5143706749691682.0,546073.4810702133,33473614230.203674,621830813086.4492,31337653242431.727,30876862034868.76,868621664431237.2
3109627980250.9023,22765051899.11845,229279348794.96887,7420736453015318.0,348705087036.9583,350560152716.0524,348028856784.5651,1936007268377.8616,9951706857020.504,23646476209917.67,13024214839534.549,736910101306806.4
2228396241281.218,21157426195.3764,4889751170955.185,2289859579529073.0,6.6108448869174525,769042898359.9095,232564570028.51123,62000235792.16326,27656994802999.17,15955299177403.623,270025219593277.3,713432679944660.9
6599209805944.0205,19549800491.63433,4348142627158.5854,18438933220040.96,53515750932871.35,213766568415.4937,117100283272.4573,973618234262.416,2380801095658.923,8264122144889.578,69721932332138.93,1529167948265557.2
2246721937255.169,17942174787.892273,3806534083361.986,157082588222265.78,122177079176024.69,4575183605026.959,1635996516.4033704,1002342794914.8744,70209687365650.23,572945112375.508,34271391333595.58,1762152020944265.2
1543023691720.9763,16334549084.150211,3264925539565.388,89070072909941.62,553932852923.6288,7.169037843290015e+16,24924691401165.844,4696675947757.514,262934185421908.56,315136769829.3248,1806778969829.3765,571475474119665.9
6618836113894.203,14726923380.408152,2723316995768.788,35577478682170.57,138927020675.19263,325803467194196.06,49847746805815.29,1466467050595.4448,38760496676003.73,57328427283.14154,437367777685.2039,1136334312041433.0
32820235020079.52,13119297676.666092,2181708451972.1887,194466403802606.4,25889825270.73553,191651916101254.53,41588408796317.03,1172422304201.3303,48539841186310.62,365553639685.7384,4748985552056.601,2426276778616275.0
5285416583851.529,11511671972.92403,1640099908175.5903,193849590958454.2,558982554208.1464,32147871262926.21,33329070786818.773,147039628557.70453,2705696030102998.5,673778852088.3352,17740572563637.406,1231896585635489.5
30281748511779.715,9904046269.181969,1098491364378.9912,338348848038642.2,5222754271596.264,18141627579239.08,25069732777320.52,48544515775.08342,166987705678030.75,982004064490.932,504651989508.5407,1133404179497179.0
11076725649091.664,8296420565.439911,556882820582.3921,83951996531507.8,2924099042088.81,120726698380636.84,16810394767822.258,3846128643845491.0,156748797927390.88,1290229276893.529,3683441770285.0513,735825826335477.6
32247955400882.44,6688794861.697849,15274276785.793167,545990164675226.56,6510770992583.067,21492159900755.496,8551056758324.0,80100413415.02222,4062023753469.179,1598454489296.126,14565267565663.254,844522766230622.1
5605427444305.966,5081169157.955788,63369490487.8817,313603152080901.25,4606691558597.96,66171948113282.41,291718748825.73846,165643083538246.53,1974012524339.5403,1906679701698.723,284895966032.9629,1689321565521466.0
11911312106657.174,3473543454.213726,111464704189.97025,458133104089743.1,1762301694713.8809,86851383439345.62,396336916013.08417,110006723392.7266,374195754650.2036,2214904914101.32,49601266156.93698,1018963728694750.8
28171509038624.71,1865917750.4716644,159559917892.05878,182998905816990.8,6284419691921.653,4668402651967.641,500955083200.4298,2042442077511.308,1153939328707.9983,2523130126503.9165,1410042865820.0574,1544115640720065.8
8509945281714.995,258292046.72960508,207655131594.14728,15303049080113.826,11395760474736.855,1828138409778.996,605573250387.7755,10863826103366.064,12514137080995.102,2831355338906.513,901513187201.51,1743999893475512.8
13439911239923.152,1375863489.475872,255750345296.23584,195595384333598.25,12763627401110.84,1176847120183.784,710191417575.1212,36345948240126.48,1206544820511.2107,3139580551309.1104,586418919536190.0,1223296032425389.8
17492160984183.402,2493434932.22214,303845558998.32434,119215307733260.56,8522477796633.932,362245820344.99744,11070540653474.906,297622775805810.4,3871048726175.5337,177040409029.08743,1031502655008380.2,1277264894653892.0
7190390666148.653,3611006374.968406,351940772700.4129,79664300703497.23,8881346379759.049,4680345790.583476,21430889889374.69,47906168574020.37,5113911224154.144,863358322729.9114,215629824339.66904,1409197106954982.8
5122229853818.385,4728577817.714673,400035986402.5014,49580034660046.04,2519131103190.2485,16584195981467.688,31791239125274.48,125168230925515.06,1472168789050546.2,9565586294040.977,15272808563.163998,1194280346126225.8
4839176031833.629,5846149260.46094,448131200104.5899,22015871038777.445,12333176612243.023,47134597810268.414,42151588361174.266,7009507623400.008,266575095332011.6,5736788801490.971,120844810772.12422,1449673778859710.2
137264904643.84209,6963720703.207207,496226413806.67847,40961154237439.14,10795893171047.754,19251227297799.383,52511937597074.05,1695990829589.285,71194506716354.97,1907991308940.9648,18199096272.11956,860235606450821.1
134596496696.30516,8081292145.953474,544321627508.767,591219261480067.8,4544862754411.678,2497140095093.669,62872286832973.84,30469106441706.24,10297404598925.031,103600148841198.6,29371696152.45396,1113405948368259.0
1417552215954.2349,9198863588.69974,592416841210.8556,407421797156604.5,14990153760835.428,37569997102871.76,73232636068873.62,2764759569044683.5,9106637942072.266,205292306373456.25,412146256282.2017,469422216204526.5
14788703785209.943,10316435031.446009,640512054912.9441,282639893820408.8,19942240422527.22,977655405286.548,83592985304773.4,1549558560104078.0,34490020557240.28,306984463905713.9,875924947763.3319,657444731056409.5
274232144717.78296,11434006474.192276,688607268615.0327,588843639128965.9,12843147146405.783,1152592139181.35,93953334540673.2,334357551163472.7,60920426582.26081,408676621437971.5,10070047281854.637,258557409933370.84
573827496193.4213,12551577916.938543,736702482317.1212,399990822434368.56,35501348183627.59,24282104007182.406,104313683776572.95,46736808304932.98,4074738259198.134,510368778970229.1,40131215203138.58,321975137016901.8
