Rise-Time_Crest_factor,Rise-Time_Crest_factor.1,Rise-Time_Crest_factor.2,Rise-Time_Crest_factor.3,Rise-Time_Crest_factor.4,Rise-Time_Crest_factor.5,Rise-Time_Crest_factor.6,Rise-Time_Crest_factor.7,Rise-Time_Crest_factor.8,Rise-Time_Crest_factor.9,Rise-Time_Crest_factor.10,Rise-Time_Crest_factor
8.58953185643485,2.500011547223316,3.9054850547430777,4.458239262630142,3.063610094467184,2.775803666074271,6.128938254190366,4.82023768895643,3.069139194800579,2.449281101915508,2.544287404829967,9.184432479789107
4.215822711898494,0.3109749381180953,2.7903972853400187,2.190063652294259,1.1771971301034854,1.3000162021361936,1.9521593583199408,3.118370234280321,1.9505412754181004,1.2585677954548615,3.412654859864404,3.33892380286858
5.014991661076103,1.0743743205858742,1.6753095159369602,1.7744371310412732,0.2239075879386416,1.0006513212833978,0.7403304764389539,1.933475023026836,1.154841488289431,1.070905278395341,1.1422732395674469,1.1636166266524923
7.366410731386919,1.0424580808690629,1.2435664428908697,1.2460337168058953,1.679372708182645,0.7012864404306021,1.2904185187938415,6.2476867977661135,0.8536448475528072,0.8832427613358205,1.040770195693534,3.03582144652138
11.964251858409613,1.010541841152251,0.8118233698447793,1.1659072102391643,1.0126712267476838,0.9011041108904492,1.2833133005242927,4.150963726836012,1.1651112754856872,0.6955802442762998,-0.2716367527837718,4.071162321132914
11.224292793852882,0.9786256014354396,1.3507371601680438,1.2750908069452804,1.0237045124070014,1.100921781350296,1.276208082254744,2.198879772171557,-0.0082545744703255,1.060009265974211,0.4963936816529492,6.579765374798342
11.126449628126505,0.946709361718628,1.2883907958032588,1.543500434159139,1.0347377980663193,1.290803644387427,1.2691028639851951,2.3264502054219367,1.1392473370479146,1.0561933120521485,1.2644241160896703,6.312529385775961
9.92950968613399,0.9147931220018164,1.226044431438474,1.2927066005181729,1.0457710837256369,1.4895107338185267,0.963304867115552,1.52368720004419,0.8842426472651352,1.052377358130086,1.2102213630658143,6.9464582609714025
5.050306123532078,0.8828768822850048,1.163698067073689,1.6759112924598505,0.8093326241021013,1.6030521193653595,0.7946309178803079,1.6211719472460389,0.6292379574823558,1.0485614042080231,6.443906722787167,9.747781392709827
12.9951908992072,0.8509606425681933,0.5417770517064259,0.8076619423704864,0.5728941644785657,1.7165935049121923,0.625956968645064,0.9927761395016232,1.0554688418759124,1.0447454502859606,3.884451156665144,8.36706039320625
2.8897160586384625,0.8190444028513817,0.7556502241596915,2.094072717854979,1.5829120669535384,3.090856237567201,0.4572830194098201,7.181842132914844,1.6925228305818072,1.040929496363898,2.715035183679636,9.982238330861287
3.151311854532728,0.7871281631345701,0.9695233966129572,1.6169968640188923,1.3805738546134008,6.31025645443847,0.288609070174576,5.532821240416164,1.240938395670897,1.0371135424418354,2.8825674776764294,14.86814778708224
4.124861386142871,0.7552119234177586,1.1736830822881843,1.4184794243785126,1.764904587539761,2.797223524209336,1.365260004913084,2.2572584242856024,0.9620962872373128,1.0332975885197728,3.832168189217818,10.10491054862278
3.3383257070384613,0.723295683700947,1.4422204432544834,2.7117199916073256,1.8121640570512143,2.1376616873859686,1.3689990770959908,2.775266317542487,3.178550562155005,1.02948163459771,3.009130362606069,11.955244597056442
2.618328447267813,0.6913794439841355,1.22227477990365,1.060508227104983,1.6194854602579445,5.0328717379844985,1.3727381492788973,3.533027201436385,1.1975941690775582,1.0256656806756477,3.692776095009312,10.76827231787931
9.283412758985072,0.7145627367105176,1.1627610190935935,0.2689197120008699,1.4268068634646744,0.074498676644627,1.376477221461804,2.918411327659638,1.1886154764465016,1.0218497267535849,3.627494539418033,12.48643308613702
3.5476779552319004,0.7377460294368997,1.103247258283537,1.4303530378974092,1.2341282666714044,1.2338546794041996,1.3802162936447104,2.4055267640922366,1.2117706281501672,1.0180337728315223,3.947030758619269,8.905857048964203
2.521937798378912,0.7609293221632818,1.043733497473481,1.3039813337548556,1.282454443768679,1.528285568304509,1.3839553658276171,2.605265668889191,1.234925779853833,1.0142178189094595,3.0753982236117405,9.85131190336449
4.061493618534044,0.7841126148896639,0.9842197366634248,1.1638011744534753,1.3307806208659536,1.0904806131340836,1.133812300501695,2.2094966049768185,1.5220742428819551,1.010401864987397,3.348757093610565,10.106282365125528
3.546944971049183,0.807295907616046,0.9247059758533684,0.9640415400516852,1.379106797963228,0.6526756579636583,0.8836692351757723,4.83971508486288,1.4998729352386049,1.0065859110653343,2.6236137475438115,9.609236192689014
