Amplitude_FM4,Amplitude_FM4.1,Amplitude_FM4.2,Amplitude_FM4.3,Amplitude_FM4.4,Amplitude_FM4.5,Amplitude_FM4.6,Amplitude_FM4.7,Amplitude_FM4.8,Amplitude_FM4.9,Amplitude_FM4.10,Amplitude_FM4
2.0286377564068263,2.8710250595908504,1.98755364523542,2.3472300333493585,1.9202453227526528,2.4267846151849057,2.217725645282384,2.557102624038229,2.306784022351084,1.620392016318584,2.300697536253808,2.886011261228961
4.7308395491995645,1.4406004734694218,2.0033350437289306,1.974595424674201,1.9472137742527824,1.526514109868765,2.4338071076933496,3.515794386833787,2.250083013391957,1.4999999999999998,2.380991041448401,2.2108937545548293
3.0371126980499072,1.0,2.019116442222441,2.535213581030371,1.0,1.5132570549343822,1.6013354739277164,2.284267385481304,1.5000000000000002,1.4943692985319983,1.0,2.0834747950908192
2.4211233230100646,1.0,1.5095582211112204,2.2863108899672206,1.0429138585374154,1.4999999999999998,1.5,8.611802362231943,1.5,1.4887385970639977,1.0,4.39474798508394
1.8373802432544328,1.0,1.0,1.0632061061314038,1.0,1.25,1.5752512846163325,7.189884515152717,1.5,1.4831078955959962,1.0,5.259397340120096
1.8542517739292868,1.0,1.0,1.8986894196438964,1.1666666666666663,1.0,1.6505025692326651,10.887557338251726,1.0,1.4999999999999998,1.28142741006788,6.270211962460044
1.7877186729957326,0.9999999999999998,1.1666666666666667,2.1955239818258385,1.3333333333333333,0.9999999999999996,1.7257538538489976,5.620286359215215,1.24824973831797,1.4999999999999998,1.56285482013576,7.793024534798574
1.8826316314461355,0.9999999999999998,1.3333333333333337,1.4766584065503956,1.4999999999999998,1.6722833184932338,1.0,2.8280444875480413,1.124124869158985,1.4999999999999998,1.0,6.639679949022008
2.151543959082156,0.9999999999999998,1.5000000000000002,2.116511133000796,1.25,1.727593059321339,1.0,1.4200536448960217,1.0,1.4999999999999998,2.482075341555832,2.9989256382821754
2.0702270010745742,0.9999999999999996,1.0,1.276841254433182,1.0,1.7829028001494442,1.0,3.7784848029887392,1.0,1.4999999999999998,1.8125133639618,3.750389914921069
2.60690184094825,0.9999999999999996,1.2499999999999996,1.623662520273225,1.866200013696849,2.7242313733450105,1.0,25.14516704428187,2.265577875243999,1.4999999999999998,2.887207982658535,5.248434920726739
2.5716904686459467,0.9999999999999996,1.4999999999999991,2.2857243807505845,1.6220674022403956,6.439218152861569,1.0,80.80815041813857,1.3359979670971902,1.4999999999999998,3.5186754668603086,4.589514288588318
5.859775328961894,0.9999999999999996,1.5,1.4999999999999978,1.688802326764973,20.34019763596816,1.5694680754890646,51.027914728664975,1.2216588137707471,1.4999999999999998,2.7405867337988803,4.722028813863561
13.60026710667394,0.9999999999999994,1.4999999999999998,4.424175254924109,2.621565821960882,3.471238671987725,1.5482275713369875,14.56780647678954,4.751153646964819,1.5,1.689167306850703,5.112440658953786
4.732791303567907,0.9999999999999994,1.9214592925454967,1.0,2.0810438813072545,3.1370964871135456,1.5269870671849106,6.404313855149416,1.920898005880238,1.5,1.9362219416366635,4.913942126577979
16.328336121024524,0.9999999999999994,1.8612508221818544,3.296791203073065,1.5405219406536272,1.0,1.5057465630328335,10.09987444469404,1.999453116658362,1.5,2.209791733860764,5.618866096155993
3.194411178156646,0.9999999999999996,1.801042351818212,1.5439183215293362,1.0,1.345696404468004,1.4845060588807566,9.445506235789766,1.7185305995966311,1.5,1.7121212772987813,4.630715481829309
5.981897667903138,0.9999999999999996,1.7408338814545694,1.4418703130942834,1.5584248189950238,2.03796298323192,1.4632655547286797,25.76563130334184,1.4376080825349005,1.5,2.0003559628490093,5.498216026770311
3.82671703783479,0.9999999999999996,1.6806254110909271,1.0,2.116849637990048,2.1475479353516462,1.4816327773643398,6.364615328413201,1.6071017453836347,1.5,2.907347610581488,4.704798061227835
3.775474163490433,0.9999999999999996,1.6204169407272846,1.7500241796164433,2.675274456985072,2.2571328874713723,1.5000000000000002,8.77501179809347,2.5417404611669103,1.5,2.076663490753652,4.876939195619427
3.752414596540477,0.9999999999999996,1.560208470363642,1.6218721436258556,2.122191367431021,1.0,8.569150007961836,5.103294342581463,1.5000000000000009,1.5,4.61104296033981,5.259152784943051
5.916499682250775,0.9999999999999996,1.4999999999999998,2.765394789403584,1.0,1.4999999999999998,5.034575003980918,7.265376036462896,1.910618387037446,1.5,1.469149965465724,5.1030369286764925
1.8538344951336472,0.9999999999999996,1.4499999999999995,1.7288982807809106,1.6527738885149788,2.189719779560181,1.4999999999999996,8.428807594278734,1.285039669494758,1.4999999999999998,1.5011186271364911,3.9435793699363
2.260430645933402,0.9999999999999996,1.4,1.0,2.305547777029957,2.236350014601736,1.6695370297663756,6.589833741315045,1.5062090205223893,1.458333333333333,7.61545074007583,3.6306022836954055
1.6836056259074237,0.9999999999999998,1.35,3.542768788301394,2.9583216655449367,1.0,1.839074059532752,6.818584964235408,2.237575198108464,1.4166666666666663,4.228299305336276,3.792438482443152
4.278251786709736,0.9999999999999998,1.2999999999999998,2.632003847496309,1.5000000000000004,1.0000000000000002,4.571449294450479,9.544608497850003,1.711390896079085,1.3749999999999998,40.24702340633352,3.651018577811596
6.6695302528115485,1.0,1.25,1.4819486588830324,1.0,1.0000000000000002,2.376433308089972,32.015222101967844,3.3743723450666616,1.3333333333333333,14.975157093348294,3.572314274080717
2.85531432896926,1.0,1.2,1.8415894368676973,1.0,1.0,1.0,18.09592843265293,1.3932023915603045,1.2916666666666663,2.358629796434331,3.1685733304917583
3.471006272748443,1.0,1.15,2.39320313247932,1.3843628890518498,1.0,1.0,5.812031528285323,3.0740236250258204,1.25,2.7979687340932013,2.79414276717456
