Energy_Root_mean_squared,Energy_Root_mean_squared.1,Energy_Root_mean_squared.2,Energy_Root_mean_squared.3,Energy_Root_mean_squared.4,Energy_Root_mean_squared.5,Energy_Root_mean_squared.6,Energy_Root_mean_squared.7,Energy_Root_mean_squared.8,Energy_Root_mean_squared.9,Energy_Root_mean_squared.10,Energy_Root_mean_squared
349418.684186363,3094187.176599421,14104026.60898159,1299323.8129668362,100467.0840070059,4574998.187104052,101016.03265049992,32073.88036840749,977907.388039341,1364109.966496658,2454990.386810984,2334125.627756799
493776.9063342346,3276033.807034641,14740429.027818728,23829283.58042616,77763.2204274435,127803.693256703,39095.31805796129,202326.02669250243,739147.2926678474,1476188.748613241,73574.15021216251,2409175.537105604
593916.5774932167,3457880.4374698605,3026932.1525931624,18823341.8957303,31686.16637228447,97382.23176687192,135471.31118150993,26127.96131689037,469555.4130130036,1588267.5307298233,1786726.47851957,2394084.694421772
428398.5068852353,3639727.067905081,2825253.247696679,357978.4858524446,1019980.777637154,95071.93493603892,231847.30430505853,1074225.265005667,150712.4946057291,1700346.312846406,2942131.39411192,2391994.9294202123
491907.82223263045,3821573.6983403,2623574.3428001963,3055037.984598792,2360181.375541432,2049462.707699834,328223.29742860724,120221.33780569518,824305.7086601008,1812425.0949629885,396366.1137334646,2072004.7614159791
194336.63994234533,4003420.32877552,2421895.437903713,246133.2602203021,919838.539126047,32532828.552425534,484506.3810220744,50146.116706650006,1235497.2975669603,2559784.975337937,109085.68825304067,1625495.5275775332
253321.8519277628,4185266.959210739,2220216.5330072297,273830.31848475925,633405.8528040873,10438206.395592537,640789.4646155416,93123.89663602522,544247.4125351142,3307144.8557128864,66185.45737619484,1810709.9428724484
337360.29161030543,4367113.589645959,2018537.6281107464,4730428.680208324,636357.7221421807,11741809.732946502,635255.9018997757,262686.57831642625,1024926.9825536512,3436979.4471841888,64405.02471523677,1782426.3546608123
189452.1587294141,4548960.2200811785,1816858.723214264,10241784.765722672,1429136.5933150328,2522340.6098704617,629722.3391840097,81673.12913658198,8410188.197846556,3566814.0386554915,110912.23836347896,1813646.895648002
217210.35922828497,4730806.8505163975,1615179.8183177805,11449708.332284477,1528911.304841563,1329837.3568424245,624188.7764682438,119064.03478903726,7814562.365380507,3696648.630126794,54264.33303812824,1412888.985124674
274624.9670204976,4912653.4809516175,1413500.9134212972,564749.7010469241,1630456.466346809,6566412.260688373,618655.2137524779,4641787.294756992,5628023.249905033,3826483.221598096,58158.38399923506,1189186.2237310363
277820.3405548115,5094500.111386837,1211822.0085248142,1986507.0981895025,1384031.0282932408,4410604.170487376,613121.6510367119,187021.29889704683,283913.1932049888,3956317.813069399,137126.83870705098,1413737.8248227627
214358.75181372228,5276346.7418220565,1254193.7556412327,3887220.567787185,1456985.656854281,2502573.921960484,607588.088320946,1325354.2364387016,30815.16739978771,4086152.404540701,7989.925400342787,1347824.5049486617
261979.69328146585,5458193.372257276,1296565.5027576515,311906.7175016393,1553764.5582304804,4136913.559611832,637819.20221604,143473.22233792866,28412.90840728918,4215986.996012004,37489.57060569717,1300236.592988422
299744.6435535886,5640040.002692496,1338937.24987407,752259.9161857462,1734910.485388802,2696195.541100012,668050.3161111339,3102612.5669597345,82726.13605986034,4345821.587483306,64474.79252337137,1359240.8619638756
307089.949742846,5821886.633127715,1381308.9969904886,132887.8438565894,2354319.087989324,1957696.800572132,698281.4300062279,574137.9824631081,69056.78043799695,4475656.178954609,238049.1670292825,1269405.3148957414
339827.09749413,5411527.89570589,1423680.7441069074,266149.54209116346,2490076.30977314,314356.1005838588,728512.543901322,7214020.726137156,39371.4853450085,4605490.770425911,13058620.521809217,1090142.0337630764
397672.5712065479,5001169.158284065,1466052.491223326,409138.375279116,2219360.72169562,49053.36787244793,1229407.0317243654,3128335.6319902013,86469.88635238017,551014.349191099,7393909.395718565,1194739.4756930466
378125.9546730591,4590810.42086224,1508424.2383397445,2871136.4965722235,2132410.644176465,20441.538712308306,1730301.519547409,11639061.15645229,67657.80026275136,7049345.076914475,295292.65513724484,1153875.328587748
343939.63251272566,4180451.683440415,1550795.9854561633,713132.5917594146,2382571.3720460925,1637984.5731872215,2231196.0073704524,10967322.336392488,64794.16827578523,29916506.816889413,10705.918943602595,1174856.1441589158
246151.19941629647,3770092.9460185897,1593167.732572582,510212.6189373817,2016402.92458737,786773.4779566718,2732090.4951934963,8640975.46736434,222542.5198672129,20855134.72175333,23974.05007001752,958860.6257653296
230279.19614778817,3359734.208596764,1635539.4796890006,1136819.004309746,2874559.2595094987,174315.6112331596,3232984.98301654,89189.91893875376,247607.9838110905,11793762.62661725,8211.053835838033,908016.219526881
109326.63712584964,2949375.471174939,1677911.2268054192,443621.096037245,2750937.661254867,186835.37154998933,3733879.4708395833,436277.9290271251,47011.07888067211,16515197.072624194,9870.06012916933,921139.2524423802
122016.59799850883,2539016.733753114,1720282.9739218378,314658.80210047204,2793417.0885167257,1953877.6312687723,4234773.958662627,1496510.894891581,25120.583857453483,21236631.51863113,19988.47797926664,880125.0763048594
168946.5490811361,2128657.996331289,1762654.7210382563,1546191.584040611,2629536.1016105018,225709.51838708407,4735668.44648567,2141559.9290892747,70988.64774612438,25958065.964638084,62294.48306982504,899700.4469855805
98345.80908106345,1718299.258909464,1805026.468154675,1123238.6892821055,3104272.447239266,93395.75155889122,5236562.934308713,2786608.9632869684,18646.876272812875,30679500.410645027,28191.420096462058,863837.999358465
81643.94220891109,1307940.5214876384,1847398.2152710936,406704.18948549713,3953343.0563318864,102654.15892005798,5737457.422131758,1947798.7392952887,27338.87936786474,35400934.85665198,74023.85988656402,912613.774940461
73468.48933255397,1306459.0995386,1889769.9623875124,242463.49080978832,7607167.129213951,69903.39723997381,6238351.909954801,2441957.550060252,170391.80501221976,40122369.30265892,27661.787414523013,906044.6905901644
61464.90507460841,1304977.6775895618,1932141.709503931,2905593.622337648,3952143.1490395498,114296.18797366736,5323182.709150993,1548141.0254173444,65287.95041729313,44843803.748665854,282492.56512061186,906735.0167193568
66903.84176098327,1303496.2556405235,1974513.4566203493,214564.59794716,3721464.363876559,79841.94942848283,4408013.508347185,707163.4123012755,137925.90478202092,49565238.19467281,21184.61413154265,948208.574740967
288504.7373325501,1302014.8336914852,1887526.8785462624,2191585.1193514736,3494554.75164912,132373.5387595106,3492844.307543378,1285388.7191080395,52873.03539252538,54286672.64067975,11946.233965424162,1017480.4483964044
171635.04045696455,1300533.411742447,1800540.3004721757,316552.1678164876,2981776.760613619,115536.56215284116,2577675.10673957,1232213.773653271,4859.92236014942,59008107.0866867,5629.338556259289,830094.8371109731
87098.1766744593,1299051.9897934084,1713553.7223980883,250605.39327271315,2806649.7216358534,187161.75052960965,1662505.9059357625,2855048.278134532,9217.739883530068,63729541.53269363,7737.97550832893,828674.70388014
106980.16896926698,1297570.56784437,1626567.1443240014,455477.19445120025,2548903.2569119968,193278.358198233,747336.7051319543,4702605.791781255,16964.483172107157,26965731.936221488,11535.82509100634,930096.4399498436
125566.40448785604,1296089.145895332,1539580.5662499145,119864.88199238248,2831840.066117673,348017.0814442834,2031603.7210805712,4246051.855398107,58623.60039532961,13758802.106318802,149708.38685072897,756249.8084642561
213775.88953463404,1294607.7239462936,1452593.9881758275,249189.02919685733,2347748.127312277,610978.3363196111,883003.458059426,2191837.278542828,632190.3239274782,551872.2764161149,126459.34820715353,768536.6046594672
132447.08155941975,1293126.3019972553,1365607.4101017404,632941.0978422856,4155742.327185916,703805.6099383183,972260.5304777347,3205645.4436747152,820909.684848974,851698.0374303707,80686.20426884748,879737.3707129963
240575.9429533853,1291644.880048217,1278620.8320276532,561828.9760666006,4255725.965628164,664169.5128633392,352811.9412192239,2594703.78706309,181162.5894162162,1151523.7984446264,101929.76562906343,959052.7348043156
176600.77622718777,1290163.4580991787,1191634.2539535663,81938.99878655848,2671806.2968534213,348667.0847273124,3054001.7003263123,1230237.4236599463,406567.3402480051,1451349.5594588823,21614.84536395227,980969.5198455282
265660.53721479216,1288682.0361501405,54083.27255043575,23937.15363700071,2346860.4479228863,3246656.429945033,5755191.4594334,1964850.106490956,221465.49918044283,1751175.3204731382,312304.7228815249,949373.7514666998
655417.6683055944,1287200.6142011022,41895.51702449721,30830.26524172712,2336691.4609365305,824444.3742624469,4092242.5294213686,1428030.497037243,13575.011272486068,1904347.773684809,9519.739156306863,1025517.6320326892
404730.2198810965,1285719.192252064,29707.76149855868,47094.71963171982,2537304.101906394,808511.8806235228,3125235.8429707168,1374908.2706806464,28313.53499109249,2057520.22689648,78694.78285401285,1049892.2138394148
421303.5001387233,1284237.7703030254,1841968.8466948688,592905.6581644979,2254379.0449854983,651822.8433270603,2158229.156520065,1607710.943877756,48061.67023715036,5746260.833173606,37866.624823967,1090886.078779387
338572.00130695803,1282756.348353987,17513516.215367466,396307.2193080338,2667153.549585184,6997388.3986838255,1191222.4700694135,2241458.739422823,81627.39695904788,12409085.853004744,19326.647306327734,1054937.516636971
74355.85018114313,1281274.9264049488,16615226.317974012,223953.9619259524,2737140.071126309,1516644.5722284543,224215.7836187617,1114730.162905214,36105.66830506994,19071910.87283588,607186.1133717354,1155824.4507898742
57256.06077219447,1279793.5044559103,2946776.7829990187,501583.8121694476,2283078.661353528,2145097.767831833,705052.5797433036,4379751.249213416,29321.582421810373,25734735.89266702,48775.91300067229,1161298.0072480396
313617.5379908121,1278312.0825068722,2869830.309224261,419543.2250508399,1693758.1733096903,734363.3893917833,1185889.3758678453,1820605.337601716,58101.91019751268,32397560.91249816,6285.782180163455,1003757.0017124532
149105.72290574806,1276830.660557834,2792883.835449504,208754.18345428127,1310342.9035075624,32365.66748578212,1899630.2743747456,3690384.016465928,32953.67700586539,23013961.62711829,16888.99863521793,1045356.3842578956
83516.83083562077,1275349.2386087957,2715937.3616747465,3526575.9194191755,5378387.319692226,51533.25247405741,9213718.14020836,4666062.137177942,55079.85593112459,4748289.084233148,252380.95313626048,1162534.0055235263
175679.2127450518,1273867.8166597574,268323.43408815446,4103902.8455707137,1109566.9248462094,53042.53530148165,1356839.9230957455,5234228.287442462,8016.270641402071,2720204.8277699137,1077900.6570496997,946346.0476974428
29602.64445094677,1272386.3947107191,238331.94385379856,1671071.3506748222,1301954.7422016307,486333.1413019656,3402570.082508849,787759.3112638951,20149.526541506133,692120.5713066794,1989423.1424896177,1148409.2389721377
35444.83383507723,1270904.9727616808,208340.4536194427,469401.80419422686,1305154.660358735,9381254.77497938,5448300.241921952,96748.23641797152,10323.606292268318,530942.7757557207,493169.8291680183,994261.2059426552
35585.38889950397,1269423.5508126426,178348.96338508683,72336.63965066969,1473121.3853350342,12216957.45165652,5743163.625070146,323830.8646746729,23650.811862903527,369764.980204762,2541537.535684496,1091947.409271688
47795.0151863644,1267942.128863604,148357.47315073095,70985.5802556716,1589055.9062815793,191726.7984364761,6038027.008218341,1435471.5352744346,6306.574197066328,338515.5396281298,2799272.3763101767,1050995.5150798836
60060.67067735695,1266460.7069145658,118365.98291637508,81262.3474601339,1472269.3690602111,177750.05077050484,6332890.391366535,102054.40594626682,5822.611473307621,3030126.903521584,7152749.580641301,1274475.8896057878
39462.31738384678,1264979.2849655277,88374.49268201918,101176.0599321811,1354827.800599513,30095.19292401936,5426702.852825049,48276.42827983719,3031.255949820978,3885347.017812824,854489.5844652079,1423602.719877476
35866.36457578223,1263497.8630164892,85072.4667522638,218228.7872103899,1191414.3999922993,714240.9489935809,4520515.314283564,101299.35350521904,3684.166796405224,4740567.132104063,603014.9543983886,1393116.1800201477
53148.95382355545,1262016.441067451,80483.75938881077,85875.01801016125,1390399.4465731971,912968.0184007786,3614327.775742079,155520.62988883985,6391.73325222214,7588263.989866902,163715.16698329477,1344518.5516713648
54418.520698459775,1239788.8859657198,75895.05202535771,49466.58797815917,1350373.7156443233,212723.3285979528,2708140.237200593,292461.9650077232,6456.219562657546,10435960.84762974,204392.62697171475,1229186.8784793797
40819.27686850483,1217561.3308639887,71306.34466190467,995632.4130226095,1722435.7075822563,919757.226223658,2319540.516619757,172970.29142545935,306765.78414112976,2947173.5814858847,270914.926323924,1281449.1161253152
47302.35419473635,1195333.7757622576,66717.63729845163,971545.1324423284,2775776.7203834024,521016.9183224386,1930940.7960389203,196248.7338206268,11591.359151491084,2404916.485031192,160871.80671493054,1216772.4006127384
24155.84758668533,1173106.2206605263,62128.92993499859,945743.7657633482,2589705.087393536,181731.74646740724,1542341.075458084,196014.9838951188,3435.871116169788,1862659.3885764985,50828.687105937104,1293370.4340121537
21247.89689865128,1150878.6655587952,57540.22257154554,65533.62524568511,2255635.061538088,692239.7622500063,1153741.3548772477,142850.21612496773,69864.75420850505,1320402.292121805,24610.17251568332,1259622.3404049885
20853.42864857857,1128651.110457064,52951.5152080925,149843.11696126696,1935214.677456037,5784875.182739478,765141.6342964114,149861.3450271275,78343.5445164995,778145.1956671118,60187.0320036059,988901.7829616368
22896.058722058104,1106423.555355333,48362.80784463946,1699630.795142264,1352737.6734656598,418382.2146181522,2487758.983766428,240148.77561769928,54283.77560958992,235888.0992124182,95763.89149152848,888591.068299248
17809.463033969,1084196.000253602,43774.10048118641,3121812.775402598,1142700.214925981,491199.0066496076,4210376.333236445,182855.04561757628,20963.184338530376,364931.59917085536,131340.75097945106,936288.615409706
11026.858361457162,1061968.4451518708,32884.49115878374,90015.79561013635,1101802.2258219935,2122391.5441299854,5932993.682706462,158743.78744038002,32354.914818775924,493975.0991292925,210859.7354437801,888432.9045158189
24500.36618410033,1039740.8900501396,21994.881836381068,881813.0314522238,829999.2743687019,604482.831736945,7655611.032176479,141531.1696282046,12231.102694221834,623018.5990877296,290378.7199081092,883206.1391763479
44784.34203977936,1017513.3349484084,11105.272513978396,,899488.972856156,410594.644161896,9378228.381646495,140113.32961887578,104769.99604815112,752062.0990461668,369897.7043724383,772188.7648741619
10953.6030990511,995285.7798466772,27170.90107207332,,869539.2245428535,277643.1083643247,11100845.731116513,189708.20625960184,168689.47769100245,881105.5990046039,449416.68883676734,822347.3932802983
50591.94385811351,973058.2247449462,43236.52963016823,,952106.4323957524,195325.8098894599,6866867.317236574,221022.46573765395,439105.18895718496,1010149.098963041,274034.1450898842,705622.6507529432
67362.13450509291,950830.6696432153,59302.15818826314,,1548722.6237377487,246206.94907100304,2632888.9033566355,155237.97274221637,387519.7582702482,1139192.5989214785,98651.60134300106,758792.714669652
40430.38385656543,928603.114541484,102939.313924131,,804482.2303059442,247704.04795681543,2437630.9007763453,181299.4537853429,354436.1610075063,1268236.0988799152,117266.51666064053,778249.1418424207
175004.35332499133,906375.559439753,146576.4696599989,,663882.9217465783,173721.90473771453,2242372.898196055,298695.14782292285,575596.5466802361,1397279.5988383526,138489.9798057947,732989.7042302002
155896.09970558283,884148.0043380217,190213.62539586675,,565349.9203183904,224279.1890701833,2047114.895615765,265669.9522022356,419069.0234891538,1526323.0987967895,60078.75274327402,714110.0356740814
52630.22675403237,861920.4492362906,284707.4950973253,,662793.8012579182,607380.9486710709,1073478.0262496294,301152.78989828087,407745.97630214586,1655366.598755227,304704.3355456717,650080.0703961538
7292.651526372519,839692.8941345594,270185.107335339,,650370.9983493311,267064.71505479515,15570.56950846688,205530.3815954277,362377.418800961,1784410.098713664,109233.5877805431,789702.5509863823
30489.2136617312,817465.3390328283,255662.71957335272,,603445.1586170829,540777.6817798027,36512.79201583057,524756.6170038237,446943.7084445229,1913453.5986721008,391629.9345475796,2624649.708830003
27674.09066732752,795237.7839310972,241140.33181136643,,596651.6013554126,419054.06848743896,104424.56922575527,185831.62936511185,353033.434503072,2042497.0986305384,249134.31247234263,707084.9934471893
56810.83875477596,773010.2288293662,226617.94404938017,,1654290.6154169396,229820.73727996432,172336.34643568005,319456.74051628035,54686.42207161374,2171540.598588975,154999.09899220365,652731.6081491915
18471.378115565152,750782.6737276351,212095.55628739388,,610388.4812761628,110945.75818781428,240248.1236456048,307046.6803992717,228743.13861833388,2300584.0985474125,1553727.5647606987,749804.3060137363
10145.037829772264,728555.1186259039,197573.1685254076,,543779.0222882006,81602.56471597575,308159.9008555295,288025.9678500028,59662.70709987188,2348194.026085704,27075307.83016743,766282.2019653477
4506.618926847821,706327.5635241728,1236098.791453103,,618593.5159844831,2148442.95923463,376071.6780654542,144835.61338046138,51883.46710519544,4172362.737255594,29778960.85333209,757598.2384608903
5123.722630095277,684100.0084224417,6202211.661776715,,1401145.0406885035,434939.8207809287,443983.45527537895,105533.4175042695,42895.52724729417,5996531.448425485,28603536.54209342,763244.8264012587
2870.083665318724,661872.4533207105,543522.0122764482,,582663.7721665762,63252.86709810128,511895.23248530366,96292.17020716696,27408.947090141937,7820700.159595376,18268581.080460057,757595.7149472786
1257.4907531029908,639644.8982189794,6074217.387306553,,1048239.3897676528,102740.40351519616,579807.0096952283,104037.85017950386,10971.18744950236,9644868.870765269,3857313.795672293,731379.721754953
16723.401798068335,617417.3431172483,27021066.73380452,,1422610.725739819,70470.89736272309,647718.7869051531,67807.44663949122,52448.06845951607,11469037.581935158,378419.24715826527,684102.9792597995
8276.861207314256,595189.7880155172,6266999.928940558,,903335.4982801208,2931194.865657351,715630.5641150777,96737.87860817838,24290.59398258498,13293206.293105047,153382.63867215635,723973.0752087096
14869.376622832056,572962.232913786,10335934.562659962,,1016754.19452167,1774763.1716317465,783542.3413250025,214823.69652675977,30530.405898452984,15117375.004274938,189637.4733906509,690391.1044193233
63278.57712811806,550734.6778120549,7701025.496643946,,1083776.2017828862,132922.5595125981,851454.1185349273,206443.01194086293,3831.975753552201,16941543.71544483,186533.5320289067,717796.5153407187
10809.619844877472,528507.1227103238,5066116.43062793,,987522.5921470888,457187.9072598526,919365.895744852,200949.85142124872,2029.846392750825,18765712.42661472,224528.34795619425,741347.0916258582
3069.6977334033086,506279.56760859257,2431207.3646119144,,877220.6072929227,38460.86333147249,987277.6729547768,211878.1782413772,1778.2483278949933,19433975.69375476,168029.26723961096,677535.7551313856
13979.306196255198,484052.0125068615,234641.5449009216,,1073924.2226301762,949555.6999512792,1055189.450164701,294380.2013316498,1956.9871152554,20102238.96089481,143060.7861563403,720562.1449246582
34679.94493136023,461824.4574051304,130020.05409026092,,1125986.213943914,282957.9587149096,1123101.227374626,236226.5460004641,52019.70788302,28878259.589324474,231912.4781058473,652496.0817913535
18039.407439814546,439596.9023033993,25398.56327960024,,965916.7193460544,113893.86203266303,1191013.0045845509,264406.23711075453,76116.88210411677,37654280.21775414,175864.2001150871,645901.4995854967
13695.517070226098,417369.3472016681,6674.902608161796,,1098650.8847276992,205594.33987485417,1258924.7817944756,222814.3183160493,124008.22409714632,46430300.84618381,272012.19867418375,618016.1423492767
13490.293489040425,395141.792099937,538292.6800218888,,1222483.195966424,2698359.5197132905,1326836.5590044002,217688.8732985223,78572.55019408603,1430796.2182817557,368160.1972332804,619544.072831278
7599.021918256735,372914.2369982059,931091.946262304,,1699784.0412039242,120749.42807773149,1394748.336214325,229023.82519705145,89013.06467049144,71462.76979193141,323596.6479307048,600103.0265561091
1916.3952261303305,350686.6818964747,1323891.2125027191,,1711301.3115306883,117389.69125250768,1462660.1134242497,169286.23707619944,113559.4994751791,221969.0543275377,346743.93458560714,569100.332014381
4342.556908964832,328459.1267947436,1716690.4787431343,,1698856.5806989116,201709.18010477145,1530571.8906341745,187127.4706164311,81294.97858792204,435856.6563370567,379880.679894452,562161.5023967011
5906.157077067275,306231.5716930125,2319573.382937559,,2418686.092279669,2672175.3444130183,1598483.6678440992,198137.04400777383,339099.1224354176,365410.218773492,429607.9342221742,574885.0873495783
13639.609106014974,284004.0165912814,2922456.287131984,,2410184.9368395666,190945.9106511649,1666395.445054024,301885.5673200219,32797.94010731694,87815.67092591211,287307.1516879401,486363.309571538
36728.641001476506,261776.46148955025,3525339.1913264086,,,232374.62328928304,1734307.2222639488,2287008.5770841185,160151.96726127033,100111.30246668449,416256.54873617657,526551.3771059964
33371.67813284257,179229.44848721527,4128222.0955208335,,,202647.87770191827,3338453.211106844,783656.5725836599,227190.7321893393,101395.8473851659,225095.15893376665,579997.8528704601
51418.43276639792,96682.43548488032,4731104.999715258,,,389966.91493443336,4942599.19994974,487642.5727522061,119368.08056037364,7271.891029188936,215803.2639961482,631388.0974551255
2963.289166781792,42273.14683450849,5333987.903909683,,,197143.82550324383,6546745.188792637,618892.9384413663,79753.55144553793,12038.903898325098,212007.21326181444,463552.679977254
7991.794803603492,72530.42786080022,7325377.481407287,,,199462.02933302365,8150891.177635532,759449.8602899095,40139.02233070222,13292.660811175689,733590.5395980726,488878.9850590251
21847.102765914267,61065.68700148308,5828730.77799559,,,200731.5100069506,9755037.166478427,727770.6453283211,80363.70697409412,28694.248035958502,208695.6903897657,534858.8929267087
59866.13179488609,84687.57764693409,4332084.074583895,,,235222.15102530672,9358317.559782583,824259.3145214868,108875.84575979854,29380.21377434357,220550.66290816464,502703.4318943961
51606.46181829493,108309.4682923851,2835437.371172199,,,169391.89318038267,8961597.953086741,817879.8422672058,115599.9039000686,30066.17951272864,195487.0615596005,741227.6145030124
56964.01425043459,131931.3589378361,1338790.6677605023,,,156379.99408931087,8564878.346390897,1494283.9068184244,162431.11719392057,29973.49663943469,441196.0062643067,1212138.217296368
