Duration_Impulse_factor,Duration_Impulse_factor.1,Duration_Impulse_factor.2,Duration_Impulse_factor.3,Duration_Impulse_factor.4,Duration_Impulse_factor.5,Duration_Impulse_factor.6,Duration_Impulse_factor.7,Duration_Impulse_factor.8,Duration_Impulse_factor.9,Duration_Impulse_factor.10,Duration_Impulse_factor
-95.63008576732275,-44.33130835455811,-26.42325887194201,-27.23909854798071,-22.237004183563144,-12.10881367618932,-108.24488360859476,-123.34450465471636,-27.5794939756501,-32.00946282600518,-155.59612085215664,-228.01144338835124
-51.08567530852324,-7.23599282923864,-14.917760886820808,-31.02321035219264,3.460342213310432,12.067818595700505,16.688503001375864,147.59377912632905,-15.59371862268561,16.331196157364232,-6.069539512499193,-33.38247645831866
-871.0692994645793,0.7643846248758605,-3.412262901699603,61.65907382047456,25.09554714162717,1.1438513917225157,-2.691452607133604,-181.45383747834225,2.5311766485647,9.979338007903785,2.324093245264044,104.21757046684532
28.999693533806266,-3.2445435405016565,7.906410901375872,258.068788029929,-2.664576046627151,-9.780115812255474,-3.545356454999546,-1036.3298358289856,18.623795620207392,3.627479858443337,5.162781053260129,-571.024998560722
18.57288814209946,-7.253471705879174,19.225084704451348,-10.769050504698589,-17.44185726385515,-3.159418863871057,-1.158984096509188,30.82083064006017,-20.69060394037993,-2.7243782910171093,0.2782646933469367,30.97287365224328
14.180320045681675,-11.26239987125669,1.0275379050460995,-1.698949774398402,-13.479716377121456,3.4612780845133595,1.22738826198117,9.820066111658567,31.307197664286388,4.84532866890808,-1.6072440096845777,36.456740846507664
12.124652953850012,-15.271328036634207,2.2713681750657893,-41.477812495634495,-9.51757549038776,2.562324304802182,3.613760620471528,16.123461793921017,-11.307169758914934,2.663850430930587,-3.492752712716092,33.70522356289621
20.443788055677903,-19.280256202011728,3.5151984450854794,-8.32929366201033,-5.555434603654065,16.155645765929716,8.301077713881224,-4042.587955122766,-3.3204093976061024,0.4823721929530933,-2.6157055441398933,70.77106789845236
12.982193056752694,-23.289184367389243,4.75902871510517,50.66552426546077,-2.5120138616965115,5.132362743211667,6.166954013938891,-7.907409040581533,4.666350963702729,-1.6991060450243998,28.38104969045972,28.603079688285767
14.332090459725087,-27.29811253276676,0.6751471284349814,74.2661782986089,0.5314068802610422,-5.890920279506381,4.032830313996559,-7.461225656213399,-4.43773659110036,-3.8805842830018937,21.01790081492047,40.09388533883529
