Amplitude_Central_moment_4th_order,Amplitude_Central_moment_4th_order.1,Amplitude_Central_moment_4th_order.2,Amplitude_Central_moment_4th_order.3,Amplitude_Central_moment_4th_order.4,Amplitude_Central_moment_4th_order.5,Amplitude_Central_moment_4th_order.6,Amplitude_Central_moment_4th_order.7,Amplitude_Central_moment_4th_order.8,Amplitude_Central_moment_4th_order.9,Amplitude_Central_moment_4th_order.10,Amplitude_Central_moment_4th_order
6456.965631549192,7325.62904812687,5372.745801987158,10206.662654418971,5712.116568450897,9435.12534864353,7592.945109293175,4473.175717001623,7793.321545557964,3020.6232918274245,4234.720456115196,7650.998645059461
5663.166110702129,33312.75241744988,2830.732201010848,2716.393638526788,2166.3931115508854,77435.47893243609,2279.6933416464544,12594.543594143335,1721.3629277796297,2606.0744843978364,6079.6550714486575,4935.396827127633
6362.090978052219,13.340157956843653,288.7186000345367,12257.584552856128,5515.304880234734,72067.2970047232,3432.0388627193583,2977.7887485031965,476.0241671473976,1862.048209741676,176.33215349056343,6155.996400225677
20628.23775486879,39.53738525516427,1737.816183632401,2717.448020156129,1164.4835327145329,66699.11507701031,8713.954353637231,799.3844181157209,5155.001731835079,1118.0219350855148,0.05679540049459,2490.945583441944
7190.504156994227,65.73461255348488,3186.9137672302654,13367.376761592932,1171.0002797304528,42921.42235024986,5923.924666269921,159.3682212097171,3658.4497979048697,373.9956604293539,20.054887908601216,2504.933954559084
6647.5911322436,91.9318398518055,0.0101383945712734,157.29669989409402,2080.1761011728217,19143.7296234894,3133.89497890261,125.76516981806472,22894.90915791739,1234.1913094400268,2133.195464698744,2582.2588822524626
6208.088854976907,118.12906715012612,330.47262338767314,1337.3696681469355,2989.3519226151902,39.28804432736517,343.8652915353003,308.35893996113185,8621.862164670038,1154.3380683170149,4246.336041488886,1093.337566548691
5398.778795946751,144.32629444844673,660.935108380775,7729.900720754477,3898.527744057559,8565.522220304383,6.179154392211833,2231.416743892877,7010.226690758289,1074.484827194003,11.63792306166014,406.95166233357935
4727.814968137113,170.52352174676736,991.3975933738768,9418.250579968677,1951.932308276457,4348.661487174559,1893.254863993956,1046.38681545491,5398.591216846539,994.631586070991,788.5244530467844,390.3591317493044
5405.56502616021,196.720749045088,242.86479645512608,10883.550235466548,5.336872495354728,131.80075404473337,3780.3305735957,81.65225404391437,0.0009419616227686,914.7783449479792,1276.2643919483312,600.3007779290757
