Amplitude_Shape_factor,Amplitude_Shape_factor.1,Amplitude_Shape_factor.2,Amplitude_Shape_factor.3,Amplitude_Shape_factor.4,Amplitude_Shape_factor.5,Amplitude_Shape_factor.6,Amplitude_Shape_factor.7,Amplitude_Shape_factor.8,Amplitude_Shape_factor.9,Amplitude_Shape_factor.10,Amplitude_Shape_factor
-124.97238150971351,-10.645137363399185,-17.89295857710615,-159.0769983639944,-6.806462060043984,-7.685961947974548,-20.775179349463155,-57.14724986349145,-21.832493311724896,-16.974953873850712,11.324638046510382,-22.81680824788652
7.626690382236518,7.818552366321818,-8.18918787857728,19.874527796950453,3.110679665838622,3.674121629626817,12.539866262708244,-82.75344365539445,-2.390425068513732,2.9678250502697523,11.523461574236858,33.2891915905884
13.970854633038234,-1.0701376832763805,1.5145828199515885,-12.581616829773385,-30.80755654426147,47.61142178397261,-3.4085233354155315,-2.185118393401356,1.320578664263101,0.9621006382427296,1.5162549724544434,3.0207757665056607
4.6192582730644896,-0.8697669273051385,57.65899424819676,4.297383347355669,-9.776000636173205,91.5487219383184,-4.125373941067913,11.202192342577176,-4.893422657385634,-1.0436237737842928,-1.0140118871918378,9.477120309715012
5.099557369904345,-0.6693961713338965,113.80340567644193,-15.737379120350194,25.404421020919145,48.9360708160565,-2.08548643658327,6.255139537530706,-4.0475686077827495,-3.049348185811316,1.5063191120203308,9.18464754359552
4.371509337634111,-0.4690254153626546,1.0038474032374356,-2.265048651369773,15.869696825704784,6.323419693794609,-0.0455989320986267,3.1249958518994574,-69.99334250160553,3.5247192417570643,-1.9483975837949283,7.078176768075621
5.212499629733547,-0.2686546593914126,7.406356522729154,54.17522874029459,6.334972630490423,1.1052827898243454,1.9942885723860173,13.05193340505178,32.24113495951186,4.212750502708402,-5.403114279610187,5.28727685037764
5.18273959693683,-0.0682839034201707,13.808865642220873,-6.710148381477594,-3.199751564723938,13.91756596388766,-1.0303805393181484,-4.024591396020277,48.84569558937493,4.900781763659738,-1.1186512357129572,6.926666309492194
3.779050152785545,0.1320868525510712,20.21137476171259,11.794624833206502,-3.832951361399,5.808249549807151,1.087963887297016,14.167546222307305,65.45025621923799,5.588813024611076,13.96197117861129,4.667101879208534
3.7335244723410352,0.3324576085223132,-4.902138598882335,-11.58584092900858,-4.466151158074061,-2.301066864273358,3.2063083139121806,-2.842867021672129,-1.0006912539840127,6.276844285562413,86.30030209281809,5.413267749992905
11.699789378343864,0.5328283644935552,-0.2615991762511758,18.62033043696508,-1.673256359609255,7.687231380674301,5.324652740527345,-12.081111553487156,5.575811523698053,6.964875546513751,14.044076231909962,28.01987496716717
2.9544980524177995,0.7331991204647972,4.378940246379984,3.7885400583597946,-8.144912051206669,29.85812809426975,7.44299716714251,19.892361301719248,13.89544948810425,7.652906807465087,7.8597780137852435,10.854666680352048
12.5717665715899,0.933569876436039,-1.868983248696822,-1.0250065276588305,1.7593467175629682,23.37574746120937,16.53544180625453,63.52547871214137,12.036883600586997,8.340938068416424,9.674193347509563,8.894490341207971
-16.089040403447562,1.133940632407281,3.046181211985193,-3.4978500402063646,-3.525278437224326,-9.51878850065058,14.239321377148505,69.05602849313327,-3.6542636985273824,9.028969329367762,6.90634356838124,7.595640575734005
-26.178010682557552,1.334311388378523,22.216508285860083,2.7091149199101627,4.748663798712592,26.968409832265163,11.943200948042476,-15.259166381065976,-3.206700566858463,9.7170005903191,7.079571734675748,8.894081021199357
-76.3488207840214,1.1218638641977612,18.765062301771795,-11.926707557482477,13.02260603464951,-3.830768378381865,9.64708051893645,-10.514993390187836,2.6856837132545683,10.405031851270437,45.42320950770826,13.424628345452357
6.466662815100328,0.9094163400169996,15.313616317683508,-6.882198776324518,21.296548270586428,-22.63803253317961,7.350960089830425,14.082801467344574,-7.164273089253018,11.093063112221774,7.0191236046152055,8.909200547742655
11.876228414701933,0.6969688158362379,11.862170333595222,296.2315195679194,13.663940043030284,4.8503856064434325,5.054839660724399,8.230617951119997,-17.014229891760603,11.781094373173111,31.17785580479299,673.6032935132758
