Energy_Median,Energy_Median.1,Energy_Median.2,Energy_Median.3,Energy_Median.4,Energy_Median.5,Energy_Median.6,Energy_Median.7,Energy_Median.8,Energy_Median.9,Energy_Median.10,Energy_Median
-1017.5391902659048,-328342.07640253345,-9892724.069214432,-9403.504390190472,-446034.17940765154,-293219.5324537572,50741.63395430218,1781.6091035498334,-16378.194362604489,280526.4187204673,-998.0501789764304,146329.9928345338
-8408.740979769234,-611952.2370585437,-10769226.750284322,3750059.895799817,7269318.593844661,41344.7107615642,-90749.77896501824,494.2394566812446,-139556.29854442074,458345.3995559776,-29990.87444088825,-143150.4415883734
75.09910631644016,-895562.397714554,-11645729.43135421,96404.18285555772,5714839.812890418,375908.95397688553,-19005.40986094449,-2026.5530377680973,-43201.81050308344,636164.3803914879,-934305.7395570345,-87996.7479288571
789.0209357433481,-1179172.558370564,-12522232.112424098,-17104.29974285615,7686.585946602092,5448097.070891725,43003.69735356491,-45.43723864297908,44193.37116715375,813983.3612269983,-5309557.304270424,-619082.7029746061
-1072.716156478702,-1462782.7190265744,-13398734.793493986,-819182.5220010929,-29297.87986565445,284.9823757249824,-96692.4425928492,-222.87836990726737,-550484.0990216163,991802.3420625085,52257.39455886651,-474337.62460828666
-80945.4837516245,-1746392.879682585,-14275237.474563874,-213542.1615937692,-58346.870845233694,2114.9161840474044,31916.377923628683,1621.1849093216329,240592.99360406105,1169621.3228980186,-3309.025732117161,3351.5349766772124
-519718.4003618826,-2030003.040338595,3134680.3186530727,3546.000353737293,31596.079791222164,5985.887445326003,-79770.76071299541,2341.031932865304,164452.841977049,1347440.303733529,445827.5768283343,216610.9620727888
-334992.70923615,-2313613.200994605,2651735.648326031,-6146.996374692011,-154684.14951774204,5610.488173785408,-191457.8993496195,271.3373677401123,-36423.91672412196,1525259.2845690392,7114.9793469653705,-429573.3368590719
-85490.8657121194,-2597223.3616506155,2168790.977998989,29.11146864114562,-1060733.3605311955,-8535.366260320963,-303145.0379862436,3841.403714501914,-401600.5821032286,1703078.2654045494,77056.87843485006,-365314.0624317248
-10881.530090836795,-2880833.5223066257,1685846.3076719476,-11165.982889173549,-52705.07371705878,1001469.0163224436,-202944.49114588552,3111.5198294832817,-140816.80600414166,2503787.507003668,58932.22941767896,-58855.48428789235
-30714.243934056405,-3164443.682962636,1202901.637344906,-30802.98712444308,-89437.74213638908,186587.48114584945,-102743.94430552745,-338.58819295976264,-212678.82928091823,3304496.748602787,-130.07900457666943,-130436.68930122466
-54232.12862524984,-3448053.8436186463,719956.9670178643,-22759.92992260447,45974.96224551333,-72364.9243643416,-184402.80061823787,8712.688541721247,819133.0734872994,2877021.460400172,285.2228098978951,-427414.9437163365
7976.574018623975,-3731664.004274657,237012.2966908225,-15951.180218094947,36048.01517451115,-96574.2715755582,-266061.65693094826,1063.9674997197965,-26668.26250054859,2449546.172197556,-331.1887134086629,-380539.0180669105
8850.384101683947,-4015274.164930667,-245932.3736362192,6759.101208360904,-40949.21901873201,35197.14015921153,-347720.5132436587,-346.7288959185214,-565315.3302141126,2022070.88399494,35424.198461108135,-281662.77569645137
-11819.235325383244,-4298884.3255866775,-728877.043963261,2092.971895484293,2951.690306909557,-191709.49263999367,-429379.3695563691,85.70117446320893,157145.00498015454,1594595.5957923245,-178.03302078968454,-95727.48295908586
-51134.99393458234,-4582494.486242687,-1211821.7142903022,5241.513555592403,13609.49739645052,390668.21776848834,-511038.2258690795,-287.6731316728309,-83701.55233608038,1167120.3075897088,-4823.274122969686,-229155.58651252423
-107472.030250927,-4866104.646898698,-1117379.7082107237,-15046.227839612584,-15164.597907622112,581009.3787293448,-592697.0821817899,-654.2079504609377,-208.5482402884768,739645.0193870934,31.89264389334562,-270241.47297523567
-103525.37442632712,-5149714.807554709,-1022937.7021311448,-3729.458339211602,-171764.7072163961,-1356505.5895885509,-542900.0990219797,-783.1616304058971,136.16796985291097,312169.73118447745,2467.000396355116,-247972.80219959404
-170519.99091183505,-5433324.968210719,-928495.6960515664,1875.8486990089668,-187112.2557877469,-1789151.5382817371,-493103.1158621696,-380.3813248851575,-40497.536986012376,-115305.557018138,5279.861081713614,-268395.78765954403
-85425.20384689876,-5716935.128866728,-834053.6899719876,267.2700328173669,-227327.5761277621,-863362.055293436,-443306.13270235946,9192.263911119422,-4165.478358808097,-542780.8452207535,19477.56164123856,-187040.63112489425
-188842.0200417304,-5214129.862367194,-739611.6838924091,-8934.72006936819,80740.71781783701,-309.3705863555901,-393509.1495425493,687937.046093264,1314.923976997649,-970256.1334233694,1484968.332664269,-217641.90569236217
-185787.7486767158,-4711324.595867661,-645169.6778128304,-2422.239523985074,519224.3437754064,-2535.6141094934383,-398404.45950841,-340856.8511591868,-67.96066196779066,335376.57555703865,404321.6173687648,-174301.6194664954
-307521.6926010818,-4208519.329368127,-550727.6717332518,141039.79033736436,690346.8757485198,1255.9212625444866,-403299.7694742706,84522.0296020481,-132.60000595035663,-3934733.705863171,-1959.0511023400163,-123033.24838525908
-130812.18092555106,-3705714.062868593,-456285.6656536731,-619.3790965372173,436801.4185940065,-43760.50495897651,-408195.0794401313,4898740.107054433,-608.598304829202,-26302827.4602822,-472.1096096260485,45121.70112870284
142380.64765957464,-3202908.796369059,-361843.65957409446,8389.384823800625,375019.8893733545,-1612.8807853043736,-413090.389405992,-877.564791870698,-12451.470232617983,-18627449.175914764,-244.0116721002339,-8557.743554365152
9456.954652665485,-2700103.5298695248,-267401.6534945158,9271.549626933254,626219.1357583978,10234.691390913948,-417985.6993718527,5724.886544929246,-188509.51750113515,-10952070.891547332,-681.5340309688299,-59095.384534937446
950.6110721140668,-2197298.263369991,-172959.64741493715,-14962.45939158994,561692.9348078987,6358.319743321476,-422881.0093377134,297462.7250406732,725.779982807039,-12701899.346808976,115.45728190824724,-97087.59185661378
7005.600024795822,-1694492.9968704572,-78517.64133535861,-15120.391332967249,594025.0693279479,-24967.949419258868,-427776.3193035741,115079.47439706473,-13146.21039029063,-14451727.802070623,-125.75104995948246,20350.63418698241
12611.49218622854,-1191687.730370923,15924.364744220162,-39877.11678078755,652613.6984722721,2834.988134635546,-432671.6292694348,28900.999247085376,-869.2968460654746,-16201556.257332273,501.3785103711955,-183239.5824190954
2879.7531625184656,-688882.4638713896,110366.3708237987,-22226.18017903174,461283.9230888985,-11192.90173279136,-437566.93923529546,-57277.47590289396,-9537.953231176354,-17951384.712593917,3063.70356512149,-127787.36314668518
3979.392471781448,-186077.19737185503,204808.37690337747,-70726.1041326501,10513.390369145432,-2507.0703184231324,-442462.24920115614,-213332.7702070555,895.6052517665485,-19701213.16785556,-10271.2657942616,-176787.05355964345
695.1887029790196,-146316.148458927,299250.382982956,-30307.01578106909,-269992.4175776816,1267.5697695686397,-447357.5591670168,-88771.6726109013,6992.989806287405,-21451041.62311721,1354.1460466765147,-153093.95660885674
-622.309578549608,-106555.09954599894,393692.38906253455,-31137.40593166047,-163424.0323144123,-7539.066853931785,-396878.9899038096,333197.5000808964,-12540.653364982869,-23200870.078378856,2195.7317512775508,-181567.032535742
-232.19949740934865,-66794.05063307089,488134.3951421133,-29338.94408745496,485332.5814062838,-11349.213805488524,-346400.4206406024,47080.01559893436,-126855.90719572148,-24950698.533640504,1990.7314711789527,-175605.12417102075
864.0009389346342,-27033.00172014284,495371.7422700076,-34652.82737795339,55398.65568180359,-1467.669049789541,-295921.8513773952,-55172.35106055884,-11861.289486912376,-26700526.988902148,-3645.7666293660914,-168921.0722180733
-852.1112498494094,12728.04719278519,502609.0893979019,-33506.16417291598,-406109.5445219809,-3947.581656714494,-245443.28211418804,1095699.4602520731,-4702.1912420614135,-28450355.44416379,-153.8638318259854,-34171.3389638231
-449.6589056600483,52489.09610571325,509846.4365257961,-19369.364125771805,-561605.2541035023,29936.748086250074,-194964.71285098084,637916.2047976982,-2372.673796127886,-30200183.899425443,-839.9165648545479,-93451.57472451292
-8510.45206326517,92250.14501864131,517083.7836536904,-23791.320298313825,-479147.4178700596,3199.371377790463,-144486.14358777367,1052437.5803795937,1613.3697661078822,25753452.82629189,-885.2357017730892,-142672.95173674167
-19574.26807027157,132011.19393156937,524321.1307815847,-8514.904687207756,-668308.2626548066,5319.846312163811,-157250.97598612495,3996230.608736333,-102.79465180491786,12871137.033501418,-2211.819694759836,-135958.44716033057
-9558.356117908346,171772.24284449738,531558.4779094789,-22409.597701243067,-320335.8631175724,96411.77455138588,-725257.8180934889,-774816.7181913443,-613300.4124346059,-11178.759289053152,6555.7067600986375,-203568.7259480024
-7783.088178778072,211533.2917574254,538795.8250373732,-22842.813017555003,43607.96982366347,-229540.06881497643,18679.89079140624,532947.5453210932,-477837.38104386965,413726.4390684141,267.1681095052752,-219396.8158452633
-24965.54613861228,251294.3406703535,546033.1721652675,-3851.5792971433457,536889.4091770977,-32993.638076062285,908.1599873745909,563333.2449234398,156855.67444751953,838631.6374258812,-679.8906635245378,-232439.1252970596
-2460.459420733199,291055.38958328153,553270.5192931618,-1792.3462251154642,181466.05035784293,-13802.278121849064,-2844602.707963343,356808.63505422603,74156.86082562763,1263536.8357833484,-1556.2213951669032,-236807.34535147465
-12105.455213118898,330816.4384962096,-31438.704838700687,-85.29033542486718,269437.75098820415,-53914.12117223328,-5690113.575914061,584700.7260159039,-1315.0383380218043,1688442.0341408155,6377.521764040129,-293719.5786098996
1130.9843921125123,370577.48740913766,-15649.636583349917,-2896.028864191561,420217.7564474836,41268.4332950562,1742433.3825840915,65800.8558412614,-1789.7374417485637,649902.5005599877,-109.34915909362256,-267730.5467066326
-18224.078401860585,410338.5363220656,139.4316720008569,287.03659201063056,-100904.00938089706,-4289.5918243187625,1256793.8988818738,-140001.69282939428,-10412.176838281672,-388637.03302084014,-254.0339301410376,-242524.04681536808
-611.1026623107928,450099.5852349937,41.91791972080151,-1321.7585691676431,260954.9698422656,1532.7987846425117,771154.4151796562,305144.0498506597,43048.0327214856,3599609.013269035,-163.63837477566022,-193110.23519676528
281.91476601340554,489860.6341479218,-17124081.87580575,-2067.065993426924,-45668.56471713376,22553.433581509933,285514.93147743866,75419.90841881908,-37295.927162629145,2534476.720042217,-1742.0508984335966,-113643.1044748525
481.96873183803297,529621.6830608498,-9157752.051742086,-524.0544779736406,149854.6536347929,55925.38902828786,-200124.55222477912,-348815.7284787077,11275.449707576256,1469344.4268154004,50185.04335641427,-60992.30756796233
318.88224000064974,569382.7319737779,1865033.5662060145,3462.1357718327054,-91283.16392890744,875548.8091726842,-8181.819811037771,3623550.067732533,-397.26393212209086,404212.1335885832,8345.123312698695,83590.23947953829
-1076.8577285783483,609143.7808867058,2081782.657800309,-10922.276886034091,-114228.06965879675,-6345.970159541725,183760.91260270355,58205.54627461458,4121.61127711778,-660920.1596382344,887.2726782640269,53099.05339005537
2609.23804133386,648904.8297996339,2298531.749394603,-1113.0682486654969,-103109.2887808925,2109.2136808684245,-42965.66431093533,51682.8876341416,-88.46375371147118,-5826933.905711347,334.5067925389603,48695.4637077534
3889.548468254204,688665.878712562,2515280.8409888973,-21467.98885229486,-223710.08868772408,682.1516593439806,-8553188.771823,-915962.3334351964,-110.1510771744256,3320993.364557388,-47269.91637000044,133022.73759891215
-245.36264746953609,728426.92762549,-279144.4384881797,-217466.78730444724,-83699.62400689197,-3393.8353695965834,-220990.64233350824,-1102716.016932411,-74.4797220264166,1928751.8723472608,11065.507831161503,-26055.29723328748
349.19441638239584,768187.9765384181,-230679.2117583257,-15764.464529409832,-179961.36709579546,-8178.596519980871,-2925309.9796203217,-2512.11301276554,78.44857482264308,536510.3801371338,-467740.1862025722,52443.559465975886
4374.507053552075,807949.0254513462,-182213.9850284717,1575.1204497004207,-77087.55326198379,9000395.97491887,-5629629.316907136,-226.5022715982413,538.2085542813899,229800.68898037908,401703.5293789507,-28065.956066133804
10712.46350065058,847710.0743642742,-133748.75829861773,-1287.2252619842911,55121.07578726811,-47362.57092131768,-5959574.506993244,1796.333533235853,-3025.388312752176,-76909.0021763756,492414.7600449073,-53524.171241659904
9496.34310693018,887471.1232772021,-85283.53156876375,211.9606055847096,-413909.3592229043,3742.849782725729,-6289519.69707935,-1067.5524350696503,384.5939780202118,28178.734077282657,2313695.7324203243,173958.2158461201
17403.592540477737,927232.1721901305,-36818.30483890977,12258.296399153993,-378240.26351836056,34131.69014287049,-6619464.887165458,5389.793430984893,-215.7570800947364,2876098.555125824,74966.10635493416,-262002.68945114003
17013.62469428788,966993.2211030584,11646.92189094422,-5080.562375076127,-289090.9954437067,-6689.811460444443,-5094955.7979681725,3188.8199971208005,-76.4074231873999,820477.1537091434,19509.72327761888,-517895.9228493627
5519.270904274959,1006754.2700159864,-79413.53479941783,6542.434677908601,-292776.464195432,-7643.590181938249,-3570446.7087708865,2375.3774621365374,96.54999845107524,-1235144.2477075371,-12170.994672314197,-513624.7804743502
3879.837334558181,1046515.3189289146,-66834.0246451308,155.47088730910048,-300006.91342811147,-35744.146336194026,-2045937.6195736008,4144.311517793356,139.80141974473696,-817787.7169148945,-117016.2457332591,-428065.09287885146
1540.3343312270215,1017495.7256009036,-54254.514490843765,4318.793173986425,-231850.96341532923,188.5461712748762,-521428.53037631535,29175.2618952734,-204.3490898212616,-400431.1861222519,-1703.3098749882702,-415777.2188783559
8933.587546751118,988476.1322728924,-41675.00433655674,3529.894210923036,-262012.4525129516,-2527.1171590260674,-314755.0847446319,66858.62695748886,-217.4647391000977,2945999.447618936,-265450.8118190457,-482690.1176147505
-11941.68222112847,959456.5389448812,-29095.494182269707,-991.0947049082204,-1140153.7835685017,1463.4831042020032,-108081.63911294838,41524.812228476425,247.68465495260008,2341147.3440258102,-150934.42722976237,-478063.7938092726
13618.060417588693,930436.94561687,-16515.984027982675,-1101.7085656852255,-747272.7564423687,2569.6167269245548,98591.80651873512,8944.905757899267,-237.3711549306205,1736295.2404326852,-36418.04264047903,-433258.480528998
7155.095372321997,901417.3522888588,-3936.4738736956497,-1152.311130384519,-253821.401653502,-5795.14881471023,305265.2521504186,2463.530483566312,-28.82521076711737,1131443.13683956,26343.498603006494,-544619.0853106526
-17816.394313505756,872397.7589608477,8643.03628059139,-543.6423711000953,-104139.90712598508,23839.75156688915,511938.697782102,17764.423801425277,3412.9203546417066,526591.0332464348,56030.50230049038,-305614.2902486552
-14820.33373798171,843378.1656328365,21222.54643487841,972.79789344272,-172069.97258990782,-15607.601508144204,-1111285.1846859402,3313.5719937570248,1843.3679727180363,-78261.07034669026,85717.50599797427,-207569.09631493187
-1634.0685700891015,814358.5723048254,33802.05658916543,9004.147973430823,-451819.5635473918,-3848.530687985992,-2734509.0671539824,18492.239779574964,-363.29732975362185,719.2575878204807,115404.50969545814,-216297.8315329455
424.7830863380588,785338.9789768143,19070.7888464235,5043.569871448175,-332840.0573617667,41527.5254840703,-4357732.949622025,-4005.884609525331,80.69033732778814,79699.58552233122,31279.13833745064,-193382.40744634747
-2727.5624215785115,756319.3856488031,4339.521103681564,-25715.548365826617,-26424.20304252196,19016.693255547,-5980956.832090067,2903.567295165263,-495.0834724929067,158679.91345684195,-52846.23302055686,-189900.2823683948
-381.1816834354999,727299.792320792,-10391.746639060377,,169648.25572719087,1343.403974660654,-7604180.714558109,10407.24629457311,-867.7238233465141,237660.2413913528,-136971.60437856437,-140976.41567272512
-232.3527670472949,698280.1989927809,-25711.11942666563,,141759.63418812977,4772.661786528098,-9227404.597026153,-13959.98711993506,-21212.825655254223,316640.5693258635,-221096.97573657185,-126479.65168871392
462.32231442570446,669260.6056647697,-41030.49221427088,,-134131.02676725682,-5874.57370605193,-4437787.04140357,-3197.33209827494,-62567.50256440601,395620.8972603742,-102995.61783727664,-68298.04294323054
-32851.996991287335,640241.0123367585,-56349.86500187613,,-160035.95833403643,8975.22266709672,351830.51421901205,-5216.699219719385,1167.2464769580038,474601.2251948849,15105.740062018554,-80505.43985128334
-7319.552943488619,611221.4190087474,-100931.15616843462,,21505.086615694046,24782.849482618367,396039.3584477313,23875.479472490133,-1462.735700118088,553581.5531293957,22958.5423017436,-117300.34026870083
3184.3904716457787,582201.8256807362,-145512.4473349931,,41372.10277198127,-2676.198369585909,440248.20267645054,-35918.4667731394,-15281.6487010786,632561.8810639065,9793.976858934957,-189179.00587817896
3726.846270068458,553182.2323527251,-190093.7385015516,,26670.475360367127,-19370.02350154901,484457.0469051698,-685.1480939029007,-2969.319403687396,711542.2089984172,16300.758031221683,-210120.85577904183
-7717.377387427596,524162.639024714,-17290.699614417914,,-64162.996528252086,-8539.965108869648,6763.820170268845,10450.349336134515,-5620.2618497723415,790522.5369329279,-221215.3021201144,-261502.08569324395
-99.72819881797037,495143.0456967028,14373.32264301548,,-133243.68954190437,-7298.5242689638435,585.8191878849511,-3889.682963340048,12307.451697996808,869502.8648674387,11639.088635108625,96650.08767701784
-1489.7285534548623,466123.4523686917,46037.34490044887,,-104958.96060069556,-8714.286207123312,-2800.4440948578704,-539.5285028123908,-93884.84464201098,948483.1928019496,226965.3209734817,-102879.73203397008
-785.2629368672859,437103.8590406806,77701.36715788227,,-51615.616404640816,-519.1741777860441,66114.77148030864,6435.180062313622,2721.8172469938845,1027463.52073646,89890.60805461605,2014.885513444664
1002.449847486301,408084.26571266935,109365.38941531566,,-46148.590329413535,-10313.750734439684,135029.98705547515,-25580.829579129582,409.678189785073,1106443.8486709709,-79702.89777689142,-28308.898508823306
-149.26515597573103,379064.6723846583,141029.41167274906,,-18800.68500671053,-9944.9768451327,203945.20263064167,-54006.09082559279,875.6245033100329,1185424.1766054817,155783.68384519877,-207459.43957322647
162.78195588056172,350045.07905664714,172693.43393018245,,-111869.80251209588,-11297.75672188595,272860.4182058081,-41205.66115883741,203.011951518834,1650313.6219867624,7784463.851422984,-158614.1894119159
45.66039042921972,321025.4857286359,334021.65226618946,,-114402.57605556044,-4762.129290617536,341775.63378097466,-5097.093352944954,1413.279614271556,-915380.2082416418,5687549.868138766,-167407.59668340872
100.7925350605345,292005.8924006248,1282502.086556742,,-123415.22635901636,16838.928308873823,410690.8493561412,-9405.05422638526,595.1253494954844,-3481074.0384700457,30631096.90124629,-205759.61330654504
-34.11501513118492,262986.2990726137,-16565.97190196168,,-107285.62844192854,1321.0390806703472,479606.0649313077,-3180.436246526592,-154.47532373105605,-6046767.86869845,10067417.309091307,-196593.478854322
81.72377304890061,233966.70574460248,27841.69619774976,,-122806.06619980982,10026.709632180522,548521.2805064742,-19594.635592459228,-64.31734040856632,-8612461.698926855,-1366045.1493315394,-218515.42290092405
11.12060460119335,204947.1124165913,-11755200.147205023,,-179531.48208761466,5519.994838903063,617436.4960816407,-1107.8445198378863,16379.494310202132,-11178155.529155258,-325689.0605396037,-69938.7786926445
-1.2995098026378855,175927.51908858027,1660125.0981734025,,-73578.44215325237,7036.740938504559,686351.7116568072,19.174641634033605,467.0641599502437,-13743849.359383663,25114.8132458132,-334536.3508289422
-82.47197115925451,146907.92576056905,1044027.2085603048,,-62036.74379280768,5974.483582460118,755266.9272319737,-40103.805672515504,598.8183253781772,-16309543.189612068,87092.31409975978,-353737.4409682059
-156.8727943971545,117888.33243255796,1316270.2078108247,,-41915.79317295522,1258.3510106245471,824182.1428071402,-17120.56702525368,-284.4256537428575,-18875237.01984047,-47963.30968916156,-431828.2890371532
-243.5051585413389,88868.73910454684,1588513.2070613448,,-54084.78541251549,2895.5630957770964,893097.3583823068,9857.23556500704,-167.67593265334256,-21440930.850068875,184954.2027149344,-372402.2849547561
-129.71486969439778,59849.14577653562,1860756.2063118648,,-47403.210290870105,-1086.3612382336612,962012.5739574732,28415.041625881346,75.90562231011177,-11166819.42497642,-14014.486852179163,-312226.75280759926
-5.730069472327102,30829.55244852451,62080.23689105635,,16083.110168360276,1216.5665831344957,1030927.7895326398,66459.1116345902,-78.53748203507905,-892707.9998839647,58551.13344494264,-272681.1776238034
-373.3627543444927,1809.9591205134057,35886.82940513233,,54705.19030964084,13364.384219601496,1099843.0051078063,34323.24502928151,-81.32023196044199,454361.2258663757,-124895.20177953826,-244313.6641596838
-818.8567504787202,-27209.634207497817,9693.421919208313,,67473.11820286466,-35042.81186498909,1168758.2206829728,48140.895791289135,2548.8777483799945,1801430.451616716,-22443.977812153447,-214694.3805749676
566.7399446820218,-56229.22753550904,1700.8893608562207,,17176.849692158517,-3974.258996649529,1237673.436258139,30802.328719061145,13770.991786625153,3148499.6773670563,-182860.9444709972,-156190.02681951682
-1.838823221566884,-85248.82086352003,13222.351174509524,,-193217.55846995232,5730.524251825882,1306588.6518333058,11259.955288967449,2766.2525564614043,-184413.30139285265,-343277.911129841,-216456.86060389457
-57.214159435497095,-114268.41419153124,567421.5944226785,,-145800.83687099605,2208.5842068840857,1375503.8674084723,24675.92532316284,2387.540382466897,70085.88671202194,-245366.0327571081,-243344.4332770676
4.153716828456133,-143288.00751954247,1121620.8376708475,,-180725.5053615532,-7709.860906399575,1444419.0829836389,-14943.190753011477,10726.939382612978,-194178.0642903632,-199900.92318583868,-203699.0282500544
77.97860420481726,-172307.60084755346,1675820.0809190166,,-355068.6448399257,3536.548064621813,1513334.2985588054,-17331.44746991629,209.0860684475901,14807.100143505842,200022.82126263576,-167085.48231452663
-71.46275004880113,-201327.19417556468,791235.8743285284,,-124526.0217386454,-51342.4965254234,1582249.514133972,-17143.098199645177,-1956.0713246939467,-361672.099851281,-109566.46279059412,-110439.84846460236
-163.64828931415457,-230346.7875035759,-93348.3322619598,,-52029.4912569887,-36661.35448841176,1651164.7297091384,-63140.55882052565,4239.063567365745,8776.308241398785,-36367.42974648073,-106149.56790733144
3207.609730988582,-259366.38083158687,-977932.538852448,,,-18344.39700958037,1720079.945284305,-46611.47421854416,-80220.73845268824,44764.57846960181,16204.505285585825,-107138.91109233316
-29681.67028096945,-92878.70962359148,-1862516.745442936,,,8705.816168057987,1399407.755650204,-30024.41525216313,-73947.22833089827,-463.55357205307496,163963.13116636436,-79399.8177805309
68.76259910934004,73608.96158440388,-2747100.9520334243,,,55734.66105488756,1078735.5660161036,20432.469136455788,-18520.13472000309,-975.2167004997268,-11442.151043634824,-120870.6020841876
