Amplitude_Max_Min_difference,Amplitude_Max_Min_difference.1,Amplitude_Max_Min_difference.2,Amplitude_Max_Min_difference.3,Amplitude_Max_Min_difference.4,Amplitude_Max_Min_difference.5,Amplitude_Max_Min_difference.6,Amplitude_Max_Min_difference.7,Amplitude_Max_Min_difference.8,Amplitude_Max_Min_difference.9,Amplitude_Max_Min_difference.10,Amplitude_Max_Min_difference
36.45283529329436,35.84917881426904,33.27091288243424,36.99815336192713,28.583851973704206,34.07340623988664,39.066715443198376,32.773697538641954,32.583474932520616,22.072514903232168,27.5594007068108,44.760595277926186
40.31833157508119,32.12280323648071,21.734181759054376,22.622802197406887,14.827068818777056,35.39955093784497,21.6121871694164,38.22299705041813,18.007910001350886,14.37386686584641,27.97970514112589,28.679749216641493
41.55767403813674,3.822260115278532,10.197450635674512,39.93203179546239,17.235440077752678,35.46285683587193,18.77260636395689,22.431336921867977,9.908431835353433,12.989231997594926,7.288075676428934,28.155352187445004
50.38311153469811,4.2128591033612,12.612230288872684,18.88575660136429,12.697757962336055,35.52616273389889,18.54116025591808,29.49965843372079,18.314909366150573,11.604597129343444,0.9763561973233128,35.64103875197526
37.26247553023001,4.603458091443869,15.027009942070856,23.647608835903632,11.699552359263675,29.52577099920851,15.92028390343617,19.71502979703181,17.16399726559883,10.21996226109196,4.232383916968816,32.89807501905544
39.13740220765819,4.994057079526538,0.634632476789581,8.40775062810404,13.480936746454727,23.52537926451813,13.29940755095426,14.057230369903476,24.60167782518692,12.888434786451436,11.74181711362187,37.3094636521005
38.96925772751536,5.384656067609207,4.529236871998873,16.32211972435416,15.26232113364578,5.007201843563699,10.678531198472353,16.068875979115397,22.07763035031495,12.381975571232887,19.251250310274926,38.22040567473073
34.79165953890778,5.775255055691876,8.423841267208164,22.446839728924083,17.04370552083683,24.74434525187016,3.153277974707657,22.05318754217643,19.610577310389424,11.87551635601434,3.69401679885902,30.19401492204408
32.11885457695156,6.165854043774544,12.318445662417457,28.28186190842164,10.04177617978389,16.25275960922049,7.026410055615633,14.067793894659772,17.143524270463892,11.36905714079579,21.37343160954419,25.1761779030506
32.58780175381546,6.556453031857212,7.895345466540853,23.456089388221613,3.0398468387309494,7.761173966570824,10.89954213652361,8.703571215115758,0.3503791848908522,10.862597925577244,21.38387466628865,34.72925308126988
30.51923449340916,6.947052019939881,12.884697025058902,18.40674072306564,6.027315388710907,32.82051964227064,14.772674217431586,17.8628529841814,32.92816679677438,10.356138710358696,22.49002840817757,36.7461373584602
46.117710676831805,7.33765100802255,17.87404858357695,18.261734084802885,22.80853925005656,12.209658458778442,18.64580629833956,19.50828639799153,6.856322382365595,9.849679495140148,18.15808894585623,40.35903574153811
23.35460222201204,7.728249996105218,4.284542670794882,5.8916703156435375,3.3010221750902207,21.818789959736733,23.42669402705113,17.173902389784015,26.60830999783644,9.3432202799216,17.001350509842812,36.330962922391926
15.45782476637054,8.118848984187887,5.027023404975063,17.01454643500128,12.63754383172288,12.47024135708858,21.524455842366617,16.18554357478187,20.60756690385866,8.836761064703051,21.254306412063364,41.68511315686894
17.416304197147895,8.509447972270555,11.01364027060392,11.069600456643716,8.747455964384946,7.621782834631377,19.622217657682107,11.814724016489496,21.85601636295779,8.330301849484503,23.07641126496578,29.410775511251984
19.42043482961552,7.846922682604839,11.14895485453577,27.0014394685832,4.857368097047012,2.7587044394220426,17.719979472997593,27.57304495607633,11.22555706003444,7.823842634265954,29.583421612305365,35.3909502698794
18.42750733203881,7.184397392939122,11.28426943846762,43.815617468735184,0.9672802297090796,14.535342527375384,15.817741288313082,12.43396706545084,14.483187942858988,7.317383419047407,29.059576743362072,40.004613781486654
18.941660649733485,6.521872103273406,11.41958402239947,21.550077015880817,1.10769271596936,16.52702322980528,13.91550310362857,12.24930766684481,17.740818825683537,6.810924203828859,31.77038017373611,36.014400988173364
17.99643314818116,5.859346813607688,11.55489860633132,1.3152122188319826,1.2481052022296404,19.46333932549601,19.91990140631724,11.138924713263137,13.28104963480297,6.30446498861031,24.142661217535583,34.19345479747578
19.824761927229886,5.196821523941972,11.69021319026317,18.65754721864644,1.3885176884899209,22.399655421186747,25.924299709005908,11.077976236331752,13.739301458098485,5.798005773391763,20.3876173036851,32.75514589247338
10.935022348197306,4.534296234276256,11.82552777419502,20.836992517646728,2.2695644339272603,0.3830219873605127,22.35221122733165,11.682847477304138,4.958864909096646,5.291546558173215,7.863432410351304,35.37484914994944
12.60661233483502,3.871770944610539,11.96084235812687,32.95389783042482,0.2329914799646519,7.24302145626792,21.069297075062337,15.878830595892046,23.3474138635702,7.311468530705695,15.4979248204682,35.51686805139312
12.537493303385222,3.209245654944822,11.307214603568664,25.726507867622352,3.2090706260828075,9.18342659675514,19.786382922793024,15.050861603813754,19.62226866935996,9.331390503238175,13.383923168602369,29.656943779897976
16.002741077115427,2.5467203652791053,10.653586849010455,2.933396260418432,6.185149772200964,18.098427323559875,18.495791819095903,14.026463751250228,15.648831046526054,8.806864773470291,15.268402361231836,36.21030237564176
16.143844196457778,1.8841950756133885,9.999959094452253,15.944062435080822,9.161228918319118,3.371420618000126,17.20520071539879,10.798573319327303,29.200063012478395,8.282339043702407,13.600433905855828,35.83557898072316
13.79680882448014,1.2216697859476726,9.346331339894045,32.08953376995984,16.30990495012044,7.122987916325302,20.69804433120772,22.039685375835766,7.634995182294986,7.757813313934522,14.186835840351623,31.19164649643064
14.30354189098736,12.673505177931172,8.692703585335838,19.835196610800303,4.753340423296489,6.994036242659722,23.625436263957937,25.48692226142906,23.62783280838738,7.233287584166637,21.03925643660007,37.98478022574218
21.66800749573672,12.533511490094256,8.039075830777632,23.74647517500585,3.733967989321252,6.865084568994143,5.065794692908337,17.983628888096366,15.678848959537776,6.7087618543987535,11.866964203265027,35.78524970822103
18.169323266713192,12.39351780225734,7.385448076219426,21.558787378944995,25.35389118318661,6.736132895328563,3.8841643386161495,10.532562672320516,20.45836269588476,6.184236124630869,9.228278845432593,35.597141860739484
17.94173969062605,12.253524114420426,6.731820321661219,25.676711521432104,25.89958310852364,14.196402142336671,14.738014139067506,12.99066160494127,17.587791909368217,5.659710394862984,1.667692297875668,36.74341800443744
21.39148638778373,12.11353042658351,6.078192567103013,33.160235299098105,15.198801971034351,24.89052309924433,4.892971282113135,12.785196013740336,9.211345375236224,5.1351846650951,18.700899614850734,38.78797524916519
25.752200308683022,11.973536738746594,5.424564812544807,29.35040744223124,9.386988580761882,18.80899763401716,8.948639370306353,19.49750631181796,7.86249560024582,4.610658935327216,21.72600821424335,39.45369973122885
21.901054555902185,11.83354305090968,19.783131560223524,34.6985577340339,3.195157401315093,12.031569335817228,6.944027121703531,12.022154592666508,16.929684883043993,4.086133205559331,32.787600900980955,36.42483416290194
27.049164995416184,11.693549363072764,17.876015887847903,28.23145761206352,19.079751628100528,9.72346026385372,4.939414873100708,23.375570798670143,14.589893658108284,3.5616074757914458,25.52901824426681,35.14662156824947
20.76227042421082,11.553555675235849,15.96890021547228,34.912622358476995,26.490781909844035,16.526225145434967,2.9348026244978858,21.44526969483832,20.198723408936267,3.0370817460235613,29.60808790445348,43.01701609790796
18.720906290750897,11.413561987398932,14.06178454309666,20.00165924913012,15.968356008909666,33.59840335863937,14.428451728631876,17.77708625338123,16.968550995453516,1.5265172850929047,13.835753745669471,33.3063574697492
21.40584723864597,11.273568299562015,12.154668870721038,25.076528046527613,7.203292092230079,21.738906103911024,25.922100832765864,18.00821063300438,17.01708334763251,0.0159528241622481,17.132996940287914,33.055751929441726
22.3890856437384,11.133574611725102,10.247553198345416,28.40286728694604,6.371364682516169,23.40142555458148,24.124577509884787,21.15289925835728,21.07641140601224,1.3753801175449325,22.356970057439256,33.58709202722028
22.86548952146856,10.993580923888183,8.340437525969794,33.70910750096555,8.15027608686315,32.617431653364335,22.32705418700371,18.14069908684084,36.79518726776552,2.7348074109276164,23.800449423444405,36.602715336501234
23.239486890299457,10.85358723605127,6.4333218535941725,31.31212245386675,26.61018242867833,30.583402644989544,20.52953086412264,17.361925480165365,18.14455648508856,4.094234704310301,11.102445454303249,34.59743153706884
22.294028157280323,10.713593548214355,4.526206181218552,28.25666853433483,24.71319096091706,31.72365385211431,18.73200754124156,32.429503734958786,27.101067276251094,5.4536619976929845,16.02909038917393,39.98258535289496
25.4591844399865,10.573599860377438,2.619090508842932,33.525476420042715,27.50486850667535,35.00512935130444,16.93448421836048,23.381083494199544,17.964031959307466,6.813089291075668,24.925843307452336,38.1574151630031
22.17126460499601,10.433606172540523,3.2149553808112,29.4496964948128,27.41690391441948,18.33210171136518,15.136960895479405,31.728210769656894,12.920823059574149,8.172516584458354,9.70070712326901,38.24690326004962
