Counts_Clearance_factor,Counts_Clearance_factor.1,Counts_Clearance_factor.2,Counts_Clearance_factor.3,Counts_Clearance_factor.4,Counts_Clearance_factor.5,Counts_Clearance_factor.6,Counts_Clearance_factor.7,Counts_Clearance_factor.8,Counts_Clearance_factor.9,Counts_Clearance_factor.10,Counts_Clearance_factor
8.924120194384532,5.094630745150787,6.726549915386064,5.949935242727858,5.089205391543005,5.574375130291762,22.13802720680629,9.864942031615518,4.13410387387141,2.3787134227747755,1.64482127278727,26.82293124555974
5.481268458121944,1.3015579953310124,4.347002646256505,2.5386238689926963,1.0504810424894715,1.499055333421692,3.2889579857069693,3.347749446153882,1.6712122243179577,0.9657971516769888,2.1363682713726777,2.7470299130374665
4.203194487536975,0.5743448597178086,1.9674553771269463,4.479845963924099,1.0424578711724528,1.390996847713232,1.3461437871171182,8.806036361072135,2.958424620136968,1.024745668253437,1.146376408742652,3.0655792523962377
4.398476883394972,0.6142640415815932,1.506613845994604,2.4468451556730715,-0.048331204606898,1.2829383620047716,1.1907049241219785,23.36555113669551,1.464125280310641,1.083694184829885,2.997932627060476,8.401226077984495
2.834019351493325,0.6541832234453777,1.0457723148622613,1.177150182442042,1.0919973988033485,1.40223225291742,1.280697821055006,8.589078605678793,1.3448479207529478,1.1426427014063336,1.6876055910078864,6.757177654003166
2.6560104991036337,0.6941024053091623,1.1260595939753544,1.1687044776302995,1.136037784441346,1.5215261438300685,1.3706907179880334,7.139150631043022,1.0616307788871662,1.2917864327435256,1.685608527939268,8.30698398126454
2.838001005934533,0.7340215871729469,1.175127764735648,3.179995319191598,1.1800781700793437,1.778648663259183,1.460683614921061,10.017683973453538,1.270629642066622,1.2947592919128097,1.68361146487065,8.074371472245634
2.926013932884996,0.7739407690367315,1.2241959354959415,1.4614983715084644,1.2241185557173413,2.8156954101439293,1.3806806904157345,2.823255042318393,1.23639365804736,1.2977321510820936,0.9674635817002876,11.41112142728242
3.211695661433809,0.813859950900516,1.273264106256235,2.25091912139885,1.4320619313255096,2.326077613826469,1.4577206557606033,2.4347479230872424,1.202157674028098,1.3007050102513775,3.997128078918848,5.461868437698037
3.403046436424783,0.8537791327643006,-0.1641930104200961,1.1542460660326688,1.640005306933678,1.8364598175090088,1.534760621105472,1.815159732509603,0.8883334715558572,1.3036778694206617,2.538755581907413,5.0251376030749775
3.075925990690497,0.8936983146280852,0.4147530807437855,3.631909353441346,0.975157542373845,4.227870523637327,1.6118005864503409,12.629524264690303,4.011537788776682,1.3066507285899456,4.218936956988835,7.239526772219026
3.270354742495523,0.9336174964918698,0.9936991719076672,1.9572059923689389,1.7379199958862546,5.671742631919985,1.6888405517952096,33.80282458449265,1.6163265353274474,1.3096235877592295,3.4099101694668152,6.546275487117371
8.141119978365229,0.9735366783556544,0.6675404024289414,-0.4997268467862962,2.2880483549970294,28.69690424403682,3.132520310161377,12.71921667505234,1.3265354598610155,1.3125964469285136,3.283681019079356,6.388546222173972
7.067149479814953,1.0134558602194388,1.7555387301430805,6.963967904374157,2.299525864558386,3.501023430566541,2.9029120324663924,10.388659815688216,5.297554236806497,1.3155693060977978,3.7093616318188514,6.697347500223278
6.031010147502434,1.0533750420832235,1.58564249397184,1.1757463540899502,1.7768851086848771,4.036056589930544,2.673303754771408,15.197863828163202,1.34263801031711,1.3185421652670817,2.944212321596609,5.649213894134801
11.487914603080007,1.0389669226257474,1.5668234212220409,1.7922768390552672,1.2542443528113685,0.4857342536268494,2.4436954770764228,10.8625973553534,1.303270988088822,1.3215150244363658,4.564299372374573,6.28835539082089
3.851243441180131,1.0245588031682713,1.5480043484722414,1.1998237852072522,0.7316035969378598,1.2814937256721906,2.214087199381438,12.144857147049352,1.8790622601090408,1.3244878836056495,2.6085438161604344,5.734043909473092
5.234706599834912,1.0101506837107952,1.5291852757224422,1.6453640081716303,1.0683155477458035,2.69934783279976,1.9844789216864536,16.850136074729633,2.4548535321292606,1.327460742774934,2.9897536019394884,5.782116484641365
4.916707028526005,0.9957425642533192,1.5103662029726428,1.018281662561184,1.4050274985537472,2.3799318662841804,1.890542939534791,13.553883898939205,1.9971432122614168,1.3304336019442178,5.265033468005009,5.293195943833641
5.907309986624488,0.981334444795843,1.4915471302228436,0.9398554471787997,1.741739449361691,2.060515899768601,1.7966069573831285,17.778479032005713,2.495666296161199,1.333406461113502,3.101595063457321,6.0578817277978985
5.814453923743442,0.9669263253383668,1.472728057473044,1.373763892693264,2.156851022278971,1.0738925958444243,3.8163779927241306,10.876378247379838,1.101691179366331,1.3363793202827858,5.162549650284347,5.4479929613887
6.645070827804169,0.9525182058808908,1.453908984723245,0.8852469301420814,-0.9703686527057408,0.9141415906385288,2.407969969644867,17.289030145042666,2.102069899611562,1.2453137830962555,1.4579316194467835,6.145301598282588
2.382599599166231,0.9381100864234146,1.2327637235999898,3.363700042660724,0.1073188681023927,3.860663647141677,0.9995619465656036,8.354838796747586,1.474743458929285,1.1542482459097254,1.4389811422911094,4.819902197089714
1.8201880380833289,0.9237019669659384,1.0116184624767346,1.9721239451568493,1.1850063889105265,1.8390680375663853,1.9972741306530133,10.087328573825568,1.976117505085748,1.1577090519459026,13.800329607312236,4.494445857729586
1.51269030343532,0.9092938475084624,0.7904732013534794,1.6293262002127678,2.26269390971866,1.0374077661679513,2.994986314740423,6.595218146565922,2.060272207392124,1.1611698579820795,7.670879217941812,4.855357280250867
6.595964012784687,0.8948857280509863,0.5693279402302243,1.8397017789600465,1.1212194438081786,0.8464512430260155,4.85994530333002,10.9760532788746,2.7204760714627665,1.164630664018257,15.047908160210012,5.167075933990605
5.158344233831208,1.5854117788887383,0.3481826791069691,2.264300361948006,-0.8543769929695126,0.6373714412137848,1.4130812531782098,9.08819254452234,2.326769925749548,1.1680914700544345,4.439050533445239,4.479533378372212
5.663493537871701,1.4628026842648416,0.1270374179837139,2.312139090096352,0.8161790282405488,0.4282916394015539,0.536700229393076,10.436052682016124,0.9237509924358236,1.1715522760906114,3.6671294623180017,4.647582909570291
8.32864726022948,1.340193589640945,-0.0941078431395412,3.218421039749629,0.934856365311426,0.2192118375893231,1.0360167359614143,10.107538694337263,3.5065659881429934,1.1750130821267888,3.499497005466144,3.654380700195949
6.7145120794475,1.2175844950170482,-0.3152531042627964,3.4185942950782047,4.666048841991421,1.6792907275744056,1.2689192345480862,14.55881653999226,1.650851166576062,1.178473888162966,-0.7232257247480216,4.927759298190762
8.356531687146573,1.0949754003931518,-0.5363983653860516,1.928493648038221,3.737430850993408,7.632296015846061,-0.5806169505425379,25.28159062579424,1.7598109812391176,1.181934694199143,2.7935079612439515,3.907069843246245
4.04025609159199,0.9723663057692552,-0.7575436265093067,2.444460461989611,1.4474490673984035,9.3896183782549,0.8274140108879451,7.31556049982485,1.554930327043675,1.1853955002353205,6.695911136767688,3.993931850617813
2.8673053275530216,0.8497572111453584,1.4917769565502372,5.7461933342211085,1.197961875462809,3.1467146675323656,0.2732957657384266,14.316050855592747,1.893141683722689,1.1888563062714974,3.498826503879685,3.936865564310526
3.146706958247636,0.7271481165214618,1.2891231057325436,4.752773835072441,1.6117227134203125,10.11749304947454,-0.2808224794110918,17.66852150277338,3.8274452258219753,1.1923171123076748,3.751057497863536,3.9329334151532
3.4778176272311976,0.6045390218975651,1.0864692549148498,5.43326670019999,1.187363037508602,4.657633342552106,-0.8349407245606104,11.367463185957517,1.805233133866573,1.195777918343852,2.346030508739102,3.688323997017752
2.6231740442424223,0.4819299272736685,0.8838154040971561,3.3677213820596763,0.9443650960456068,3.5019380653220327,0.8863586636618341,5.2431497922055765,1.46871608329835,0.2753392251246847,2.2991971966684672,4.170024561467457
3.3809650940785083,0.3593208326497719,0.6811615532794624,3.09789142580052,2.182216008775833,10.54250773892067,2.6076580518842785,7.483644709518561,1.953062942010484,-0.6450994680944825,10.61365575071923,4.048667471657319
2.9410900453618583,0.2367117380258752,0.4785077024617685,4.927540270059953,4.965338404393618,3.6618853299944094,2.482974513491234,2.8770519175202987,1.713841950548168,-0.4177065811587681,6.599170903727882,3.744886946409866
3.702452798754545,0.1141026434019785,0.2758538516440749,4.356021884045413,4.526174877094076,7.925235610367067,2.358290975098189,8.785597329612514,3.093430126234742,-0.1903136942230538,3.922160279442186,3.8420175438051634
3.6162258585475073,-0.0085064512219181,0.0732000008263813,5.83127904551599,4.705616057015666,5.6386916576453565,2.2336074367051446,9.614110320959162,0.960249525813228,0.0370791927126604,1.8818956628004369,3.871239430282885
3.832311402686522,-0.1311155458458146,-0.1294538499913125,3.760110716880545,6.283439888725505,7.877269627137958,2.1089238983121,38.14746753816238,2.7583634807669184,0.2644720796483748,6.472256742615773,3.0287643059203684
5.985861488617463,-0.2537246404697113,-0.3321077008090062,4.070163508546042,7.1346611598775445,7.629391415553435,1.984240359919056,9.074668960281636,1.5478667439871276,0.4918649665840892,3.4203056218100656,3.476467577890992
3.529268918343267,-0.376333735093608,-0.2702770636982967,3.664903535808804,6.587677102841667,4.822333886990032,1.859556821526011,32.70447857191847,7.673979842691,0.7192578535198034,11.012325049085156,3.9347596525851407
2.5517918685280767,-0.4989428297175047,-0.2084464265875871,5.270172054709158,8.384721472843086,3.430877698786687,1.7147294977296776,12.41433367495677,7.25242445303907,0.946650740455518,2.2025961138904258,3.270997009139573
2.9163168993900506,-0.6215519243414012,-0.1466157894768776,3.474516025264877,10.138947274020676,3.674296330027513,1.569902173933344,19.50678051822208,1.3247030641148512,1.174043627391232,3.4224458954076247,3.4652821385147616
3.922328679626782,-0.7441610189652981,-0.0847851523661681,4.091324641415741,7.476305821096683,2.4111236279576724,1.4250748501370107,2.426384774415351,1.8406919949568576,1.4014365143269467,2.436449562038568,2.9726557772808
2.971594119253798,-0.490440403388325,-0.0229545152554585,4.425573056431444,4.760050820171664,3.180126326797293,1.2802475263406774,3.1496388707437,7.4625637281880355,1.6288294012626607,3.045285292065297,2.665329844235596
3.135896329957268,-0.2367197878113519,0.0388761218552509,4.322162925193331,5.795763630885966,8.890839752367041,1.2592365899930524,2.693839095519821,2.797061312292419,0.1870686414078662,3.023008177320835,3.385103791088751
2.847237775927194,0.017000827765621,0.1007067589659604,9.89246884784323,7.64975070481333,27.038410406947143,1.2382256536454277,1.680452251319532,9.028348653483562,0.8510083305886866,2.8876211571628763,3.4861961853291183
2.2762589170798275,0.2707214433425942,0.16253739607667,2.6627975122846683,6.9182446768665296,1.9285430725796808,1.2172147172978027,1.9765686845392048,2.3548745041626056,1.962256319629092,3.454710661074089,3.1885049735772184
2.284867864918469,0.5244420589195673,0.2243680331873795,2.272781033934438,8.157863421573044,4.857645330498624,1.196203780950178,7.283366448095846,1.8582728846148129,1.6278604520466595,4.083475697959361,3.938049394023864
15.127111562639918,0.7781626744965402,0.2861986702980891,3.1065457431783563,7.482228307070969,3.395668653996895,1.175192844602553,12.13201278632246,1.2788284946042994,1.293464584464227,3.913347116551152,3.982803797624928
10.921507234462956,1.031883290073513,0.3480293074087985,3.6751568266940406,7.443178931163606,2.944510350931659,1.1541819082549285,2.0162432480036325,10.260236485442231,1.2919052676737326,2.729952702569136,4.173031402066734
6.840056852537075,1.2856039056504864,0.4098599445195081,5.789277343339418,7.648952086768625,5.661559599343695,1.133170971907303,1.4950206734397662,2.4623195507243127,1.2903459508832382,2.816935473880114,4.034244131345988
5.582591681162804,1.539324521227459,0.4716905816302176,6.029344074240257,6.316117424341775,3.417612388196552,1.1121600355596786,2.556519968887028,2.605190106736881,1.2887866340927436,6.838145102160749,4.079753019783833
12.51489698671882,1.793045136804433,0.5335212187409272,5.187309757348811,7.274329094171465,5.257415301353071,1.0911490992120536,3.6180192643342894,2.0991239812851714,1.2872273173022493,2.7460111018825377,3.86169667776931
10.59265052968896,2.0467657523814053,0.5953518558516366,5.981176827801291,5.518934098548812,6.303064710891803,1.0701381628644286,4.24465392839925,1.918682153702936,1.285668000511755,2.159739479093501,4.06179339974095
8.949491270028096,1.983134779193424,0.6571824929623462,7.19875882594922,10.859240404985474,3.848977369497438,1.049127226516804,2.9913986427965416,2.7906340067067594,1.2841086837212603,1.4815739832832882,2.752496775006456
5.883296426585774,1.9195038060054428,0.7190131300730557,5.454691496726813,5.912158000233772,8.82661063471984,1.1293029892225646,3.190409259672877,1.0026253535056944,1.2825493669307662,1.918215634807694,3.0677874902064435
5.277374758727053,1.8558728328174607,0.7808437671837652,7.668714517082378,5.530701171872166,9.43068521766277,1.209478751928325,4.170474499961904,1.4682393218214709,1.2809900501402718,1.7500237111829409,2.5697630507701943
