Counts_Central_moment_5th_order,Counts_Central_moment_5th_order.1,Counts_Central_moment_5th_order.2,Counts_Central_moment_5th_order.3,Counts_Central_moment_5th_order.4,Counts_Central_moment_5th_order.5,Counts_Central_moment_5th_order.6,Counts_Central_moment_5th_order.7,Counts_Central_moment_5th_order.8,Counts_Central_moment_5th_order.9,Counts_Central_moment_5th_order.10,Counts_Central_moment_5th_order
158021174.63758695,19777360.84593837,-354406902.49503994,-31810657.133935787,-67343264.78748356,550961150.5053754,-304523487931.0824,31427533.82560873,16025364.367442574,4684627.275810279,-1928912.2261558056,-62567779921.56633
-247931.4707242864,-9157398.951042084,-177510261.01247618,1462351.031492062,-5811682.332799592,-309395582.2020968,212302.1537426044,-13299464.595245408,943858.618271716,-739209.2659455483,10317261.618349344,296683.5656953178
-1646735.801703473,0.0,-613619.5299123847,-221800915.386572,0.0,3772449970.810545,11976832.318747217,163088.6538698074,331286.9473240614,-1579402.177564424,0.0,-538540.9551773862
-8682752.611402838,0.0,-306809.76495619235,1370268.953584146,-11689.826188743336,7854295523.823186,69692173.55107976,-33091495.996770293,3698693.746460498,-2419595.0891833,0.0,-4301107.13355746
-8475868.02184164,0.0,0.0,8907163.84948887,0.0,3927147761.911593,46454274.61388874,129094.6439860897,26486318.09740417,-3259788.000802175,0.0,1324539.378694641
-7779705.021131933,0.0,0.0,296474.4883120578,82176396.62184498,0.0,23216375.676697724,-107115.14879763647,0.0,-49635256.45298367,294557488.00808847,2472153.5112969726
-9287707.64359306,0.0,-73313.57908140612,-1800437.483115308,164352793.24368995,-5.4569682106375694e-12,-21523.2604932945,102677.1860755864,655912.4587580636,-46280225.21648666,589114976.0161769,252953.46936762845
-7856479.14141745,0.0,-146627.15816281224,-3335922.5580007555,246529189.86553493,10332896.513153732,0.0,-2032924.7002500712,327956.2293790318,-42925193.97998965,0.0,691605.9152258048
-7238720.711317454,0.0,-219940.7372442184,-1739028.7432670838,123264594.93276748,6006171.62820422,0.0,846243.8159696752,0.0,-39570162.74349264,-57076.06282342662,-88030.85548722737
-6197157.25171128,0.0,-2.273736754432321e-12,99878180.93197994,0.0,1679446.7432547086,0.0,56302.21727486297,0.0,-36215131.50699563,-240051.1208283677,-472077.6235144689
-1479988.3847767224,0.0,-1089845.0015173808,112658365.33890268,-2255.2009659761266,-12284628.606499858,0.0,-784382.8892411999,-129601808.48927356,-32860100.27049862,138822.6107890544,855245.0315551031
-12555661.82758054,0.0,-2179690.0030347616,1299347.5347707544,24230198.257989373,1032.4255518450398,0.0,-6153.108443224125,111090.4531082208,-29505069.03400161,-19261.14220732104,-586553.056647884
41378.30321138398,0.0,2622.7243414889526,1140406.74367038,34.30417713907167,-761532.5109589377,58624188.3107582,39257.52884961603,-12783614.14214276,-26150037.7975046,20158.37618949704,-60681.41896433514
8425.99545525086,0.0,-24.67013260845742,-775753.0467819714,13013.837678436752,-129319.86223627522,47127519.37177539,1402.788153409615,-21268222.809875462,-22795006.56100759,133844.55871067796,621961.1175020314
3076.230003798897,0.0,259945.2083066833,3.410605131648481e-13,8675.891785624503,5501.481449485512,35630850.432792574,-83935.18457723521,14975279.2033758,-19439975.32451057,-483748.5796107889,-20446.72018639736
-74844.42205656305,0.0,-77427.70544647495,5704451.787806694,4337.945892812251,-7.275957614183426e-12,24134181.493809767,-298644.04212422256,-122313.24299073406,-16084944.088013569,-1040461.4386405032,-1035609.1102945188
-26089.767167859543,0.0,-414800.6191996332,-4869719.722357195,0.0,-929529.248194384,12637512.554826953,200872.3805468437,335902.5622228133,-12729912.85151656,-404682.2251163884,324105.5219204928
1120.8257378099404,0.0,-752173.5329527915,-28685208.840138327,-8.209397201466947,1125447.783567065,1140843.6158441396,-245819.1348867463,794118.3674363607,-9374881.615019552,-1564047.3623066517,-1894817.200258068
-706327.8466332644,0.0,-1089546.4467059495,0.0,-16.418794402933894,1624442.6825261228,-3578001.6654827297,5709.583974400557,-3223046.06387658,-6019850.378522538,-2622993.1526565696,-131004.61293358592
42710.138559421335,0.0,-1426919.360459108,199647515.0483797,-24.62819160440084,2123437.5814851806,-8296846.9468096,3448.479511161376,341624.570593269,-2664819.1420255303,2622083.1089238147,-519984.5788516973
