Energy_FM4,Energy_FM4.1,Energy_FM4.2,Energy_FM4.3,Energy_FM4.4,Energy_FM4.5,Energy_FM4.6,Energy_FM4.7,Energy_FM4.8,Energy_FM4.9,Energy_FM4.10,Energy_FM4
25.700962829479064,8.231567018806762,16.93468948256919,15.041631046731892,8.358530497567571,6.632107810150649,17.857539637488916,18.74133939128262,10.907015304316651,3.5122818743232025,2.9903252292176346,36.54584923775626
10.87394915037494,1.3435468474677232,9.41249974246437,5.446374340702884,1.8814992693669927,1.5067654698959658,7.469820921877061,7.262676799216316,4.087872002777212,1.5000000000000004,2.114874018248214,6.637872561341857
3.311369946814486,1.0,1.8903100023595485,8.527875813240897,1.0,1.5033827349479827,3.2223628631112384,34.57945866524366,1.4999999999999998,1.5524148134030356,1.0,3.716045003565934
2.640232080571708,1.0,1.4451550011797742,2.0446763010835665,1.1076167022075527,1.4999999999999998,1.5,87.23311959349112,1.4999999999999998,1.6048296268060704,1.0000000000000002,30.25938157747317
2.712335486986467,1.0,1.0,1.071825620235848,1.0,1.25,1.5514827064041916,66.08805764165596,1.5,1.6572444402091056,0.9999999999999996,3.085928054874459
1.7500146177679068,1.0,1.0,1.4403771247433297,1.1666666666666663,1.0,1.6029654128083832,25.62177852411904,1.0,1.4999999999999998,1.5248108672566274,2.1850068483273533
2.2498635379899485,0.9999999999999998,1.1666666666666667,2.4208603801675768,1.3333333333333328,1.0000000000000004,1.6544481192125748,14.307513687642883,2.2841995709631875,1.4999999999999998,2.0496217345132552,2.749929616965844
2.139452847621201,0.9999999999999998,1.3333333333333337,2.277726992790903,1.4999999999999991,2.14375323397212,1.0,4.241328866847467,1.6420997854815935,1.4999999999999998,1.0000000000000002,2.388001959262667
2.393318594807854,0.9999999999999998,1.5000000000000004,3.283262528726313,1.2499999999999996,2.1127031504625355,1.0,2.2030993001217163,1.0,1.4999999999999998,25.73989112886564,2.5283126614217752
1.9666819990505509,0.9999999999999996,1.0,1.6259696443351357,1.0000000000000002,2.0816530669529505,1.0,3.41223121788042,1.0,1.4999999999999998,1.9369282379519264,2.3844130761875206
4.2910066340376245,0.9999999999999996,1.25,2.95085746014032,1.5874277793492195,40.02011479677256,1.0,51.18745224610253,4.944761312334887,1.4999999999999998,48.93543936629925,2.8517836713422384
1.849844540263039,0.9999999999999996,1.4999999999999998,3.567952260704744,1.9565658550002776,10.393617589692374,1.0,158.48572881404334,2.683172877727832,1.4999999999999998,2.1838851302241524,2.9350840617865046
11.845519545092074,0.9999999999999996,1.4999999999999996,1.5000000000000009,3.0938917531788954,23.64694079321401,1.7732276113419358,85.33945380818007,1.4924319417139695,1.4999999999999998,4.470354545662015,3.316470852672912
26.17555000580423,0.9999999999999994,1.5,11.574891666528446,1.5065597134111204,5.781198703188899,1.830955206357229,85.35096275857723,6.966431680713234,1.5,1.599501139248073,4.631840453593451
17.909488733666173,0.9999999999999994,1.821111930988744,1.0,1.3377064756074135,5.555919669056975,1.8886828013725216,33.386836884168765,2.29988123708437,1.5,14.925729653446322,4.620896942553806
101.0179693833732,0.9999999999999994,1.775238797990352,3.875106347782847,1.1688532378037069,1.0,1.946410396387815,58.68701407090827,2.290988878348104,1.5,33.66864124555415,3.44856140142544
10.02843930970257,0.9999999999999996,1.72936566499196,2.53059609949545,1.0,2.060146275749302,2.004137991403108,18.951584883375688,2.0715262695318137,1.5,1.5656573764936108,4.010625542320506
29.13604336510354,0.9999999999999996,1.683492531993568,3.1606330698364573,1.1945581967036174,2.5679050783561905,2.061865586418401,52.51459200822608,1.8520636607155232,1.5,13.24259591578026,3.123078365685974
96.0085391816821,0.9999999999999996,1.637619398995176,1.0,1.3891163934072348,2.127980370893603,1.7809327932092005,9.717290050308062,2.0048535715506604,1.5,30.814272931059435,3.4847260348245626
29.06187856634653,0.9999999999999996,1.591746265996784,1.6508986438674382,1.5836745901108522,1.6880556634310155,1.4999999999999998,11.875589592815937,1.6389244644582992,1.5,3.8135928797080254,39.161032057251965
9.094806962017518,0.9999999999999998,1.545873132998392,1.527685614604897,7.569593019583013,1.0,14.30548120031142,15.274415500730406,1.5000000000000002,1.5,8.681473170808363,9.054670772827269
19.84329538432733,0.9999999999999998,1.5,2.69625420110754,1.0,1.5000000000000004,7.90274060015571,63.75174879456163,2.085048985579148,1.5,1.6187447643194108,2.8841500687228137
2.5207079487517907,1.0,1.45,4.09697170317735,1.899228819227473,2.595328827727154,1.5000000000000009,14.00322438468828,1.893006746002597,1.5000000000000002,3.3376854123644417,2.5488303366261174
2.1104925554968976,1.0,1.4,1.0,2.7984576384549467,2.041940911197851,4.262349254486306,45.97637214702946,2.5538797081490463,1.4583333333333337,9.781872062038024,2.499838591774164
