Duration_Standard_deviation,Duration_Standard_deviation.1,Duration_Standard_deviation.2,Duration_Standard_deviation.3,Duration_Standard_deviation.4,Duration_Standard_deviation.5,Duration_Standard_deviation.6,Duration_Standard_deviation.7,Duration_Standard_deviation.8,Duration_Standard_deviation.9,Duration_Standard_deviation.10,Duration_Standard_deviation
270.918939947962,231.90087975194905,397.8252143141679,309.4902301751833,339.8140182028937,353.8917671865398,835.2924365390542,225.3233607381385,180.94698514991083,221.361852230286,199.1641796425924,433.3970386609196
115.52129533542644,266.5787842388259,256.297867381666,148.7113729608842,104.92668827872932,333.54306486809145,125.19905721456028,173.83232573507675,74.16999399748643,88.73964742606033,230.171580664198,147.9787314525884
124.80532320257414,17.012714175574544,114.77052044916408,224.4487441422837,166.84814100213512,473.4889210361704,177.119433250916,67.71802756798188,54.83926775412655,99.26326693202556,117.29173610832504,101.58802109419412
171.18634582854864,18.91841056161176,97.7012803723893,127.90711538525352,103.056981691893,613.4347772042494,297.1755702622028,124.12674554129704,123.97647512072746,109.7868864379908,57.78875671343428,105.56018866734114
158.84281999826297,20.82410694764897,80.63204029561454,284.834727153003,118.7254281823458,401.9401681153112,218.73502348672,46.848707730701086,153.3148117037257,120.31050594395604,172.1421380917017,115.11864473042904
157.88258284997494,22.72980333368619,2.5631686020357094,77.78716628714307,174.23577318708232,190.44555902637293,140.29447671123714,50.54108760374381,220.9364499849491,197.03199413365377,366.6838285998931,101.12999526237226
156.1597706427913,24.6354997197234,41.76440554950744,191.0211427539833,229.7461181918188,56.67231190023558,61.85392993575429,55.80901158202936,161.83748604310682,189.7020653859902,561.2255191080844,77.6171858491747
148.47771765144057,26.54119610576062,80.96564249697917,149.0198378657157,285.25646319655533,239.4864432912358,71.02632830445846,117.7988471751525,142.67502619757974,182.37213663832665,92.1361475899797,65.52367222787349
136.44144195399832,28.44689249179784,120.16687944445091,219.18399294298308,151.25613101018556,161.56305744533853,137.42544805310905,84.70012352897204,123.51256635205264,175.0422078906631,62.05840901799128,82.15005702612574
132.03017090617016,30.352588877835046,14.51852688436942,325.74027672984016,17.255798823815766,83.63967159944129,203.82456780175968,57.37943081665408,50.59562208933811,167.7122791429995,90.8212408662997,85.63052008413378
113.13886562442764,32.25828526387226,53.45231395029961,246.6859439975623,27.308786109301533,136.3898338653368,270.2236875504102,37.98910952275774,243.171749996252,160.38235039533598,88.84580552952238,98.06725245065124
147.33681595460607,34.16398164990947,92.3861010162298,113.2064021426476,183.44787873539727,49.79668290387357,336.6228072990608,18.69080704691298,62.48300415813295,153.05242164767242,78.49334780538804,109.15651956053358
62.53924069495349,36.06967803594669,13.072481052992876,105.21474414349636,19.204782529297955,53.04582436672944,455.4463364344274,34.193490684108845,222.8428352797013,145.7224929000089,69.05650501158875,118.87382908180211
49.91883091327545,37.9753744219839,21.17224791800724,116.75825902700404,47.6785522306963,96.61151245464436,391.0881980367502,42.44230972331914,110.43890743074289,138.3925641523453,89.3076329227979,123.11979912147032
39.32507689648722,39.88107080802112,74.65528113612814,119.59771937153867,42.38739335969813,48.68627892145196,326.730059639073,21.447298262968378,182.8319037255716,131.06263540468177,74.19605492052656,107.0827635934386
36.10528741513326,45.2043783027097,83.67673113780415,202.51990242114,37.09623448869996,58.71306460906099,262.37192124139574,39.69712292305703,142.15356843100577,123.7327066570182,73.9254417303296,114.72803610919324
79.59336573804349,50.52768579739829,92.69818113948016,201.1809819876676,31.80507561770179,175.85081427911524,198.01378284371856,34.828752259859975,138.19021641001592,116.40277790935464,96.75519545416364,130.44971228713757
36.1022130393364,55.85099329208686,101.7196311411562,241.90211623729027,24.35199471235296,141.35612592040837,133.6556444460414,23.980794440121965,134.22686438902605,109.0728491616911,110.29619973752126,115.60675399434992
53.74295159749218,61.17430078677545,110.7410811428322,10.23428729795816,16.898913807004135,137.30081206713265,189.63960508502905,31.23293642342247,150.18030716912813,101.74292041402754,130.46419229018449,109.91480068696886
66.79415161974835,66.49760828146403,119.76253114450822,268.92051955173145,9.445832901655312,133.2454982138569,245.62356572401663,35.626168154305816,69.83430316970362,94.41299166636398,100.175642274213,114.9701128870064
42.36480723306504,71.8209157761526,128.78398114618423,291.5703086160942,7.767961055593275,34.671684034015215,71.38929457532402,25.25454501052129,44.444409320458405,87.08306291870042,26.76329524906604,126.25493737747252
51.95589074012853,77.1442232708412,137.80543114786025,485.682635246875,5.534096297013342,104.10531740434502,129.6019115954695,39.664741817548965,189.0049842799539,135.63914226853458,91.44257716926768,125.4757586908803
75.90312994440562,82.46753076552977,131.84826318963127,330.4016967427611,15.619192937449414,53.1449175154831,187.81452861561496,48.16753238576857,214.9571082236654,184.19522161836875,127.61867099345496,118.23694202014948
60.992032645988665,87.79083826021835,125.8910952314023,71.11417422266945,25.704289577885486,165.91282489374146,154.09090922636076,57.393061286169925,132.3318883831174,176.44020848801478,51.54084492681809,146.5537856458709
69.34277861046097,93.11414575490691,119.93392727317332,336.15275879952253,35.78938621832156,102.22437654638586,120.36728983710658,69.89677605193046,207.492615238948,168.68519535766083,39.52079857341887,154.22484587124438
75.38372602815593,98.4374532495955,113.97675931494436,233.93382234903365,181.44803081554429,78.24257299935088,88.40911349231082,64.29260629678582,57.29004122114359,160.93018222730686,25.32467514898008,153.18239983818148
64.66033072901479,55.98855511970053,108.01959135671538,122.04390910852456,0.1812931380059979,67.42062540937343,84.22506204290706,83.48364990036914,147.5057563897981,153.1751690969529,63.97515716872229,155.21480964080862
83.819223181738,54.36999343033725,102.0624233984864,202.6848516832094,66.21446031899738,56.59867781939597,24.6004026452542,44.05329709603187,161.41827026904886,145.42015596659894,102.06786740979332,160.2687886210481
43.20595331406598,52.75143174097398,96.10525544025742,124.73605951925803,293.68497820521577,45.77673022941851,202.13063475172345,38.79127819897744,152.14410048115477,137.66514283624497,103.25186476922268,184.2080895886164
48.72433306541105,51.1328700516107,90.14808748202844,240.29506252804293,135.65014552769753,189.69184268270283,124.25502018144036,34.08110836107402,103.1873353552573,129.91012970589102,7.926856127086751,214.63605142137453
51.77782642498055,49.51430836224742,84.19091952379948,256.2999895322558,95.83356774399635,163.31264807908465,9.040834400315056,19.975716758549936,80.63959747484418,122.15511657553704,122.70917762382598,213.47686631825349
74.21164523964774,47.895746672884144,78.2337515655705,285.5918402204475,63.18060401505794,52.89634494415345,72.6280272381164,65.33695199461597,129.41616444230485,114.40010344518308,90.38045538908874,210.95474848234585
84.99907112201127,46.27718498352087,113.79174782701172,191.87175044865023,1.3699650714181395,72.11847699289133,59.86087445658365,25.539395430350574,127.2669420184104,106.64509031482912,171.34854559679303,207.110574583928
96.36025544620398,44.65862329415759,106.6827951577846,109.7428575648486,180.10440711272636,46.75848475219876,47.0937216750509,36.854211677515735,88.37510243828902,98.89007718447516,119.6481121525485,240.6713578619336
82.72992572955562,43.04006160479432,99.57384248855747,153.2893648475061,205.7028042208194,81.1096946884731,34.32656889351815,48.9230622160172,155.82023244142866,91.13506405412122,139.43323851194967,243.35728067295767
82.0908192462722,41.42149991543104,92.46488981933037,137.02097071274778,76.63367624651087,422.7597687922872,81.85536654434767,85.0348531026195,197.989319150084,76.6153923270448,86.75347203335667,201.10247933354657
85.78592785511803,39.802938226067766,85.35593715010324,127.98798964720912,47.59183439728476,131.97065284360227,129.38416419517722,50.80952939528385,165.002885504248,62.09572059996838,50.03599888657576,217.2133445562104
112.3704362787158,38.18437653670449,78.24698448087612,142.0274337105837,28.453249230848943,144.12294016075705,121.39314592058946,81.82191556551999,119.09802466666645,67.98688878204894,75.18589330173602,255.7713605537733
77.07566560392813,36.565814847341215,71.138031811649,162.7029448589866,43.47834947930711,88.87403011482627,113.40212764600167,29.992614369723267,250.99234523433867,73.8780569641295,105.3606837935916,234.23907290260604
105.37635590965252,34.94725315797794,64.02907914242189,150.99749425120712,50.53470181075363,86.99524217563797,105.41110937141391,23.90155423556629,203.4113175907057,79.76922514621005,69.55588990072816,226.5377598753828
92.60402433064434,33.32869146861466,56.92012647319476,149.60929161928786,59.773276641669966,93.46689553228046,97.42009109682616,103.43058681466484,148.98969254643757,85.66039332829061,68.67057714717053,228.6131500503145
102.44280061378534,31.710129779251385,49.81117380396764,185.41704364078345,65.41322527404742,77.4268930044888,89.4290728222384,31.915569606140256,111.64524746187324,91.55156151037116,116.09142099848977,223.6560185050246
98.89665623932792,30.091568089888103,51.44681400981611,177.73040487904993,55.44949075217187,120.84372888276523,81.43805454765064,61.63977140388451,54.58187671709666,97.44272969245172,40.54343054567209,247.7812073829924
123.19027730852255,28.47300640052483,53.082454215664576,155.155455901839,47.23928638845352,141.85751633103416,84.69252385842634,27.9104458346763,51.11918503946092,103.33389787453228,47.53959299921696,236.79041291364803
133.0739170295996,26.854444711161555,54.71809442151304,155.1831716631086,59.07824738977755,103.90321753037568,87.94699316920206,41.81039087816936,78.30583347591448,109.22506605661285,77.76067988281724,259.1683458481797
